t,P,C,W,N,dP_dt,dP_dt_noisy
6.241248249649929969e-01,-2.236372642467522598e-02,-1.696034275185927809e-01,-1.335521294759802607e-02,5.182258860607621420e-01,-5.904592131544634387e-02,-6.492360084005024956e-02
6.281256251250250111e-01,-2.260026473658850732e-02,-1.702151290539620776e-01,-1.349262039643054668e-02,5.153163344391086254e-01,-5.919917731679859990e-02,-5.839879785412689650e-02
6.321264252850570253e-01,-2.283741139298246792e-02,-1.708213403115336482e-01,-1.363031376481043354e-02,5.124098004448507382e-01,-5.935003577516017453e-02,-7.003915756561306105e-02
6.361272254450890395e-01,-2.307515681901026183e-02,-1.714220726618334023e-01,-1.376828715974108726e-02,5.095062961745282504e-01,-5.949850519579583802e-02,-5.950633986152182447e-02
6.401280256051210538e-01,-2.331349147421924936e-02,-1.720173374865926474e-01,-1.390653471715400623e-02,5.066058336749958979e-01,-5.964459407036491745e-02,-5.514676198298488347e-02
6.441288257651530680e-01,-2.355240585255104560e-02,-1.726071461787478389e-01,-1.404505060190878486e-02,5.037084249434224947e-01,-5.978831087691170720e-02,-6.097162748721898090e-02
6.481296259251850822e-01,-2.379189048234148576e-02,-1.731915101424408854e-01,-1.418382900779311534e-02,5.008140819272919320e-01,-5.992966407985687860e-02,-6.307643869927358204e-02
6.521304260852170964e-01,-2.403193592600251852e-02,-1.737704407923038041e-01,-1.432286415714804050e-02,4.979228165245130344e-01,-6.006866212982596431e-02,-5.891110680953327849e-02
6.561312262452489996e-01,-2.427253276837305906e-02,-1.743439495280062201e-01,-1.446215028674537745e-02,4.950346405872371180e-01,-6.020531345795079176e-02,-5.670455470219754046e-02
6.601320264052810138e-01,-2.451367163553919148e-02,-1.749120477778099980e-01,-1.460168166920802410e-02,4.921495659148316104e-01,-6.033962648602483186e-02,-5.702133863093779981e-02
6.641328265653130281e-01,-2.475534319339654787e-02,-1.754747469934785642e-01,-1.474145261222987481e-02,4.892676042548373960e-01,-6.047160962501966358e-02,-5.060924035537070487e-02
6.681336267253450423e-01,-2.499753814070813235e-02,-1.760320586343014360e-01,-1.488145745058907891e-02,4.863887673054850258e-01,-6.060127127136617081e-02,-5.955543390968478373e-02
6.721344268853770565e-01,-2.524024720910433145e-02,-1.765839941670942215e-01,-1.502169054614804246e-02,4.835130667156942730e-01,-6.072861980694896356e-02,-6.369067030571362586e-02
6.761352270454090707e-01,-2.548346116308290721e-02,-1.771305650661985365e-01,-1.516214628785341779e-02,4.806405140850746882e-01,-6.085366359910136108e-02,-6.148355954903457488e-02
6.801360272054410849e-01,-2.572717080000899367e-02,-1.776717828134821153e-01,-1.530281909173611399e-02,4.777711209639251000e-01,-6.097641100060110370e-02,-6.133890372870016289e-02
6.841368273654730991e-01,-2.597136695011510732e-02,-1.782076588983386722e-01,-1.544370340091129334e-02,4.749048988532340032e-01,-6.109687034966669594e-02,-6.055318343227610034e-02
6.881376275255051134e-01,-2.621604047650113317e-02,-1.787382048176880955e-01,-1.558479368557836447e-02,4.720418592046792816e-01,-6.121504996995445758e-02,-6.136518903610162917e-02
6.921384276855371276e-01,-2.646118227513433868e-02,-1.792634320759762256e-01,-1.572608444302099270e-02,4.691820134206283743e-01,-6.133095817055612270e-02,-6.046112847607510582e-02
6.961392278455691418e-01,-2.670678327484935985e-02,-1.797833521851750493e-01,-1.586757019760709833e-02,4.663253728541382759e-01,-6.144460324599720219e-02,-6.979885354907276740e-02
7.001400280056011560e-01,-2.695283443734821857e-02,-1.802979766647825610e-01,-1.600924550078884623e-02,4.634719488089553141e-01,-6.155599347623587347e-02,-5.740784869603565710e-02
7.041408281656331702e-01,-2.719932675720030182e-02,-1.808073170418227904e-01,-1.615110493110266318e-02,4.606217525395154833e-01,-6.166513712666248787e-02,-6.453883347126765369e-02
7.081416283256651845e-01,-2.744625126184238248e-02,-1.813113848508459414e-01,-1.629314309416921708e-02,4.577747952509442220e-01,-6.177204244809988282e-02,-6.763783593033501074e-02
7.121424284856970877e-01,-2.769359901157859155e-02,-1.818101916339281421e-01,-1.643535462269343772e-02,4.549310880990565242e-01,-6.187671767680406193e-02,-5.868796187859688651e-02
7.161432286457291019e-01,-2.794136109958046676e-02,-1.823037489406716671e-01,-1.657773417646450295e-02,4.520906421903566619e-01,-6.197917103446563131e-02,-5.539254099753522509e-02
7.201440288057611161e-01,-2.818952865188689358e-02,-1.827920683282048264e-01,-1.672027644235584559e-02,4.492534685820387397e-01,-6.207941072821183265e-02,-5.961426998071461814e-02
7.241448289657931303e-01,-2.843809282740414682e-02,-1.832751613611820207e-01,-1.686297613432514997e-02,4.464195782819860847e-01,-6.217744495060916615e-02,-6.137164838138156608e-02
7.281456291258251445e-01,-2.868704481790586985e-02,-1.837530396117836307e-01,-1.700582799341434845e-02,4.435889822487717460e-01,-6.227328187966647832e-02,-6.693438340652624330e-02
7.321464292858571588e-01,-2.893637584803308849e-02,-1.842257146597162110e-01,-1.714882678774962838e-02,4.407616913916581058e-01,-6.236692967883884081e-02,-4.800909298977134448e-02
7.361472294458891730e-01,-2.918607717529420054e-02,-1.846931980922122407e-01,-1.729196731254143207e-02,4.379377165705971575e-01,-6.245839649703189417e-02,-5.805710339372435053e-02
7.401480296059211872e-01,-2.943614009006497584e-02,-1.851555015040304009e-01,-1.743524439008444990e-02,4.351170685962303386e-01,-6.254769046860673976e-02,-6.824416382032161277e-02
7.441488297659532014e-01,-2.968655591558857360e-02,-1.856126364974553522e-01,-1.757865286975763067e-02,4.322997582298885866e-01,-6.263481971338552556e-02,-6.653300929458424995e-02
7.481496299259852156e-01,-2.993731600797551809e-02,-1.860646146822978186e-01,-1.772218762802416775e-02,4.294857961835923943e-01,-6.271979233665733733e-02,-6.228489609379781605e-02
7.521504300860172298e-01,-3.018841175620370909e-02,-1.865114476758946149e-01,-1.786584356843151297e-02,4.266751931200516434e-01,-6.280261642918499865e-02,-7.057627208916493478e-02
7.561512302460492441e-01,-3.043983458211842186e-02,-1.869531471031085912e-01,-1.800961562161136620e-02,4.238679596526658822e-01,-6.288330006721208620e-02,-6.204014803215951446e-02
7.601520304060812583e-01,-3.069157594043231407e-02,-1.873897245963286606e-01,-1.815349874527968227e-02,4.210641063455239919e-01,-6.296185131247074296e-02,-6.525720909103453760e-02
7.641528305661132725e-01,-3.094362731051063242e-02,-1.878211917799463004e-01,-1.829748791441385830e-02,4.182636437177500444e-01,-6.303827820911381274e-02,-5.690692520753272421e-02
7.681536307261451757e-01,-3.119598020124219467e-02,-1.882475602815422977e-01,-1.844157812598199928e-02,4.154665822401437669e-01,-6.311258878633493885e-02,-5.830181546819370592e-02
7.721544308861771899e-01,-3.144862616629942598e-02,-1.886688417598961220e-01,-1.858576441753425484e-02,4.126729323272809724e-01,-6.318479106376297116e-02,-7.674121825093682681e-02
7.761552310462092041e-01,-3.170155679072884924e-02,-1.890850478782178656e-01,-1.873004185190824469e-02,4.098827043451042096e-01,-6.325489304588234607e-02,-6.304638011574578704e-02
7.801560312062412184e-01,-3.195476369081321627e-02,-1.894961903038803186e-01,-1.887440551706810743e-02,4.070959086109982028e-01,-6.332290272198755343e-02,-7.141024021960599988e-02
7.841568313662732326e-01,-3.220823851407149385e-02,-1.899022807084189413e-01,-1.901885052610447630e-02,4.043125553937897410e-01,-6.338882806619278165e-02,-5.784063806995016349e-02
7.881576315263052468e-01,-3.246197293925887767e-02,-1.903033307675319197e-01,-1.916337201723447917e-02,4.015326549137476775e-01,-6.345267703744197907e-02,-6.261214769180285800e-02
7.921584316863372610e-01,-3.271595867636677840e-02,-1.906993521610800546e-01,-1.930796515380174896e-02,3.987562173425830969e-01,-6.351445757951944271e-02,-6.077243031858445971e-02
7.961592318463692752e-01,-3.297018746662282174e-02,-1.910903565730869280e-01,-1.945262512427642018e-02,3.959832528034493149e-01,-6.357417762106092052e-02,-6.889980126507741498e-02
8.001600320064012895e-01,-3.322465108249085530e-02,-1.914763556917386811e-01,-1.959734714225512195e-02,3.932137713709416005e-01,-6.363184507556511604e-02,-5.448969388558761590e-02
8.041608321664333037e-01,-3.347934132767094867e-02,-1.918573612093842362e-01,-1.974212644646099191e-02,3.904477830710975095e-01,-6.368746784140572048e-02,-5.358710100565349660e-02
8.081616323264653179e-01,-3.373425003709940029e-02,-1.922333848225351860e-01,-1.988695830074365539e-02,3.876852978813966621e-01,-6.374105380184398595e-02,-6.906490901497504276e-02
8.121624324864973321e-01,-3.398936907694870974e-02,-1.926044382318657378e-01,-2.003183799407924973e-02,3.849263257307609098e-01,-6.379261082504153468e-02,-6.192853521570995667e-02
8.161632326465293463e-01,-3.424469034462761241e-02,-1.929705331422128800e-01,-2.017676084057040686e-02,3.821708764995541130e-01,-6.384214676407394540e-02,-6.720865890602488457e-02
8.201640328065613605e-01,-3.450020576878104483e-02,-1.933316812625761882e-01,-2.032172217944625686e-02,3.794189600195824741e-01,-6.388966945694453392e-02,-6.400751914124819253e-02
8.241648329665933748e-01,-3.475590730929017935e-02,-1.936878943061180192e-01,-2.046671737506242789e-02,3.766705860740940937e-01,-6.393518672659873059e-02,-7.026337162272154602e-02
8.281656331266252780e-01,-3.501178695727241025e-02,-1.940391839901632887e-01,-2.061174181690105661e-02,3.739257643977795809e-01,-6.397870638093879070e-02,-5.464297880803569568e-02
8.321664332866572922e-01,-3.526783673508134681e-02,-1.943855620361997494e-01,-2.075679091957077782e-02,3.711845046767711098e-01,-6.402023621283907395e-02,-6.886613376825241606e-02
8.361672334466893064e-01,-3.552404869630680639e-02,-1.947270401698776854e-01,-2.090186012280671746e-02,3.684468165486435853e-01,-6.405978400016161534e-02,-6.554020307514908661e-02
8.401680336067213206e-01,-3.578041492577484217e-02,-1.950636301210101897e-01,-2.104694489147050998e-02,3.657127096024136992e-01,-6.409735750577233437e-02,-6.158994285021972270e-02
8.441688337667533348e-01,-3.603692753954772232e-02,-1.953953436235729424e-01,-2.119204071555029142e-02,3.629821933785404853e-01,-6.413296447755727214e-02,-6.737076786963791530e-02
8.481696339267853491e-01,-3.629357868492393002e-02,-1.957221924157043769e-01,-2.133714311016068552e-02,3.602552773689249865e-01,-6.416661264843981360e-02,-6.536317479710132550e-02
8.521704340868173633e-01,-3.655036054043817040e-02,-1.960441882397055413e-01,-2.148224761554282797e-02,3.575319710169104770e-01,-6.419830973639775729e-02,-6.701650896853257600e-02
8.561712342468493775e-01,-3.680726531586137745e-02,-1.963613428420402374e-01,-2.162734979706434912e-02,3.548122837172822952e-01,-6.422806344448120375e-02,-6.489536721866268065e-02
8.601720344068813917e-01,-3.706428525220068632e-02,-1.966736679733349091e-01,-2.177244524521938437e-02,3.520962248162680108e-01,-6.425588146083063834e-02,-7.010859463633214994e-02
8.641728345669134059e-01,-3.732141262169946794e-02,-1.969811753883786709e-01,-2.191752957562856027e-02,3.493838036115373136e-01,-6.428177145869543030e-02,-6.647171183670692873e-02
8.681736347269454201e-01,-3.757863972783730827e-02,-1.972838768461233627e-01,-2.206259842903901536e-02,3.466750293522019577e-01,-6.430574109645280367e-02,-6.534020572001401905e-02
8.721744348869774344e-01,-3.783595890458286981e-02,-1.975817841084178961e-01,-2.220764747043784890e-02,3.439699112393526104e-01,-6.432779801740280690e-02,-6.599642803642348510e-02
8.761752350470094486e-01,-3.809336250304735244e-02,-1.978749089182889331e-01,-2.235267237270713303e-02,3.412684584352638772e-01,-6.434794984613320667e-02,-6.406450007166422655e-02
8.801760352070414628e-01,-3.835084291567383147e-02,-1.981632630421093222e-01,-2.249766884458052202e-02,3.385706800454265086e-01,-6.436620419627700485e-02,-6.583171529306061642e-02
8.841768353670733660e-01,-3.860839257089195703e-02,-1.984468582585724727e-01,-2.264263262534714147e-02,3.358765851231246824e-01,-6.438256866814463797e-02,-6.061651162594773601e-02
8.881776355271053802e-01,-3.886600392668908971e-02,-1.987257063474844321e-01,-2.278755947739798116e-02,3.331861826741802646e-01,-6.439705084668696788e-02,-6.601303047561611625e-02
8.921784356871373944e-01,-3.912366947061018951e-02,-1.989998190897635799e-01,-2.293244518622588116e-02,3.304994816569531979e-01,-6.440965830151502980e-02,-6.509290628299445325e-02
8.961792358471694087e-01,-3.938138171975789914e-02,-1.992692082674409060e-01,-2.307728556042552837e-02,3.278164909823411133e-01,-6.442039858692039100e-02,-6.774430526689965981e-02
9.001800360072014229e-01,-3.963913322079250928e-02,-1.995338856636598435e-01,-2.322207643169347038e-02,3.251372195137795518e-01,-6.442927924189564837e-02,-6.706185344247182767e-02
9.041808361672334371e-01,-3.989691654993196557e-02,-1.997938630626763246e-01,-2.336681365482810510e-02,3.224616760672418536e-01,-6.443630779015541155e-02,-7.075877174425397598e-02
9.081816363272654513e-01,-4.015472431295186856e-02,-2.000491522498588082e-01,-2.351149310772969112e-02,3.197898694112393247e-01,-6.444149174015753601e-02,-6.184756713576771564e-02
9.121824364872974655e-01,-4.041254914518547375e-02,-2.002997650116881689e-01,-2.365611069140033038e-02,3.171218082668208482e-01,-6.444483858512468910e-02,-7.015742867338714550e-02
9.161832366473294798e-01,-4.067038371152369158e-02,-2.005457131357578360e-01,-2.380066232994398900e-02,3.144575013075734393e-01,-6.444635580306642963e-02,-6.817563779400805102e-02
9.201840368073614940e-01,-4.092822070641508742e-02,-2.007870084107737374e-01,-2.394514397056647648e-02,3.117969571596218570e-01,-6.444605085680137069e-02,-6.264982759674535273e-02
9.241848369673935082e-01,-4.118605285386588155e-02,-2.010236626265542448e-01,-2.408955158357546297e-02,3.091401844016285483e-01,-6.444393119397977265e-02,-6.243106436425711198e-02
9.281856371274255224e-01,-4.144387290743994229e-02,-2.012556875740302564e-01,-2.423388116238047243e-02,3.064871915647940370e-01,-6.444000424710653874e-02,-6.644057800213189202e-02
9.321864372874575366e-01,-4.170167365025880674e-02,-2.014830950452451697e-01,-2.437812872349288257e-02,3.038379871328565351e-01,-6.443427743356436310e-02,-7.453060648600837168e-02
9.361872374474895508e-01,-4.195944789500166000e-02,-2.017058968333548252e-01,-2.452229030652591790e-02,3.011925795420921648e-01,-6.442675815563728148e-02,-6.232419171915940664e-02
9.401880376075214540e-01,-4.221718848390532131e-02,-2.019241047326276184e-01,-2.466636197419466020e-02,2.985509771813149582e-01,-6.441745380053461034e-02,-6.311963650607431420e-02
9.441888377675534683e-01,-4.247488828876431338e-02,-2.021377305384444434e-01,-2.481033981231605540e-02,2.959131883918765249e-01,-6.440637174041495550e-02,-7.146827781777383148e-02
9.481896379275854825e-01,-4.273254021093076532e-02,-2.023467860472985824e-01,-2.495421992980889278e-02,2.932792214676666065e-01,-6.439351933241077575e-02,-6.054190891843829608e-02
9.521904380876174967e-01,-4.299013718131448891e-02,-2.025512830567959277e-01,-2.509799845869381194e-02,2.906490846551126883e-01,-6.437890391865304374e-02,-6.788440292082018046e-02
9.561912382476495109e-01,-4.324767216038293005e-02,-2.027512333656548149e-01,-2.524167155409331662e-02,2.880227861531800548e-01,-6.436253282629635086e-02,-6.999347340706285614e-02
9.601920384076815251e-01,-4.350513813816121733e-02,-2.029466487737060509e-01,-2.538523539423175740e-02,2.854003341133719007e-01,-6.434441336754408158e-02,-6.386575981272279989e-02
9.641928385677135394e-01,-4.376252813423209959e-02,-2.031375410818929972e-01,-2.552868618043533863e-02,2.827817366397291643e-01,-6.432455283967419835e-02,-6.521690499667028018e-02
9.681936387277455536e-01,-4.401983519773601528e-02,-2.033239220922714308e-01,-2.567202013713212189e-02,2.801670017888308051e-01,-6.430295852506492937e-02,-6.328983852010919287e-02
9.721944388877775678e-01,-4.427705240737103698e-02,-2.035058036080096833e-01,-2.581523351185201903e-02,2.775561375697934707e-01,-6.427963769122098381e-02,-7.230837798284317497e-02
9.761952390478095820e-01,-4.453417287139288527e-02,-2.036831974333885575e-01,-2.595832257522679917e-02,2.749491519442716081e-01,-6.425459759080000277e-02,-5.519344700943813742e-02
9.801960392078415962e-01,-4.479118972761495648e-02,-2.038561153738013554e-01,-2.610128362099008517e-02,2.723460528264576852e-01,-6.422784546163912145e-02,-6.724113853435775834e-02
9.841968393678736104e-01,-4.504809614218766717e-02,-2.040245692339059946e-01,-2.624411296450901779e-02,2.697468480841634930e-01,-6.419938852649806349e-02,-7.189768506898011613e-02
9.881976395279056247e-01,-4.530488529645403106e-02,-2.041885707986872689e-01,-2.638680692635867256e-02,2.671515455500149128e-01,-6.416923399041075948e-02,-6.107502304757501249e-02
9.921984396879376389e-01,-4.556155041329826294e-02,-2.043481318743544661e-01,-2.652936186330460272e-02,2.645601529975493693e-01,-6.413738904724153311e-02,-6.591140969774741953e-02
9.961992398479695421e-01,-4.581808474882976406e-02,-2.045032642738351114e-01,-2.667177415944494215e-02,2.619726781493924017e-01,-6.410386087701742952e-02,-6.247956844815290983e-02
