P,pH,CO2,S,S_noisy
4.565284973096773058e+01,7.519238832402666439e+00,4.690262130754609160e+01,8.159591418325636836e-01,8.079568468124622704e-01
9.577214235810019716e+01,7.389996807640872412e+00,3.352739213637309490e+01,9.647195064423863542e-01,9.243341902326103199e-01
9.546098234979760377e+01,7.466427342040371506e+00,4.843741223589690037e+01,9.713241992663141922e-01,9.797344650122257192e-01
7.985806493637460335e+01,7.289428356317650071e+00,5.601134848982162850e+01,9.016821068765588088e-01,9.068733760543999933e-01
6.748717576408962771e+01,7.483009889958716521e+00,3.266406567618064827e+01,9.329272861583493004e-01,9.046796618489137964e-01
8.465728606526629108e+01,7.593721776649744903e+00,3.717300336570284003e+01,9.763448261171751019e-01,9.917512677730649928e-01
9.393643101950857499e+01,7.460379628730602342e+00,3.723836058237142765e+01,9.708835101526488431e-01,9.568615141439803518e-01
3.239155159813272622e+00,7.592207714646180605e+00,3.702825540059880893e+01,1.338383062677597490e-01,1.113145439446937418e-01
1.269241748793501046e+01,7.533549804363259383e+00,4.465272941613643809e+01,2.153179239821403912e-01,2.172325382014255180e-01
3.666612458368066996e+01,7.507285476894595355e+00,5.309413734702686583e+01,6.782472641515768785e-01,6.746778555235926067e-01
1.026509845121737285e+01,7.391677696444558521e+00,4.295431562247933499e+01,1.665112786057214023e-01,1.705637586255443483e-01
6.035292283227443733e+01,7.429630530004390110e+00,3.580026569849752605e+01,8.896909280311817714e-01,8.575759668646929512e-01
2.677605801246275519e+01,7.298856803245426406e+00,4.333883697297345350e+01,3.806311171499578982e-01,4.168757194754053597e-01
2.716963318410022410e+01,7.549824181728059358e+00,5.624938863695133051e+01,5.093420068343247342e-01,4.972888345434501867e-01
2.954447087613869272e+01,7.205368551832961543e+00,2.839064989321663290e+01,4.236378207361826687e-01,3.928446345662544581e-01
1.067385010085461516e+01,7.518960206021776393e+00,3.708429424386993389e+01,1.934915746494699218e-01,2.058684184208129098e-01
7.435350087057773294e+01,7.576015873385125055e+00,4.818487324036833286e+01,9.600378219599574603e-01,9.529417393579339146e-01
6.541657053036536240e+01,7.332736129927019952e+00,3.968608500692837993e+01,8.740253089086355009e-01,8.805224786240936075e-01
6.104430097348497952e+01,7.519980160670789004e+00,2.110100750317290519e+01,9.281082237183212458e-01,9.213160551058204861e-01
4.370512645499768034e+00,7.371711119917819133e+00,3.231718400328077934e+01,1.359417998118975235e-01,1.347469926022991094e-01
4.351695031924887047e+01,7.542778224009628829e+00,3.550963011650692636e+01,8.262816573875124693e-01,8.311971142622851527e-01
6.883515540008441747e+01,7.451608322359851933e+00,4.084992768496178428e+01,9.249761761675974192e-01,9.100431184879395063e-01
1.647831834045505062e+01,7.222306478195128498e+00,3.695971362968651164e+01,2.127992681183831225e-01,2.263740600355742816e-01
3.918012662109752853e+01,7.350265614760046695e+00,4.793591583555665636e+01,6.189168527137933751e-01,6.095188507322024662e-01
2.963580401523752350e+00,7.207697180722599128e+00,4.490492176730558782e+01,1.310915085375733424e-01,1.136977656541638959e-01
9.103941710646964225e+00,7.499727464471823701e+00,4.716371767385450653e+01,1.622860654977909822e-01,1.638267139342410306e-01
2.242890441990633477e+01,7.548337805964222547e+00,2.739681479758115401e+01,4.938266743688120020e-01,5.027274999386328602e-01
4.205036595298361846e+01,7.598443339302462185e+00,5.708413961330183639e+01,8.042547259345940169e-01,7.996731391022212643e-01
4.686076359245060985e+01,7.410538274161669214e+00,4.389707289804280776e+01,7.717577456888496945e-01,7.545073499472584322e-01
8.856763163019319052e+01,7.356517030459926332e+00,3.108553924985476158e+01,9.509308676584126152e-01,9.633265789845852911e-01
3.234918577522731198e+01,7.409824255562110551e+00,5.607092980047871578e+01,5.155415536853680258e-01,4.803349778429124584e-01
3.124923751441945896e+00,7.377398619461192020e+00,4.549783776826487980e+01,1.316740744054700762e-01,1.110567916847594178e-01
8.279611133034535442e+01,7.317255881524438621e+00,5.820343760946434486e+01,9.178335688721748209e-01,9.186240266828424872e-01
7.122846601983704673e+00,7.564103393843488732e+00,3.921135835943284320e+01,1.551022659324805542e-01,1.278810779663792085e-01
1.020620727356060620e+01,7.357673410512587608e+00,4.805432680726717365e+01,1.590992256726446730e-01,1.596591109576280532e-01
9.635498995723375515e+01,7.558264872326448724e+00,3.766517321888560588e+01,9.815901334569254733e-01,9.804928710965562511e-01
7.558317639470747906e+01,7.426600204322042487e+00,3.230683714289689590e+01,9.402632599212131792e-01,9.582380556983765008e-01
3.444756607514624847e+01,7.538766187153259857e+00,4.808051097381903105e+01,6.780420904381587732e-01,6.597462834018928968e-01
1.408570532030037370e+01,7.466243299746781581e+00,3.003058587587856820e+01,2.506083229812011148e-01,2.380901925083682702e-01
3.928632674401429625e+01,7.387697133704210550e+00,4.025773245887120311e+01,6.701136208012100637e-01,6.767772544952300739e-01
3.458029438523718113e+01,7.486524794288981433e+00,4.114586378377720166e+01,6.626820496925919235e-01,6.135307778884757646e-01
8.756967894280484188e+01,7.490185975548659059e+00,4.111789993643966312e+01,9.673928978085384323e-01,1.029393743786830129e+00
4.245654871408996200e+01,7.547750012766327288e+00,2.804401386162442478e+01,8.297931863088054971e-01,8.158201716995701069e-01
9.122455595546581364e+00,7.384321333713490532e+00,5.510078459143589669e+01,1.495229986766684616e-01,1.349262976221572985e-01
9.275371503350002911e+01,7.411848773467790252e+00,4.412106421400513057e+01,9.623058831394137869e-01,9.795284333574880709e-01
6.260902300781075525e+01,7.505695175399578645e+00,3.776530587278347895e+01,9.211207574702787726e-01,9.203241206415651021e-01
1.255427582131921938e+01,7.405906337783382476e+00,5.028298428350822746e+01,1.823762350897403794e-01,1.467876627156685654e-01
1.220424184459581163e+01,7.448144413029474720e+00,3.113491095934026376e+01,2.121769860581812495e-01,2.247155336600334952e-01
4.712739087526216508e+01,7.294182523708282240e+00,4.625102156803494324e+01,6.938875894782513543e-01,7.109951461582355581e-01
1.011680760322250094e+01,7.590439575350013790e+00,3.505853415428407516e+01,2.000542199834350332e-01,1.910552945139162018e-01
6.354346702807308844e+01,7.454388733687081547e+00,3.680927236366092359e+01,9.104087660713813257e-01,9.047767589055408788e-01
6.202199531839611524e+01,7.460218948031265285e+00,3.430816865136849003e+01,9.080366637581704925e-01,9.177563557033583397e-01
4.176053513197216738e+00,7.498075716513297628e+00,4.137076559289911870e+01,1.352055439454845354e-01,1.170299389471955442e-01
8.093485532308815777e+01,7.515087207848797135e+00,4.862985051514155543e+01,9.607614824385325436e-01,9.695292537226707363e-01
7.889268133301035846e+01,7.238359964949379055e+00,3.107868756367359353e+01,9.007505985287285188e-01,9.047365687376184296e-01
9.161551859291553512e+01,7.348023620472936557e+00,3.779445436032809624e+01,9.522596423683570288e-01,9.387609900528386397e-01
6.736035802710922837e+01,7.439456076858608213e+00,4.328940891734603724e+01,9.154087144798486175e-01,8.875666770036116926e-01
6.959336100118710533e+01,7.597677313165613455e+00,3.328714916767260235e+01,9.591672490766354198e-01,9.546551324614136469e-01
1.721042379086362217e+01,7.406589204670181559e+00,2.980510572972047001e+01,2.907199128112856745e-01,2.732114676460822844e-01
3.364992583902358891e+00,7.201008213657956070e+00,5.898787741585061895e+01,1.308660797803076759e-01,1.508942842939109685e-01
7.490752089423572180e+00,7.588079410019849647e+00,4.515236231718729698e+01,1.560258098794836124e-01,1.589075172494820720e-01
9.648167267587537310e+01,7.420074162254429062e+00,5.160158523130347419e+01,9.660916555851523091e-01,9.817333460363502073e-01
6.492641519040373055e+01,7.226006334777290263e+00,2.683031644360902135e+01,8.409078106717691181e-01,8.436002493786582956e-01
9.474375998284733669e+01,7.337957742047736431e+00,4.222188742019908858e+01,9.538282515173943654e-01,9.590862738590949510e-01
3.558905152833746399e+01,7.583527799316958529e+00,2.770769586100810145e+01,7.734682502873174714e-01,7.578082719427098324e-01
7.576693608947998371e+01,7.332490190036213384e+00,4.138730967230894464e+01,9.127676774018512740e-01,9.261286259332941473e-01
7.474497570805011648e+00,7.422235271778385268e+00,4.061892584668005668e+01,1.492097804906236669e-01,1.849037459767641500e-01
1.745431139370414542e+01,7.330789411010133705e+00,2.911570662219493144e+01,2.702770683122643347e-01,2.640833172019135255e-01
2.843620015232700737e+01,7.445033901130896581e+00,2.809371890108559455e+01,5.572496037529413027e-01,5.453941131986582702e-01
5.548150691837342663e+01,7.394579503011939003e+00,5.696354007531961372e+01,8.172037603865881517e-01,8.140470263427811437e-01
5.618347912900009788e+01,7.331619796763152230e+00,5.412384056004304966e+01,7.928218165247694627e-01,7.831962108527470434e-01
5.039965877839447472e+01,7.238076325033785174e+00,3.614915385894352085e+01,7.186377581385453572e-01,7.046081721654745555e-01
4.302189487857567940e+01,7.313190962316234334e+00,2.552720451878109742e+01,7.078590135725509880e-01,7.106228864519142929e-01
5.799481087357075637e+01,7.448281412076007690e+00,3.267315869388744431e+01,8.877045146679291010e-01,8.818861640069273200e-01
9.669957714339598454e+01,7.405778629189025963e+00,4.142526743926765675e+01,9.663928338408251939e-01,9.951703057176783940e-01
4.634987648812580119e+01,7.377515510019518885e+00,3.957608479480731489e+01,7.552188655489728841e-01,7.552228984080753271e-01
8.390967075804208264e+01,7.428770306136235568e+00,4.657911663511781342e+01,9.517597765329709469e-01,9.582380160855995532e-01
6.531324538155248050e+00,7.350003508383648132e+00,2.620302545398768146e+01,1.474731278711375604e-01,1.665135652311335868e-01
3.917313846577570047e+01,7.407692509482849630e+00,4.492936344054604092e+01,6.694393413498282985e-01,6.634242242997374639e-01
5.648914792059751733e+01,7.429116035396310380e+00,4.655354637294593090e+01,8.570235748585653957e-01,8.857583056603441918e-01
6.241173500983877886e+01,7.485974065482766449e+00,4.437860841717379401e+01,9.103859175048446550e-01,8.977320332544423964e-01
2.575181565326911581e+01,7.585502714607466501e+00,3.369826886196960913e+01,5.799999044696424466e-01,5.638333504319199552e-01
4.052981033517292531e+01,7.290012478634150028e+00,5.794513388175389679e+01,5.621962252359715695e-01,5.548708848589665177e-01
9.475361070483332071e+01,7.590381146268924795e+00,2.395108792323167179e+01,9.836302937263781132e-01,9.813359458870354324e-01
6.523622464718295078e+01,7.594074187064701498e+00,5.027569365510572652e+01,9.439171168998375938e-01,9.158907528978565971e-01
5.891165859281716877e+01,7.522773606788464740e+00,3.645113675124567010e+01,9.131125278922171962e-01,9.124106322096402488e-01
7.464572341464251970e+00,7.486006609384373789e+00,5.545091848740358387e+01,1.449581871676106359e-01,1.116084553588222172e-01
6.165449506671622615e+00,7.227340381745514186e+00,2.576241071826526152e+01,1.420353677736575226e-01,1.698781357845675077e-01
2.192844633537439947e+01,7.512047088749313595e+00,5.670341929248638024e+01,3.604447380607475604e-01,3.588247990325936776e-01
1.464445480901466823e+01,7.444505383660477094e+00,2.363408927597408749e+01,2.689349092791385454e-01,2.560957547852190652e-01
9.839124299805547480e+01,7.299871531471358033e+00,3.686253569080481896e+01,9.537833181180013220e-01,9.356165557523298260e-01
1.271967612663750469e+00,7.296866891796518040e+00,2.449696917996234902e+01,1.303692139569710973e-01,1.226806044728071671e-01
3.721850938887119042e+01,7.333440963460162720e+00,5.690144520536326667e+01,5.442041616898930512e-01,5.397425723212845305e-01
6.783822512756358947e+00,7.328468386959386294e+00,3.228273490352703590e+01,1.453933778810532762e-01,1.245031585688260722e-01
6.436104527344997450e+01,7.359739170570705369e+00,4.251140760248901529e+01,8.766026570000376994e-01,8.582067551235810221e-01
5.606787005411052682e+00,7.412303757715224428e+00,5.772631403286966645e+01,1.354451528495869972e-01,1.317016527483562682e-01
7.772553918630507930e+00,7.516148932833319307e+00,4.114443701976426127e+01,1.563362518967716386e-01,1.459205769408588316e-01
8.914308055203768788e+00,7.359150176791400710e+00,2.068113473694166515e+01,1.713711040045731160e-01,1.901553660781395427e-01
2.790672799898507250e+01,7.211268359104578529e+00,5.155448377036065466e+01,3.287311798046164690e-01,3.514885872895269769e-01
5.805944873166840381e+01,7.476279606415840995e+00,2.121608006493994836e+01,9.056057962092307623e-01,9.059262202812286002e-01
8.073941314545452030e+01,7.200660407720047118e+00,3.305092007819487776e+01,8.931187490257267436e-01,9.025907404668173095e-01
2.745196686562481858e+01,7.388549230010073465e+00,2.884099926718111817e+01,4.964779135560881684e-01,4.697741460835857530e-01
2.903393460037717233e+01,7.461947224182789107e+00,3.034054744748390320e+01,5.740761270663747862e-01,5.868244812550270639e-01
8.262373225124176201e+01,7.446011781526314266e+00,3.060412559279768629e+01,9.569196124668079007e-01,9.563079430765426547e-01
7.484888963745594026e+01,7.525230502545671385e+00,5.110038443334696723e+01,9.514251756708824725e-01,9.611185419898992111e-01
1.355466008737612960e+01,7.577828570305408462e+00,3.735133767025345719e+01,2.581655194535131814e-01,2.901726420853864008e-01
8.082854453592933908e+01,7.333175306308703512e+00,3.247161966616222628e+01,9.311588350797374014e-01,8.855416799528501581e-01
8.329385975489283567e+01,7.490122396087753209e+00,3.141339585913640065e+01,9.640583033579891437e-01,9.692772669390576912e-01
1.860475257314348241e+01,7.545948591414026296e+00,4.820908009800737659e+01,3.295360152515362517e-01,3.075536339881789760e-01
6.306785185868280053e+01,7.537374799752725174e+00,4.972698269623924716e+01,9.241017717272748122e-01,9.359457055553646043e-01
2.047761856030255601e+01,7.518860253423380158e+00,4.041853918607009177e+01,3.836127729674558284e-01,3.573465042188865293e-01
2.510577849078017110e+01,7.408681922483509652e+00,4.938559169911819424e+01,3.921379072375321129e-01,3.822299158974522548e-01
4.990656977753555879e+01,7.513675199786148617e+00,5.460441491909062961e+01,8.381936322711356357e-01,8.422483073863431535e-01
5.269978276713003851e+01,7.294493081499658693e+00,3.927920832298373455e+01,7.692901564204012166e-01,7.815603441491086878e-01
4.842431802442054334e+01,7.405273008861503747e+00,2.890156964518597960e+01,8.104573330998533498e-01,8.119532148865847843e-01
5.457296427711666098e+01,7.418318160682699336e+00,5.556217333446965512e+01,8.250664457112796280e-01,8.092098269315234349e-01
2.210330296611979151e+01,7.259952089940612474e+00,5.520291922408654273e+01,2.560719207992036006e-01,2.450012764448954439e-01
7.807945644466329327e+01,7.545604167767423043e+00,3.917015161555524116e+01,9.633139404355829383e-01,9.810039982605704978e-01
2.850699279083222493e+01,7.377371876406130902e+00,2.920717137332309221e+01,5.090378336549866711e-01,5.089278413412559043e-01
9.135564568219191983e+01,7.359292183644031482e+00,2.834476927145585279e+01,9.560148013132157008e-01,9.223385133763946087e-01
5.200037505536936777e+01,7.434463834092466250e+00,3.295984782192975615e+01,8.466068934114394651e-01,8.634801475768333345e-01
3.106472124151389380e+01,7.436503737938919834e+00,4.189128988914380614e+01,5.589648103530124867e-01,5.672897799472820246e-01
1.826400634832171477e+01,7.335539288706824479e+00,5.975443416518426432e+01,2.195356797756655709e-01,2.370039906807045182e-01
4.903519227918699386e+01,7.477455071449988999e+00,5.507198401448719949e+01,8.105912460382980189e-01,8.038586967107643755e-01
3.825343271498388020e+01,7.321104486064625050e+00,3.056434912960651218e+01,6.356980743872728823e-01,6.522612047558050685e-01
6.268628528147134205e+01,7.416509181082439284e+00,2.461180800921540879e+01,9.036883454239229563e-01,8.824670470238894504e-01
5.034749867967203585e+01,7.205340373641226925e+00,3.740150515052359026e+01,6.937646311099201490e-01,7.051646273272292875e-01
4.659010102068979364e+00,7.228005018571194817e+00,4.412025661856398528e+01,1.335245015373577038e-01,1.237168953447965597e-01
