S,I,v
1.649763597223339318e+01,6.484325984418414457e+00,3.601271736263831902e-01
1.364565787884722781e+01,5.755531564623087348e+00,3.713886433759485128e-01
1.675518035493850988e+01,1.514679834383425572e+00,6.682307145145113259e-01
1.517617205805926162e+01,9.862463570171919880e-01,7.173168034851696850e-01
1.385630244086803131e+01,4.385793242659428159e+00,4.457381864509674108e-01
1.826818470953687168e+01,2.684083407344646233e+00,5.774907358943601743e-01
1.647386194858231434e+01,9.058697804278100563e+00,2.719284010426166742e-01
3.663347482901565755e+00,8.313333765879981740e+00,1.221985511066466384e-01
1.498966307411677157e+01,9.735024455909627505e+00,2.436622451520394361e-01
1.824958329979401439e+00,2.412356921369042340e+00,2.654578188429660424e-01
8.574539181851028147e+00,3.821938631695481980e+00,4.217618931210940225e-01
7.995362554353161677e+00,7.213248366835250280e+00,2.421273352123701761e-01
4.123145070112143706e+00,3.504571589954586841e+00,3.246798446251022430e-01
1.876431166185618693e+01,6.009867480346430924e+00,3.925918620512068302e-01
1.986055899387223045e+00,9.169630778024558282e+00,6.441395415436641791e-02
1.974983582726544673e-01,9.167506240188092903e+00,7.219804085527888396e-03
6.526123992913168692e+00,2.619510357384372767e+00,4.779842432259860940e-01
1.981581989300031665e+01,6.896386172939539261e-01,7.368168164011541510e-01
5.367433054929953151e+00,6.856803910458734386e+00,2.018148664739088660e-01
1.663081588380284614e+01,7.046285630036752679e+00,3.387716769719970045e-01
3.544961376707262080e+00,1.962549481015235520e+00,4.376919886235737245e-01
1.176892926048771670e+01,4.201337392607981336e+00,4.386462465715214032e-01
1.917234577006989937e+01,4.515760381371048737e+00,4.664794689426923768e-01
1.435861336785955977e+01,6.425143921656010448e+00,3.474342881735034139e-01
1.961210870605187750e+01,8.830735923451300096e+00,2.962352486277824437e-01
1.153367731687188957e+01,8.798883461832105013e+00,2.388160453259166871e-01
1.966836066041308229e+01,1.125161264863434596e+00,6.992406439919568450e-01
1.675723593122807387e+01,7.342076417242958897e+00,3.286256415890784766e-01
1.558713969942836997e+01,5.113881903232648796e+00,4.175270495181898078e-01
1.778094874953885451e+01,7.282331690744064723e+00,3.368876864270090588e-01
1.266668119350617161e+01,1.041539367599916277e+00,7.096611601769026167e-01
7.191654472893771022e+00,2.416733410364404477e+00,5.125277025900831784e-01
1.061282055713416028e+01,3.194396199206987141e+00,4.967496580544212281e-01
4.607357874079034410e+00,2.936978889761636680e+00,3.893008519700335568e-01
1.557312806524593540e+01,6.633684390445489854e+00,3.478947150698959434e-01
3.484562182135842789e+00,6.127167017062485677e+00,1.710077299000402062e-01
1.158623918483315407e+01,4.449267669164668426e+00,4.214382319374475605e-01
1.076438869862437464e+01,2.148079965841382943e+00,5.880150295332601251e-01
1.347086578920603905e+01,9.553063697894334183e+00,2.364986818967700077e-01
1.523368331343847437e+01,3.601983163511772723e+00,5.037873374699100015e-01
2.285574932671787352e+00,8.568008261392099811e+00,8.006565997738925022e-02
1.253632513719287189e+01,1.546799887213092806e+00,6.573034324118383065e-01
8.337722061057336376e+00,5.742306388856929900e+00,3.070102557361885087e-01
1.232260856979227803e+01,2.261862755196006880e+00,5.892221916259134940e-01
1.391029240861525551e+01,7.767012803216370997e+00,2.929610847957043185e-01
1.175104375663637413e+01,6.914775719970791101e+00,3.033694111156923778e-01
1.468443292948843215e+01,1.767815477892575871e-01,8.031572692616874010e-01
1.044850261837249406e+01,9.770881902934423380e+00,2.024345275822571344e-01
9.311069401672506629e+00,5.598966484713846725e+00,3.294797067964760906e-01
5.806700422425850050e+00,9.436302549394998351e+00,1.456469803087903914e-01
4.660118232934459925e+00,9.019702516776364476e+00,1.317486363464789312e-01
1.393651191122718558e+01,7.468690884199227220e+00,3.035451442899600449e-01
1.394465592096790729e+01,7.727363537141390459e+00,2.945979852176572322e-01
3.990102008234267306e+00,7.939788263828674530e+00,1.382322495728919021e-01
1.943956459056112962e+01,1.545758903925549266e+00,6.646674806610330943e-01
1.345590052775897938e+01,3.292003569215102843e+00,5.144546069627140561e-01
1.067120085187554146e+01,7.385385032062251831e+00,2.737243654807922644e-01
1.683938949574485378e+01,6.028672728739752351e+00,3.816326105509297295e-01
9.781756622732780571e+00,2.274553377704258139e-01,8.018570711004103790e-01
9.571302914996502764e+00,9.689237126738387218e+00,1.944329087466012684e-01
5.239660561542983430e+00,9.999169555475960536e+00,1.255030331465039339e-01
3.207096079674777389e+00,1.234421975971462526e+00,5.135443003324211553e-01
1.426124951973025645e+01,4.602081959761392227e+00,4.361753332924114823e-01
1.689780826795694679e+01,1.363727059335654301e+00,6.815488843103276739e-01
1.358819568410958389e+01,4.139478648682210604e+00,4.586589318477869992e-01
7.439548182249408725e+00,7.208651594724266864e+00,2.327949800633482835e-01
1.155686961525913681e+01,1.657200034559347390e+00,6.415440274754206085e-01
1.131190822611239888e+01,9.248643522022749863e+00,2.243998517712855467e-01
1.873766506113844699e+01,1.299089807618349912e+00,6.858721115629566878e-01
7.814716817918216485e+00,7.580936255102358245e+00,2.270086271099725772e-01
3.379174776113469836e+00,8.453946665876998168e+00,1.122728173317219386e-01
1.755096457724731351e+01,5.043285559454398381e+00,4.321512647078269986e-01
1.790509708804868083e+01,8.243945022201968342e+00,3.049837896080202504e-01
1.060485340537716592e+00,8.966405159772941502e+00,3.778232103172708689e-02
4.044658213705698557e+00,3.332187279897530274e+00,3.340239078187181576e-01
1.276204470662924884e+01,7.002348702018133864e+00,3.102395584077402568e-01
1.579801859713327339e+01,5.824692496081498305e+00,3.843262127722292809e-01
1.217318088413695243e+01,2.419881998535036161e+00,5.744272548869351347e-01
3.912625002918508343e+00,1.963552740370881899e+00,4.566216569118892732e-01
2.441067347717762015e+00,9.639295806548858536e+00,7.163560729859304310e-02
1.016885541789715219e+01,6.942442387806857518e-01,7.422783461372050029e-01
1.632865709251432662e+01,4.218585313361801425e+00,4.710936699668983318e-01
4.419636903335311118e+00,8.007791405352071124e+00,1.473857954482636345e-01
1.595140627968393954e+00,8.331850054859382126e+00,6.096367481030309093e-02
1.106579541628676289e+01,5.542683444340132937e+00,3.556911506423100500e-01
3.917161247891566944e+00,8.943381548553333005e+00,1.168811111395312297e-01
1.441732037636964670e+00,5.272431644108558579e+00,1.025793346805077139e-01
1.548796550102123604e+01,2.987776795228619164e+00,5.475229933866042620e-01
1.644240946095065325e+01,9.134763507656714410e+00,2.695952760331640219e-01
8.026877466854882570e+00,5.376949929361501290e+00,3.192050049179406268e-01
5.952119567348859164e+00,2.889494666606460260e+00,4.381200913660421858e-01
5.614705699795459637e+00,6.080205350525834440e+00,2.357357368970345313e-01
7.283331373984180956e+00,1.117507895871521217e+00,6.624226627247843391e-01
1.158046209801361393e+01,3.857239696620466063e+00,4.591541570185622700e-01
1.060361955443829807e+01,1.722694046876827034e+00,6.285155227298907521e-01
7.171448705336656460e+00,5.106201408551312326e+00,3.163619721305169219e-01
1.278467748683980965e+01,3.696106064081734477e+00,4.811179352067810333e-01
1.354777209475445154e+01,3.191520541537006039e+00,5.223605198028267171e-01
1.120975106470318217e+01,2.616551569624203655e-01,7.987001528673559614e-01
7.807168809532291753e+00,2.061322722951906883e+00,5.601704764776275214e-01
1.251566536058877155e+01,2.723160875796397651e+00,5.514339014424887164e-01
1.187886538596079866e+01,5.057217392839770120e+00,3.898589733944082258e-01
6.872444761875260433e+00,7.284289830547846734e+00,2.199372125845635850e-01
6.133700152018480622e+00,9.441792077712129583e+00,1.511787031171629991e-01
1.096040269248380206e+01,5.191173844530604597e+00,3.723940207567180138e-01
1.228560060613682836e+01,3.522842349322109712e+00,4.889225044323834979e-01
1.225488893454399353e+01,3.317107101058556218e+00,5.034972109706097321e-01
7.718476377067312377e+00,3.939870054596394944e-02,8.224843735175396686e-01
1.135890075360347851e+01,6.680027431517964409e+00,3.083180471157934699e-01
1.971681574040874096e+01,4.856622465956784040e+00,4.506285048039233021e-01
8.617687928974637757e+00,5.296343196668340525e-01,7.557722931949136802e-01
1.687599282034081227e+01,5.436446577638625932e+00,4.091550066668296903e-01
1.718341457008442985e+00,9.904398539511037214e+00,5.057872316833938314e-02
1.751704224866923809e+01,1.288572126161250386e+00,6.879312170124397552e-01
1.883995249504473790e+01,5.095450104837660810e+00,4.353303786287471833e-01
5.311093915493350970e+00,6.326693742484920335e+00,2.186945539033951225e-01
3.408181718766346013e-01,1.684666092295802331e+00,9.333182497902864361e-02
9.711867427332604663e+00,2.013162604086216056e-01,8.052952251397464956e-01
3.735973927479330658e+00,2.308469797654416844e+00,4.099940578022531756e-01
1.943546196027682882e+01,3.284784717659850806e+00,5.392790666236931818e-01
1.796419885883921097e+01,8.815795535046944131e-01,7.240117593429927778e-01
1.921723123001240552e+01,3.468072346992022936e+00,5.272433564941914064e-01
1.211700618904097837e+01,2.825235646364034903e+00,5.402096677668207780e-01
1.035169130136257643e+01,1.723818736859927814e-01,8.099892256868876927e-01
1.667108520266659255e+01,1.233125914759143349e+00,6.933765270742576758e-01
1.308174441721151915e+01,4.589520562107226809e+00,4.275189039427615967e-01
5.046297759708177288e+00,8.891682283772105677e+00,1.421811066270649293e-01
1.869229216133145499e+01,3.071018484654216785e+00,5.516554679808446382e-01
8.850019054314072875e+00,9.440959226085691824e+00,1.913277045336685689e-01
1.549376894335505028e+01,8.253354287117005583e+00,2.892851073793227257e-01
1.006866534407088487e+01,7.828129586125712081e+00,2.514125537696741408e-01
3.748789237792037987e+00,7.448814707667368751e+00,1.429334790660047039e-01
5.988944255487323787e+00,8.839255916211923747e+00,1.613959867576200691e-01
1.153077429917606089e+01,3.208518409687499684e-02,8.277863837513281808e-01
2.945741476859181862e+00,3.851094310405465126e+00,2.458015211807248745e-01
3.733833864679237946e-01,8.528700348555634747e+00,1.507421643639648458e-02
8.734435364563635673e+00,9.859936873957339643e+00,1.804149142454522514e-01
1.526772371999846989e+01,7.805820577179026998e+00,3.022805451603481908e-01
1.232172974748347016e+01,4.505056518948581612e+00,4.255453275700534777e-01
6.550512878566783215e+00,2.242169595519427627e+00,5.159519096653623071e-01
1.437309469198031486e+01,2.224963006662654674e+00,6.025957388629884504e-01
9.741841198886477926e+00,2.389210937653740707e-01,8.002191373319779144e-01
1.999007690991483344e+01,5.065227084266265223e+00,4.412034649218635751e-01
1.554302988365113158e+01,1.293774269134827515e+00,6.877949149288271613e-01
1.662956568130800505e+01,7.623376812286154269e+00,3.178501460897624753e-01
5.265023232161683886e+00,9.072031818070557918e+00,1.428730555169392680e-01
3.130669760691397130e+00,9.934037061818187908e+00,8.459039371186707901e-02
4.066147791229299813e+00,6.471790784760119486e+00,1.790338453878845548e-01
8.702072790490694487e+00,1.408476151270134924e+00,6.450644921010272315e-01
1.029176748045591694e+01,7.684356833114829755e+00,2.588879109822567748e-01
3.972726019871466008e+00,8.139680813419644778e+00,1.335155331380019073e-01
1.562090094267277252e+01,2.862661087737137233e+00,5.572049975743852412e-01
1.738177997290286925e+01,3.294323955951747873e+00,5.332815493853811928e-01
6.388499216628791721e+00,7.191521259451384651e+00,2.134762062793590653e-01
1.021047751545017057e+01,7.620873195666318267e+00,2.600023904139189268e-01
1.192805459000390123e+01,1.847240548341233524e+00,6.250310864756235540e-01
1.447532566122936082e+01,1.071737031749614433e+00,7.087579253303053495e-01
3.034701843860592163e+00,6.913693076117015224e+00,1.336966165084874092e-01
5.689334121922812848e+00,2.949835429962871736e+00,4.251666786573802259e-01
1.464104931758221362e+01,8.099185138205593049e+00,2.878625278737830251e-01
1.140702705442326881e+01,4.298588188585894532e-01,7.778197956317510764e-01
1.800892128943507231e+01,2.758867817496243546e+00,5.716810208861894393e-01
9.012381403575993488e+00,7.233859081869887575e+00,2.571759218200875274e-01
8.191595616173573902e+00,4.512642259531762789e-01,7.638373067858933441e-01
6.199493628860973438e+00,1.626383035644543007e+00,5.768305115306452402e-01
4.704314195829435441e+00,4.288257869917852183e+00,2.957006931787328208e-01
1.305025006179162439e+01,1.610878795281380782e+00,6.529878020642716496e-01
5.367251436271640586e+00,4.749853908154988424e+00,2.906437948814452610e-01
1.725928286079664176e+01,5.480354736463820764e+00,4.091426485631191046e-01
5.485903073476954717e+00,4.074985923128449095e-01,7.362527574192273550e-01
1.349985666138043960e+01,2.070198742556851101e+00,6.123939287922780528e-01
1.140686442384446408e+01,3.796182491647145163e+00,4.615049663568485672e-01
1.260633007779027537e+01,1.440146179266319493e+00,6.682046479072007994e-01
1.791879383507357559e+01,9.045318471173180441e-01,7.219903726419836243e-01
3.482770184241314126e+00,5.678596501531495200e+00,1.861480371777595733e-01
3.081329362921695125e+00,6.507547136452696002e+00,1.456297992224145077e-01
2.525854204572594242e+00,8.293885032038328387e-01,5.299613069034276869e-01
1.621136516272517536e+00,7.257877747374829269e+00,7.499271244194918862e-02
1.073119736971443849e+01,8.087081292417264144e-01,7.305037141950678770e-01
3.398049923850215759e+00,8.513573116266859309e-01,5.859583694862225967e-01
1.616264180886044599e+01,6.451270086151917660e+00,3.593538414494708566e-01
5.499495578829142195e-01,9.942635954905318485e+00,1.728661457867599477e-02
7.554678737523667031e+00,6.797919270125747815e+00,2.493187939442942369e-01
9.516759030632519156e+00,1.105911068157172661e+00,6.883515629452003903e-01
4.408913183468807340e+00,4.570242195960652509e+00,2.693956027609442083e-01
7.182533768394081086e+00,2.512548833439448792e+00,5.030420509756792224e-01
4.533549567016197379e+00,2.792100121443255922e+00,3.992151029932708983e-01
5.708379316061042097e+00,6.947542842837238553e+00,2.068150762149570943e-01
1.854473410849896808e+01,4.894158810004666016e+00,4.442426003787277589e-01
8.401789789565539124e+00,6.920707047007463864e+00,2.591364046665816656e-01
7.778712331088327936e+00,5.448530658994451770e+00,3.110504603890884567e-01
1.226237160344006583e+01,2.047737170312565524e+00,6.081492930560172816e-01
1.331642294929526038e+01,6.609006155123868353e+00,3.309634750542772563e-01
1.323950324406092527e+01,8.685758190771439402e+00,2.582506555189199582e-01
1.786703447757876040e+00,1.034525536152570702e+00,4.201991426178789402e-01
1.167986132279031430e+01,7.716962461177105936e+00,2.736315949793402535e-01
1.474487963796971357e+01,7.958147096533878084e+00,2.932684592537194712e-01
1.593181048625464413e+01,6.840120597797668900e+00,3.421401617605684953e-01
1.181183161359311562e+01,6.397184436322253198e+00,3.249896923821797290e-01
2.698403858867701732e+00,5.139689760584174927e+00,1.731845872248707063e-01
1.766432445545901730e+00,6.114404021708429227e+00,1.011164141529921345e-01
6.528768492805775203e+00,3.451460535056848578e+00,4.069702755137746264e-01
1.855842030837265710e+01,9.829094687666490415e+00,2.636321537934492309e-01
9.505088823786298491e+00,7.543608063636948913e+00,2.534444679748737439e-01
1.791993075223819432e+01,5.125847434346688658e+00,4.297617288823570858e-01
