t,M,P,E,dP_dt,dP_dt_noisy
4.560912182436487328e+00,4.072773758428051005e-01,5.982956741555884861e-01,4.625390480575532481e-01,-4.118851535533243902e-02,-5.444255160134975347e-02
4.584916983396679413e+00,4.076337162707855954e-01,5.973254692451660519e-01,4.635482614354226039e-01,-3.964790950900445865e-02,-1.872467407443007686e-02
4.608921784356871498e+00,4.080045874283579344e-01,5.963920847860048058e-01,4.645497124654279220e-01,-3.812081889146715086e-02,-5.099808960226732968e-02
4.632926585317062695e+00,4.083894224294647435e-01,5.954951893513518169e-01,4.655430187122505115e-01,-3.660787648768420999e-02,-5.582056034983265413e-02
4.656931386277254781e+00,4.087876604143551584e-01,5.946344363587777737e-01,4.665278096778673889e-01,-3.510968893051402695e-02,-4.931567747802649559e-02
4.680936187237446866e+00,4.091987465364929077e-01,5.938094648494686156e-01,4.675037266934667368e-01,-3.362683720283329847e-02,-5.743055443967824691e-02
4.704940988197638951e+00,4.096221312568416040e-01,5.930198996016429192e-01,4.684704231060277113e-01,-3.215987775393999715e-02,-2.923287055261095460e-02
4.728945789157831037e+00,4.100572710428214696e-01,5.922653516001104013e-01,4.694275642317743968e-01,-3.070934179122103425e-02,-1.008412586964774205e-02
4.752950590118023122e+00,4.105036291344346666e-01,5.915454204689730711e-01,4.703748268953817924e-01,-2.927573647872966367e-02,-2.598943890803369697e-02
4.776955391078215207e+00,4.109606755511842624e-01,5.908596945087376540e-01,4.713118994234111736e-01,-2.785954488979272559e-02,-1.537304264609521201e-02
4.800960192038407293e+00,4.114278870920737852e-01,5.902077506963165909e-01,4.722384816443099265e-01,-2.646122593764832498e-02,6.182257973854320132e-03
4.824964992998599378e+00,4.119047473409112037e-01,5.895891548618534816e-01,4.731542848591354655e-01,-2.508121448384384444e-02,-1.968068554026681030e-02
4.848969793958791463e+00,4.123907462626800191e-01,5.890034628657400129e-01,4.740590318318407825e-01,-2.371992311814391519e-02,-1.981667589888202324e-02
4.872974594918983549e+00,4.128853800005699570e-01,5.884502194209741965e-01,4.749524571896611147e-01,-2.237774121955904416e-02,-2.787897057876453921e-02
4.896979395879175634e+00,4.133881519391609527e-01,5.879289609142712703e-01,4.758343066815772238e-01,-2.105503613783485384e-02,-5.321988183806050654e-02
4.920984196839367719e+00,4.138985728173188439e-01,5.874392159520253065e-01,4.767043370557750848e-01,-1.975215354163245562e-02,-4.557374904270780971e-03
4.944988997799559804e+00,4.144161607281955928e-01,5.869805053603097678e-01,4.775623160596456640e-01,-1.846941738842980407e-02,-5.359862634094938322e-02
4.968993798759751890e+00,4.149404411192288422e-01,5.865523421848772845e-01,4.784080224397850856e-01,-1.720712989817260730e-02,-4.153601170496044187e-03
4.992998599719943975e+00,4.154709467034740644e-01,5.861542324060667886e-01,4.792412458454634039e-01,-1.596557240560078639e-02,-1.625197912027987607e-02
5.017003400680136060e+00,4.160072168200593112e-01,5.857856748800238655e-01,4.800617872520088203e-01,-1.474500628627276044e-02,7.790622729935935131e-03
5.041008201640328146e+00,4.165487980961275483e-01,5.854461617714080690e-01,4.808694586789503123e-01,-1.354567235156187155e-02,-1.490107756177111095e-02
5.065013002600519343e+00,4.170952449170211573e-01,5.851351806477761430e-01,4.816640825493661016e-01,-1.236779226208212235e-02,-2.883179542123546005e-02
5.089017803560711428e+00,4.176461194285149281e-01,5.848522145049369625e-01,4.824454916836171114e-01,-1.121156855057831025e-02,-4.053363215526592164e-03
5.113022604520903514e+00,4.182009915368161690e-01,5.845967417669507560e-01,4.832135292993469111e-01,-1.007718462502377177e-02,-2.128190733918629285e-02
5.137027405481095599e+00,4.187594389069090872e-01,5.843682363303023264e-01,4.839680489995484280e-01,-8.964804822717720167e-03,-1.258394131595399340e-02
5.161032206441287684e+00,4.193210466414106774e-01,5.841661685993272402e-01,4.847089146901750190e-01,-7.874575993200960689e-03,-7.037160255960954458e-03
5.185037007401479769e+00,4.198854069956193258e-01,5.839900043372128202e-01,4.854360012367416322e-01,-6.806626771789225927e-03,-9.497621006702611918e-03
5.209041808361671855e+00,4.204521201218460735e-01,5.838392067322839551e-01,4.861491934869249798e-01,-5.761068562688292927e-03,-9.537114062164625192e-03
5.233046609321863940e+00,4.210207941755281791e-01,5.837132372450690720e-01,4.868483859602508734e-01,-4.737996270288952205e-03,-2.138689603602997660e-02
5.257051410282056025e+00,4.215910453152291182e-01,5.836115556083012468e-01,4.875334828480942795e-01,-3.737488324465493283e-03,-7.520164006321694225e-03
5.281056211242248111e+00,4.221624977026385284e-01,5.835336198269169827e-01,4.882043980136794858e-01,-2.759606707865486230e-03,-4.552641885028588936e-02
5.305061012202440196e+00,4.227347834739434429e-01,5.834788863530815384e-01,4.888610549364009739e-01,-1.804397211512404064e-03,-4.951039116017014532e-03
5.329065813162632281e+00,4.233075422698402979e-01,5.834468107721249019e-01,4.895033867916186443e-01,-8.718909154512843873e-04,-2.483301063408972428e-02
5.353070614122824367e+00,4.238804213912473751e-01,5.834368468787481943e-01,4.901313369035768530e-01,3.789697895900667746e-05,2.244317078589944114e-02
5.377075415083016452e+00,4.244530762161851656e-01,5.834484488797103685e-01,4.907448575490948595e-01,9.249654835299381261e-04,2.632350042995500877e-02
5.401080216043208537e+00,4.250251702071858317e-01,5.834810717155257676e-01,4.913439098129950278e-01,1.789327460380046864e-03,-3.723118815004507892e-02
5.425085017003400623e+00,4.255963749112935957e-01,5.835341710604642351e-01,4.919284635881028267e-01,2.631009579382809216e-03,5.529345386700605311e-03
5.449089817963592708e+00,4.261663699600644062e-01,5.836072033225512268e-01,4.924984975752466632e-01,3.450052274327680690e-03,9.227738309925599160e-04
5.473094618923784793e+00,4.267348429974822666e-01,5.836996258864926013e-01,4.930539991802385114e-01,4.246509332287651262e-03,-1.668780326932972277e-02
5.497099419883975990e+00,4.273014892218407468e-01,5.838108974102997895e-01,4.935949647141523733e-01,5.020446819541751760e-03,1.565350967252173917e-02
5.521104220844168076e+00,4.278660117379584626e-01,5.839404773201045673e-01,4.941213996237404094e-01,5.771944111533838795e-03,-3.461846781561073866e-03
5.545109021804360161e+00,4.284281216691797067e-01,5.840878277028571652e-01,4.946333172404091538e-01,6.501092052318052650e-03,-2.885088986141402800e-02
5.569113822764552246e+00,4.289875381442852520e-01,5.842524134499680333e-01,4.951307386977764624e-01,7.207992732577966910e-03,1.874459691438611422e-03
5.593118623724744332e+00,4.295439882974924073e-01,5.844337022573083962e-01,4.956136929316714013e-01,7.892759436742835533e-03,4.927697070740939995e-03
5.617123424684936417e+00,4.300972072684550174e-01,5.846311646252099203e-01,4.960822166801344135e-01,8.555516589504846836e-03,1.068413695433433411e-02
5.641128225645128502e+00,4.306469381062961177e-01,5.848442740672131768e-01,4.965363543508997668e-01,9.196399333956328803e-03,-1.542826064069898612e-02
5.665133026605320588e+00,4.311929313744636838e-01,5.850725072175081420e-01,4.969761582074074813e-01,9.815552745091882247e-03,2.212917128352366938e-02
5.689137827565512673e+00,4.317349455426805482e-01,5.853153434954518897e-01,4.974016885918682851e-01,1.041313273903715642e-02,2.512227450301498730e-02
5.713142628525704758e+00,4.322727468714920307e-01,5.855722667015091920e-01,4.978130125894680291e-01,1.098930417501292611e-02,-1.192724136208528005e-02
5.737147429485896843e+00,4.328061093888122546e-01,5.858427651198292452e-01,4.982102039494514245e-01,1.154424065495399110e-02,-1.632870724709540450e-03
5.761152230446088929e+00,4.333348148899237029e-01,5.861263315182456690e-01,4.985933430851217651e-01,1.207812446667805295e-02,1.047137819009092037e-02
5.785157031406281014e+00,4.338586529374775513e-01,5.864224631482767292e-01,4.989625170738411497e-01,1.259114652711920690e-02,1.272639986871878376e-03
5.809161832366473099e+00,4.343774207813088095e-01,5.867306618593434164e-01,4.993178195396240082e-01,1.308350608096534029e-02,4.795859827795905667e-02
5.833166633326665185e+00,4.348909229808021748e-01,5.870504341894402511e-01,4.996593506441118770e-01,1.355540995772308577e-02,1.772285228088801498e-02
5.857171434286857270e+00,4.353989718297680001e-01,5.873812909541742400e-01,4.999872175914286676e-01,1.400707360997785478e-02,-6.204567117106127988e-03
5.881176235247049355e+00,4.359013870515253131e-01,5.877227486149355640e-01,5.003015331448363856e-01,1.443871915404174033e-02,-1.323459398453900870e-03
5.905181036207241441e+00,4.363979957437848500e-01,5.880743294108846664e-01,5.006024154849459951e-01,1.485057509034742873e-02,1.370116992523300915e-02
5.929185837167432638e+00,4.368886323786487225e-01,5.884355613589526968e-01,5.008899882097177514e-01,1.524287624836012656e-02,6.115845241353229378e-02
5.953190638127624723e+00,4.373731388026107503e-01,5.888059782538411779e-01,5.011643803344605352e-01,1.561586373213863510e-02,1.205057729567730711e-02
5.977195439087816808e+00,4.378513642039785214e-01,5.891851196967939908e-01,5.014257262414418825e-01,1.596978478558197523e-02,1.851931317037809957e-02
6.001200240048008894e+00,4.383231647007369558e-01,5.895725312056711021e-01,5.016741653561247460e-01,1.630489197936110801e-02,2.658579954252461922e-02
6.025205041008200979e+00,4.387884038200129400e-01,5.899677636904688827e-01,5.019098430438664327e-01,1.662144445655863723e-02,1.581892573129780460e-02
6.049209841968393064e+00,4.392469520901324254e-01,5.903703745296171590e-01,5.021329091289015167e-01,1.691970612092127957e-02,6.253292357225544162e-02
6.073214642928585150e+00,4.396986868746549093e-01,5.907799278017324962e-01,5.023435175349997284e-01,1.719994508555749979e-02,6.569446145054296318e-03
6.097219443888777235e+00,4.401434923723732684e-01,5.911959942856183092e-01,5.025418262854668416e-01,1.746243362420527023e-02,3.234649612712098971e-02
6.121224244848969320e+00,4.405812596173138140e-01,5.916181514602646407e-01,5.027279975031440085e-01,1.770744812360094955e-02,2.091620750327237085e-02
6.145229045809161406e+00,4.410118864787364590e-01,5.920459835048483832e-01,5.029021974104082027e-01,1.793526903697750807e-02,3.035919650130584208e-02
6.169233846769353491e+00,4.414352773352352433e-01,5.924790813384316346e-01,5.030645959428391434e-01,1.814618028766182278e-02,-5.386678880732940350e-03
6.193238647729545576e+00,4.418513433058979811e-01,5.929170421964615745e-01,5.032153673944638195e-01,1.834047002813471439e-02,5.370272393027853558e-02
6.217243448689737662e+00,4.422600021934178227e-01,5.933594701756720324e-01,5.033546897824102695e-01,1.851842994042426915e-02,1.608787979715503927e-02
6.241248249649929747e+00,4.426611779655880707e-01,5.938059766442647103e-01,5.034827438836839697e-01,1.868035395687009381e-02,1.936361919822041436e-02
6.265253050610121832e+00,4.430548007549048872e-01,5.942561802421031381e-01,5.035997132345535476e-01,1.882653822010521560e-02,1.270129827302124426e-04
6.289257851570313917e+00,4.434408068585673490e-01,5.947097068807125630e-01,5.037057841305501160e-01,1.895728104523147772e-02,4.363375681566489944e-03
6.313262652530506003e+00,4.438191387384773923e-01,5.951661897432797277e-01,5.038011456264680499e-01,1.907288288337538606e-02,3.035767154673600296e-02
6.337267453490698088e+00,4.441897449286159039e-01,5.956252692766610402e-01,5.038859894202364353e-01,1.917364615029212849e-02,3.890364387250572209e-02
6.361272254450890173e+00,4.445525797135284618e-01,5.960865929020322529e-01,5.039605096023574982e-01,1.925987499209155795e-02,3.432496880716624787e-02
6.385277055411081371e+00,4.449076037729668975e-01,5.965498150739492189e-01,5.040249033876793572e-01,1.933187619836018722e-02,4.351128119213158035e-02
6.409281856371273456e+00,4.452547833053640547e-01,5.970145977396087433e-01,5.040793696373395694e-01,1.938995732450835008e-02,3.367973556830029802e-02
6.433286657331465541e+00,4.455940898935888406e-01,5.974806103660839085e-01,5.041241086645931180e-01,1.943442642561668543e-02,2.000366309275371929e-02
6.457291458291657626e+00,4.459255005049458931e-01,5.979475299403246291e-01,5.041593222348121905e-01,1.946559202980266412e-02,3.619611181869293592e-02
6.481296259251849712e+00,4.462489974911759694e-01,5.984150409691573191e-01,5.041852135654859568e-01,1.948376311302216224e-02,3.135582792118173784e-02
6.505301060212041797e+00,4.465645685884555016e-01,5.988828354792846698e-01,5.042019873262210128e-01,1.948924907529764328e-02,1.747774374446862261e-02
6.529305861172233882e+00,4.468722066277011629e-01,5.993506128663192989e-01,5.042098493240303458e-01,1.948235942367640416e-02,3.400381379447976748e-02
6.553310662132425968e+00,4.471719097467999893e-01,5.998180795893228723e-01,5.042090068375616463e-01,1.946340440016358642e-02,4.517735229074496678e-02
6.577315463092618053e+00,4.474636814472436885e-01,6.002849495908119115e-01,5.041996684591513178e-01,1.943269461337154835e-02,2.412412109205554558e-02
6.601320264052810138e+00,4.477475297630539863e-01,6.007509442940823785e-01,5.041820430279144727e-01,1.939053972795518055e-02,1.226643777933872012e-02
6.625325065013002224e+00,4.480234672509449956e-01,6.012157926011281184e-01,5.041563396180042123e-01,1.933724843587278364e-02,3.371147589509922160e-02
6.649329865973194309e+00,4.482915109903231610e-01,6.016792308926407484e-01,5.041227675386115159e-01,1.927312844214620902e-02,5.728756319879790143e-02
6.673334666933386394e+00,4.485516825832874810e-01,6.021410030280096581e-01,5.040815363339653521e-01,1.919848645192126502e-02,1.498724558867249590e-02
6.697339467893578480e+00,4.488040081502462919e-01,6.026008603429949817e-01,5.040328557789419683e-01,1.911362815439146545e-02,1.726743571207183317e-02
6.721344268853770565e+00,4.490485178936568511e-01,6.030585612645499305e-01,5.039769354665560863e-01,1.901885793329463614e-02,1.629090729260214421e-02
6.745349069813962650e+00,4.492852468041598768e-01,6.035138713990738646e-01,5.039139855125335243e-01,1.891447986541808235e-02,4.337482802867781428e-02
6.769353870774154736e+00,4.495142340364268740e-01,6.039665637144262522e-01,5.038442157726766846e-01,1.880079655155597607e-02,-1.794316858670708809e-02
6.793358671734346821e+00,4.497355223582418793e-01,6.044164183654621159e-01,5.037678352630026168e-01,1.867810843398529097e-02,2.599501584893451622e-02
6.817363472694538018e+00,4.499491581505012938e-01,6.048632226940322543e-01,5.036850521597429076e-01,1.854671379175404367e-02,4.239199210697143505e-02
6.841368273654730103e+00,4.501551914072139948e-01,6.053067712289830204e-01,5.035960737993440128e-01,1.840690873702952035e-02,2.139245318998214684e-03
6.865373074614922189e+00,4.503536757355011688e-01,6.057468656861565437e-01,5.035011066784668143e-01,1.825898721246854706e-02,4.803853537571799170e-02
6.889377875575114274e+00,4.505446683390652018e-01,6.061833149554672895e-01,5.034003564403953801e-01,1.810324097728141512e-02,2.880942114668713638e-02
6.913382676535306359e+00,4.507282295809205697e-01,6.066159345762506261e-01,5.032940275330081148e-01,1.793995947087828613e-02,6.959241125777521769e-03
6.937387477495498445e+00,4.509044238128564475e-01,6.070445471445624630e-01,5.031823238688611921e-01,1.776943067996586412e-02,2.185222706752027247e-02
6.961392278455690530e+00,4.510733185224880537e-01,6.074689821916607890e-01,5.030654480101249826e-01,1.759193993956359447e-02,-1.309790248576049240e-02
6.985397079415882615e+00,4.512349838900309718e-01,6.078890759359850682e-01,5.029436007885332849e-01,1.740776950376071719e-02,6.096348780051222965e-03
7.009401880376074701e+00,4.513894927883013719e-01,6.083046712831561287e-01,5.028169813053828818e-01,1.721719854915282344e-02,5.375527490013905924e-02
7.033406681336266786e+00,4.515369207827159559e-01,6.087156178259762740e-01,5.026857869315338734e-01,1.702050317900455356e-02,-8.555777857615493032e-04
7.057411482296458871e+00,4.516773461312919014e-01,6.091217718444292828e-01,5.025502133074093436e-01,1.681795642809905122e-02,5.370939106632242194e-02
7.081416283256650956e+00,4.518108497767069909e-01,6.095229962978967464e-01,5.024104543379667165e-01,1.660982826397375267e-02,1.497835650016825053e-02
7.105421084216843042e+00,4.519375149316959273e-01,6.099191602584863592e-01,5.022667019498952001e-01,1.639638553599351289e-02,3.628964321552238803e-02
7.129425885177035127e+00,4.520574278587866091e-01,6.103101394176559946e-01,5.021191465847436586e-01,1.617789266776220591e-02,1.705583312075169278e-02
