t,s,v,dv_dt
2.910582116423284793e-01,4.126802820517422310e-01,2.816379345821134361e+00,9.413400369021607261e+00
2.920584116823364829e-01,4.155019330194482108e-01,2.825793301875561436e+00,9.410744610753761563e+00
2.930586117223444864e-01,4.183329985134867646e-01,2.835204597632256629e+00,9.408080744478246160e+00
2.940588117623524900e-01,4.211734758680077961e-01,2.844613224984574362e+00,9.405408780012143311e+00
2.950590118023604935e-01,4.240233624088400877e-01,2.854019175835113664e+00,9.402728727198272907e+00
2.960592118423684971e-01,4.268826554534912443e-01,2.863422442095719056e+00,9.400040595905130303e+00
2.970594118823765006e-01,4.297513523111479161e-01,2.872823015687480552e+00,9.397344396026815261e+00
2.980596119223845042e-01,4.326294502826752986e-01,2.882220888540732329e+00,9.394640137482973330e+00
2.990598119623924522e-01,4.355169466606179096e-01,2.891616052595054054e+00,9.391927830218730122e+00
3.000600120024004558e-01,4.384138387291989236e-01,2.901008499799270890e+00,9.389207484204620258e+00
3.010602120424084593e-01,4.413201237643205599e-01,2.910398222111453492e+00,9.386479109436525192e+00
3.020604120824164629e-01,4.442357990335636941e-01,2.919785211498915345e+00,9.383742715935612821e+00
3.030606121224244665e-01,4.471608617961882470e-01,2.929169459938218090e+00,9.380998313748262873e+00
3.040608121624324700e-01,4.500953093031330177e-01,2.938550959415166641e+00,9.378245912946010066e+00
3.050610122024404736e-01,4.530391387970156281e-01,2.947929701924810963e+00,9.375485523625474826e+00
3.060612122424484771e-01,4.559923475121326897e-01,2.957305679471446958e+00,9.372717155908297570e+00
3.070614122824564807e-01,4.589549326744597479e-01,2.966678884068614686e+00,9.369940819941071197e+00
3.080616123224644842e-01,4.619268915016510046e-01,2.976049307739101035e+00,9.367156525895280694e+00
3.090618123624724878e-01,4.649082212030397621e-01,2.985416942514935723e+00,9.364364283967239189e+00
3.100620124024804913e-01,4.678989189796380899e-01,2.994781780437394847e+00,9.361564104378011564e+00
3.110622124424884949e-01,4.708989820348657984e-01,3.004143813582649258e+00,9.358755997365655332e+00
3.120624124824964984e-01,4.739084076239584165e-01,3.013503034180803564e+00,9.355939973149155264e+00
3.130626125225045020e-01,4.769271929357570827e-01,3.022859434333862616e+00,9.353116042012938891e+00
3.140628125625125056e-01,4.799553351385207889e-01,3.032213006123847254e+00,9.350284214274669381e+00
3.150630126025205091e-01,4.829928313930350603e-01,3.041563741644016439e+00,9.347444500275823742e+00
3.160632126425285127e-01,4.860396788526118450e-01,3.050911632998867251e+00,9.344596910381609334e+00
3.170634126825365162e-01,4.890958746630895138e-01,3.060256672304134007e+00,9.341741454980901693e+00
3.180636127225445198e-01,4.921614159628330265e-01,3.069598851686790031e+00,9.338878144486157495e+00
3.190638127625525233e-01,4.952362998827337104e-01,3.078938163285045881e+00,9.336006989333345274e+00
3.200640128025605269e-01,4.983205235462094262e-01,3.088274599248349794e+00,9.333127999981872591e+00
3.210642128425685304e-01,5.014140840692044021e-01,3.097608151737389015e+00,9.330241186914504326e+00
3.220644128825765340e-01,5.045169785601896217e-01,3.106938812924088023e+00,9.327346560637293393e+00
3.230646129225845375e-01,5.076292041201621030e-01,3.116266574991608973e+00,9.324444131679504366e+00
3.240648129625925411e-01,5.107507578426456751e-01,3.125591430134353033e+00,9.321533910593535310e+00
3.250650130026005447e-01,5.138816368136904789e-01,3.134913370557957712e+00,9.318615907954848510e+00
3.260652130426085482e-01,5.170218381118731887e-01,3.144232388479300422e+00,9.315690134361888752e+00
3.270654130826165518e-01,5.201713588082970130e-01,3.153548476126495359e+00,9.312756600436014054e+00
3.280656131226244998e-01,5.233301959665913605e-01,3.162861625738893512e+00,9.309815316821417497e+00
3.290658131626325034e-01,5.264983466429125070e-01,3.172171829567087098e+00,9.306866294185050847e+00
3.300660132026405069e-01,5.296758078859429286e-01,3.181479079872903792e+00,9.303909543216553502e+00
3.310662132426485105e-01,5.328625767368917465e-01,3.190783368929409392e+00,9.300945074628174325e+00
3.320664132826565140e-01,5.360586502294941713e-01,3.200084689020907813e+00,9.297972899154698823e+00
3.330666133226645176e-01,5.392640253900123914e-01,3.209383032442941541e+00,9.294993027553367426e+00
3.340668133626725211e-01,5.424786992372346850e-01,3.218678391502290737e+00,9.292005470603811546e+00
3.350670134026805247e-01,5.457026687824759748e-01,3.227970758516973238e+00,9.289010239107968303e+00
3.360672134426885282e-01,5.489359310295777172e-01,3.237260125816245449e+00,9.286007343890009480e+00
3.370674134826965318e-01,5.521784829749076806e-01,3.246546485740600119e+00,9.282996795796268685e+00
3.380676135227045354e-01,5.554303216073601668e-01,3.255829830641770339e+00,9.279978605695159644e+00
3.390678135627125389e-01,5.586914439083559003e-01,3.265110152882725103e+00,9.276952784477108693e+00
3.400680136027205425e-01,5.619618468518422505e-01,3.274387444837672856e+00,9.273919343054471298e+00
3.410682136427285460e-01,5.652415274042927873e-01,3.283661698892058833e+00,9.270878292361466322e+00
3.420684136827365496e-01,5.685304825247078364e-01,3.292932907442567281e+00,9.267829643354092539e+00
3.430686137227445531e-01,5.718287091646139242e-01,3.302201062897119233e+00,9.264773407010057582e+00
3.440688137627525567e-01,5.751362042680643327e-01,3.311466157674874289e+00,9.261709594328701556e+00
3.450690138027605602e-01,5.784529647716384337e-01,3.320728184206230615e+00,9.258638216330920656e+00
3.460692138427685638e-01,5.817789876044424657e-01,3.329987134932823167e+00,9.255559284059094338e+00
3.470694138827765673e-01,5.851142696881088678e-01,3.339243002307525465e+00,9.252472808577012486e+00
3.480696139227845709e-01,5.884588079367967239e-01,3.348495778794448707e+00,9.249378800969788372e+00
3.490698139627925745e-01,5.918125992571915406e-01,3.357745456868943101e+00,9.246277272343800036e+00
3.500700140028005780e-01,5.951756405485052470e-01,3.366992029017595200e+00,9.243168233826599689e+00
3.510702140428085816e-01,5.985479287024760842e-01,3.376235487738230567e+00,9.240051696566849770e+00
3.520704140828165851e-01,6.019294606033692707e-01,3.385475825539912442e+00,9.236927671734243006e+00
3.530706141228245887e-01,6.053202331279758930e-01,3.394713034942942187e+00,9.233796170519424251e+00
3.540708141628325922e-01,6.087202431456137930e-01,3.403947108478858397e+00,9.230657204133921212e+00
3.550710142028405958e-01,6.121294875181273465e-01,3.413178038690438676e+00,9.227510783810064510e+00
3.560712142428485438e-01,6.155479630998872409e-01,3.422405818131696975e+00,9.224356920800916626e+00
3.570714142828565474e-01,6.189756667377909194e-01,3.431630439367888474e+00,9.221195626380188415e+00
3.580716143228645509e-01,6.224125952712620258e-01,3.440851894975502034e+00,9.218026911842175153e+00
3.590718143628725545e-01,6.258587455322506266e-01,3.450070177542268191e+00,9.214850788501673051e+00
3.600720144028805580e-01,6.293141143452334330e-01,3.459285279667152491e+00,9.211667267693908201e+00
3.610722144428885616e-01,6.327786985272136899e-01,3.468497193960360381e+00,9.208476360774454861e+00
3.620724144828965652e-01,6.362524948877207320e-01,3.477705913043334540e+00,9.205278079119171508e+00
3.630726145229045687e-01,6.397355002288107606e-01,3.486911429548755770e+00,9.202072434124113798e+00
3.640728145629125723e-01,6.432277113450663997e-01,3.496113736120542992e+00,9.198859437205463507e+00
3.650730146029205758e-01,6.467291250235964739e-01,3.505312825413851918e+00,9.195639099799457483e+00
3.660732146429285794e-01,6.502397380440365637e-01,3.514508690095078158e+00,9.192411433362309481e+00
3.670734146829365829e-01,6.537595471785485612e-01,3.523701322841853667e+00,9.189176449370128452e+00
3.680736147229445865e-01,6.572885491918210032e-01,3.532890716343049409e+00,9.185934159318854597e+00
3.690738147629525900e-01,6.608267408410686272e-01,3.542076863298773581e+00,9.182684574724175874e+00
3.700740148029605936e-01,6.643741188760328154e-01,3.551259756420372504e+00,9.179427707121456947e+00
3.710742148429685972e-01,6.679306800389814835e-01,3.560439388430430618e+00,9.176163568065657472e+00
3.720744148829766007e-01,6.714964210647088594e-01,3.569615752062770042e+00,9.172892169131268147e+00
3.730746149229846043e-01,6.750713386805355931e-01,3.578788840062451460e+00,9.169613521912223675e+00
3.740748149629926078e-01,6.786554296063092018e-01,3.587958645185772788e+00,9.166327638021833479e+00
3.750750150030006114e-01,6.822486905544031810e-01,3.597125160200270511e+00,9.163034529092708880e+00
3.760752150430086149e-01,6.858511182297177822e-01,3.606288377884718344e+00,9.159734206776681376e+00
3.770754150830166185e-01,6.894627093296795683e-01,3.615448291029129013e+00,9.156426682744728041e+00
3.780756151230246220e-01,6.930834605442417473e-01,3.624604892434751591e+00,9.153111968686904021e+00
3.790758151630326256e-01,6.967133685558839495e-01,3.633758174914075045e+00,9.149790076312257270e+00
3.800760152030406291e-01,7.003524300396121172e-01,3.642908131290825136e+00,9.146461017348759270e+00
3.810762152430486327e-01,7.040006416629588371e-01,3.652054754399965297e+00,9.143124803543230428e+00
3.820764152830566363e-01,7.076580000859831188e-01,3.661198037087697976e+00,9.139781446661260134e+00
3.830766153230646398e-01,7.113245019612703945e-01,3.670337972211462407e+00,9.136430958487132159e+00
3.840768153630725879e-01,7.150001439339324083e-01,3.679474552639935947e+00,9.133073350823757153e+00
3.850770154030805914e-01,7.186849226416079928e-01,3.688607771253035850e+00,9.129708635492585600e+00
3.860772154430885950e-01,7.223788347144617372e-01,3.697737620941914827e+00,9.126336824333542097e+00
3.870774154830965985e-01,7.260818767751853198e-01,3.706864094608964599e+00,9.122957929204943639e+00
3.880776155231046021e-01,7.297940454389961751e-01,3.715987185167815010e+00,9.119571961983428565e+00
3.890778155631126056e-01,7.335153373136387156e-01,3.725106885543333135e+00,9.116178934563883729e+00
3.900780156031206092e-01,7.372457489993836655e-01,3.734223188671625060e+00,9.112778858859357456e+00
3.910782156431286127e-01,7.409852770890285045e-01,3.743336087500034104e+00,9.109371746800997371e+00
3.920784156831366163e-01,7.447339181678966913e-01,3.752445574987141264e+00,9.105957610337972241e+00
3.930786157231446198e-01,7.484916688138384400e-01,3.761551644102766101e+00,9.102536461437388482e+00
3.940788157631526234e-01,7.522585255972303875e-01,3.770654287827966300e+00,9.099108312084229766e+00
3.950790158031606270e-01,7.560344850809757045e-01,3.779753499155035890e+00,9.095673174281262874e+00
3.960792158431686305e-01,7.598195438205039842e-01,3.788849271087509685e+00,9.092231060048982627e+00
3.970794158831766341e-01,7.636136983907509945e-01,3.797941596679111687e+00,9.088781981410726019e+00
3.980796159231846376e-01,7.674169454332346874e-01,3.807030469102898884e+00,9.085325950366108572e+00
3.990798159631926412e-01,7.712292814909242900e-01,3.816115881413077116e+00,9.081862978981344980e+00
4.000800160032006447e-01,7.750507030907127781e-01,3.825197826662706913e+00,9.078393079344746042e+00
4.010802160432086483e-01,7.788812067530886951e-01,3.834276297917602161e+00,9.074916263561364715e+00
4.020804160832166518e-01,7.827207889921355966e-01,3.843351288256330989e+00,9.071432543752919742e+00
4.030806161232246554e-01,7.865694463155327165e-01,3.852422790770213989e+00,9.067941932057712151e+00
4.040808161632326589e-01,7.904271752245540794e-01,3.861490798563327331e+00,9.064444440630538224e+00
4.050810162032406625e-01,7.942939722140691661e-01,3.870555304752500092e+00,9.060940081642614885e+00
4.060812162432486661e-01,7.981698337725428027e-01,3.879616302467315592e+00,9.057428867281492657e+00
4.070814162832566696e-01,8.020547563820348280e-01,3.888673784850111392e+00,9.053910809750975730e+00
4.080816163232646732e-01,8.059487365182006480e-01,3.897727745055977966e+00,9.050385921271042022e+00
4.090818163632726767e-01,8.098517706502906810e-01,3.906778176252760026e+00,9.046854214077757916e+00
4.100820164032806803e-01,8.137638552411505799e-01,3.915825071621057418e+00,9.043315700423196546e+00
4.110822164432886838e-01,8.176849867472215649e-01,3.924868424354221563e+00,9.039770392575361413e+00
4.120824164832966874e-01,8.216151616185396467e-01,3.933908227658359458e+00,9.036218302818094017e+00
4.130826165233046354e-01,8.255543762987362921e-01,3.942944474752331008e+00,9.032659443451002801e+00
4.140828165633126390e-01,8.295026272250387578e-01,3.951977158867752138e+00,9.029093826789379662e+00
4.150830166033206425e-01,8.334599108282687574e-01,3.961006273248989462e+00,9.025521465164107582e+00
4.160832166433286461e-01,8.374262235328436832e-01,3.970031811153165613e+00,9.021942370921596677e+00
4.170834166833366496e-01,8.414015617567758287e-01,3.979053765850156132e+00,9.018356556423684722e+00
4.180836167233446532e-01,8.453859219116732771e-01,3.988072130622591693e+00,9.014764034047569652e+00
4.190838167633526568e-01,8.493793004027390126e-01,3.997086898765854990e+00,9.011164816185718962e+00
4.200840168033606603e-01,8.533816936287712540e-01,4.006098063588083846e+00,9.007558915245791553e+00
4.210842168433686639e-01,8.573930979821636766e-01,4.015105618410170329e+00,9.003946343650554240e+00
4.220844168833766674e-01,8.614135098489049680e-01,4.024109556565759860e+00,9.000327113837807147e+00
4.230846169233846710e-01,8.654429256085793831e-01,4.033109871401250324e+00,8.996701238260289557e+00
4.240848169633926745e-01,8.694813416343660784e-01,4.042106556275795626e+00,8.993068729385612414e+00
4.250850170034006781e-01,8.735287542930397775e-01,4.051099604561303025e+00,8.989429599696162398e+00
4.260852170434086816e-01,8.775851599449703278e-01,4.060089009642433133e+00,8.985783861689036200e+00
4.270854170834166852e-01,8.816505549441226997e-01,4.069074764916600806e+00,8.982131527875946375e+00
4.280856171234246887e-01,8.857249356380573202e-01,4.078056863793974252e+00,8.978472610783143182e+00
4.290858171634326923e-01,8.898082983679298508e-01,4.087035299697476809e+00,8.974807122951338201e+00
4.300860172034406959e-01,8.939006394684911871e-01,4.096010066062784283e+00,8.971135076935617292e+00
4.310862172434486994e-01,8.980019552680874595e-01,4.104981156338326720e+00,8.967456485305362435e+00
4.320864172834567030e-01,9.021122420886599214e-01,4.113948563985288409e+00,8.963771360644170016e+00
4.330866173234647065e-01,9.062314962457452827e-01,4.122912282477607882e+00,8.960079715549763790e+00
4.340868173634727101e-01,9.103597140484753769e-01,4.131872305301976134e+00,8.956381562633927373e+00
4.350870174034807136e-01,9.144968917995774937e-01,4.140828625957840181e+00,8.952676914522406548e+00
4.360872174434887172e-01,9.186430257953740464e-01,4.149781237957398616e+00,8.948965783854838207e+00
4.370874174834967207e-01,9.227981123257824603e-01,4.158730134825605163e+00,8.945248183284670418e+00
4.380876175235047243e-01,9.269621476743159505e-01,4.167675310100167785e+00,8.941524125479073604e+00
4.390878175635127278e-01,9.311351281180824113e-01,4.176616757331547802e+00,8.937793623118865938e+00
4.400880176035207314e-01,9.353170499277855265e-01,4.185554470082959000e+00,8.934056688898428078e+00
4.410882176435286794e-01,9.395079093677236592e-01,4.194488441930372069e+00,8.930313335525626783e+00
4.420884176835366830e-01,9.437077026957911841e-01,4.203418666462509279e+00,8.926563575721727872e+00
4.430886177235446866e-01,9.479164261634769328e-01,4.212345137280848029e+00,8.922807422221319840e+00
4.440888177635526901e-01,9.521340760158656380e-01,4.221267847999618184e+00,8.919044887772233920e+00
4.450890178035606937e-01,9.563606484916368222e-01,4.230186792245804739e+00,8.915275985135458825e+00
