t,J,A,maturation_resource_level,adult_energy_reserve_level,dA_dt
1.930386077215443086e+00,1.115035461413931728e+02,6.872491184146286969e+01,5.516577423314095174e-01,9.426574666482138154e-01,7.357139029787621354e+00
1.940388077615523121e+00,1.116127887623496804e+02,6.879847255459476685e+01,5.511719510435847402e-01,9.422663410503004933e-01,7.352075909247469454e+00
1.950390078015603157e+00,1.117222771612388073e+02,6.887198312404365197e+01,5.506903204207370672e-01,9.418751229006273595e-01,7.347112019587553888e+00
1.960392078415683192e+00,1.118320098683102941e+02,6.894544453094651715e+01,5.502127756567217753e-01,9.414838164012382382e-01,7.342245665283291700e+00
1.970394078815763228e+00,1.119419854344257885e+02,6.901885774106456495e+01,5.497392431586618500e-01,9.410924256824395595e-01,7.337475176390566567e+00
1.980396079215843264e+00,1.120522024310589728e+02,6.909222370478333630e+01,5.492696505469476520e-01,9.407009548027996937e-01,7.332798908620835832e+00
1.990398079615923299e+00,1.121626594502954930e+02,6.916554335711262524e+01,5.488039266552376949e-01,9.403094077491497282e-01,7.328215243417822933e+00
2.000400080016003113e+00,1.122733551048329588e+02,6.923881761768653575e+01,5.483420015304578676e-01,9.399177884365830238e-01,7.323722588035706416e+00
2.010402080416083148e+00,1.123842880279809719e+02,6.931204739076346755e+01,5.478838064328017676e-01,9.395261007084554361e-01,7.319319375618830392e+00
2.020404080816163184e+00,1.124954568736610980e+02,6.938523356522605923e+01,5.474292738357308119e-01,9.391343483363852052e-01,7.315004065282922241e+00
2.030406081216243219e+00,1.126068603164068946e+02,6.945837701458130198e+01,5.469783374259740150e-01,9.387425350202528440e-01,7.310775142197718068e+00
2.040408081616323255e+00,1.127184970502894146e+02,6.953147859774449557e+01,5.465309320372397917e-01,9.383506643925051405e-01,7.306631116013705629e+00
2.050410082016403290e+00,1.128303657913122464e+02,6.960453915711934769e+01,5.460869937826025033e-01,9.379587400122356700e-01,7.302570524313109601e+00
2.060412082416483326e+00,1.129424652816077099e+02,6.967755951554735816e+01,5.456464603139095093e-01,9.375667653482041564e-01,7.298591939197761391e+00
2.070414082816563361e+00,1.130547942806898902e+02,6.975054048290441244e+01,5.452092703008882824e-01,9.371747438093650517e-01,7.294693954282108983e+00
2.080416083216643397e+00,1.131673515649624022e+02,6.982348285646800434e+01,5.447753634014789181e-01,9.367826787466706495e-01,7.290875184015623844e+00
2.090418083616723433e+00,1.132801359277183764e+02,6.989638742091716495e+01,5.443446802618330249e-01,9.363905734530716396e-01,7.287134263750213670e+00
2.100420084016803468e+00,1.133931461791404445e+02,6.996925494833250525e+01,5.439171625163145007e-01,9.359984311635162202e-01,7.283469849808811958e+00
2.110422084416883504e+00,1.135063811463007539e+02,7.004208619819621617e+01,5.434927527874990894e-01,9.356062550549512080e-01,7.279880619555060051e+00
2.120424084816963539e+00,1.136198396731609535e+02,7.011488191739206854e+01,5.430713946861743802e-01,9.352140482463209281e-01,7.276365271464083406e+00
2.130426085217043575e+00,1.137335206205722500e+02,7.018764284020539890e+01,5.426530328113402524e-01,9.348218137985682130e-01,7.272922525194406518e+00
2.140428085617123610e+00,1.138474228662753092e+02,7.026036968832312368e+01,5.422376127502083198e-01,9.344295547146335146e-01,7.269551121660869697e+00
2.150430086017203646e+00,1.139615453049003548e+02,7.033306317083371084e+01,5.418250810782022642e-01,9.340372739394557922e-01,7.266249823108660522e+00
2.160432086417283681e+00,1.140758868465503184e+02,7.040572398524876974e+01,5.414153852703996739e-01,9.336449743658378209e-01,7.263017410955956876e+00
2.170434086817363717e+00,1.141904464215371462e+02,7.047835281385091832e+01,5.410084739751750416e-01,9.332526588197486150e-01,7.259852692848054012e+00
2.180436087217443752e+00,1.143052229804039257e+02,7.055095032379442443e+01,5.406042970259926639e-01,9.328603300578991453e-01,7.256754503012663449e+00
2.190438087617523788e+00,1.144202154875073489e+02,7.062351717192881040e+01,5.402028050585455654e-01,9.324679907902835296e-01,7.253721692614809591e+00
2.200440088017603824e+00,1.145354229209494292e+02,7.069605400484960001e+01,5.398039495066280224e-01,9.320756436804309430e-01,7.250753129711073441e+00
2.210442088417683859e+00,1.146508442725775154e+02,7.076856145889833272e+01,5.394076826021362292e-01,9.316832913454056175e-01,7.247847699309155622e+00
2.220444088817763451e+00,1.147664785479842777e+02,7.084104016016252103e+01,5.390139573750675206e-01,9.312909363558066200e-01,7.245004303428224546e+00
2.230446089217843486e+00,1.148823247665077076e+02,7.091349072447572155e+01,5.386227276535210384e-01,9.308985812357682965e-01,7.242221861160091478e+00
2.240448089617923522e+00,1.149983819612311464e+02,7.098591375741743548e+01,5.382339480636971762e-01,9.305062284629597169e-01,7.239499308731185856e+00
2.250450090018003557e+00,1.151146491789832425e+02,7.105830985431320812e+01,5.378475740298981345e-01,9.301138804685852302e-01,7.236835599565315746e+00
2.260452090418083593e+00,1.152311254803380081e+02,7.113067960023455782e+01,5.374635617745275873e-01,9.297215396373840202e-01,7.234229704347196588e+00
2.270454090818163628e+00,1.153478099396147343e+02,7.120302356999901860e+01,5.370818683180904607e-01,9.293292083076303278e-01,7.231680611086741095e+00
2.280456091218243664e+00,1.154647016440418668e+02,7.127534232877673048e+01,5.367024514273921465e-01,9.289368887744728909e-01,7.229187323863103032e+00
2.290458091618323699e+00,1.155817996958907656e+02,7.134763643037815939e+01,5.363252697319421669e-01,9.285445832846872527e-01,7.226748865914543352e+00
2.300460092018403735e+00,1.156991032159570238e+02,7.141990641473586265e+01,5.359502829397821966e-01,9.281522940226973883e-01,7.224364285224507576e+00
2.310462092418483770e+00,1.158166113365357717e+02,7.149215281320233828e+01,5.355774514213651472e-01,9.277600231346508908e-01,7.222032643909329863e+00
2.320464092818563806e+00,1.159343232010260891e+02,7.156437614884455911e+01,5.352067361857659744e-01,9.273677727298487161e-01,7.219753017659879646e+00
2.330466093218643842e+00,1.160522379639309207e+02,7.163657693644397284e+01,5.348380988806812342e-01,9.269755448807454057e-01,7.217524495792592809e+00
2.340468093618723877e+00,1.161703547908571750e+02,7.170875568249648779e+01,5.344715017924296374e-01,9.265833416229489750e-01,7.215346181301152129e+00
2.350470094018803913e+00,1.162886728585156249e+02,7.178091288521255819e+01,5.341069078459518282e-01,9.261911649552209136e-01,7.213217190908703280e+00
2.360472094418883948e+00,1.164071913547209931e+02,7.185304903451702785e+01,5.337442806048102728e-01,9.257990168394761854e-01,7.211136655120681027e+00
2.370474094818963984e+00,1.165259094783919096e+02,7.192516461204930067e+01,5.333835842711897035e-01,9.254068992007832284e-01,7.209103718278191408e+00
2.380476095219044019e+00,1.166448264395509113e+02,7.199726009116322700e+01,5.330247836858963417e-01,9.250148139273639547e-01,7.207117538611949037e+00
2.390478095619124055e+00,1.167639414593244709e+02,7.206933593692713202e+01,5.326678443283585640e-01,9.246227628705939727e-01,7.205177288296806815e+00
2.400480096019204090e+00,1.168832537699413621e+02,7.214139260612500948e+01,5.323127323165309788e-01,9.242307478450079161e-01,7.203282153504314778e+00
2.410482096419284126e+00,1.170027626134103542e+02,7.221343054818892426e+01,5.319594143228657535e-01,9.238387706339986627e-01,7.201431332299201848e+00
2.420484096819364161e+00,1.171224672472013566e+02,7.228545020088400008e+01,5.316078579060311560e-01,9.234468329712056667e-01,7.199624043322833344e+00
2.430486097219444197e+00,1.172423669413712020e+02,7.235745199256736271e+01,5.312580313495852691e-01,9.230549365485749558e-01,7.197859521647674619e+00
2.440488097619524233e+00,1.173624609748750487e+02,7.242943634495344440e+01,5.309099034429404229e-01,9.226630830291598917e-01,7.196137013145625261e+00
2.450490098019603824e+00,1.174827486355663950e+02,7.250140367311398393e+01,5.305634434813624178e-01,9.222712740471210591e-01,7.194455774530704950e+00
2.460492098419683860e+00,1.176032292201969938e+02,7.257335438547801232e+01,5.302186212659711906e-01,9.218795112077265985e-01,7.192815073402230475e+00
2.470494098819763895e+00,1.177239020344169660e+02,7.264528888383188132e+01,5.298754071037407032e-01,9.214877960873517626e-01,7.191214188288369336e+00
2.480496099219843931e+00,1.178447663927747016e+02,7.271720756331922075e+01,5.295337718074984990e-01,9.210961302334793599e-01,7.189652408690125007e+00
2.490498099619923966e+00,1.179658216187169444e+02,7.278911081244099535e+01,5.291936866959262575e-01,9.207045151646996439e-01,7.188129035125752964e+00
2.500500100020004002e+00,1.180870670445887072e+02,7.286099901305543369e+01,5.288551235935595729e-01,9.203129523707097581e-01,7.186643379175556845e+00
2.510502100420084037e+00,1.182085020116333567e+02,7.293287254037811351e+01,5.285180548307879533e-01,9.199214433123147350e-01,7.185194763527133155e+00
2.520504100820164073e+00,1.183301258699925427e+02,7.300473176298187639e+01,5.281824532438544884e-01,9.195299894214264969e-01,7.183782522020949024e+00
2.530506101220244108e+00,1.184519379787062405e+02,7.307657704279689881e+01,5.278482921748566259e-01,9.191385921010647442e-01,7.182405999696414689e+00
2.540508101620324144e+00,1.185739377046913887e+02,7.314840873583081304e+01,5.275155454074280659e-01,9.187472527296522973e-01,7.181064551164822340e+00
2.550510102020404180e+00,1.186961244271485754e+02,7.322022718879527758e+01,5.271841874202438660e-01,9.183559726472307894e-01,7.179757547338383894e+00
2.560512102420484215e+00,1.188184975363187448e+02,7.329203274014227532e+01,5.268541933224769602e-01,9.179647531579174791e-01,7.178484373765962268e+00
2.570514102820564251e+00,1.189410564295202590e+02,7.336382572303651273e+01,5.265255386200510257e-01,9.175735955434249913e-01,7.177244424538966605e+00
2.580516103220644286e+00,1.190638005111405562e+02,7.343560646536180059e+01,5.261981992151332221e-01,9.171825010630922925e-01,7.176037102313336469e+00
2.590518103620724322e+00,1.191867291926360508e+02,7.350737528972092605e+01,5.258721514061345248e-01,9.167914709538840246e-01,7.174861818345123154e+00
2.600520104020804357e+00,1.193098418925321909e+02,7.357913251343573791e+01,5.255473718877093914e-01,9.164005064303910597e-01,7.173717992526361442e+00
2.610522104420884393e+00,1.194331380364234292e+02,7.365087844854710397e+01,5.252238377507560951e-01,9.160096086848302788e-01,7.172605053421261978e+00
2.620524104820964428e+00,1.195566170569732236e+02,7.372261340181493949e+01,5.249015264824167248e-01,9.156187788870445710e-01,7.171522438302675440e+00
2.630526105221044464e+00,1.196802783939140653e+02,7.379433767471816452e+01,5.245804159660767407e-01,9.152280181845028340e-01,7.170469593188872892e+00
2.640528105621124499e+00,1.198041214940474504e+02,7.386605156345476075e+01,5.242604844813656406e-01,9.148373277022998629e-01,7.169445972880613027e+00
2.650530106021204535e+00,1.199281458112439083e+02,7.393775535894171469e+01,5.239417107041564048e-01,9.144467085431567943e-01,7.168451040998496282e+00
2.660532106421284571e+00,1.200523508064429450e+02,7.400944934681506027e+01,5.236240737065656070e-01,9.140561617874205513e-01,7.167484270020588077e+00
2.670534106821364606e+00,1.201767359474406618e+02,7.408113380758422295e+01,5.233075529441174600e-01,9.136656884938575418e-01,7.166545140980633555e+00
2.680536107221444198e+00,1.203013007089022608e+02,7.415280901653270007e+01,5.229921282490958001e-01,9.132752897010896209e-01,7.165633143357460710e+00
2.690538107621524233e+00,1.204260445771197681e+02,7.422447524018564025e+01,5.226777801113936528e-01,9.128849664111182705e-01,7.164747782583435587e+00
2.700540108021604269e+00,1.205509670449826700e+02,7.429613274013615865e+01,5.223644893883895302e-01,9.124947196053191378e-01,7.163888572360508356e+00
2.710542108421684304e+00,1.206760676109435479e+02,7.436778177381661692e+01,5.220522372440388192e-01,9.121045502479840916e-01,7.163055033071763944e+00
2.720544108821764340e+00,1.208013457790180070e+02,7.443942259449863741e+01,5.217410051488742262e-01,9.117144592863208885e-01,7.162246691810103094e+00
2.730546109221844375e+00,1.209268010587847613e+02,7.451105545129304630e+01,5.214307748800054432e-01,9.113244476504536173e-01,7.161463082407147240e+00
2.740548109621924411e+00,1.210524329653855631e+02,7.458268058914995891e+01,5.211215285211192594e-01,9.109345162534224771e-01,7.160703745462349445e+00
2.750550110022004446e+00,1.211782410195252453e+02,7.465429824885872279e+01,5.208132484624797831e-01,9.105446659911838880e-01,7.159968228372336263e+00
2.760552110422084482e+00,1.213042247474716930e+02,7.472590866704788937e+01,5.205059174009278866e-01,9.101548977426100473e-01,7.159256085360435229e+00
2.770554110822164517e+00,1.214303836810558721e+02,7.479751207618529918e+01,5.201995183398817613e-01,9.097652123694899284e-01,7.158566877506439496e+00
2.780556111222244553e+00,1.215567173576717863e+02,7.486910870457801082e+01,5.198940345893366954e-01,9.093756107165280600e-01,7.157900172776574976e+00
2.790558111622324589e+00,1.216832253202765344e+02,7.494069877637232935e+01,5.195894497658649636e-01,9.089860936113454137e-01,7.157255546053654882e+00
2.800560112022404624e+00,1.218099071173902530e+02,7.501228251155382054e+01,5.192857477926159371e-01,9.085966618644791826e-01,7.156632579167461650e+00
2.810562112422484660e+00,1.219367623029717151e+02,7.508386012603756399e+01,5.189829128918902468e-01,9.082073162698355295e-01,7.156030860726037446e+00
2.820564112822564695e+00,1.220637904362575057e+02,7.515543183170767350e+01,5.186809295700363087e-01,9.078180576064225349e-01,7.155449985762398768e+00
2.830566113222644731e+00,1.221909910862327990e+02,7.522699783308623012e+01,5.183797828776551819e-01,9.074288866234009321e-01,7.154889562785079704e+00
2.840568113622724766e+00,1.223183638273728775e+02,7.529855833058593362e+01,5.180794581667177434e-01,9.070398040532208217e-01,7.154349207255711107e+00
2.850570114022804802e+00,1.224459082384863819e+02,7.537011352137261611e+01,5.177799410231508359e-01,9.066508106154953506e-01,7.153828539797430608e+00
2.860572114422884837e+00,1.225736239027152692e+02,7.544166359936522781e+01,5.174812172668379340e-01,9.062619070170006008e-01,7.153327186217665279e+00
2.870574114822964873e+00,1.227015104075348120e+02,7.551320875523586551e+01,5.171832729516185889e-01,9.058730939516760339e-01,7.152844777531078613e+00
2.880576115223044908e+00,1.228295673447536132e+02,7.558474917640970148e+01,5.168860943652887618e-01,9.054843721006237134e-01,7.152380949982662273e+00
2.890578115623124944e+00,1.229577943105136058e+02,7.565628504706506874e+01,5.165896680296007126e-01,9.050957421321091934e-01,7.151935345070985051e+00
2.900580116023204980e+00,1.230861909052900529e+02,7.572781654813337582e+01,5.162939807002631110e-01,9.047072047015607410e-01,7.151507609571600810e+00
2.910582116423284571e+00,1.232147567338915053e+02,7.579934385729917778e+01,5.159990193669407033e-01,9.043187604515701139e-01,7.151097395560572778e+00
2.920584116823364607e+00,1.233434914054599147e+02,7.587086714900016204e+01,5.157047712532546457e-01,9.039304100118915608e-01,7.150704360438195017e+00
2.930586117223444642e+00,1.234723945334704780e+02,7.594238659442711992e+01,5.154112238167823934e-01,9.035421539994428208e-01,7.150328166952823139e+00
2.940588117623524678e+00,1.236014657357317503e+02,7.601390236152393243e+01,5.151183647490579220e-01,9.031539930183046794e-01,7.149968483224876437e+00
2.950590118023604713e+00,1.237307046343856172e+02,7.608541461498765557e+01,5.148261819755710622e-01,9.027659276597207461e-01,7.149624982770960813e+00
2.960592118423684749e+00,1.238601108555106265e+02,7.615692351654516301e+01,5.145346636318707256e-01,9.023779585036365569e-01,7.149297343879681854e+00
2.970594118823764784e+00,1.239896840311271262e+02,7.622842922336693050e+01,5.142437981735488162e-01,9.019900861133642866e-01,7.148985252667110046e+00
