D,rho,L,L_noisy
1.179414443358727388e-01,2.268480730400557113e-03,3.482293428398272273e+00,3.492307530655073933e+00
1.572857788587130601e-01,8.731786725446620823e-01,4.315207684237837071e+00,4.316648537922835871e+00
7.823192566890779176e+01,4.951668650724664889e-01,1.539170567910669085e+00,1.546991413136268090e+00
8.652948056867211690e+00,5.851425324890289353e-02,2.039666202052514254e+00,2.041012421405958843e+00
6.929788811352339906e+01,3.104049196074069039e-01,1.494868429408594102e+00,1.497497440579444339e+00
1.117256980116077880e+00,8.629375484631574000e-01,3.627155343200652027e+00,3.619325354028348318e+00
1.843591639535921090e+01,2.981029275814798263e-01,1.813884663431881705e+00,1.820565137697603086e+00
1.571074921116740741e-01,5.000293615013675641e-01,3.932203342829287518e+00,3.950050325572357579e+00
3.152212571817116782e-01,2.942761747728010469e-01,3.541033614737932655e+00,3.537936739182757417e+00
6.782659332244235229e-01,5.513262775445184616e-01,3.539801103403997562e+00,3.533873358126855990e+00
4.476666637321832454e+00,4.378038817768629687e-01,2.640774610607973916e+00,2.639196243586070523e+00
4.701393908419611023e+00,2.961445427170933398e-01,2.516055805777313026e+00,2.511243002941301761e+00
3.140214805798490438e+00,8.567173132601674235e-02,2.566228302357484115e+00,2.559213509370948714e+00
1.876682282475681918e+00,2.546796652115278503e-01,2.908250148780380240e+00,2.909632085220061892e+00
5.334767306896111450e+00,5.586331771710169036e-01,2.630101739325647170e+00,2.627192563995146113e+00
7.943047984560705288e+01,4.630019156753096277e-01,1.524117462985049354e+00,1.538506198923475843e+00
2.367220327337592245e+00,3.994098975439174248e-01,2.922997740324136728e+00,2.922999756753688061e+00
3.253975400307469101e+01,5.147331888065299621e-01,1.745197376119850485e+00,1.748436495896164677e+00
1.471010914532036584e-01,3.375078938632076198e-01,3.781393775548067993e+00,3.790913994228065853e+00
1.434702224536958948e+00,4.673081463364128774e-01,3.187251296769729514e+00,3.184243738244683986e+00
4.802742814616075329e+00,5.155110796416990659e-01,2.658155621591766327e+00,2.672522986992655891e+00
7.260418704664395761e+00,6.434416473362246647e-01,2.509233011709674166e+00,2.502906069584473148e+00
5.624125714673319232e-01,8.673811078668001162e-01,3.897107382885559357e+00,3.889024105866698111e+00
1.577150145885156007e+00,2.025280769268376635e-01,2.934723371878940057e+00,2.931060701690437753e+00
6.934553549873858458e+01,8.783575791050807213e-01,1.779846975163784872e+00,1.778699801244113532e+00
8.842035658969139789e+00,8.866669208955789694e-01,2.579029024128311143e+00,2.565015842127320589e+00
5.687203195463538918e+00,7.262406152740454868e-01,2.717646664126337708e+00,2.717295716285049068e+00
1.569987271973580789e-01,6.435148711148415135e-01,4.079628197044781857e+00,4.062953331140387370e+00
1.433932713988838037e-01,6.151585892740622091e-02,3.503234430341345185e+00,3.517155814346800025e+00
4.307203027757458003e-01,7.021059496859560767e-01,3.835205895052685499e+00,3.834395925538608640e+00
2.591005456269296348e-01,5.501371132360740601e-01,3.846827851915871399e+00,3.840408274668911659e+00
8.938194230539454566e+01,2.247109458105545909e-01,1.422046482954678392e+00,1.412963101771842700e+00
1.019157823847726269e-01,2.179505065421651899e-01,3.738102748648361118e+00,3.734258443906279368e+00
1.251787433838307706e+00,3.002421677853653326e-01,3.100880691890838481e+00,3.098649897206534387e+00
1.497157012639049878e-01,2.890538706586182616e-01,3.727424801582355673e+00,3.716979691926241891e+00
8.318244374023105792e+00,3.594131337840874019e-01,2.238095718920701582e+00,2.228897767982473077e+00
1.379112218580028637e-01,4.776834548592547858e-01,3.941545724383014981e+00,3.939673974332399631e+00
1.604090647171299011e-01,7.113350988749694848e-01,4.143500936545442492e+00,4.138293099067485770e+00
1.737110785693987969e-01,3.580878977806515873e-01,3.762040033338265310e+00,3.771432164375048579e+00
6.536652442674366625e-01,2.535380798530049301e-02,3.080570618723390552e+00,3.091949322465845640e+00
5.358882120879627564e+00,6.216291144356421716e-01,2.673580085569160936e+00,2.673740297605159633e+00
2.608229801879830489e+01,1.485917370106115687e-03,1.576012016195906140e+00,1.580748011916451423e+00
6.332493512005573644e-01,4.242357675226662850e-01,3.448361611386556724e+00,3.435009727650305322e+00
7.071526443175973897e-01,5.893812544112749796e-01,3.559401251463945037e+00,3.565775428558271010e+00
2.974722318501301999e+01,5.535265084342079200e-01,1.790088898489733849e+00,1.789783063794601281e+00
1.729199656255366691e+01,7.317686307277602165e-01,2.096266842570348565e+00,2.101113525729856768e+00
2.401287969627686758e-01,8.501142831871705274e-01,4.167235687110831144e+00,4.183239248426767531e+00
2.624501371882018219e+01,2.996444391945827235e-01,1.701422821012977371e+00,1.678614243449533694e+00
3.117118594947791976e+01,6.527753911974446543e-01,1.832399139432344448e+00,1.835008621222878666e+00
3.415681367814187852e-01,7.783843306815587670e-01,3.984947141353731404e+00,3.973955950722052766e+00
7.600532068027779253e+00,7.590932994436319081e-01,2.567894177369193009e+00,2.573816144283237684e+00
3.892520114606853876e-01,7.174355702026069537e-01,3.883430898650634067e+00,3.870297764276349195e+00
5.376233665847524046e-01,4.695343255878969280e-01,3.544074813160311699e+00,3.539120817490271964e+00
3.034011803188907841e+00,7.057691995188354328e-01,3.045578547990602569e+00,3.047605885548206217e+00
3.686889180110378472e+00,2.126094333742310771e-01,2.581062872784313900e+00,2.587197966648667524e+00
2.735902058553241645e+00,4.618642699383832539e-01,2.905278212032435192e+00,2.906026152925801131e+00
4.201681803913571045e+00,4.912158615360729397e-01,2.713177096027670210e+00,2.705248786637791891e+00
4.360075696838503490e-01,1.348922023663769731e-01,3.298040966624049997e+00,3.292505644446896085e+00
2.166412258226776899e+01,7.776093774767024458e-01,2.038109857378923362e+00,2.046954886291417086e+00
6.816245690013477132e-01,3.990867219137938515e-01,3.400949398392349554e+00,3.400894402235484115e+00
5.470787792375399050e+01,3.584074131990704348e-01,1.557616621117972056e+00,1.540778477149561398e+00
3.511283621911579278e+00,5.275436267080494401e-01,2.833541697550319149e+00,2.841978324633016140e+00
8.148021360059594098e-01,5.321334103625707801e-01,3.457297017525013505e+00,3.461459502322148385e+00
3.335429054515355318e-01,3.049633995903550665e-01,3.535385798622461717e+00,3.544119954074981038e+00
2.855037962217724434e+00,6.242739107624760697e-01,3.011073958214059765e+00,3.007707683550293165e+00
1.345525399792689480e+00,2.724850936454062955e-01,3.051110935387984391e+00,3.059392500572250650e+00
7.400846082641215240e+00,4.871456574354889879e-01,2.388775843111916597e+00,2.378165193911899955e+00
3.128806807555648550e+00,1.201584069276118161e-02,2.516351085988384639e+00,2.522051084097039375e+00
1.290859852915750561e-01,6.301129178518793950e-02,3.527028024893724467e+00,3.522124221797443777e+00
3.157070690964052417e+01,7.523358441632120586e-02,1.561487169665617181e+00,1.568230686714818578e+00
1.428965742693653063e-01,5.568592443970196149e-01,4.014625953048647666e+00,4.024682394212811154e+00
3.039383430765450811e+01,4.637961270604469277e-01,1.738367216104886648e+00,1.731007314584801282e+00
2.743146046308540775e+01,3.243859372526464169e-01,1.700574825496234954e+00,1.700062530701247576e+00
5.914926819937396374e+01,3.340650902969056202e-01,1.533135363710719457e+00,1.533524909975279460e+00
9.844714442932312792e+00,8.088643299903216510e-01,2.450661068191510417e+00,2.462557716369916605e+00
3.032989468575107428e-01,6.538673879467348238e-01,3.901559989939659800e+00,3.908665570853357529e+00
2.117328456354502286e+00,2.443133146322291060e-01,2.851132319989702069e+00,2.838939544549597294e+00
2.081124109638322395e+00,3.161962790779557775e-01,2.913911142150413802e+00,2.918487224757499554e+00
7.888582275398102084e+00,8.576607497429525884e-01,2.623870228587494413e+00,2.631321120681285652e+00
1.391273769543175831e+00,3.437938847118482411e-01,3.097149255981763716e+00,3.118387314941041044e+00
1.064226977698081633e+01,4.564417173046502185e-01,2.159063173728898999e+00,2.142271682761357265e+00
4.089989002984524280e-01,6.604237156118191177e-01,3.812766867229286483e+00,3.807403344229946640e+00
1.148291987512405354e+00,2.036671584510378330e-01,3.051598739454429943e+00,3.064932451335303121e+00
4.265208184099556377e+00,5.843015170608755193e-01,2.773878172108032558e+00,2.760327469121965471e+00
1.918461789404901197e+00,2.107326790919873127e-01,2.865145000968546185e+00,2.853150395129298911e+00
2.331186139778493038e-01,7.742040623883151840e-01,4.100485460285741901e+00,4.105656282239545263e+00
7.897404125756391124e+01,3.744659847442338152e-01,1.493351298381762504e+00,1.503535384990550394e+00
1.185458094421589692e+01,8.790693201007365731e-01,2.402487377162375815e+00,2.395800572288620423e+00
3.155769201374959110e+01,5.770074311487164570e-02,1.554722576622360242e+00,1.560123848345280839e+00
1.181359937423738682e+00,4.806790354322821868e-01,3.274380064587114170e+00,3.275549617281413806e+00
6.834200730361827425e+01,4.091642877988949656e-01,1.533053103424375063e+00,1.548240593764562467e+00
2.737419153530279914e+01,2.621926854493979997e-01,1.673275496212741631e+00,1.673260311815654156e+00
8.679980245170052910e+01,1.119749050468575174e-01,1.391484931224436838e+00,1.401387404344117460e+00
3.910054016980645253e-01,7.231600059351507570e-02,3.269709396700755555e+00,3.260678218107612825e+00
2.700899533185866286e+00,7.357191049347130418e-01,3.127109888252387115e+00,3.125261099757767003e+00
1.437298532696050568e+00,1.574956545814148734e-01,2.933098516309061043e+00,2.932131471771442843e+00
6.945203681899458026e+00,2.896441559902549617e-02,2.139557991301469286e+00,2.150949070776321470e+00
5.631955323180474204e-01,5.030543421352473565e-01,3.559523442664707993e+00,3.565319573059912539e+00
2.001782412490556162e-01,2.002601975561284497e-01,3.567597259404378551e+00,3.560079728091442686e+00
2.690603857393647935e+00,3.327962469892489228e-01,2.814980910877498577e+00,2.821800588514297825e+00
8.287352456865754391e+00,7.291226815586584475e-01,2.492316465712232088e+00,2.500022778476508112e+00
1.419208669531350608e+00,5.412628239916924544e-01,3.253240596248021532e+00,3.252124139024826999e+00
9.168916720801431097e+01,1.342447012583664334e-01,1.389662593609497732e+00,1.387085970459179585e+00
1.651833678283189277e+00,1.158292540423400963e-01,2.848565301741615929e+00,2.846627269287390405e+00
7.933167560023929310e-01,5.370923384733135020e-01,3.471340342646059618e+00,3.454390418586170686e+00
2.764989429206333327e+01,7.581944260437605276e-01,1.938446406341825634e+00,1.940333836423071778e+00
2.512287914173150671e+00,4.256014312681426492e-01,2.916604704372696588e+00,2.918950483664969564e+00
6.601617356303686179e-01,6.068792169837466943e-01,3.599692786664199673e+00,3.591037501426609602e+00
7.235575397767413097e-01,7.126218350593229722e-01,3.662431017896498275e+00,3.669855480395249003e+00
6.941724406284389204e+01,1.450469203544720309e-01,1.438661521046665115e+00,1.424931851688428841e+00
7.677330634466764536e+01,5.900984164709189850e-01,1.581205095643084535e+00,1.575686967429154928e+00
8.683817520556788239e+00,8.790906879946406294e-01,2.583478755691545281e+00,2.578726565001629556e+00
6.859681159744320800e-01,6.178492032180078475e-01,3.596000747519382035e+00,3.615875845839271019e+00
1.361780563166592728e+01,6.357290749646457018e-01,2.142974676486618879e+00,2.126982835854040133e+00
4.470009496707915697e-01,9.879053347427256548e-02,3.257370943409534814e+00,3.262997245961597237e+00
9.252392805641131979e-01,5.185789709658419344e-01,3.398948450922977038e+00,3.408369683698866837e+00
4.218995664629956899e+00,1.321931721843039309e-01,2.460622698210074066e+00,2.464399953850472613e+00
1.597469163201838072e+00,6.395769923421763536e-01,3.286479738140592133e+00,3.298297817584125990e+00
1.129982162463042172e+00,4.304464367817062986e-01,3.248554594390508754e+00,3.238527217519244328e+00
8.363793245889510786e+01,5.156879356183974306e-02,1.378698978833803990e+00,1.355896392810682194e+00
3.240548482754132542e-01,1.971329350940822511e-01,3.439745209822534289e+00,3.447413388712237126e+00
6.939619789996488208e+00,3.511405859387131678e-01,2.336915825682500003e+00,2.324957544035789248e+00
1.305041037533911097e-01,1.303978644596457126e-01,3.594553399353471068e+00,3.591289400588011826e+00
1.884274676027764273e-01,2.993348690610841967e-01,3.682263957388359987e+00,3.670475497414112276e+00
4.265677469044161785e-01,8.993341119226361258e-01,4.026099876870244287e+00,4.036623295439739856e+00
9.441882424231275195e+01,1.978097583181767927e-01,1.404628841249241589e+00,1.413280343597915767e+00
1.511032890491145686e+01,5.164575023493646055e-01,2.016520856305521470e+00,2.009320219686451470e+00
4.018965581371271156e+01,3.982166795516006892e-03,1.486292235614144808e+00,1.495327154060241304e+00
1.407509561907073492e-01,8.529858691978678964e-01,4.325013404674481698e+00,4.326226177267678885e+00
1.107427637968205403e+01,7.588690174505690056e-01,2.343224272296364763e+00,2.341830383990767483e+00
2.088379581171003085e+00,6.923408108640212444e-02,2.723327142847119742e+00,2.723901309467543275e+00
1.775251325815020431e+00,1.476698257114572033e-01,2.846311806512973330e+00,2.844284312914473922e+00
1.332798154622792630e+01,5.300189044606820055e-01,2.085533514624149820e+00,2.091683567262259569e+00
8.413115507948970562e-01,1.424016442294460394e-01,3.104824879769929158e+00,3.107928355474359972e+00
3.470591268396384432e+00,2.867717178981219472e-01,2.662583991368924430e+00,2.659089319904586191e+00
6.055836837835298914e-01,7.081727413222120848e-01,3.722999480743735656e+00,3.733062038201891308e+00
1.493524020425082144e+00,6.215752186489928999e-01,3.299618986342553573e+00,3.293504230194915117e+00
3.980874859939524946e+00,5.754647912017867295e-01,2.804318461487054215e+00,2.807187797917728656e+00
2.976069084931581843e-01,3.779385794487063327e-02,3.308519782082575134e+00,3.312741335795098330e+00
6.738471031927822930e-01,1.911996711626440526e-01,3.218786057370890408e+00,3.233574127969255585e+00
1.824810266585926710e+00,1.076651660381629239e-01,2.804677501763392033e+00,2.799623088129902460e+00
2.619654008719469740e+00,5.071940395911015420e-01,2.960524180512444925e+00,2.977955004975548992e+00
2.511955283383509041e+01,6.718802618342477606e-01,1.911558176431837897e+00,1.913319825948062158e+00
8.488878968446151418e+00,4.334376325721202017e-01,2.273128143024742087e+00,2.271188373918216374e+00
4.869341115579278068e+00,7.253928158295556150e-01,2.807332874066268413e+00,2.800608146556882172e+00
4.070072834953116825e+01,6.805594523670950580e-02,1.507163354604500238e+00,1.513026288795045637e+00
3.908828303494538692e-01,1.339905253609033897e-01,3.327922837978932957e+00,3.328412190423356787e+00
2.052339035631599584e-01,5.680432408425006852e-02,3.417937545564884605e+00,3.406901452905606753e+00
1.517664026582716374e+00,3.662205762449575741e-01,3.081798506008966765e+00,3.070519634246380303e+00
2.579703938227947413e-01,1.785142661256472474e-01,3.482212293646988144e+00,3.476657101568982888e+00
4.655251131139527487e+00,8.325904163361039778e-01,2.918008936623084804e+00,2.911248876584373146e+00
5.259324846523253605e+00,1.397199542292293095e-01,2.353958423120609211e+00,2.364861447037881259e+00
2.481879256568291781e-01,7.227430955435990567e-01,4.030416691269164353e+00,4.044172074248866267e+00
1.406572052570919062e+01,6.143703778410685573e-02,1.804950195593599815e+00,1.813635791832274968e+00
4.673243927073080783e+00,2.140467122013821610e-01,2.463855963334557586e+00,2.467434652234868242e+00
1.860141503333197610e+00,3.073188301846643267e-01,2.953236666520380194e+00,2.948954284441934082e+00
5.655165509127975554e+01,8.198775279463327292e-01,1.781680831977014101e+00,1.782225664086216632e+00
3.696041876304285978e+01,8.643336361761593256e-01,1.935825831561203803e+00,1.944672901621489203e+00
4.601585451533078408e-01,5.897845371317318452e-01,3.707232835168721596e+00,3.728542557505954758e+00
