A,Z,beta2,B_per_A,B_per_A_noisy
1.964204903493112511e+02,8.151893775610847825e+00,9.788190058646155378e-02,nan,nan
7.585091492828242110e+01,5.136632290231700182e+01,6.630749450385839405e-02,nan,nan
7.943031667156047604e+01,6.824786156204143595e+01,7.755410585612927676e-02,nan,nan
2.006840002452338751e+02,6.458270975105236289e+01,7.953094194598264721e-02,nan,nan
1.830924371594962565e+02,8.280301558550438301e+01,2.332528832501022387e-01,nan,nan
4.440650363204295559e+01,9.490057117024410616e+01,1.301350325269008956e-01,nan,nan
1.966221613742239640e+02,3.863032045100178635e+01,9.353714749621670765e-02,nan,nan
2.022002483343029837e+02,7.472815110018322571e+01,8.560046894352300872e-02,nan,nan
5.583297551903172007e+01,8.756817602522600907e+01,2.115681007350553033e-01,nan,nan
1.564363516802519882e+02,8.559620394312682379e+01,2.229523702217943160e-01,nan,nan
6.007057128795729994e+01,8.133785828737759971e+01,1.531390438955256561e-01,nan,nan
7.054236749429048814e+01,5.599684217120724128e+01,2.203919377433864180e-01,nan,nan
1.266572891936158101e+02,8.014529595081428681e+01,2.595331118931796799e-01,nan,nan
1.329772862609810886e+02,2.973340874492139818e+01,1.445940624223780169e-01,nan,nan
1.233035074491939440e+02,5.521279203814584235e+01,6.676177233889485363e-02,nan,nan
1.372155959401427481e+02,5.821317695702078510e+01,2.667163000085224223e-01,nan,nan
6.374888751930134845e+01,2.178898068634075713e+01,2.640218941806490305e-01,nan,nan
1.904020024606523123e+02,8.748895858650736557e+01,1.437761371166642876e-01,nan,nan
7.823804429440826880e+01,4.879553157341003811e+01,6.905378529992318992e-02,nan,nan
2.204410568970806992e+02,4.463720223812720178e+01,6.258576953591889203e-02,nan,nan
1.313947880040680616e+02,6.192668184126728192e+01,9.719885866447315614e-02,nan,nan
8.402522785958699103e+01,6.239585972595167362e+01,1.641846741685785427e-01,nan,nan
5.506199416185923212e+01,3.917403640256962660e+01,2.981582562388819801e-01,nan,nan
1.246856875811907770e+02,7.181466643349754975e+01,2.630398801086540339e-01,nan,nan
1.002905952339029199e+02,3.585403179486375080e+01,7.923261847204884911e-02,nan,nan
1.555730091217129143e+02,5.779711164896109921e+01,3.458856006911555786e-02,nan,nan
1.276549465075407710e+02,9.228285937482255008e+00,1.305112886289269136e-01,nan,nan
2.427897235215607452e+01,1.444115427137476715e+01,1.809019246392298830e-01,nan,nan
2.026132282131115403e+02,1.569054418477950108e+01,2.624017100956699267e-01,nan,nan
2.757496236274470292e+01,6.492338942725089623e+01,5.833373140149082647e-02,nan,nan
2.013813167044631314e+02,5.541027076617901770e+01,4.564415521727166469e-02,nan,nan
1.980559201253578863e+02,4.115945136360385703e+01,1.598194222188386582e-01,nan,nan
2.229722200644138468e+02,4.214887589701702097e+01,7.526153089209115798e-02,nan,nan
1.648258332179433410e+02,9.068390928789953875e+01,2.346566648748360795e-01,nan,nan
5.197969403959851320e+01,7.483977743455511700e+01,2.501555641112756523e-01,nan,nan
1.149921881657044480e+02,3.297424994018341948e+01,2.853064940488733714e-01,nan,nan
1.144329158781854119e+02,4.032228630574658723e+01,1.753428560489091736e-01,nan,nan
1.576425889719489248e+02,9.567198775150181689e+01,1.630961344623992060e-01,nan,nan
1.013748072585057685e+02,4.314337488165559620e+01,5.836644343221115278e-02,nan,nan
1.673518917050824939e+02,5.465848665780868743e+01,6.583892085951623119e-02,nan,nan
6.167525314191564689e+01,7.550997981809706516e+01,2.194166033594582843e-01,nan,nan
9.515057430482914924e+01,2.881930953055053379e+01,8.735471872642999736e-02,nan,nan
1.377022041283673843e+02,6.772859952177839205e+01,1.766617368149767664e-01,nan,nan
1.117938354720365766e+02,2.954156275162536716e+01,5.814097457810537412e-02,nan,nan
4.344574577225605339e+01,8.714085971080554316e+01,1.175630652206429705e-01,nan,nan
2.323454990508009814e+02,4.627874510718834244e+01,2.982166545648934908e-01,nan,nan
1.708501700785695903e+02,9.786041938807530016e+01,1.398405957070803785e-01,nan,nan
2.025998574251897821e+02,1.389829818507576853e+01,7.659209217962999194e-02,nan,nan
9.607120716876880806e+01,5.713607917752217702e+01,2.899503991545306358e-01,nan,nan
2.276566838778755653e+02,4.982568275277593273e+01,2.679344204726192835e-01,nan,nan
1.979881505238367367e+02,3.480191895704957261e+01,2.241371211542878272e-01,nan,nan
2.354093990116864461e+02,1.944632362701209871e+01,2.432334907888890341e-01,nan,nan
6.021631253531641903e+01,1.539230228289265234e+01,2.619987795387886814e-02,nan,nan
1.228859627585663361e+02,8.320684183777066778e+01,5.211828873574342325e-02,nan,nan
1.024301746722107396e+02,2.409955580165574318e+01,2.712778963641304664e-03,nan,nan
1.535124790150802880e+02,1.096080692790038391e+01,4.533497354857668471e-02,nan,nan
7.204922034162306943e+01,5.942333275160306272e+01,2.473936782637810583e-01,nan,nan
3.850579290415373634e+01,2.847104241684868597e+01,1.722429160148020721e-01,nan,nan
1.227621154496768696e+02,4.201917191445655675e+01,1.303391670885971354e-01,nan,nan
1.592417137803978733e+02,8.253254078155175932e+01,1.072012083117817177e-01,nan,nan
1.020194537420534004e+02,6.332908867470634107e+01,3.342629754259222180e-02,nan,nan
2.371864127684483208e+02,2.172279168418857154e+01,1.353847353336898596e-01,nan,nan
1.069414849613531828e+02,1.984032374655031816e+01,7.977969255889962030e-02,nan,nan
8.315868150607012410e+01,6.290277237727204351e+01,2.497229108728366009e-01,nan,nan
1.983131128222905772e+02,8.550431910669551883e+01,2.240116215354520379e-01,nan,nan
1.205385158793463205e+02,5.150592408518791387e+01,2.294305488325712461e-01,nan,nan
7.720055932462238957e+01,7.003654218056075820e+01,2.844022492602749086e-01,nan,nan
8.017398948163985040e+01,8.084578758384189712e+01,2.911913496290738923e-01,nan,nan
2.281628967907093966e+02,2.282701852512380469e+01,1.857092870215041602e-01,nan,nan
2.314290315878225499e+02,6.832117146147172093e+01,1.531466589017296542e-01,nan,nan
1.607570647584290953e+02,9.786260366167437041e+01,9.865527913893198941e-02,nan,nan
7.844402677514707989e+01,7.115791855117413434e+01,8.774792211776118178e-02,nan,nan
1.753466657930526083e+02,7.298563877416378887e+01,1.666849869684695618e-01,nan,nan
6.455636395368836133e+01,1.809858786625897409e+01,1.544638773805369347e-01,nan,nan
8.814696998072165002e+01,6.101029480984162490e+01,2.452575203851534436e-01,nan,nan
1.373489445734194589e+02,2.151307982328440005e+01,2.422104560105636795e-01,nan,nan
1.058562921008582265e+02,7.337898143942247486e+01,9.216158025237199125e-02,nan,nan
9.462934523014745025e+01,5.200119131546330919e+01,4.127012277999358991e-02,nan,nan
2.342061122049733228e+02,1.327147667521028396e+01,4.345397437751916808e-02,nan,nan
5.412618308346378626e+01,2.815136669850618745e+01,6.567612130673165793e-02,nan,nan
1.534863972046695721e+02,4.389437100706845740e+01,2.087990271460951897e-01,nan,nan
2.463327124438229987e+01,2.132955947809711716e+01,2.286475057200178934e-02,nan,nan
3.654410111799459315e+01,3.859867550402194070e+01,2.516254252297846494e-01,nan,nan
6.303910512262629595e+01,9.993193144098057701e+01,2.165921470677923399e-01,nan,nan
2.381377079072400988e+02,2.822055307252473710e+01,2.915162798267037503e-01,nan,nan
1.787191191870271894e+02,6.079343357349060284e+01,1.042611088782257750e-01,nan,nan
2.104405334209405396e+02,8.407065939097192242e+00,1.872245656152387860e-01,nan,nan
2.708436775862450574e+01,9.519411107355983859e+01,1.299887246200391033e-01,nan,nan
1.686422133941987340e+02,8.557327733939149539e+01,3.988479341717662136e-02,nan,nan
1.145457713936652908e+02,1.507726162216555110e+01,1.534715203123087346e-01,nan,nan
1.092780684763982606e+02,2.309513773939340098e+01,2.090027292478731924e-01,nan,nan
1.746490739115456563e+02,6.217971023375860540e+01,8.244309245054008695e-02,nan,nan
8.506344491997003843e+01,2.255661252123226035e+01,2.246533051770161493e-01,nan,nan
1.310167924127095489e+02,3.731444227403024172e+01,2.615748628172733792e-01,nan,nan
7.440233768851247476e+01,8.039099133515945539e+01,2.261484301392625296e-01,nan,nan
1.036745118126995209e+02,7.153880012856372161e+01,8.891449236373327736e-02,nan,nan
1.354650632458644850e+02,6.682528976729375358e+01,2.824621663371185143e-01,nan,nan
5.136534463308294818e+01,1.186337214547566532e+01,1.365732028918306973e-01,nan,nan
7.786591530676560069e+01,2.754485527440361281e+01,1.779841890522139980e-01,nan,nan
1.101709227696250366e+02,1.900577252834554187e+01,2.592281514570072276e-01,nan,nan
1.218955471903068144e+02,5.984650182486814884e+01,8.580671800208553024e-02,nan,nan
1.952008888344680884e+02,7.668109343194532812e+01,8.882530548963073203e-02,nan,nan
1.600208255063422484e+02,5.230695799626117548e+01,2.808234987653590586e-01,nan,nan
1.419977749009542833e+02,8.215126561813235639e+01,1.864134518238742821e-01,nan,nan
2.108502961888888194e+02,1.495682995753030475e+01,2.394717759449217775e-01,nan,nan
6.020614570999507009e+01,2.169680925911456626e+01,1.963831266898331263e-01,nan,nan
3.931459987987983595e+01,1.380666423972333945e+01,3.858853302656441858e-02,nan,nan
1.041944477943727492e+02,4.543588112726232708e+01,7.090263403460628049e-03,nan,nan
4.673055004483031638e+01,2.624812498173282904e+01,1.025767117326835537e-01,nan,nan
1.405397525345941006e+02,9.310924255880173916e+01,1.674109935295201301e-01,nan,nan
1.444961063827581995e+02,2.228248421009899261e+01,2.044232625137761272e-01,nan,nan
4.547695514393059568e+01,8.188040532223456580e+01,2.395663919302183364e-01,nan,nan
1.763960948119920999e+02,1.428023052904203283e+01,1.073730428264891013e-01,nan,nan
1.406648442873369049e+02,2.988033058058573133e+01,2.865871586380326352e-01,nan,nan
1.107927667163995977e+02,3.941481375221012939e+01,1.745149975416294963e-01,nan,nan
2.215159172190450363e+02,9.180970285673623721e+01,1.104483767739695282e-01,nan,nan
2.077243539418688556e+02,9.635410503134072258e+01,5.514044293337270336e-02,nan,nan
6.549709268333020873e+01,6.828908601791036403e+01,2.221604601748848606e-01,nan,nan
5.331463154178345576e+01,4.350229713102731921e+01,1.930619369603174262e-01,nan,nan
2.210801544768967233e+02,8.785066813654587747e+01,1.304192132995770914e-01,nan,nan
5.122442302708461170e+01,5.837908463128101744e+01,1.277691240731130551e-01,nan,nan
1.856142171177712044e+02,1.604768256322444842e+01,1.914368166550768288e-02,nan,nan
8.600381154191346411e+01,4.058503746718164251e+01,5.047617160285693128e-02,nan,nan
9.690551764568311910e+01,2.030362478548946825e+01,2.526006426621221213e-01,nan,nan
1.400343206967821175e+02,8.210310010051347263e+01,9.461518005652262697e-02,nan,nan
2.234159735028275691e+02,2.874226001128068830e+01,3.324329068403559378e-02,nan,nan
1.646073284647484414e+01,3.973075648304971708e+01,7.287250671513625933e-02,nan,nan
5.235236290611965870e+01,6.732820285526059934e+01,7.066735349561413526e-02,nan,nan
1.773274384198285532e+02,5.954014294847528532e+01,2.394892359845210983e-01,nan,nan
1.043605025910870552e+02,7.901833144548497501e+01,2.081550686699415453e-01,nan,nan
8.046953405688267935e+01,7.726457183327126188e+01,1.971319054999406267e-02,nan,nan
2.316886274205692757e+02,9.339130384190599443e+01,2.439593836796624671e-01,nan,nan
7.514236682463864270e+01,5.685398608933268605e+01,2.743316291630361059e-01,nan,nan
1.759733985625190940e+02,4.297195934706191167e+01,2.875598143235262305e-01,nan,nan
2.319865498767323402e+02,1.299722741297924067e+01,2.286604568754759675e-02,nan,nan
1.868595965992020069e+02,2.034832747209987858e+01,1.539974933494324683e-01,nan,nan
1.749087440461946414e+02,2.680500794060640501e+01,2.209696662775563203e-01,nan,nan
1.779983036599625734e+02,1.749350044039740837e+01,6.428302218688412839e-02,nan,nan
1.963706479301318382e+02,8.205642822484572108e+00,2.648267911848352640e-01,nan,nan
7.675185735806273613e+01,4.762928592604507827e+01,5.810210904399756848e-02,nan,nan
1.563778264399671230e+02,1.866419927205517126e+01,1.575104977976540532e-01,nan,nan
1.958464402657590142e+02,3.757642159573664742e+01,2.346908129681245514e-01,nan,nan
2.149634396504904714e+02,3.622323648399660101e+01,1.862325924176693459e-01,nan,nan
2.189068503186050236e+02,4.605511880072305075e+01,1.525997462540891192e-01,nan,nan
2.184727921635990811e+02,5.754120725429935845e+01,1.924881496635998113e-01,nan,nan
3.786997108013149216e+01,3.768544237237581029e+01,2.567959258165309344e-01,nan,nan
1.003149635726454392e+02,2.916182802077859648e+01,1.463410693831853349e-01,nan,nan
1.182318267018538904e+02,6.893978505240326626e+01,1.343442617776409095e-02,nan,nan
2.157375304885892433e+02,1.813123886485918490e+01,2.733229293038202390e-01,nan,nan
1.099128107410894017e+02,3.975123776742486825e+01,9.976715419033845011e-02,nan,nan
7.534031115244523846e+01,2.222787809095942890e+01,7.376181714339312412e-02,nan,nan
2.044836518767386480e+01,1.034537455518670512e+01,2.159100174285772666e-01,nan,nan
8.068095821872506690e+01,8.370890330423729608e+01,1.811226189448683355e-01,nan,nan
1.908822173802878410e+02,7.704158429923593587e+01,1.411593753011034513e-01,nan,nan
2.051829012540675734e+01,8.689893772336672839e+01,2.236701012841257330e-01,nan,nan
5.295863986046123273e+01,6.733298902846127021e+01,1.330579909489032209e-01,nan,nan
8.565692626963041789e+01,8.442709323703130053e+01,1.295679636441059157e-01,nan,nan
1.351704801021326148e+02,4.770235426690808112e+01,6.177632909861838217e-02,nan,nan
9.732170327563827072e+01,5.268042091294718432e+01,1.743115756758953638e-01,nan,nan
2.137112915881075423e+02,5.257864547780703646e+01,1.195296041424039890e-01,nan,nan
6.247498886281762509e+01,1.454883678524696933e+01,6.469956072520539891e-02,nan,nan
1.418061056938612978e+02,8.636875863506168116e+01,1.698326027025258977e-01,nan,nan
1.902311211508447002e+02,8.647758306998812827e+01,3.743431342282239199e-02,nan,nan
2.242322433170529621e+02,9.858256984526418876e+01,1.779727192660720547e-01,nan,nan
2.116595812284681415e+02,8.674207984650441006e+01,1.431068141905655344e-01,nan,nan
4.635670483791244578e+01,9.378542716518995803e+01,2.463875299501158134e-01,nan,nan
1.933632178406120374e+02,9.793281520176188337e+01,9.875497259340099143e-02,nan,nan
1.672775643675545325e+02,4.457381261266689876e+01,2.775282381212295091e-01,nan,nan
1.104391968546888165e+02,1.457719722335001400e+01,1.536628954574570938e-01,nan,nan
2.172703016759173877e+01,5.952922738971029304e+01,1.198919129798138722e-01,nan,nan
5.362784949458893635e+01,7.941911356656181908e+01,2.300423134683945159e-01,nan,nan
1.838792250759809406e+02,9.616120331457793213e+01,1.589956261829671147e-01,nan,nan
3.481706798199752484e+01,3.263554426393363173e+01,6.302414787802556803e-03,nan,nan
8.603358319732635096e+01,3.898734105344433942e+01,2.684157933991176970e-01,nan,nan
7.316758617395939268e+01,9.630214830167676610e+01,1.280243924183055715e-01,nan,nan
1.831266009052955042e+02,8.231920534011109680e+01,4.647360106145450448e-02,nan,nan
9.642940173549511940e+01,2.381771738443777409e+01,1.651768799225472317e-01,nan,nan
3.553016598148042249e+01,9.711979399292694382e+01,1.070722236136747857e-01,nan,nan
9.897903080681011545e+01,1.082612217410756728e+01,2.359885373048518642e-01,nan,nan
8.920989238498472673e+01,8.739299299104185792e+00,5.033260442623825603e-02,nan,nan
1.766127862795450199e+02,2.528853429902508765e+01,2.792196951647481495e-01,nan,nan
8.770737732450609769e+01,2.573615369187971424e+01,1.276149205864823555e-01,nan,nan
1.713699053966169288e+02,3.487382712586776279e+01,1.146693474990495842e-01,nan,nan
1.366451575691620235e+02,6.347807945465566348e+01,1.218353746155702994e-01,nan,nan
2.148521536342816205e+02,9.264634346069423998e+01,1.103764335205497937e-01,nan,nan
1.802737987393636558e+02,4.707279009483589505e+01,2.736883465355453571e-01,nan,nan
1.073737983281505706e+02,2.749582836443023837e+01,2.484359661504012273e-01,nan,nan
1.246197320764515268e+02,4.969074057876191119e+01,2.633028668256346405e-01,nan,nan
1.215904102098354258e+02,2.153116725411178933e+01,2.177687934030088091e-01,nan,nan
2.112613370441495988e+02,8.861866038501553078e+01,1.476879985188080113e-01,nan,nan
4.692010246361027725e+01,3.852456852478242411e+01,1.269565159635724083e-01,nan,nan
1.110275227839872088e+02,6.103089185056438026e+01,2.963802525996740433e-01,nan,nan
1.358203008758090391e+02,9.236222961519017360e+01,1.359200375328074029e-01,nan,nan
1.137139144214679192e+02,5.408545313947158206e+01,2.135858264221297542e-01,nan,nan
1.499583768317268095e+02,5.110206860715408794e+01,2.440806860704155534e-01,nan,nan
1.277408533740462104e+02,6.493442775501964093e+01,2.601576185116367124e-01,nan,nan
1.086678463562807053e+02,8.796021362663174159e+01,2.023885972503328690e-01,nan,nan
1.698461058659830769e+02,1.731581166935719551e+01,1.080144611369674018e-01,nan,nan
8.976823231869661868e+01,7.069077860746986630e+01,1.343241564037251090e-01,nan,nan
1.519458270618612517e+02,3.909475899219853545e+01,2.496674080845969201e-01,nan,nan
1.791970698027878655e+02,2.195803845676572053e+01,1.464562179946302389e-01,nan,nan
4.526484641782977292e+01,9.050137935625365060e+01,2.749256147592299415e-01,nan,nan
8.912527073710475634e+01,9.289919462345196166e+01,6.290516275600011031e-03,nan,nan
2.276138204540875734e+02,2.075032168114949016e+01,2.618325747833895045e-01,nan,nan
2.323887684140278793e+02,5.204733890395925755e+01,1.853107413610037002e-01,nan,nan
2.382950829423879213e+02,9.952489871258580933e+01,2.463184666610208073e-01,nan,nan
2.552578679097268477e+01,7.306916942633111489e+01,9.342841804652404769e-02,nan,nan
2.011379642362541915e+02,4.527812310985967770e+01,2.021709698813829448e-01,nan,nan
2.255017807667029786e+02,2.379506316454201809e+01,2.315056974151628588e-01,nan,nan
2.180355545723746218e+02,9.870014837455708800e+01,2.854446869624581717e-01,nan,nan
