t,Np,Nd,dNd_dt,dNd_dt_noisy
4.640928185637127612e+00,6.287051961386949188e+03,2.015748811334604170e+03,2.484923957563689214e+02,2.480922810053638443e+02
4.660932186437287683e+00,6.274487913124391525e+03,2.020707709743534906e+03,2.472990212590216288e+02,2.452797554485328249e+02
4.680936187237447754e+00,6.261948972860968752e+03,2.025642774753112235e+03,2.461095084950466116e+02,2.465300217823421747e+02
4.700940188037607825e+00,6.249435090414208389e+03,2.030554083487654225e+03,2.449238420645916676e+02,2.451834055234837138e+02
4.720944188837767896e+00,6.236946215702482732e+03,2.035441712751214709e+03,2.437420066753751371e+02,2.423296254599033546e+02
4.740948189637927968e+00,6.224482298745012486e+03,2.040305739027583513e+03,2.425639871417313316e+02,2.433343092245258390e+02
4.760952190438088039e+00,6.212043289661864037e+03,2.045146238480285092e+03,2.413897683836689794e+02,2.406886685832355397e+02
4.780956191238248110e+00,6.199629138673953094e+03,2.049963286952580802e+03,2.402193354259426314e+02,2.390931473097893445e+02
4.800960192038408181e+00,6.187239796103039225e+03,2.054756959967466628e+03,2.390526733971389604e+02,2.391484041081032217e+02
4.820964192838568252e+00,6.174875212371731322e+03,2.059527332727675002e+03,2.378897675287735183e+02,2.377112970973743131e+02
4.840968193638728323e+00,6.162535338003483048e+03,2.064274480115672759e+03,2.367306031544032976e+02,2.369332271553944338e+02
4.860972194438888394e+00,6.150220123622597384e+03,2.068998476693664088e+03,2.355751657087489548e+02,2.339694176504245036e+02
4.880976195239048465e+00,6.137929519931829418e+03,2.073699396930074272e+03,2.344234407042818020e+02,2.362356708205541622e+02
4.900980196039207648e+00,6.125663477683991005e+03,2.078377315593696949e+03,2.332754136917657206e+02,2.326727550772219786e+02
4.920984196839367719e+00,6.113421947817612818e+03,2.083032306403565599e+03,2.321310703939745963e+02,2.305914110854781711e+02
4.940988197639527790e+00,6.101204881374160323e+03,2.087664442741096536e+03,2.309903966332203709e+02,2.316092388217875282e+02
4.960992198439687861e+00,6.089012229489443598e+03,2.092273797731280865e+03,2.298533783224279432e+02,2.294985741923267710e+02
4.980996199239847932e+00,6.076843943393617337e+03,2.096860444242685844e+03,2.287200014643378267e+02,2.290448599501107196e+02
5.001000200040008004e+00,6.064699974411184485e+03,2.101424454887451702e+03,2.275902521507208576e+02,2.272506437200958089e+02
5.021004200840168075e+00,6.052580273960991690e+03,2.105965902021294823e+03,2.264641165616035892e+02,2.264043762011236822e+02
5.041008201640328146e+00,6.040484793556233853e+03,2.110484857743504563e+03,2.253415809645044874e+02,2.255873538082431082e+02
5.061012202440488217e+00,6.028413484804448672e+03,2.114981393896946884e+03,2.242226317136803573e+02,2.234759788296974534e+02
5.081016203240648288e+00,6.016366299407521183e+03,2.119455582068060721e+03,2.231072552493837975e+02,2.237859948452433514e+02
5.101020204040808359e+00,6.004343189161681948e+03,2.123907493586860710e+03,2.219954380971310570e+02,2.215255379980515045e+02
5.121024204840968430e+00,5.992344105957507963e+03,2.128337199526936274e+03,2.208871668669798964e+02,2.200174797228094121e+02
5.141028205641128501e+00,5.980369001779921746e+03,2.132744770705450264e+03,2.197824282528173399e+02,2.198594606746398483e+02
5.161032206441288572e+00,5.968417828708190427e+03,2.137130277683141685e+03,2.186812090316574313e+02,2.191262503101484640e+02
5.181036207241448643e+00,5.956490538915928482e+03,2.141493790764322966e+03,2.175834960629492798e+02,2.173544167213306366e+02
5.201040208041608714e+00,5.944587084671094999e+03,2.145835379996882239e+03,2.164892762878939720e+02,2.156267565008144231e+02
5.221044208841768786e+00,5.932707418335996408e+03,2.150155115172281512e+03,2.153985367287715462e+02,2.160183222950801678e+02
5.241048209641928857e+00,5.920851492367283754e+03,2.154453065825558042e+03,2.143112644882768905e+02,2.125509356961541130e+02
5.261052210442088928e+00,5.909019259315952695e+03,2.158729301235323874e+03,2.132274467488653613e+02,2.121965826128298147e+02
5.281056211242248999e+00,5.897210671827347142e+03,2.162983890423764478e+03,2.121470707721070994e+02,2.121865936626404903e+02
5.301060212042409070e+00,5.885425682641155618e+03,2.167216902156641481e+03,2.110701238980503831e+02,2.097090644997453239e+02
5.321064212842569141e+00,5.873664244591412171e+03,2.171428404943290388e+03,2.099965935445940204e+02,2.100245878088431937e+02
5.341068213642729212e+00,5.861926310606496372e+03,2.175618467036621496e+03,2.089264672068679829e+02,2.088716040888495229e+02
5.361072214442888395e+00,5.850211833709136954e+03,2.179787156433119435e+03,2.078597324566237603e+02,2.087584722454819257e+02
5.381076215243048466e+00,5.838520767016401805e+03,2.183934540872844991e+03,2.067963769416309106e+02,2.058815865898176298e+02
5.401080216043208537e+00,5.826853063739710706e+03,2.188060687839431921e+03,2.057363883850849788e+02,2.051104818614433327e+02
5.421084216843368608e+00,5.815208677184827138e+03,2.192165664560089226e+03,2.046797545850209303e+02,2.050129362697219335e+02
5.441088217643528679e+00,5.803587560751858291e+03,2.196249538005600243e+03,2.036264634137362464e+02,2.011688998235304382e+02
5.461092218443688751e+00,5.791989667935261423e+03,2.200312374890324008e+03,2.025765028172212965e+02,2.056765451161358840e+02
5.481096219243848822e+00,5.780414952323835678e+03,2.204354241672192984e+03,2.015298608145980097e+02,2.008312100841362451e+02
5.501100220044008893e+00,5.768863367600728452e+03,2.208375204552715331e+03,2.004865254975663902e+02,1.997566904448408422e+02
5.521104220844168964e+00,5.757334867543430846e+03,2.212375329476973093e+03,1.994464850298575129e+02,2.003076125407612267e+02
5.541108221644329035e+00,5.745829406023782212e+03,2.216354682133623555e+03,1.984097276466957283e+02,1.983698958052600574e+02
5.561112222444489106e+00,5.734346936953739714e+03,2.220313328381081192e+03,1.973762416114429925e+02,1.955968129927393875e+02
5.581116223244649177e+00,5.722887414350955623e+03,2.224251333843095836e+03,1.963460152565370436e+02,1.969729426366296536e+02
5.601120224044809248e+00,5.711450792388213813e+03,2.228168763465470875e+03,1.953190370271112215e+02,1.961744148611104208e+02
5.621124224844969319e+00,5.700037025326422736e+03,2.232065681983999184e+03,1.942952954330311286e+02,1.938453491595551839e+02
5.641128225645129390e+00,5.688646067514596325e+03,2.235942153924573176e+03,1.932747790483845165e+02,1.929931786900924919e+02
5.661132226445289461e+00,5.677277873389854904e+03,2.239798243603184346e+03,1.922574765109885675e+02,1.927434611082479705e+02
5.681136227245449533e+00,5.665932397477427912e+03,2.243634015125923270e+03,1.912433765219044517e+02,1.903345962719899944e+02
5.701140228045609604e+00,5.654609594390651182e+03,2.247449532388979605e+03,1.902324678449584781e+02,1.906708564091653955e+02
5.721144228845769675e+00,5.643309418830966933e+03,2.251244859078641184e+03,1.892247393062679066e+02,1.894240378167123993e+02
5.741148229645929746e+00,5.632031825587925596e+03,2.255020058671297193e+03,1.882201797937761967e+02,1.875452471780002668e+02
5.761152230446089817e+00,5.620776769539184897e+03,2.258775194433433171e+03,1.872187782567918930e+02,1.858266763829800539e+02
5.781156231246249888e+00,5.609544205650508047e+03,2.262510329421635561e+03,1.862205237055346174e+02,1.859949178747735345e+02
5.801160232046409959e+00,5.598334088975768282e+03,2.266225526482589430e+03,1.852254052106877680e+02,1.843499829524276095e+02
5.821164232846569142e+00,5.587146374656944317e+03,2.269920848253078475e+03,1.842334119029559361e+02,1.852348221286360967e+02
5.841168233646729213e+00,5.575981017924120351e+03,2.273596357159985928e+03,1.832445329726297132e+02,1.833886183411296429e+02
5.861172234446889284e+00,5.564837974095490608e+03,2.277252115420294558e+03,1.822587576691544768e+02,1.830408421917143755e+02
5.881176235247049355e+00,5.553717198577355703e+03,2.280888185041084853e+03,1.812760753007074754e+02,1.814106972360519308e+02
5.901180236047209426e+00,5.542618646864122638e+03,2.284504627819537745e+03,1.802964752337778123e+02,1.805593763508628342e+02
5.921184236847369498e+00,5.531542274538306629e+03,2.288101505342932342e+03,1.793199468927541602e+02,1.785369479755237876e+02
5.941188237647529569e+00,5.520488037270528366e+03,2.291678878988647284e+03,1.783464797595165692e+02,1.790145271860887135e+02
5.961192238447689640e+00,5.509455890819518572e+03,2.295236809924160298e+03,1.773760633730350946e+02,1.791607616473421274e+02
5.981196239247849711e+00,5.498445791032113448e+03,2.298775359107047734e+03,1.764086873289721211e+02,1.760989997734545796e+02
6.001200240048009782e+00,5.487457693843254674e+03,2.302294587284985482e+03,1.754443412792915069e+02,1.748515667515773657e+02
6.021204240848169853e+00,5.476491555275993960e+03,2.305794554995748513e+03,1.744830149318716508e+02,1.743251782296812848e+02
6.041208241648329924e+00,5.465547331441489405e+03,2.309275322567210424e+03,1.735246980501250391e+02,1.730434177665239019e+02
6.061212242448489995e+00,5.454624978539005497e+03,2.312736950117344350e+03,1.725693804526217718e+02,1.718679011539682335e+02
6.081216243248650066e+00,5.443724452855914024e+03,2.316179497554222507e+03,1.716170520127180907e+02,1.717552456566862702e+02
6.101220244048810137e+00,5.432845710767694982e+03,2.319603024576016196e+03,1.706677026581907057e+02,1.703767851251406285e+02
6.121224244848970208e+00,5.421988708737933848e+03,2.323007590670994887e+03,1.697213223708752139e+02,1.711601959647178717e+02
6.141228245649130280e+00,5.411153403318326127e+03,2.326393255117528497e+03,1.687779011863092933e+02,1.687781028292644123e+02
6.161232246449290351e+00,5.400339751148670985e+03,2.329760076984085117e+03,1.678374291933815812e+02,1.681613411710130208e+02
6.181236247249450422e+00,5.389547708956876704e+03,2.333108115129232374e+03,1.668998965339834513e+02,1.678519184019832551e+02
6.201240248049610493e+00,5.378777233558958869e+03,2.336437428201636521e+03,1.659652934026668163e+02,1.656645375501622652e+02
6.221244248849770564e+00,5.368028281859040362e+03,2.339748074640063351e+03,1.650336100463064781e+02,1.664703465863954079e+02
6.241248249649930635e+00,5.357300810836044548e+03,2.343040112752643381e+03,1.641048367556498988e+02,1.634721425431297916e+02
6.261252250450090706e+00,5.346594777492082358e+03,2.346313601064872728e+03,1.631789638297511829e+02,1.623706361278650547e+02
6.281256251250250777e+00,5.335910138999445735e+03,2.349568597468603002e+03,1.622559816630118235e+02,1.618897146441615575e+02
6.301260252050409960e+00,5.325246852629495152e+03,2.352805159584813282e+03,1.613358807071319347e+02,1.612211633151648016e+02
6.321264252850570031e+00,5.314604875735733913e+03,2.356023344859378994e+03,1.604186514609407368e+02,1.590173332608416956e+02
6.341268253650730102e+00,5.303984165753810885e+03,2.359223210563071916e+03,1.595042844700859064e+02,1.594691896859570477e+02
6.361272254450890173e+00,5.293384680201522315e+03,2.362404813791558354e+03,1.585927703267265088e+02,1.569252837362870991e+02
6.381276255251050245e+00,5.282806376678808192e+03,2.365568211465401419e+03,1.576840996692299655e+02,1.590762380697754566e+02
6.401280256051210316e+00,5.272249212867753158e+03,2.368713460330059661e+03,1.567782631818725463e+02,1.566972662304648622e+02
6.421284256851370387e+00,5.261713146532589235e+03,2.371840616955887981e+03,1.558752515945441814e+02,1.552332938698482110e+02
6.441288257651530458e+00,5.251198135519693096e+03,2.374949737738136719e+03,1.549750556824570822e+02,1.540667175641735014e+02
6.461292258451690529e+00,5.240704137757585158e+03,2.378040878896951654e+03,1.540776662658576583e+02,1.536932357916494709e+02
6.481296259251850600e+00,5.230231111256933218e+03,2.381114096477375824e+03,1.531830742097424718e+02,1.529599947413120447e+02
6.501300260052010671e+00,5.219779014110550634e+03,2.384169446349346345e+03,1.522912704235774299e+02,1.512467594579660783e+02
6.521304260852170742e+00,5.209347804493392687e+03,2.387206984207697587e+03,1.514022458610211288e+02,1.504824507671982872e+02
6.541308261652330813e+00,5.198937440662564768e+03,2.390226765572158911e+03,1.505159915196516067e+02,1.503288165145900734e+02
6.561312262452490884e+00,5.188547880957315101e+03,2.393228845787356022e+03,1.496324984406959402e+02,1.491117146929003070e+02
6.581316263252650955e+00,5.178179083799036562e+03,2.396213280022810068e+03,1.487517577087638188e+02,1.496909708124421456e+02
6.601320264052811027e+00,5.167831007691268496e+03,2.399180123272938999e+03,1.478737604515848716e+02,1.490116308258303945e+02
6.621324264852971098e+00,5.157503611219694903e+03,2.402129430357054844e+03,1.469984978397482678e+02,1.470145190433481446e+02
6.641328265653131169e+00,5.147196853052147162e+03,2.405061255919367341e+03,1.461259610864468641e+02,1.465995606585013888e+02
6.661332266453291240e+00,5.136910691938599484e+03,2.407975654428981215e+03,1.452561414472236265e+02,1.439209530735984970e+02
6.681336267253451311e+00,5.126645086711172553e+03,2.410872680179896633e+03,1.443890302197212918e+02,1.450264479291539033e+02
6.701340268053611382e+00,5.116399996284131703e+03,2.413752387291010564e+03,1.435246187434363492e+02,1.434940352739230889e+02
6.721344268853771453e+00,5.106175379653888740e+03,2.416614829706114961e+03,1.426628983994746136e+02,1.431475667154254552e+02
6.741348269653931524e+00,5.095971195899001032e+03,2.419460061193898127e+03,1.418038606103107213e+02,1.434042167419043778e+02
6.761352270454090707e+00,5.085787404180169688e+03,2.422288135347944717e+03,1.409474968395508085e+02,1.386666390832064337e+02
6.781356271254250778e+00,5.075623963740241379e+03,2.425099105586733458e+03,1.400937985916972934e+02,1.403547467707507224e+02
6.801360272054410849e+00,5.065480833904210158e+03,2.427893025153641247e+03,1.392427574119178075e+02,1.381436383487499313e+02
6.821364272854570920e+00,5.055357974079211999e+03,2.430669947116939511e+03,1.383943648858162305e+02,1.389865615772207263e+02
6.841368273654730991e+00,5.045255343754532987e+03,2.433429924369794662e+03,1.375486126392065671e+02,1.362352992017781048e+02
6.861372274454891063e+00,5.035172902501599310e+03,2.436173009630271281e+03,1.367054923378900639e+02,1.362100927708860638e+02
6.881376275255051134e+00,5.025110609973986357e+03,2.438899255441328023e+03,1.358649956874352256e+02,1.360677294431955886e+02
6.901380276055211205e+00,5.015068425907413257e+03,2.441608714170819894e+03,1.350271144329597064e+02,1.356406238193950742e+02
6.921384276855371276e+00,5.005046310119744703e+03,2.444301438011497339e+03,1.341918403589161812e+02,1.342666344482527450e+02
6.941388277655531347e+00,4.995044222509284737e+03,2.446977478989077099e+03,1.333591652880351148e+02,1.325663343490473096e+02
6.961392278455691418e+00,4.985062122988394549e+03,2.449636889293166405e+03,1.325290810466818812e+02,1.319755488289664811e+02
6.981396279255851489e+00,4.975099971600006029e+03,2.452279720757162067e+03,1.317015795194636780e+02,1.325860824107130611e+02
7.001400280056011560e+00,4.965157728506979765e+03,2.454906024868816530e+03,1.308766526474399825e+02,1.308711530317534368e+02
7.021404280856171631e+00,4.955235353948643933e+03,2.457515852967504088e+03,1.300542924071716016e+02,1.283704780103305438e+02
7.041408281656331702e+00,4.945332808240797931e+03,2.460109256244219978e+03,1.292344908105228569e+02,1.300781535187925613e+02
7.061412282456491774e+00,4.935450051775708744e+03,2.462686285741579013e+03,1.284172399044643385e+02,1.288334883841778264e+02
7.081416283256651845e+00,4.925587045022113671e+03,2.465246992353816950e+03,1.276025317708794660e+02,1.284759473161314247e+02
7.101420284056811916e+00,4.915743748525217597e+03,2.467791426826790939e+03,1.267903585263719037e+02,1.264537310599952207e+02
7.121424284856971987e+00,4.905920122906695724e+03,2.470319639757977711e+03,1.259807123220770109e+02,1.268088688405036208e+02
7.141428285657132058e+00,4.896116128864691746e+03,2.472831681596475391e+03,1.251735853434741443e+02,1.241125204234724748e+02
7.161432286457292129e+00,4.886331727173820582e+03,2.475327602643001683e+03,1.243689698102022589e+02,1.249389696210677130e+02
7.181436287257452200e+00,4.876566878685162919e+03,2.477807453049896139e+03,1.235668579758767009e+02,1.230764776662486497e+02
