t,N,P_i,dN_dt,dN_dt_noisy
5.569113822764552246e+00,7.782325275857594704e+01,2.660254807878005834e-01,6.213411212782965265e+00,6.186743547577268743e+00
5.593118623724744332e+00,7.797111147240308071e+01,2.674389247565247540e-01,6.105893517396081549e+00,6.091068205566071647e+00
5.617123424684936417e+00,7.811640478975452595e+01,2.688503473711009728e-01,5.999669998683019756e+00,6.010313100507167050e+00
5.641128225645128502e+00,7.825916380761445623e+01,2.702597167974110093e-01,5.894746807779334574e+00,5.771623507906057604e+00
5.665133026605320588e+00,7.839941976033396998e+01,2.716670019402895320e-01,5.791129067716187961e+00,5.852697160408347088e+00
5.689137827565512673e+00,7.853720401963106212e+01,2.730721724435244968e-01,5.688820888253539820e+00,5.762366597073429020e+00
5.713142628525704758e+00,7.867254809459069520e+01,2.744751986898570362e-01,5.587825380750752302e+00,5.473242653065261365e+00
5.737147429485896843e+00,7.880548362978952071e+01,2.758760518002533191e-01,5.488144674456851391e+00,5.422259117558533958e+00
5.761152230446088929e+00,7.893604221855443370e+01,2.772747036015083544e-01,5.389780070639915266e+00,5.381746339256979539e+00
5.785157031406281014e+00,7.906425542426522668e+01,2.786711267136936510e-01,5.292732044663884139e+00,5.236139511962647930e+00
5.809161832366473099e+00,7.919015483859570281e+01,2.800652944627659013e-01,5.197000219867126347e+00,5.371375680852095158e+00
5.833166633326665185e+00,7.931377201134210964e+01,2.814571808282828602e-01,5.102583437079308837e+00,5.123420648695133472e+00
5.857171434286857270e+00,7.943513845042319588e+01,2.828467604434027893e-01,5.009479772118101693e+00,4.908421568482681963e+00
5.881176235247049355e+00,7.955428562188016883e+01,2.842340085948849571e-01,4.917686553113052028e+00,4.838875660350574037e+00
5.905181036207241441e+00,7.967124494987670857e+01,2.856189012230892499e-01,4.827200377652703267e+00,4.821453351827130973e+00
5.929185837167432638e+00,7.978604781669896795e+01,2.870014149219762833e-01,4.738017129750794254e+00,4.967595010576655312e+00
5.953190638127624723e+00,7.989872553701081870e+01,2.883815269285111005e-01,4.650132016473568441e+00,4.632305584291262157e+00
5.977195439087816808e+00,8.000930917490100569e+01,2.897592151116850090e-01,4.563539726416061981e+00,4.576287368340042683e+00
6.001200240048008894e+00,8.011782967114478993e+01,2.911344580392314363e-01,4.478234350229204352e+00,4.529638888045021794e+00
6.025205041008200979e+00,8.022431781475411583e+01,2.925072348604986772e-01,4.394209420116981235e+00,4.390196826490677218e+00
6.049209841968393064e+00,8.032880422751257754e+01,2.938775252929661796e-01,4.311457939300822773e+00,4.539524026557493208e+00
6.073214642928585150e+00,8.043131936397541892e+01,2.952453096222450446e-01,4.229972399309033904e+00,4.176819904606517753e+00
6.097219443888777235e+00,8.053189351146951935e+01,2.966105687020775816e-01,4.149744796973857675e+00,4.224165109488436265e+00
6.121224244848969320e+00,8.063055679009337950e+01,2.979732839543376421e-01,4.070766651136215941e+00,4.086810448034572829e+00
6.145229045809161406e+00,8.072733915271719241e+01,2.993334373690302308e-01,3.993029019059097351e+00,4.055148656380739070e+00
6.169233846769353491e+00,8.082227032481988260e+01,3.006910114776197296e-01,3.916522560395717889e+00,3.798858264553743869e+00
6.193238647729545576e+00,8.091537969873722602e+01,3.020459893901552006e-01,3.841237638051826053e+00,4.018048907562545402e+00
6.217243448689737662e+00,8.100669644880736087e+01,3.033983547894901212e-01,3.767164243621119013e+00,3.755011492904772652e+00
6.241248249649929747e+00,8.109624950349220285e+01,3.047480918453937537e-01,3.694292035573782940e+00,3.697708361780534414e+00
6.265253050610121832e+00,8.118406754458516161e+01,3.060951852137472340e-01,3.622610355652543745e+00,3.529112729465668785e+00
6.289257851570313917e+00,8.127017900721115495e+01,3.074396200365435150e-01,3.552108244305543394e+00,3.479138717487218369e+00
6.313262652530506003e+00,8.135461207982666565e+01,3.087813819418873673e-01,3.482774455788057111e+00,3.539198399104860115e+00
6.337267453490698088e+00,8.143739470421965621e+01,3.101204570439952679e-01,3.414597472936453215e+00,3.513247461547521322e+00
6.361272254450890173e+00,8.151855457484757039e+01,3.114568319423539622e-01,3.347565522157104567e+00,3.422890991232478086e+00
6.385277055411081371e+00,8.159811906071418264e+01,3.127904936843415307e-01,3.281666651295802595e+00,3.402563676264659609e+00
6.409281856371273456e+00,8.167611517094724150e+01,3.141214298399057636e-01,3.216888772340235292e+00,3.288337663559194990e+00
6.433286657331465541e+00,8.175256963191725390e+01,3.154496284336379963e-01,3.153219612889385459e+00,3.156065796225070663e+00
6.457291458291657626e+00,8.182750888079834795e+01,3.167750778999267602e-01,3.090646734950130536e+00,3.174299333894581743e+00
6.481296259251849712e+00,8.190095906556837235e+01,3.180977670829575610e-01,3.029157548145091639e+00,3.088517872185889690e+00
6.505301060212041797e+00,8.197294604500882542e+01,3.194176852367131003e-01,2.968739322597208741e+00,2.958681795943063797e+00
6.529305861172233882e+00,8.204349538870482661e+01,3.207348220249729986e-01,2.909379201496030021e+00,2.981986473350046740e+00
6.553310662132425968e+00,8.211263237704523021e+01,3.220491675213140170e-01,2.851064213350348098e+00,2.979633952803255159e+00
6.577315463092618053e+00,8.218038199970574453e+01,3.233607122061190053e-01,2.793781285194967268e+00,2.817238417588387112e+00
6.601320264052810138e+00,8.224676888887076132e+01,3.246694469327238153e-01,2.737517309869533122e+00,2.701896800126450948e+00
6.625325065013002224e+00,8.231181729925523882e+01,3.259753630032498628e-01,2.682259174553879078e+00,2.754130311850011115e+00
6.649329865973194309e+00,8.237555117940705429e+01,3.272784520883986192e-01,2.627993712992735098e+00,2.818065886775993789e+00
6.673334666933386394e+00,8.243799417425827869e+01,3.285787061993549751e-01,2.574707714226201816e+00,2.553651509909958151e+00
6.697339467893578480e+00,8.249916962512524776e+01,3.298761176877874624e-01,2.522387933123676262e+00,2.513156970912078236e+00
6.721344268853770565e+00,8.255910056970849098e+01,3.311706792458480320e-01,2.471021100634157364e+00,2.457381347430694696e+00
6.745349069813962650e+00,8.261780974209281680e+01,3.324623839061721098e-01,2.420593933757940519e+00,2.542895674574239262e+00
6.769353870774154736e+00,8.267531957274724164e+01,3.337512250418787629e-01,2.371093145245275480e+00,2.187373319553960194e+00
6.793358671734346821e+00,8.273165218821350209e+01,3.350371963643686835e-01,2.322505453291931588e+00,2.359089990366677547e+00
6.817363472694538018e+00,8.278682936929826042e+01,3.363202918901984639e-01,2.274817626139592264e+00,2.394044017715679207e+00
6.841368273654730103e+00,8.284087251135609620e+01,3.376005060114415368e-01,2.228016524921562436e+00,2.146678207831405949e+00
6.865373074614922189e+00,8.289380270159263375e+01,3.388778334273847004e-01,2.182089047250663327e+00,2.330986788066910620e+00
6.889377875575114274e+00,8.294564072936901766e+01,3.401522691160878686e-01,2.137022126876507500e+00,2.190553027723536328e+00
6.913382676535306359e+00,8.299640708620185592e+01,3.414238083343837382e-01,2.092802741778269748e+00,2.037899150052766117e+00
6.937387477495498445e+00,8.304612196576327676e+01,3.426924466178781770e-01,2.049417922023875960e+00,2.069831903961647956e+00
6.961392278455690530e+00,8.309480526388090027e+01,3.439581797809497798e-01,2.006854757400933664e+00,1.853405545274313226e+00
6.985397079415882615e+00,8.314247657853780993e+01,3.452210039167502020e-01,1.965100404823871827e+00,1.908543301205324338e+00
7.009401880376074701e+00,8.318915520987307843e+01,3.464809153972024935e-01,1.924142095521965246e+00,2.106832477276896487e+00
7.033406681336266786e+00,8.323486014968192137e+01,3.477379108448702127e-01,1.883967151050649491e+00,1.794586746226819018e+00
7.057411482296458871e+00,8.327961001616914416e+01,3.489919871771131055e-01,1.844563046184227062e+00,2.029020219375343714e+00
7.081416283256650956e+00,8.332342311716061545e+01,3.502431415842995333e-01,1.805917361503182050e+00,1.797760002684154479e+00
7.105421084216843042e+00,8.336631748189928715e+01,3.514913714815713908e-01,1.768017762429245465e+00,1.867484050826889952e+00
7.129425885177035127e+00,8.340831086104518022e+01,3.527366745088439948e-01,1.730852005260492987e+00,1.735241707525440491e+00
7.153430686137227212e+00,8.344942072667538469e+01,3.539790485308062506e-01,1.694407943023280794e+00,1.470259788660914779e+00
7.177435487097419298e+00,8.348966427228405962e+01,3.552184916369206524e-01,1.658673531145463897e+00,1.601408400047013902e+00
7.201440288057611383e+00,8.352905841278243315e+01,3.564550021414232828e-01,1.623636832954762355e+00,1.642622192612900989e+00
7.225445089017803468e+00,8.356761978449880246e+01,3.576885785833235354e-01,1.589286025006508396e+00,1.474191054110699062e+00
7.249449889977994665e+00,8.360536474717189037e+01,3.589192197185695488e-01,1.555609400519744057e+00,1.420868327192484903e+00
7.273454690938186751e+00,8.364230935110106202e+01,3.601469245053849355e-01,1.522595402933426101e+00,1.559213988305718557e+00
7.297459491898378836e+00,8.367846931434786484e+01,3.613716921566449969e-01,1.490232650693332772e+00,1.425291150715585875e+00
7.321464292858570921e+00,8.371386009773377168e+01,3.625935220719959662e-01,1.458509876892959412e+00,1.288927154794895058e+00
7.345469093818763007e+00,8.374849691085869097e+01,3.638124138293366006e-01,1.427415928451846838e+00,1.359004411091202291e+00
7.369473894778955092e+00,8.378239471210082456e+01,3.650283671848185696e-01,1.396939770369581169e+00,1.483013527705553836e+00
7.393478695739147177e+00,8.381556820861680990e+01,3.662413820728463443e-01,1.367070489844559589e+00,1.319695882836316114e+00
7.417483496699339263e+00,8.384803185634163469e+01,3.674514586060770860e-01,1.337797300261277300e+00,1.431274557406463366e+00
7.441488297659531348e+00,8.387979985998865118e+01,3.686585970754208130e-01,1.309109545049073731e+00,1.461836821314057788e+00
7.465493098619723433e+00,8.391088617304960451e+01,3.698627979500402341e-01,1.280996701415647365e+00,1.284248241465199225e+00
7.489497899579915519e+00,8.394130450299155655e+01,3.710640618632351506e-01,1.253448379410722069e+00,1.140480045064184100e+00
7.513502700540107604e+00,8.397106826870377461e+01,3.722623896198384297e-01,1.226454362748105709e+00,1.096297853184125204e+00
7.537507501500299689e+00,8.400019060555362671e+01,3.734577822207715281e-01,1.200004607863546013e+00,1.197379222444829638e+00
7.561512302460491775e+00,8.402868442755027445e+01,3.746502408074939283e-01,1.174089192669505621e+00,1.262194760370329405e+00
7.585517103420683860e+00,8.405656242880591833e+01,3.758397666602188436e-01,1.148698318306117017e+00,1.175599851137452800e+00
7.609521904380875945e+00,8.408383708353584041e+01,3.770263611979135510e-01,1.123822312072224605e+00,1.178548031091047221e+00
7.633526705341068030e+00,8.411052064605841849e+01,3.782100259782991136e-01,1.099451630260308121e+00,1.055117452169775261e+00
7.657531506301260116e+00,8.413662515079505511e+01,3.793907626978506031e-01,1.075576860897369258e+00,1.105619136812162839e+00
7.681536307261451313e+00,8.416216241227027695e+01,3.805685731917968773e-01,1.052188726394396312e+00,1.005057849806644032e+00
7.705541108221643398e+00,8.418714402511164963e+01,3.817434594341209686e-01,1.029278086106817369e+00,9.967170957521089836e-01
7.729545909181835484e+00,8.421158137055527959e+01,3.829154235272604900e-01,1.006835933064483157e+00,8.776112857325568672e-01
7.753550710142027569e+00,8.423548558786322360e+01,3.840844677016131414e-01,9.848534216267079699e-01,8.276321219042404032e-01
7.777555511102219654e+00,8.425886755839637487e+01,3.852505943476324246e-01,9.633218839322026383e-01,9.151262147483082421e-01
7.801560312062411739e+00,8.428173797292059533e+01,3.864138059643610346e-01,9.422327726508328283e-01,8.314728385980542091e-01
7.825565113022603825e+00,8.430410733457263461e+01,3.875741051565255169e-01,9.215776604155738738e-01,8.257030884035915230e-01
7.849569913982795910e+00,8.432598595886017279e+01,3.887314946345359901e-01,9.013482418036478094e-01,9.684529881001864293e-01
7.873574714942987995e+00,8.434738397366173501e+01,3.898859772144864233e-01,8.815363352508143180e-01,8.708282431034776172e-01
7.897579515903180081e+00,8.436831131922677685e+01,3.910375558181544697e-01,8.621338849003397087e-01,1.153546473702594444e+00
7.921584316863372166e+00,8.438877774817562738e+01,3.921862334730015220e-01,8.431329623885801539e-01,9.357671699309022539e-01
7.945589117823564251e+00,8.440879282549951768e+01,3.933320133121726014e-01,8.245257685688347493e-01,7.612070070508798469e-01
7.969593918783756337e+00,8.442836592985601385e+01,3.944748985732014490e-01,8.063046340237338683e-01,8.841053682332242758e-01
7.993598719743948422e+00,8.444750626208468702e+01,3.956148925774908842e-01,7.884620131030963819e-01,8.241424018970948673e-01
8.017603520704140507e+00,8.446622278398392325e+01,3.967519987750081634e-01,7.709905399356511424e-01,7.024224319839178499e-01
8.041608321664332593e+00,8.448452427994237723e+01,3.978862207103843196e-01,7.538829751560385262e-01,8.641424718645324132e-01
8.065613122624524678e+00,8.450241937785071400e+01,3.990175620066283013e-01,7.371321886884931729e-01,6.595993279020671007e-01
8.089617923584716763e+00,8.451991654910169416e+01,4.001460263651269167e-01,7.207311610634583587e-01,4.148930358272975849e-01
8.113622724544908849e+00,8.453702410859011707e+01,4.012716175656447781e-01,7.046729846887185289e-01,7.840794606027050584e-01
8.137627525505100934e+00,8.455375021471287766e+01,4.023943394663243578e-01,6.889508650763094266e-01,6.272249532145319773e-01
8.161632326465293019e+00,8.457010286936888122e+01,4.035141960036859876e-01,6.735581220263977542e-01,8.221618712618519176e-01
8.185637127425485104e+00,8.458608991795912857e+01,4.046311911926279148e-01,6.584881907692974323e-01,5.935209700976072922e-01
8.209641928385677190e+00,8.460171904938667353e+01,4.057453291264260797e-01,6.437346230668090641e-01,5.255991983882730700e-01
8.233646729345869275e+00,8.461699779938460608e+01,4.068566139737145870e-01,6.292910853001796312e-01,7.841372518943749981e-01
8.257651530306061360e+00,8.463193355354519554e+01,4.079650499642423767e-01,6.151513567876918387e-01,5.076015242741566125e-01
8.281656331266253446e+00,8.464653349422701467e+01,4.090706414290145032e-01,6.013093782463023729e-01,6.216487473965580657e-01
8.305661132226445531e+00,8.466080466433862739e+01,4.101733927635649590e-01,5.877591957448746740e-01,7.327319153245481775e-01
8.329665933186637616e+00,8.467475397896258471e+01,4.112733084195761557e-01,5.744949511816539456e-01,5.859446855227429252e-01
8.353670734146827925e+00,8.468838822535549582e+01,4.123703929048788686e-01,5.615108831156216951e-01,5.534523915838430730e-01
8.377675535107020011e+00,8.470171406294799965e+01,4.134646507834524587e-01,5.488013275685226233e-01,5.590436712923799734e-01
8.401680336067212096e+00,8.471473802334475067e+01,4.145560866754244844e-01,5.363607187982228908e-01,6.202660840221061456e-01
8.425685137027404181e+00,8.472746651032446152e+01,4.156447052570708123e-01,5.241835900442044505e-01,4.435023740762248923e-01
8.449689937987596267e+00,8.473990579983984617e+01,4.167305112608158946e-01,5.122645742461582330e-01,5.733286741757350757e-01
8.473694738947788352e+00,8.475206204001766253e+01,4.178135094752324363e-01,5.005984047361735634e-01,5.583059464301206587e-01
8.497699539907980437e+00,8.476394125149883507e+01,4.188937047447878204e-01,4.891799156003671101e-01,7.224511181386212844e-01
8.521704340868172523e+00,8.477554934238773399e+01,4.199711019540401380e-01,4.780040289061311398e-01,4.443514759132799474e-01
8.545709141828364608e+00,8.478689205425864373e+01,4.210457060583562283e-01,4.670658037817041475e-01,3.755828178616628654e-01
8.569713942788556693e+00,8.479797499969723162e+01,4.221175220683747176e-01,4.563604033392323345e-01,5.299291056398984789e-01
8.593718743748748778e+00,8.480880368893780030e+01,4.231865550330519699e-01,4.458830713159560588e-01,4.061673463485339641e-01
8.617723544708940864e+00,8.481938352986333030e+01,4.242528100396621982e-01,4.356291325909893430e-01,4.645407492293271989e-01
