t,S,E,P_prod,dS_dt,dS_dt_noisy
2.256451290258051579e+00,2.298402563209634408e+01,9.923259805813773315e-01,1.718016862632022246e+00,-9.241836307625173053e-01,-9.397309420824772053e-01
2.268453690738147621e+00,2.297293130305830999e+01,9.922845951914807117e-01,1.727056094334361358e+00,-9.245013256437863980e-01,-9.228150215736812267e-01
2.280456091218243664e+00,2.296183316180894707e+01,9.922432056820396085e-01,1.736094227937492684e+00,-9.248188624709695604e-01,-9.294095780280972052e-01
2.292458491698339706e+00,2.295073121024723406e+01,9.922018120727077450e-01,1.745131262633725644e+00,-9.251362410664114577e-01,-9.128735350632493084e-01
2.304460892178435749e+00,2.293962545027441990e+01,9.921604143829813038e-01,1.754167197614387108e+00,-9.254534612519863535e-01,-9.158319146157039015e-01
2.316463292658531348e+00,2.292851588379404504e+01,9.921190126321987046e-01,1.763202032069819403e+00,-9.257705228490976657e-01,-9.528833772234454047e-01
2.328465693138627390e+00,2.291740251271193429e+01,9.920776068395412706e-01,1.772235765189382306e+00,-9.260874256786784109e-01,-9.256703998184052651e-01
2.340468093618723433e+00,2.290628533893619334e+01,9.920361970240323402e-01,1.781268396161451495e+00,-9.264041695611884286e-01,-9.425788445564252660e-01
2.352470494098819476e+00,2.289516436437722646e+01,9.919947832045379332e-01,1.790299924173420099e+00,-9.267207543166153805e-01,-9.156243743241301303e-01
2.364472894578915518e+00,2.288403959094770102e+01,9.919533653997666400e-01,1.799330348411696701e+00,-9.270371797644739731e-01,-9.253561210731957587e-01
2.376475295059011561e+00,2.287291102056259007e+01,9.919119436282692881e-01,1.808359668061707337e+00,-9.273534457238039597e-01,-9.218693912019340075e-01
2.388477695539107604e+00,2.286177865513914043e+01,9.918705179084393864e-01,1.817387882307894165e+00,-9.276695520131704731e-01,-9.383207993012034898e-01
2.400480096019203646e+00,2.285064249659688684e+01,9.918290882585125701e-01,1.826414990333716348e+00,-9.279854984506632487e-01,-9.097011960707082068e-01
2.412482496499299689e+00,2.283950254685764847e+01,9.917876546965674889e-01,1.835440991321649173e+00,-9.283012848538959583e-01,-9.081005511823915244e-01
2.424484896979395732e+00,2.282835880784552884e+01,9.917462172405246967e-01,1.844465884453184934e+00,-9.286169110400045446e-01,-9.392646214662666582e-01
2.436487297459491774e+00,2.281721128148691591e+01,9.917047759081475400e-01,1.853489668908832044e+00,-9.289323768256478875e-01,-9.252042256069846760e-01
2.448489697939587817e+00,2.280605996971048910e+01,9.916633307170418243e-01,1.862512343868115483e+00,-9.292476820270065829e-01,-9.359807063109084613e-01
2.460492098419683860e+00,2.279490487444720515e+01,9.916218816846557038e-01,1.871533908509577682e+00,-9.295628264597811663e-01,-9.297985258283885113e-01
2.472494498899779902e+00,2.278374599763030517e+01,9.915804288282797918e-01,1.880554362010776526e+00,-9.298778099391932228e-01,-9.425341797314388259e-01
2.484496899379875945e+00,2.277258334119532535e+01,9.915389721650472721e-01,1.889573703548287131e+00,-9.301926322799832780e-01,-9.115211771341771296e-01
2.496499299859971988e+00,2.276141690708007204e+01,9.914975117119337877e-01,1.898591932297701179e+00,-9.305072932964106869e-01,-9.401990884072373156e-01
2.508501700340068030e+00,2.275024669722465021e+01,9.914560474857573302e-01,1.907609047433626692e+00,-9.308217928022524124e-01,-9.337826309522273549e-01
2.520504100820164073e+00,2.273907271357144211e+01,9.914145795031784614e-01,1.916625048129688258e+00,-9.311361306108030256e-01,-9.261213012996978300e-01
2.532506501300259671e+00,2.272789495806511795e+01,9.913731077807003134e-01,1.925639933558527028e+00,-9.314503065348735955e-01,-9.379259133190348541e-01
2.544508901780355714e+00,2.271671343265263232e+01,9.913316323346681447e-01,1.934653702891801608e+00,-9.317643203867901347e-01,-9.341574446841131030e-01
2.556511302260451757e+00,2.270552813928322067e+01,9.912901531812700062e-01,1.943666355300185611e+00,-9.320781719783948205e-01,-9.377145704426644857e-01
2.568513702740547799e+00,2.269433907990840993e+01,9.912486703365362972e-01,1.952677889953370771e+00,-9.323918611210433305e-01,-9.337264686694062288e-01
2.580516103220643842e+00,2.268314625648201144e+01,9.912071838163399873e-01,1.961688306020064276e+00,-9.327053876256049536e-01,-9.444108139766079768e-01
2.592518503700739885e+00,2.267194967096011737e+01,9.911656936363961723e-01,1.970697602667990100e+00,-9.330187513024618129e-01,-9.373986320584848375e-01
2.604520904180835927e+00,2.266074932530110786e+01,9.911241998122628516e-01,1.979705779063889448e+00,-9.333319519615078663e-01,-9.354008812086302971e-01
2.616523304660931970e+00,2.264954522146564386e+01,9.910827023593401508e-01,1.988712834373519645e+00,-9.336449894121483517e-01,-9.369822494501897081e-01
2.628525705141028013e+00,2.263833736141667785e+01,9.910412012928709879e-01,1.997718767761654579e+00,-9.339578634632997867e-01,-9.333909639143618264e-01
2.640528105621124055e+00,2.262712574711944313e+01,9.909996966279405184e-01,2.006723578392084484e+00,-9.342705739233870821e-01,-9.372015961169543052e-01
2.652530506101220098e+00,2.261591038054145741e+01,9.909581883794762458e-01,2.015727265427616821e+00,-9.345831206003450964e-01,-9.270510065159512925e-01
2.664532906581316141e+00,2.260469126365252635e+01,9.909166765622485773e-01,2.024729828030074508e+00,-9.348955033016165261e-01,-9.381274625594748784e-01
2.676535307061412183e+00,2.259346839842473997e+01,9.908751611908698242e-01,2.033731265360299023e+00,-9.352077218341517950e-01,-9.365742177971105864e-01
2.688537707541508226e+00,2.258224178683247274e+01,9.908336422797953125e-01,2.042731576578145969e+00,-9.355197760044079436e-01,-9.421675893643665090e-01
2.700540108021604269e+00,2.257101143085237993e+01,9.907921198433224941e-01,2.051730760842489509e+00,-9.358316656183476301e-01,-9.410968140194999609e-01
2.712542508501700311e+00,2.255977733246340478e+01,9.907505938955912805e-01,2.060728817311219707e+00,-9.361433904814391305e-01,-9.487883183896362871e-01
2.724544908981796354e+00,2.254853949364678556e+01,9.907090644505842647e-01,2.069725745141242967e+00,-9.364549503986550061e-01,-9.312671011898753237e-01
2.736547309461892397e+00,2.253729791638602364e+01,9.906675315221263878e-01,2.078721543488481593e+00,-9.367663451744714376e-01,-9.481915253509963781e-01
2.748549709941987995e+00,2.252605260266692966e+01,9.906259951238849393e-01,2.087716211507876451e+00,-9.370775746128670036e-01,-9.445361385947502741e-01
2.760552110422084038e+00,2.251480355447758086e+01,9.905844552693700011e-01,2.096709748353383418e+00,-9.373886385173232361e-01,-9.337961919972112002e-01
2.772554510902180080e+00,2.250355077380834956e+01,9.905429119719336706e-01,2.105702153177975600e+00,-9.376995366908222884e-01,-9.336738030313769254e-01
2.784556911382276123e+00,2.249229426265188536e+01,9.905013652447709482e-01,2.114693425133642446e+00,-9.380102689358468249e-01,-9.420114164458975869e-01
2.796559311862372166e+00,2.248103402300312936e+01,9.904598151009189611e-01,2.123683563371389305e+00,-9.383208350543794651e-01,-9.585134931592674823e-01
2.808561712342468208e+00,2.246977005685930706e+01,9.904182615532575173e-01,2.132672567041240086e+00,-9.386312348479020073e-01,-9.344261019749462438e-01
2.820564112822564251e+00,2.245850236621992835e+01,9.903767046145087738e-01,2.141660435292232378e+00,-9.389414681173937627e-01,-9.363458335284731149e-01
2.832566513302660294e+00,2.244723095308678396e+01,9.903351442972375684e-01,2.150647167272423665e+00,-9.392515346633321105e-01,-9.533753468180499180e-01
2.844568913782756336e+00,2.243595581946395257e+01,9.902935806138508656e-01,2.159632762128885108e+00,-9.395614342856903889e-01,-9.318582134577454434e-01
2.856571314262852379e+00,2.242467696735780081e+01,9.902520135765984222e-01,2.168617219007706431e+00,-9.398711667839376727e-01,-9.468821647882719184e-01
2.868573714742948422e+00,2.241339439877697615e+01,9.902104431975721210e-01,2.177600537053992369e+00,-9.401807319570388843e-01,-9.514426131185719226e-01
2.880576115223044464e+00,2.240210811573241401e+01,9.901688694887066378e-01,2.186582715411865330e+00,-9.404901296034520186e-01,-9.395328224938094275e-01
2.892578515703140507e+00,2.239081812023733065e+01,9.901272924617789961e-01,2.195563753224464509e+00,-9.407993595211290305e-01,-9.425840638351211664e-01
2.904580916183236550e+00,2.237952441430723027e+01,9.900857121284086793e-01,2.204543649633945002e+00,-9.411084215075145032e-01,-9.390821814976030302e-01
2.916583316663332592e+00,2.236822699995990149e+01,9.900441285000575187e-01,2.213522403781477799e+00,-9.414173153595444266e-01,-9.574747959427888366e-01
2.928585717143428635e+00,2.235692587921542440e+01,9.900025415880299162e-01,2.222500014807252455e+00,-9.417260408736456423e-01,-9.236037397109219116e-01
2.940588117623524678e+00,2.234562105409614929e+01,9.899609514034728441e-01,2.231476481850473537e+00,-9.420345978457357328e-01,-9.480611839911730065e-01
2.952590518103620720e+00,2.233431252662672151e+01,9.899193579573757340e-01,2.240451804049362838e+00,-9.423429860712212447e-01,-9.577395791561853500e-01
2.964592918583716319e+00,2.232300029883407433e+01,9.898777612605701437e-01,2.249425980541157610e+00,-9.426512053449969120e-01,-9.364627834593254319e-01
2.976595319063812362e+00,2.231168437274741834e+01,9.898361613237305345e-01,2.258399010462113665e+00,-9.429592554614453226e-01,-9.465072967624570399e-01
2.988597719543908404e+00,2.230036475039825206e+01,9.897945581573737162e-01,2.267370892947502270e+00,-9.432671362144364746e-01,-9.400185513567074214e-01
3.000600120024004447e+00,2.228904143382036196e+01,9.897529517718586245e-01,2.276341627131611034e+00,-9.435748473973254447e-01,-9.469709317035758245e-01
3.012602520504100490e+00,2.227771442504981181e+01,9.897113421773872100e-01,2.285311212147743909e+00,-9.438823888029530540e-01,-9.444797924077522611e-01
3.024604920984196532e+00,2.226638372612496042e+01,9.896697293840034382e-01,2.294279647128222965e+00,-9.441897602236447584e-01,-9.417320317862584167e-01
3.036607321464292575e+00,2.225504933908644034e+01,9.896281134015939562e-01,2.303246931204385728e+00,-9.444969614512086498e-01,-9.519634902910376617e-01
3.048609721944388617e+00,2.224371126597718273e+01,9.895864942398879815e-01,2.312213063506585620e+00,-9.448039922769362331e-01,-9.380165963183406674e-01
3.060612122424484660e+00,2.223236950884239249e+01,9.895448719084568578e-01,2.321178043164194182e+00,-9.451108524916009834e-01,-9.498098534823964378e-01
3.072614522904580703e+00,2.222102406972956601e+01,9.895032464167147213e-01,2.330141869305598412e+00,-9.454175418854569024e-01,-9.541144133271616257e-01
3.084616923384676745e+00,2.220967495068847342e+01,9.894616177739179452e-01,2.339104541058202980e+00,-9.457240602482381853e-01,-9.449537360300132027e-01
3.096619323864772788e+00,2.219832215377119056e+01,9.894199859891655846e-01,2.348066057548427121e+00,-9.460304073691586657e-01,-9.415799945842482366e-01
3.108621724344868831e+00,2.218696568103205635e+01,9.893783510713990426e-01,2.357026417901709081e+00,-9.463365830369107057e-01,-9.486273764530971375e-01
3.120624124824964873e+00,2.217560553452770833e+01,9.893367130294021816e-01,2.365985621242502557e+00,-9.466425870396637521e-01,-9.552677849104593832e-01
3.132626525305060916e+00,2.216424171631706486e+01,9.892950718718012126e-01,2.374943666694277589e+00,-9.469484191650644478e-01,-9.407505635019781653e-01
3.144628925785156959e+00,2.215287422846132870e+01,9.892534276070651389e-01,2.383900553379520559e+00,-9.472540792002355214e-01,-9.648573671214633052e-01
3.156631326265253001e+00,2.214150307302399057e+01,9.892117802435052010e-01,2.392856280419735526e+00,-9.475595669317743441e-01,-9.578682082921297081e-01
3.168633726745349044e+00,2.213012825207082201e+01,9.891701297892750988e-01,2.401810846935442001e+00,-9.478648821457528184e-01,-9.474696532404189853e-01
3.180636127225445087e+00,2.211874976766987899e+01,9.891284762523709917e-01,2.410764252046177614e+00,-9.481700246277159350e-01,-9.617806186107665800e-01
3.192638527705540685e+00,2.210736762189151250e+01,9.890868196406317203e-01,2.419716494870494117e+00,-9.484749941626814396e-01,-9.481950515201897911e-01
3.204640928185636728e+00,2.209598181680834372e+01,9.890451599617382517e-01,2.428667574525962713e+00,-9.487797905351380567e-01,-9.493284217153227234e-01
3.216643328665732771e+00,2.208459235449528890e+01,9.890034972232143451e-01,2.437617490129168729e+00,-9.490844135290463779e-01,-9.400970156404646616e-01
3.228645729145828813e+00,2.207319923702954867e+01,9.889618314324259973e-01,2.446566240795716496e+00,-9.493888629278355307e-01,-9.585367664459684134e-01
3.240648129625924856e+00,2.206180246649060450e+01,9.889201625965817755e-01,2.455513825640223580e+00,-9.496931385144044002e-01,-9.559522037508207948e-01
3.252650530106020899e+00,2.205040204496022227e+01,9.888784907227327059e-01,2.464460243776326998e+00,-9.499972400711200748e-01,-9.466654232241100697e-01
3.264652930586116941e+00,2.203899797452245934e+01,9.888368158177721634e-01,2.473405494316679665e+00,-9.503011673798165138e-01,-9.748768032818745377e-01
3.276655331066212984e+00,2.202759025726365394e+01,9.887951378884363152e-01,2.482349576372950839e+00,-9.506049202217938809e-01,-9.196044972326480327e-01
3.288657731546309027e+00,2.201617889527242866e+01,9.887534569413033436e-01,2.491292489055826120e+00,-9.509084983778182121e-01,-9.578950056824359072e-01
3.300660132026405069e+00,2.200476389063969052e+01,9.887117729827942236e-01,2.500234231475007896e+00,-9.512119016281199713e-01,-9.585102521553755528e-01
3.312662532506501112e+00,2.199334524545863445e+01,9.886700860191723894e-01,2.509174802739214893e+00,-9.515151297523932739e-01,-9.429038546433561319e-01
3.324664932986597154e+00,2.198192296182473626e+01,9.886283960565436235e-01,2.518114201956183074e+00,-9.518181825297946652e-01,-9.522165009441515560e-01
3.336667333466693197e+00,2.197049704183576324e+01,9.885867031008560568e-01,2.527052428232664738e+00,-9.521210597389428987e-01,-9.699153459259788335e-01
3.348669733946789240e+00,2.195906748759175997e+01,9.885450071579005016e-01,2.535989480674428975e+00,-9.524237611579179363e-01,-9.461544873569918135e-01
3.360672134426885282e+00,2.194763430119506253e+01,9.885033082333103405e-01,2.544925358386259440e+00,-9.527262865642590617e-01,-9.441725082242670153e-01
3.372674534906981325e+00,2.193619748475028786e+01,9.884616063325610824e-01,2.553860060471959237e+00,-9.530286357349656567e-01,-9.575280984697250863e-01
3.384676935387077368e+00,2.192475704036434081e+01,9.884199014609709177e-01,2.562793586034347815e+00,-9.533308084464944265e-01,-9.561468120294146500e-01
3.396679335867173410e+00,2.191331297014641066e+01,9.883781936237004961e-01,2.571725934175257855e+00,-9.536328044747601762e-01,-9.487729585021662526e-01
3.408681736347269009e+00,2.190186527620796397e+01,9.883364828257528156e-01,2.580657103995542823e+00,-9.539346235951335906e-01,-9.630224260942781278e-01
3.420684136827365052e+00,2.189041396066276945e+01,9.882947690719734446e-01,2.589587094595070305e+00,-9.542362655824411233e-01,-9.498523799403720824e-01
3.432686537307461094e+00,2.187895902562685890e+01,9.882530523670505218e-01,2.598515905072726007e+00,-9.545377302109638862e-01,-9.525447451065188753e-01
3.444688937787557137e+00,2.186750047336127878e+01,9.882113327229028465e-01,2.607443534446317823e+00,-9.548390172572791545e-01,-9.615883434150382936e-01
3.456691338267653180e+00,2.185603830633784384e+01,9.881696101624934947e-01,2.616369981615093820e+00,-9.551401265018540920e-01,-9.690611452399725545e-01
3.468693738747749222e+00,2.184457252668573091e+01,9.881278846911626390e-01,2.625295245670379529e+00,-9.554410577180120212e-01,-9.576971160256229076e-01
3.480696139227845265e+00,2.183310313652027546e+01,9.880861563132758985e-01,2.634219325711538495e+00,-9.557418106782178402e-01,-9.644960332608195630e-01
3.492698539707941308e+00,2.182163013796017381e+01,9.880444250331059663e-01,2.643142220836343981e+00,-9.560423851544141982e-01,-9.460282828976125380e-01
3.504700940188037350e+00,2.181015353312746186e+01,9.880026908548317222e-01,2.652063930140977188e+00,-9.563427809180194972e-01,-9.549019272330202535e-01
3.516703340668133393e+00,2.179867332414753989e+01,9.879609537825388976e-01,2.660984452720026372e+00,-9.566429977399271145e-01,-9.488221525143281099e-01
3.528705741148229436e+00,2.178718951314915131e+01,9.879192138202198548e-01,2.669903787666489059e+00,-9.569430353905054032e-01,-9.555968160370608144e-01
3.540708141628325478e+00,2.177570210226440039e+01,9.878774709717734748e-01,2.678821934071769828e+00,-9.572428936395958043e-01,-9.546138824687454560e-01
