t,m,h,dm_dt,dm_dt_noisy
3.696739347869574033e+00,3.309493923625481671e-01,9.728750854124326164e-01,-1.095543214674199461e-05,4.014778227298581963e-03
3.712742548509702090e+00,3.309492127819539942e-01,9.727569430706060061e-01,-1.150894188957363173e-05,-4.012656451940283669e-03
3.728745749149830147e+00,3.309490245296041189e-01,9.726388637890506228e-01,-1.203635927775337233e-05,-2.020469446416577053e-02
3.744748949789958203e+00,3.309488279924698850e-01,9.725208475365509919e-01,-1.253883491772467274e-05,4.192594038038027597e-03
3.760752150430085816e+00,3.309486235468795945e-01,9.724028942818419008e-01,-1.301748753387843571e-05,2.582617101386717757e-03
3.776755351070213873e+00,3.309484115585187847e-01,9.722850039936080657e-01,-1.347340398555330054e-05,-1.413728555870330701e-02
3.792758551710341930e+00,3.309481923824298399e-01,9.721671766404842430e-01,-1.390763928135752003e-05,7.689313188663602673e-03
3.808761752350469987e+00,3.309479663630124913e-01,9.720494121910553398e-01,-1.432121659693252891e-05,-7.025319220931194701e-03
3.824764952990598044e+00,3.309477338340232611e-01,9.719317106138560813e-01,-1.471512728833113126e-05,-1.127659628882133648e-02
3.840768153630726101e+00,3.309474951185758518e-01,9.718140718773716769e-01,-1.509033090962841328e-05,9.422167787329394128e-04
3.856771354270854157e+00,3.309472505291410904e-01,9.716964959500368204e-01,-1.544775522779873178e-05,-1.800152069219949393e-03
3.872774554910982214e+00,3.309470003675468175e-01,9.715789828002366901e-01,-1.578829623803679194e-05,2.010451713673438393e-03
3.888777755551110271e+00,3.309467449249778870e-01,9.714615323963063931e-01,-1.611281818038323710e-05,-1.607359340142476903e-02
3.904780956191238328e+00,3.309464844819762774e-01,9.713441447065308543e-01,-1.642215355403264798e-05,1.810587900916970153e-02
3.920784156831366385e+00,3.309462193042933542e-01,9.712268196991181712e-01,-1.671709089622053224e-05,-6.043303236333501249e-03
3.936787357471494442e+00,3.309459496042866933e-01,9.711095573419481486e-01,-1.699826091479395007e-05,-1.541359134587890443e-02
3.952790558111622499e+00,3.309456755650121429e-01,9.709923576027315040e-01,-1.726620763423114546e-05,6.171155678037263705e-03
3.968793758751750556e+00,3.309453973657321968e-01,9.708752204491728488e-01,-1.752146367899054535e-05,-3.565562764690757315e-03
3.984796959391878168e+00,3.309451151819526871e-01,9.707581458489703552e-01,-1.776455038715596402e-05,3.230820307341881678e-03
4.000800160032006225e+00,3.309448291854228397e-01,9.706411337698163111e-01,-1.799597781605710711e-05,-3.414080284066442570e-03
4.016803360672134282e+00,3.309445395441352744e-01,9.705241841793967872e-01,-1.821624474815375372e-05,-6.156198495473553991e-04
4.032806561312262339e+00,3.309442464223259495e-01,9.704072970453913038e-01,-1.842583869643421579e-05,2.439302598689904039e-03
4.048809761952390396e+00,3.309439499804742169e-01,9.702904723354737193e-01,-1.862523590967501974e-05,-7.485154075738658340e-03
4.064812962592518453e+00,3.309436503753027670e-01,9.701737100173114525e-01,-1.881490137836672183e-05,6.768581057217212815e-03
4.080816163232646510e+00,3.309433477597776840e-01,9.700570100585657052e-01,-1.899528884052870126e-05,-4.717996279635963165e-03
4.096819363872774566e+00,3.309430422831083352e-01,9.699403724268916838e-01,-1.916684078596964103e-05,-8.716038282490692901e-03
4.112822564512902623e+00,3.309427340907476478e-01,9.698237970899383775e-01,-1.932998846396194459e-05,7.509942297610660211e-04
4.128825765153030680e+00,3.309424233243916658e-01,9.697072840153483364e-01,-1.948515188626709360e-05,4.430927633024152497e-03
4.144828965793158737e+00,3.309421101219799377e-01,9.695908331707582262e-01,-1.963273983447699766e-05,-2.310426156020873277e-03
4.160832166433286794e+00,3.309417946176954062e-01,9.694744445237986064e-01,-1.977314986495448679e-05,-8.644971020660582178e-03
4.176835367073414851e+00,3.309414769419643521e-01,9.693581180420934862e-01,-1.990676831420401527e-05,6.177948894772125263e-03
4.192838567713542908e+00,3.309411572214563391e-01,9.692418536932611017e-01,-2.003397030417297664e-05,-1.762332189153194284e-02
4.208841768353670965e+00,3.309408355790844358e-01,9.691256514449132498e-01,-2.015511974817751906e-05,-1.032879648010350676e-02
4.224844968993799021e+00,3.309405121235902136e-01,9.690095112645873421e-01,-2.027053868289274696e-05,3.749583666509513505e-04
4.240848169633927078e+00,3.309401869247040606e-01,9.688934331195859784e-01,-2.038043413750412203e-05,-1.363097441718817866e-02
4.256851370274055135e+00,3.309398600495157550e-01,9.687774169772135346e-01,-2.048500528624430661e-05,2.594576372054481213e-04
4.272854570914183192e+00,3.309395315644866331e-01,9.686614628047883757e-01,-2.058444937616532577e-05,-5.692156295608034227e-04
4.288857771554311249e+00,3.309392015351939054e-01,9.685455705696407458e-01,-2.067896097583676873e-05,8.966718927605846559e-03
4.304860972194439306e+00,3.309388700263311001e-01,9.684297402391127685e-01,-2.076873197744133481e-05,-9.168672250110357011e-03
4.320864172834567363e+00,3.309385371017076194e-01,9.683139717805587798e-01,-2.085395159751035621e-05,-6.279919188013937011e-03
4.336867373474694531e+00,3.309382028242491836e-01,9.681982651613448843e-01,-2.093480637883893269e-05,3.310882040631162298e-03
4.352870574114822588e+00,3.309378672559974421e-01,9.680826203488491766e-01,-2.101148019124920996e-05,-2.459664738224932173e-02
4.368873774754950645e+00,3.309375304581103072e-01,9.679670373104619641e-01,-2.108415423372755892e-05,3.097933883491211723e-02
4.384876975395078702e+00,3.309371924908616758e-01,9.678515160135851003e-01,-2.115300703449396469e-05,-7.007660311652183852e-03
4.400880176035206759e+00,3.309368534136415407e-01,9.677360564256328734e-01,-2.121821445334737266e-05,-7.319568741708925436e-03
4.416883376675334816e+00,3.309365132849561575e-01,9.676206585140311178e-01,-2.127994968316448965e-05,8.589995159353963627e-03
4.432886577315462873e+00,3.309361721624277108e-01,9.675053222462181024e-01,-2.133838325006631731e-05,-4.196567976069076264e-04
4.448889777955590930e+00,3.309358301027945370e-01,9.673900475896437534e-01,-2.139368301544430917e-05,-1.781567987005135481e-02
4.464892978595718986e+00,3.309354871619111238e-01,9.672748345117699875e-01,-2.144601417795877207e-05,6.247827786748163213e-03
4.480896179235847043e+00,3.309351433947479992e-01,9.671596829800709338e-01,-2.149553927321967706e-05,8.532282800718866619e-03
4.496899379875975100e+00,3.309347988553918429e-01,9.670445929620322678e-01,-2.154241817667323922e-05,-4.521005152936086353e-03
4.512902580516103157e+00,3.309344535970454304e-01,9.669295644251522104e-01,-2.158680810385171789e-05,-2.837590391024100763e-03
4.528905781156231214e+00,3.309341076720276331e-01,9.668145973369404178e-01,-2.162886361249671818e-05,4.838217108981423403e-03
4.544908981796359271e+00,3.309337611317733630e-01,9.666996916649188698e-01,-2.166873660276735780e-05,-9.109471235747262918e-03
4.560912182436487328e+00,3.309334140268012092e-01,9.665848473766212035e-01,-2.170657622432847766e-05,4.362179065844756613e-03
4.576915383076615385e+00,3.309330663889571422e-01,9.664700644394760287e-01,-2.174247669022022489e-05,1.971242627754759853e-03
4.592918583716743441e+00,3.309327182317780558e-01,9.663553428208118135e-01,-2.177647837142693277e-05,-6.771102636130607588e-03
4.608921784356871498e+00,3.309323695742302229e-01,9.662406824880104272e-01,-2.180863757794693214e-05,-1.394282737569639205e-02
4.624924984996999555e+00,3.309320204353449202e-01,9.661260834084720583e-01,-2.183901078904593174e-05,-2.277897318399907649e-03
4.640928185637127612e+00,3.309316708342188718e-01,9.660115455496143255e-01,-2.186765465489459714e-05,-8.776090237256579246e-03
4.656931386277255669e+00,3.309313207900138054e-01,9.658970688788728332e-01,-2.189462599491709405e-05,9.992207630806725777e-03
4.672934586917383726e+00,3.309309703219565635e-01,9.657826533637010602e-01,-2.191998179869314445e-05,1.418933703200538641e-03
4.688937787557511783e+00,3.309306194493393249e-01,9.656682989715701382e-01,-2.194377922565271533e-05,7.798901446373313756e-03
4.704940988197639840e+00,3.309302681915193278e-01,9.655540056699689622e-01,-2.196607560477070731e-05,1.324253277839811116e-03
4.720944188837767896e+00,3.309299165679189247e-01,9.654397734264046349e-01,-2.198692843434491007e-05,2.607024242415961757e-03
4.736947389477895953e+00,3.309295645980257494e-01,9.653256022084014676e-01,-2.200639538300908082e-05,-7.851995567686814725e-03
4.752950590118024010e+00,3.309292123013926057e-01,9.652114919835020901e-01,-2.202453428869211027e-05,6.658449731432754953e-03
4.768953790758152067e+00,3.309288596976374119e-01,9.650974427192667848e-01,-2.204140315860414479e-05,1.782494133991164090e-02
4.784956991398279236e+00,3.309285068064431456e-01,9.649834543832733758e-01,-2.205706016927821977e-05,-3.118932615344694945e-03
4.800960192038407293e+00,3.309281536475581764e-01,9.648695269431180055e-01,-2.207156366688944882e-05,-5.949816840808378783e-03
4.816963392678535349e+00,3.309278002407959329e-01,9.647556603664141361e-01,-2.208497216726890144e-05,-1.600451994070792392e-03
4.832966593318663406e+00,3.309274466060349584e-01,9.646418546207932154e-01,-2.209734435458521329e-05,-4.834900180365822586e-03
4.848969793958791463e+00,3.309270927632190218e-01,9.645281096739047877e-01,-2.210873908280175382e-05,-7.036901725618203464e-03
4.864972994598919520e+00,3.309267387323570619e-01,9.644144254934158278e-01,-2.211921537488559242e-05,1.359817224306781843e-03
4.880976195239047577e+00,3.309263845335231879e-01,9.643008020470110742e-01,-2.212883242290464292e-05,-2.931304162923809020e-03
4.896979395879175634e+00,3.309260301868566234e-01,9.641872393023935839e-01,-2.213764958770847446e-05,1.436659828883887768e-02
4.912982596519303691e+00,3.309256757125618176e-01,9.640737372272835115e-01,-2.214572639941403409e-05,-2.012929684817184363e-05
4.928985797159431748e+00,3.309253211309084453e-01,9.639602957894195523e-01,-2.215312255705870204e-05,3.216966653757224494e-03
4.944988997799559804e+00,3.309249664622311293e-01,9.638469149565576100e-01,-2.215989792783701340e-05,9.498058782070179645e-03
4.960992198439687861e+00,3.309246117269299403e-01,9.637335946964716848e-01,-2.216611254882150384e-05,-3.029724637594250966e-03
4.976995399079815918e+00,3.309242569438579640e-01,9.636203349769427717e-01,-2.217182189813426962e-05,1.434519357899124992e-02
4.992998599719943975e+00,3.309239021109318668e-01,9.635071357656306290e-01,-2.217702004969623886e-05,-6.349119145250820342e-03
5.009001800360072032e+00,3.309235472267807454e-01,9.633939970302195510e-01,-2.218170316831136191e-05,-8.105458722029560553e-03
5.025005001000200089e+00,3.309231922934556258e-01,9.632809187384341332e-01,-2.218587745064781735e-05,-3.684856065953168083e-03
5.041008201640328146e+00,3.309228373132663825e-01,9.631679008580177337e-01,-2.218954984994914170e-05,-1.169363469521317095e-03
5.057011402280456203e+00,3.309224822887820716e-01,9.630549433567324735e-01,-2.219272807665872982e-05,-1.403537472906717445e-02
5.073014602920584259e+00,3.309221272228304866e-01,9.629420462023592364e-01,-2.219542059656021138e-05,-3.731432618850281371e-04
5.089017803560712316e+00,3.309217721184986583e-01,9.628292093626977799e-01,-2.219763663169338486e-05,-1.669706354102590620e-02
5.105021004200840373e+00,3.309214169791324656e-01,9.627164328055665132e-01,-2.219938615927175007e-05,1.389918461929571560e-02
5.121024204840968430e+00,3.309210618083366917e-01,9.626037164988027195e-01,-2.220067991115515227e-05,-8.321701939880968768e-04
5.137027405481096487e+00,3.309207066099753569e-01,9.624910604102622225e-01,-2.220152937497388290e-05,-6.441778776334714830e-03
5.153030606121224544e+00,3.309203513881711634e-01,9.623784645078200528e-01,-2.220194679154741113e-05,-9.105583129627272884e-03
5.169033806761352601e+00,3.309199961473060503e-01,9.622659287593695598e-01,-2.220194515642481825e-05,-3.866506687238392519e-03
5.185037007401480658e+00,3.309196408920208055e-01,9.621534531328231887e-01,-2.220153821860804122e-05,-2.252996222522872689e-03
5.201040208041608714e+00,3.309192856272152317e-01,9.620410375961120364e-01,-2.220074048032982805e-05,-1.046731039659393528e-02
5.217043408681736771e+00,3.309189303580481467e-01,9.619286821171858515e-01,-2.219956719713700455e-05,-9.220150505425482590e-03
5.233046609321864828e+00,3.309185750899372724e-01,9.618163866640134785e-01,-2.219803437653045108e-05,-1.893948084991896666e-03
5.249049809961991997e+00,3.309182198285594567e-01,9.617041512045820806e-01,-2.219615877915859237e-05,-5.230033636735568169e-03
5.265053010602120054e+00,3.309178645798503404e-01,9.615919757068981388e-01,-2.219395791691614050e-05,9.369937078866295496e-03
5.281056211242248111e+00,3.309175093500046905e-01,9.614798601389863419e-01,-2.219145005374900670e-05,1.135651229240150148e-02
5.297059411882376168e+00,3.309171541454762888e-01,9.613678044688905855e-01,-2.218865420468285610e-05,1.380233817942134078e-04
5.313062612522504224e+00,3.309167989729777104e-01,9.612558086646734168e-01,-2.218559013554555204e-05,4.713810130409732194e-03
5.329065813162632281e+00,3.309164438394807117e-01,9.611438726944161459e-01,-2.218227836305042278e-05,-1.337406601461425121e-02
5.345069013802760338e+00,3.309160887522160088e-01,9.610319965262186237e-01,-2.217874015417176103e-05,6.351998354171977529e-03
5.361072214442888395e+00,3.309157337186731662e-01,9.609201801281999078e-01,-2.217499752540930125e-05,-3.280096926580451070e-04
5.377075415083016452e+00,3.309153787466008190e-01,9.608084234684974856e-01,-2.217107324301026416e-05,4.824512086265361592e-03
5.393078615723144509e+00,3.309150238440066727e-01,9.606967265152679403e-01,-2.216699082267792331e-05,1.598139432511391789e-02
5.409081816363272566e+00,3.309146690191572260e-01,9.605850892366861737e-01,-2.216277452869730435e-05,-2.283074033797233976e-02
5.425085017003400623e+00,3.309143142805781590e-01,9.604735116009461837e-01,-2.215844937429600758e-05,2.587323341159989461e-03
5.441088217643528679e+00,3.309139596370540004e-01,9.603619935762608417e-01,-2.215404112042296259e-05,-1.101334467279905388e-02
5.457091418283656736e+00,3.309136050976283494e-01,9.602505351308614490e-01,-2.214957627637292870e-05,5.899817337768507516e-03
5.473094618923784793e+00,3.309132506692025744e-01,9.601391362329816381e-01,-2.214507507829199806e-05,-1.315527944936295372e-02
5.489097819563912850e+00,3.309128963438016102e-01,9.600277968507712201e-01,-2.214051426288610180e-05,-4.976136184302821196e-03
5.505101020204040907e+00,3.309125421169370473e-01,9.599165169524249697e-01,-2.213588076806216609e-05,2.005201676835676339e-03
5.521104220844168964e+00,3.309121879856877224e-01,9.598052965061656394e-01,-2.213116611747556473e-05,6.112962698236247029e-03
5.537107421484297021e+00,3.309118339473952064e-01,9.596941354802341895e-01,-2.212636260584543990e-05,7.258145307598752594e-04
5.553110622124425078e+00,3.309114799996635270e-01,9.595830338428902317e-01,-2.212146329802489042e-05,-7.950430853176138762e-03
5.569113822764553134e+00,3.309111261403596127e-01,9.594719915624119189e-01,-2.211646202958383878e-05,-5.557438639183663077e-03
5.585117023404681191e+00,3.309107723676128487e-01,9.593610086070957221e-01,-2.211135340506042990e-05,8.822917559088731473e-03
5.601120224044809248e+00,3.309104186798152991e-01,9.592500849452567646e-01,-2.210613279882145399e-05,-7.710228966420698961e-05
5.617123424684937305e+00,3.309100650756216511e-01,9.591392205452284880e-01,-2.210079635411865695e-05,-1.686024476476469247e-02
5.633126625325065362e+00,3.309097115539493261e-01,9.590284153753627638e-01,-2.209534098307486261e-05,8.414531741713840787e-03
5.649129825965193419e+00,3.309093581139783136e-01,9.589176694040301152e-01,-2.208976436593457215e-05,4.140395032768807472e-03
5.665133026605321476e+00,3.309090047551511704e-01,9.588069825996196061e-01,-2.208406495061987496e-05,8.712071387568848593e-03
5.681136227245449533e+00,3.309086514771732990e-01,9.586963549305386190e-01,-2.207824195356311581e-05,-3.388352905720379196e-03
5.697139427885576701e+00,3.309082982800125028e-01,9.585857863652129662e-01,-2.207229535723664871e-05,8.259492888908859937e-03
5.713142628525704758e+00,3.309079451638994307e-01,9.584752768720870009e-01,-2.206622591226226060e-05,-1.063271542592901173e-02
