N,E,G,L,L_noisy
2.254844818557832475e+00,1.271586156422637686e+02,1.028755089878206341e+01,3.220390056776146537e+00,3.212387761756045013e+00
7.445315427592829849e+01,4.149771791918915653e+01,3.228634249866814354e+00,3.007947976703443604e+00,2.967562660493667792e+00
7.285410219359039274e+01,8.046791661954894437e+01,1.175071411180997849e+01,2.767803574515218745e+00,2.776213840261130272e+00
2.452665552024162920e+01,1.736191830775173273e+01,2.264967683903957507e+01,2.853343923296183693e+00,2.858535192474024988e+00
1.034577196998902160e+01,9.290109037865541097e+01,2.995938916912934236e+00,3.262994179329008482e+00,3.234746555019572867e+00
3.428224661065284096e+01,2.424464313444091204e+02,4.427908532807144582e+00,3.004052011292648316e+00,3.019458452948538429e+00
6.550213947459354813e+01,7.636000854816394678e+01,4.453053895224456049e+00,2.955143532187283206e+00,2.941121536178614715e+00
1.169104108326498304e-01,2.392867052863765593e+02,4.372722892499122160e+00,2.925781376092648323e+00,2.903257613769582246e+00
2.261078713632977411e-01,1.439448690664746380e+02,8.465475919086708601e+00,2.825268842551436954e+00,2.827183456770721914e+00
1.204457981971080116e+00,1.146480861156308748e+02,1.759101920547094267e+01,3.299597249752784567e+00,3.296027841124800073e+00
1.908800583685988650e-01,4.210650439778925858e+01,7.307051891696031198e+00,3.113400501871038895e+00,3.117452981890862063e+00
6.288881611049992770e+00,5.850068550583966243e+01,3.931372897355541074e+00,3.295178267849816933e+00,3.263063306683328335e+00
6.040775099125553771e-01,1.883977774848409226e+01,7.554596082314049887e+00,4.110874199270580398e+00,4.147118801596027637e+00
6.208964652113199145e-01,1.657427864385219607e+02,2.312166811121567278e+01,4.237751076430763320e+00,4.225697904139888550e+00
7.327974779183478171e-01,8.380909985584118260e+00,2.068853138913394396e+00,4.071951555475708417e+00,4.041158369305779985e+00
1.964024824302819938e-01,1.268520105338517396e+02,4.394005819469961160e+00,2.014493539036809278e+00,2.026870382808152460e+00
1.670449534098099775e+01,2.079652134557398142e+02,1.149639120229691613e+01,2.890130350878607590e+00,2.883034268276583933e+00
8.954004097730058120e+00,2.526733536837295446e+01,5.505068921255161563e+00,3.212064845147365233e+00,3.218562014862823339e+00
6.599701177549435194e+00,1.279779993707788321e+02,1.100093340082638482e+00,3.635622705309569991e+00,3.628830536697069231e+00
1.265134639249789472e-01,3.541746374777422091e+01,2.907235618881545580e+00,9.054551650126714257e-01,9.042603578030730116e-01
1.942640478926941805e+00,1.559270914965348993e+02,3.833610499666328053e+00,3.435742905645965628e+00,3.440658362520738311e+00
1.136608160179857485e+01,7.077186482868407325e+01,6.089150455491456171e+00,3.109709754530075365e+00,3.094776696850417341e+00
2.944692496560979977e-01,9.705691320734471716e+00,4.346831594759339445e+00,6.744389791864801253e+00,6.757964583781992829e+00
1.435401956891038555e+00,2.941173904087228763e+01,1.125106355295014104e+01,3.465212392378670181e+00,3.455814390397079272e+00
1.146838955217887451e-01,8.551720840839657001e+00,8.652489111760315765e+00,3.709601288053514523e+00,3.692207545170105298e+00
1.760248533747772737e-01,1.073808787342134252e+02,1.052293109705429686e+01,3.091168546104337889e+00,3.092709194540788076e+00
4.460265796540233141e-01,1.636219596354642078e+02,1.898160321474868795e+00,3.913153749218719391e+00,3.922054574788540027e+00
1.753680542573371914e+00,2.525703963564044727e+02,2.485591747736436119e+01,3.036759271064031651e+00,3.032177684231658787e+00
2.453127431335937025e+00,4.958144548936947160e+01,7.928973545522140398e+00,3.337294004525405811e+00,3.320043608783814548e+00
4.503649614063139239e+01,3.104874135047393224e+01,2.612973342217101980e+00,3.119349858953396115e+00,3.131745570279568902e+00
8.912003051263204245e-01,4.927565674604264956e+01,2.276690420423115668e+01,3.534523986540518248e+00,3.499317410698062680e+00
1.159822765010919826e-01,3.720649910392056370e+01,9.108602484337962935e+00,3.430060228936518740e+00,3.409442946215808234e+00
3.010717731346609582e+01,2.209577331933931177e+01,2.738719677866255253e+01,2.788970397990760297e+00,2.789760855801428185e+00
1.532995239162431023e-01,1.875709272628607209e+02,5.283228452498098804e+00,2.881859831379490089e+00,2.854638643413388799e+00
1.900973129002263839e-01,3.136139070645294424e+01,1.136708832666175795e+01,3.270226579842634429e+00,3.270786465127617948e+00
7.754345550683567012e+01,1.783182933852938561e+02,4.620812827683845825e+00,2.922606944342714286e+00,2.921509681982345175e+00
1.820104210726932337e+01,5.698469374199406445e+01,2.904630487450429399e+00,3.209467145929688847e+00,3.227441941706852280e+00
1.031721802792046061e+00,1.505999352409756114e+02,1.139290594612817742e+01,3.403720292259643010e+00,3.385424485223377022e+00
2.491933938054177733e-01,8.033970433162328106e+01,2.384725539412083872e+00,4.380192597339358507e+00,4.367674466866525940e+00
1.446078001716775585e+00,4.067905250580475496e+01,5.784597416507283540e+00,3.543912986093530115e+00,3.550576619787550126e+00
1.041321123670204463e+00,9.577385239416275908e+01,6.247300702004769057e+00,3.549660875221937850e+00,3.500509603417821580e+00
4.200718740906124538e+01,9.886066421003687310e+01,6.232182547101026593e+00,2.934686538440645975e+00,2.996687384418937672e+00
1.804093542181650855e+00,1.627907775142016078e+02,2.007641582389142254e+00,3.601496034394348289e+00,3.587523019785113121e+00
1.762523913258585151e-01,3.950645994460433741e+01,2.093141696535590768e+01,3.271556631477372079e+00,3.256959930422861138e+00
6.031364939153467475e+01,5.014763185759051112e+01,8.084356972778390826e+00,2.860035428017179804e+00,2.877257978235253866e+00
7.361055482381894777e+00,1.130791938094055809e+02,4.661076638178744957e+00,3.199652181433475739e+00,3.198855544604762180e+00
2.239389153367538632e-01,4.763100955435300676e+01,1.378830331489335492e+01,3.130128500057241858e+00,3.094539927683169989e+00
2.185357436144761689e-01,6.867938249671364304e+01,2.624174885127782186e+00,4.771732800527091811e+00,4.784271348128943835e+00
2.499192584005954565e+00,1.809201944247767813e+01,9.722839430941512262e+00,3.384062501975823256e+00,3.401170058655807349e+00
1.889151976834988200e-01,2.356488273428074365e+02,3.686666128873751447e+00,-1.844714965929883377e-02,-2.744607512881765826e-02
7.856996806204101347e+00,7.249749145907452430e+01,4.290539438465555300e+00,3.231458723775215258e+00,3.225826716609374589e+00
7.065637840630904165e+00,7.625377470817058168e+01,3.454605764633598586e+00,3.292459336661161196e+00,3.302179028606349043e+00
1.248084661359181724e-01,1.058550624270682050e+02,6.370231044450624935e+00,3.180331682560042950e+00,3.162156077561753875e+00
2.644041960959084747e+01,1.226658710612512664e+02,1.194828221747089536e+01,2.859828769771922907e+00,2.868596541056060989e+00
2.292895610092168468e+01,1.115407956288650837e+01,2.611422602133826043e+00,3.223824380874471096e+00,3.227810351083360896e+00
5.570892856196942944e+01,2.884591768393615041e+01,4.672863176398230678e+00,2.971715929888252283e+00,2.958217277572734005e+00
1.025462870420485295e+01,6.369909456717180518e+01,7.522311838101662929e+00,3.089473546369744916e+00,3.061631508893507991e+00
1.198358324269966246e+01,2.508996094054456591e+02,3.162123349240706371e+00,3.191146389614395229e+00,3.186634272999173678e+00
3.099024169605956169e-01,4.791365807655537168e+01,2.338588808029520294e+00,4.261597251461453517e+00,4.244088806296249849e+00
1.179414443358727388e-01,8.070190172421414232e+00,2.931332419540578726e+01,3.687117980424257091e+00,3.707146184937860411e+00
1.572857788587130601e-01,2.308789166586551573e+02,8.839993382581987191e+00,2.997043927915030270e+00,2.999925635285028758e+00
7.823192566890779176e+01,5.385196295372590924e+01,1.545710414757143703e+01,2.724716001986532632e+00,2.740357692437730641e+00
8.652948056867211690e+00,1.002186556065255552e+01,1.807241813635459993e+00,3.491513048491069693e+00,3.494205487197958870e+00
6.929788811352339906e+01,2.643672893732426843e+01,6.857752927603431026e+00,2.877350814495479803e+00,2.882608836837180277e+00
1.117256980116077880e+00,2.219510142996514617e+02,1.949983589372661585e+00,3.669133277911411639e+00,3.653473299566804222e+00
1.843591639535921090e+01,2.521355035805534683e+01,6.379368905880379081e+00,3.072620236534340243e+00,3.085981185065783006e+00
1.571074921116740741e-01,5.486981845116130074e+01,5.968488958566641855e+00,3.134260986194001841e+00,3.169954951680142408e+00
3.152212571817116782e-01,2.484472447632075642e+01,2.202990582587371016e+00,4.308112154744847544e+00,4.301918403634497068e+00
6.782659332244235229e-01,6.685315603043777344e+01,2.016306363260555123e+00,3.890693686420142683e+00,3.878838195865859539e+00
4.476666637321832454e+00,4.317857682950980802e+01,2.459754640525704517e+01,3.046707563759995629e+00,3.043550829716188399e+00
4.701393908419611023e+00,2.502412049635759672e+01,1.923257554363734556e+01,3.120623156617908123e+00,3.110997550945885592e+00
3.140214805798490438e+00,1.112670148100309753e+01,4.052028249965776929e+00,3.517813815261073174e+00,3.503784229288002372e+00
1.876682282475681918e+00,2.133110842360943593e+01,1.614290883089029460e+00,3.794961404776332703e+00,3.797725277655696008e+00
5.334767306896111450e+00,6.876095375864683490e+01,2.998300197278845669e+00,3.374353099689321844e+00,3.368534749028320174e+00
7.943047984560705288e+01,4.757833448308280566e+01,6.400383847787340486e+00,2.868757199519146539e+00,2.897534671395999517e+00
2.367220327337592245e+00,3.724420017212840150e+01,5.452850490585764653e+00,3.439181546602759543e+00,3.439185579461862208e+00
3.253975400307469101e+01,5.806628485674709594e+01,1.000319927847686863e+01,2.894182944544291924e+00,2.900661184096920309e+00
1.471010914532036584e-01,2.934502139390251685e+01,1.711638674015156125e+00,4.525428173446470304e+00,4.544468610806466025e+00
1.434702224536958948e+00,4.837388049321567252e+01,8.670831986704811811e+00,3.457414326414042449e+00,3.451399209363951393e+00
4.802742814616075329e+00,5.824048410696991596e+01,9.981061778388722772e+00,3.158443055145779610e+00,3.187177785947558295e+00
7.260418704664395761e+00,9.531793677158792377e+01,8.266783200948271570e+00,3.096834825542388092e+00,3.084180941291986056e+00
5.624125714673319232e-01,2.257815724392382037e+02,3.276790885938502651e+00,3.799211314296494280e+00,3.783044760258771788e+00
1.577150145885156007e+00,1.745001030051673396e+01,2.678107069920396555e+01,3.360449409282449729e+00,3.353124068905444677e+00
6.934553549873858458e+01,2.355295604548829260e+02,1.408232936301338833e+00,3.264796672343532435e+00,3.262502324504189755e+00
8.842035658969139789e+00,2.431878494915599163e+02,1.377959620342637237e+01,2.914861935956852612e+00,2.886835571954871504e+00
5.687203195463538918e+00,1.311132869657400590e+02,4.159448036833691020e+00,3.252398059936257635e+00,3.251696164253680799e+00
1.569987271973580789e-01,9.534481749524272232e+01,2.157613892589693094e+01,3.143233365555087921e+00,3.109883633746299392e+00
1.433932713988838037e-01,1.013837671641364935e+01,1.647526122027553885e+00,4.664850753474036438e+00,4.692693521484946118e+00
4.307203027757458003e-01,1.194769587276993121e+02,2.404937358707410056e+01,2.243622382827130224e+00,2.242002443798976508e+00
2.591005456269296348e-01,6.654771825847060995e+01,1.370080972273954423e+00,4.127638090801166726e+00,4.114798936307247246e+00
8.938194230539454566e+01,1.900614641538330929e+01,4.310385675110677717e+00,2.923313599616539804e+00,2.905146837250868419e+00
1.019157823847726269e-01,1.851774021990185304e+01,1.476438381503793140e+00,4.614223887187991480e+00,4.606535277703827980e+00
1.251787433838307706e+00,2.542211301953665981e+01,2.446556424511404515e+01,3.413533189839238258e+00,3.409071600470629626e+00
1.497157012639049878e-01,2.435008388104923327e+01,2.898571077005792418e+00,-2.476939031265590785e+01,-2.479028053196813630e+01
8.318244374023105792e+00,3.192776438050711718e+01,7.031955546506884147e+00,3.168911631750443547e+00,3.150515729873986981e+00
1.379112218580028637e-01,5.034571091894210326e+01,2.627810349297206471e+01,3.282790012610703911e+00,3.279046512509473210e+00
1.604090647171299011e-01,1.237994985255910478e+02,6.246528460414167760e+00,3.006248329314634926e+00,2.995832654358721925e+00
1.737110785693987969e-01,3.176524430773174501e+01,1.060792030623660009e+00,4.272906307194355158e+00,4.291690569267921695e+00
6.536652442674366625e-01,8.820463621787883568e+00,1.539415177510687727e+01,4.209703814625814999e+00,4.232461222110725174e+00
5.358882120879627564e+00,8.763863325341718280e+01,1.111116436552438413e+00,3.669912839082310363e+00,3.670233263154308201e+00
2.608229801879830489e+01,8.045907190061043934e+00,3.098059838431059365e+00,3.166912347003904671e+00,3.176384338444995237e+00
6.332493512005573644e-01,4.098049129564897441e+01,2.151175021378390007e+00,3.955908054505822502e+00,3.929204287033320142e+00
7.071526443175973897e-01,7.740421917403108409e+01,2.449637767397063737e+00,3.842946842875954339e+00,3.855695197064606727e+00
2.974722318501301999e+01,6.742198832889503990e+01,2.506224580603989338e+00,3.178111818126526877e+00,3.177500148736261742e+00
1.729199656255366691e+01,1.339342643557116901e+02,1.480023372741250931e+01,2.864884699126087675e+00,2.874578065445104524e+00
2.401287969627686758e-01,2.112572625766079852e+02,4.496857628791477879e+00,-7.670826526253833322e-01,-7.350755299935101128e-01
2.624501371882018219e+01,2.536366511987580452e+01,2.946398276145308692e+00,3.169242114086728623e+00,3.123624958959841269e+00
3.117118594947791976e+01,9.880621943295716392e+01,2.688263362674400359e+00,3.149205773285241428e+00,3.154424736866309864e+00
3.415681367814187852e-01,1.602696447043715864e+02,1.152052862746178974e+01,2.264204656460948595e+00,2.242222275197591319e+00
7.600532068027779253e+00,1.487952845711809289e+02,1.313981298299719924e+01,2.975846594219521357e+00,2.987690528047611149e+00
3.892520114606853876e-01,1.267422012961578588e+02,5.865757375184927014e+00,5.165545975336025109e+00,5.139279706587455365e+00
5.376233665847524046e-01,4.879035350400573634e+01,1.275683880178093688e+01,4.749549471769395126e+00,4.739641480429315656e+00
3.034011803188907841e+00,1.211743049713033145e+02,2.005029926370520599e+01,3.049660091277712759e+00,3.053714766392920055e+00
3.686889180110378472e+00,1.814076660881988801e+01,5.314378711587799842e+00,3.401243649863187724e+00,3.413513837591894973e+00
2.735902058553241645e+00,4.737035605613240108e+01,2.162494113555282649e+00,3.594050976121254237e+00,3.595546857907985672e+00
4.201681803913571045e+00,5.303882862879414262e+01,2.178512772805279241e+01,3.058194822063293294e+00,3.042338203283537101e+00
4.360075696838503490e-01,1.344875878393958324e+01,2.111746716943745739e+01,2.347863784498349649e+00,2.336793140144041381e+00
2.166412258226776899e+01,1.597920803995255596e+02,5.264399415259791049e+00,3.026627817421099653e+00,3.044317875246087102e+00
6.816245690013477132e-01,3.719787895069251960e+01,2.220518239359329016e+00,3.940241447653714424e+00,3.940131455339983546e+00
5.470787792375399050e+01,3.180435217930810055e+01,2.060645249393097345e+00,3.152948940191730554e+00,3.119272652254909239e+00
3.511283621911579278e+00,6.100256185934936326e+01,3.073709834752957448e+00,3.446175425362528077e+00,3.463048679527922058e+00
8.148021360059594098e-01,6.209033128867084628e+01,6.664105480762714251e+00,3.701210484365597964e+00,3.709535453959867279e+00
3.335429054515355318e-01,2.588852937829560474e+01,3.132633897696239345e+01,3.035494833851601459e+00,3.052963144756640546e+00
2.855037962217724434e+00,8.853576087012757512e+01,2.087925024442448674e+01,3.084165329378643960e+00,3.077432780051110317e+00
1.345525399792689480e+00,2.284499269017916845e+01,2.497602075320835446e+00,3.772565016355161838e+00,3.789128146723693913e+00
7.400846082641215240e+00,5.221399942170160102e+01,1.491202311227194821e+00,3.531511667585494063e+00,3.510290369185460779e+00
3.128806807555648550e+00,8.378864074497755610e+00,4.516446576739158836e+00,3.515732450718062285e+00,3.527132446935371313e+00
1.290859852915750561e-01,1.019692839793355432e+01,8.083791307371484436e+00,3.619681983919948998e+00,3.609874377727388062e+00
