t,w,s,q,c,dw_dt,dw_dt_noisy
9.961992398479695421e-01,1.485906050302228332e+00,6.320785514199367405e-01,8.182619327282314448e-01,2.182358109355128639e-01,6.105601993846536679e-01,6.080470063985847773e-01
1.002200440088017563e+00,1.489574412682294735e+00,6.331959726007403422e-01,8.194107613605212670e-01,2.195373158548794001e-01,6.119821114477590474e-01,6.214658735541299661e-01
1.008201640328065585e+00,1.493251297417010237e+00,6.343135630407173986e-01,8.205533334091421604e-01,2.208396433530199765e-01,6.134004250450016960e-01,6.200795301074959465e-01
1.014202840568113606e+00,1.496936682798953422e+00,6.354312843938118016e-01,8.216896879612999305e-01,2.221427951541735113e-01,6.148150977043778109e-01,6.170251073676029652e-01
1.020204040808161627e+00,1.500630546871486226e+00,6.365490987671866829e-01,8.228198638463856129e-01,2.234467727141352111e-01,6.162260875310401342e-01,6.062127516587054732e-01
1.026205241048209649e+00,1.504332867428754161e+00,6.376669687212251914e-01,8.239438996359750300e-01,2.247515772202568485e-01,6.176333532085807043e-01,6.207375689714447198e-01
1.032206441288257670e+00,1.508043622015686536e+00,6.387848572695300486e-01,8.250618336438290124e-01,2.260572095914465396e-01,6.190368540002100239e-01,6.224986293857772690e-01
1.038207641528305691e+00,1.511762787927995788e+00,6.399027278789234385e-01,8.261737039258931770e-01,2.273636704781688278e-01,6.204365497498409709e-01,6.115888164121685566e-01
1.044208841768353491e+00,1.515490342212178154e+00,6.410205444694474508e-01,8.272795482802984823e-01,2.286709602624446280e-01,6.218324008830699023e-01,6.322655193350241731e-01
1.050210042008401512e+00,1.519226261665513000e+00,6.421382714143636372e-01,8.283794042473605623e-01,2.299790790578514488e-01,6.232243684080618351e-01,6.283032402301276242e-01
1.056211242248449533e+00,1.522970522852141739e+00,6.432558735222166924e-01,8.294733091161410332e-01,2.312880267214889596e-01,6.246124139084188176e-01,6.049161702432565013e-01
1.062212442488497555e+00,1.526723102203680904e+00,6.443733159453052250e-01,8.305612999609969238e-01,2.325978029095931710e-01,6.259964994986952913e-01,6.272159939953982910e-01
1.068213642728545576e+00,1.530483975801335994e+00,6.454905644386724761e-01,8.316434135489690904e-01,2.339084069009794153e-01,6.273765879357671160e-01,6.147296079960317128e-01
1.074214842968593597e+00,1.534253119492262618e+00,6.466075851941238684e-01,8.327196863949143379e-01,2.352198377176930866e-01,6.287526425545322262e-01,6.401157940371008381e-01
1.080216043208641619e+00,1.538030508926150564e+00,6.477243447956840816e-01,8.337901547772325062e-01,2.365320941557307322e-01,6.301246272494338552e-01,6.381949068248596868e-01
1.086217243448689640e+00,1.541816119555223130e+00,6.488408102195971638e-01,8.348548547378664697e-01,2.378451747850399145e-01,6.314925064746796934e-01,6.204565989740462584e-01
1.092218443688737661e+00,1.545609926634237352e+00,6.499569488343264201e-01,8.359138220823025822e-01,2.391590779495193775e-01,6.328562452443692310e-01,6.240075182478936888e-01
1.098219643928785683e+00,1.549411905220483554e+00,6.510727284005541904e-01,8.369670923795701212e-01,2.404738017670190187e-01,6.342158091325329483e-01,6.352343419799724167e-01
1.104220844168833704e+00,1.553222030173786239e+00,6.521881170711820719e-01,8.380147009622417320e-01,2.417893441293397505e-01,6.355711642730823563e-01,6.331830560914973871e-01
1.110222044408881725e+00,1.557040276156503200e+00,6.533030833913312518e-01,8.390566829264330950e-01,2.431057027022337502e-01,6.369222773596717735e-01,6.521743081614044257e-01
1.116223244648929747e+00,1.560866617633526410e+00,6.544175962983417305e-01,8.400930731318032585e-01,2.444228749254041544e-01,6.382691156454722847e-01,6.456788538172640868e-01
1.122224444888977768e+00,1.564701028872281130e+00,6.555316251217728762e-01,8.411239062015545276e-01,2.457408580125053366e-01,6.396116469428593243e-01,6.367873744701423311e-01
1.128225645129025789e+00,1.568543483942726580e+00,6.566451395834033145e-01,8.421492165224320203e-01,2.470596489511427407e-01,6.409498396230135508e-01,6.467237989597774961e-01
1.134226845369073811e+00,1.572393956717355046e+00,6.577581097972310387e-01,8.431690382447243337e-01,2.483792445028729090e-01,6.422836626154366790e-01,6.219608695503026086e-01
1.140228045609121832e+00,1.576252420871193438e+00,6.588705062694729664e-01,8.441834052822634327e-01,2.496996412032035928e-01,6.436130854073817131e-01,6.467117322815502112e-01
1.146229245849169853e+00,1.580118849881801735e+00,6.599822998985656053e-01,8.451923513124239840e-01,2.510208353615935861e-01,6.449380780431996918e-01,6.536021486332183050e-01
1.152230446089217875e+00,1.583993217129615383e+00,6.610934618781355576e-01,8.461959098151232705e-01,2.523428231326276250e-01,6.462586110830497166e-01,6.444690859722904674e-01
1.158231646329265674e+00,1.587875495790148639e+00,6.622039638445537113e-01,8.471941140207087662e-01,2.536656004039286594e-01,6.475746556571286838e-01,6.404725137440531180e-01
1.164232846569313695e+00,1.591765658775228243e+00,6.633137779073984275e-01,8.481869968929289794e-01,2.549891627769595437e-01,6.488861834818663299e-01,6.545445180156019838e-01
1.170234046809361717e+00,1.595663678850611555e+00,6.644228765123945113e-01,8.491745911800113733e-01,2.563135056699047953e-01,6.501931668052850499e-01,6.697793140814397583e-01
1.176235247049409738e+00,1.599569528635987670e+00,6.655312324414136560e-01,8.501569294146623657e-01,2.576386243176709834e-01,6.514955784058823474e-01,6.535442677477494300e-01
1.182236447289457759e+00,1.603483180604976077e+00,6.666388188124738878e-01,8.511340439140677727e-01,2.589645137718866175e-01,6.527933915914372331e-01,6.415866149597846402e-01
1.188237647529505780e+00,1.607404607085127779e+00,6.677456090797401211e-01,8.521059667798923654e-01,2.602911689009021479e-01,6.540865801977461258e-01,6.685446280769405947e-01
1.194238847769553802e+00,1.611333780257924619e+00,6.688515770335237143e-01,8.530727298982799800e-01,2.616185843897900209e-01,6.553751185872862539e-01,6.365896437834026589e-01
1.200240048009601823e+00,1.615270672158779952e+00,6.699566968002825806e-01,8.540343649398537407e-01,2.629467547403445127e-01,6.566589816478083375e-01,6.616910302011260736e-01
1.206241248249649844e+00,1.619215254677037530e+00,6.710609428426214107e-01,8.549909033597158370e-01,2.642756742710820062e-01,6.579381447908607683e-01,6.521185982992554475e-01
1.212242448489697866e+00,1.623167499555973059e+00,6.721642899592915610e-01,8.559423763974474131e-01,2.656053371172407140e-01,6.592125839502422924e-01,6.685185682611334279e-01
1.218243648729745887e+00,1.627127378392792423e+00,6.732667132851908320e-01,8.568888150771089007e-01,2.669357372307809007e-01,6.604822755803901879e-01,6.519875319021599669e-01
1.224244848969793908e+00,1.631094862638633236e+00,6.743681882913636905e-01,8.578302502072397973e-01,2.682668683803846044e-01,6.617471966546990547e-01,6.749856747132267909e-01
1.230246049209841930e+00,1.635069923598563735e+00,6.754686907850011579e-01,8.587667123808587766e-01,2.695987241514559707e-01,6.630073246637742113e-01,6.660100555679788759e-01
1.236247249449889951e+00,1.639052532431583664e+00,6.765681969094410331e-01,8.596982319754635782e-01,2.709312979461210857e-01,6.642626376136211430e-01,6.469942312992233990e-01
1.242248449689937972e+00,1.643042660150623613e+00,6.776666831441676697e-01,8.606248391530311181e-01,2.722645829832279762e-01,6.655131140237695586e-01,6.457749837417217087e-01
1.248249649929985994e+00,1.647040277711283363e+00,6.787641262224658467e-01,8.615465638957353622e-01,2.735985723650078416e-01,6.667587328940268732e-01,6.635977777673772726e-01
1.254250850170034015e+00,1.651045355948582039e+00,6.798605032306535012e-01,8.624634359704271835e-01,2.749332589997837695e-01,6.679994737373100566e-01,6.809415900214159656e-01
1.260252050410082036e+00,1.655057865459781841e+00,6.809557916980780723e-01,8.633754848857078112e-01,2.762686355285626782e-01,6.692353166135248665e-01,6.705056169659586729e-01
1.266253250650129836e+00,1.659077776744553923e+00,6.820499694398608481e-01,8.642827399549269929e-01,2.776046944506508352e-01,6.704662420697322656e-01,6.711374490947702443e-01
1.272254450890177857e+00,1.663105060205780639e+00,6.831430145560704048e-01,8.651852302965250541e-01,2.789414281243166593e-01,6.716922311376314347e-01,6.693331928009548237e-01
1.278255651130225878e+00,1.667139686149554656e+00,6.842349054317231616e-01,8.660829848340332315e-01,2.802788287667906664e-01,6.729132653312988044e-01,6.802922670305788788e-01
1.284256851370273900e+00,1.671181624785178510e+00,6.853256207367830477e-01,8.669760322960735621e-01,2.816168884542655793e-01,6.741293266448753485e-01,6.779025946118242274e-01
1.290258051610321921e+00,1.675230846225165715e+00,6.864151394261616135e-01,8.678644012163586607e-01,2.829555991218960509e-01,6.753403975502039192e-01,6.781438562866266562e-01
1.296259251850369942e+00,1.679287320485240542e+00,6.875034407397184744e-01,8.687481199336921645e-01,2.842949525637991082e-01,6.765464609944156216e-01,6.666992315808365488e-01
1.302260452090417964e+00,1.683351017484337353e+00,6.885905042022603118e-01,8.696272165919683994e-01,2.856349404330538189e-01,6.777475003974700041e-01,6.896260334810397907e-01
1.308261652330465985e+00,1.687421907044600822e+00,6.896763096235419832e-01,8.705017191401723808e-01,2.869755542417014027e-01,6.789434996496459540e-01,6.925743037768998800e-01
1.314262852570514006e+00,1.691499958891386601e+00,6.907608370982658563e-01,8.713716553323800351e-01,2.883167853607452313e-01,6.801344431089872966e-01,6.671209079067373926e-01
1.320264052810562028e+00,1.695585142653260657e+00,6.918440670060816977e-01,8.722370527277579777e-01,2.896586250201508284e-01,6.813203155987030968e-01,7.043352669271526478e-01
1.326265253050610049e+00,1.699677427861999268e+00,6.929259800115872281e-01,8.730979386905637352e-01,2.910010643088457027e-01,6.825011024045226637e-01,6.897261683020576850e-01
1.332266453290658070e+00,1.703776783952589469e+00,6.940065570643277892e-01,8.739543403901453011e-01,2.923440941747197930e-01,6.836767892720087003e-01,6.787967293081940134e-01
1.338267653530706092e+00,1.707883180263228384e+00,6.950857793987963440e-01,8.748062848009419135e-01,2.936877054246249119e-01,6.848473624038280416e-01,6.658038033423927526e-01
1.344268853770754113e+00,1.711996586036563350e+00,6.961636285332022389e-01,8.756537987030443837e-01,2.950318887254271827e-01,6.860128084565533246e-01,6.925812726368562044e-01
1.350270054010802134e+00,1.716116970543351439e+00,6.972400861599242772e-01,8.764969087348171151e-01,2.963766347001909884e-01,6.871731144998799445e-01,6.927482282338731645e-01
1.356271254250850156e+00,1.720244302910272749e+00,6.983151343462706828e-01,8.773356413071429216e-01,2.977219337628149165e-01,6.883282680834720280e-01,6.823719498401707995e-01
1.362272454490898177e+00,1.724378552116235586e+00,6.993887555027715752e-01,8.781700226104132145e-01,2.990677761389979317e-01,6.894782572235023110e-01,6.715727245536581291e-01
1.368273654730946198e+00,1.728519687088817980e+00,7.004609322785199099e-01,8.790000786604155181e-01,3.004141519540501903e-01,6.906230703635320989e-01,7.018678379423739511e-01
1.374274854970993998e+00,1.732667676704266801e+00,7.015316475611720337e-01,8.798258352983333586e-01,3.017610512328929850e-01,6.917626963715528543e-01,6.858795068406159379e-01
1.380276055211042019e+00,1.736822489787498869e+00,7.026008844769469075e-01,8.806473181907470416e-01,3.031084639000587999e-01,6.928971245369975884e-01,6.881796737846009870e-01
1.386277255451090040e+00,1.740984095112100061e+00,7.036686263906269945e-01,8.814645528296328747e-01,3.044563797796911442e-01,6.940263445677226084e-01,7.224827953128178937e-01
1.392278455691138062e+00,1.745152461400325539e+00,7.047348569055574830e-01,8.822775645323631677e-01,3.058047885955448297e-01,6.951503465869617315e-01,7.164300685564595206e-01
1.398279655931186083e+00,1.749327557323099969e+00,7.057995598636466195e-01,8.830863784417070095e-01,3.071536799709856380e-01,6.962691211302507455e-01,7.058064884451817900e-01
1.404280856171234104e+00,1.753509351500017743e+00,7.068627193453658197e-01,8.838910195258293800e-01,3.085030434289905976e-01,6.973826591423304411e-01,6.928284489036723448e-01
1.410282056411282126e+00,1.757697812499342094e+00,7.079243196697494467e-01,8.846915125782914835e-01,3.098528683921478732e-01,6.984909519740172268e-01,7.049855647138015824e-01
1.416283256651330147e+00,1.761892908838006200e+00,7.089843453943950324e-01,8.854878822180510811e-01,3.112031441826567657e-01,6.995939913790570897e-01,6.767792936061786113e-01
1.422284456891378168e+00,1.766094608981612080e+00,7.100427813154629453e-01,8.862801528894619363e-01,3.125538600223276009e-01,7.006917695109486921e-01,7.017570965267239114e-01
1.428285657131426190e+00,1.770302881344431256e+00,7.110996124676767227e-01,8.870683488622742585e-01,3.139050050325820629e-01,7.017842789197507036e-01,6.941860961019276077e-01
1.434286857371474211e+00,1.774517694289405201e+00,7.121548241243229604e-01,8.878524942316342594e-01,3.152565682344527498e-01,7.028715125488607107e-01,6.900154611122141235e-01
1.440288057611522232e+00,1.778739016128144224e+00,7.132084017972513124e-01,8.886326129180847078e-01,3.166085385485836179e-01,7.039534637317799159e-01,6.881254190894011691e-01
1.446289257851570254e+00,1.782966815120928139e+00,7.142603312368743795e-01,8.894087286675644854e-01,3.179609047952296486e-01,7.050301261888536342e-01,7.102815421676048624e-01
1.452290458091618275e+00,1.787201059503894518e+00,7.153105984058220068e-01,8.901808650648413979e-01,3.193136557179830359e-01,7.061014940155503350e-01,7.069944977486843918e-01
1.458291658331666296e+00,1.791441717584715709e+00,7.163591894107140812e-01,8.909490455743731552e-01,3.206667800530509371e-01,7.071675616588235513e-01,7.087647982988251050e-01
1.464292858571714318e+00,1.795688757495606414e+00,7.174060907531174536e-01,8.917132934149110124e-01,3.220202663076570659e-01,7.082283239952984477e-01,7.166520845478643320e-01
1.470294058811762339e+00,1.799942147330370057e+00,7.184512891605930873e-01,8.924736316363844901e-01,3.233741029012168200e-01,7.092837762718466887e-01,7.008229385851930671e-01
1.476295259051810360e+00,1.804201855171647884e+00,7.194947715576256453e-01,8.932300831340497238e-01,3.247282781906910554e-01,7.103339140928006668e-01,6.979780695481115904e-01
1.482296459291858159e+00,1.808467849090919621e+00,7.205365250656227127e-01,8.939826706484900187e-01,3.260827804705863087e-01,7.113787334166272736e-01,6.936150795674448366e-01
1.488297659531906181e+00,1.812740097148503704e+00,7.215765370029154635e-01,8.947314167656149619e-01,3.274375979729546859e-01,7.124182305525926795e-01,7.090662648133256862e-01
1.494298859771954202e+00,1.817018567393557049e+00,7.226147948847579938e-01,8.954763439166610883e-01,3.287927188673938073e-01,7.134524021574182306e-01,7.210539642429431018e-01
1.500300060012002223e+00,1.821303227864074614e+00,7.236512864233277664e-01,8.962174743781916586e-01,3.301481312610468621e-01,7.144812452319286855e-01,7.129870099791681959e-01
1.506301260252050245e+00,1.825594046586889840e+00,7.246859995277253885e-01,8.969548302720966593e-01,3.315038231986026651e-01,7.155047571176922361e-01,7.219160390212095990e-01
1.512302460492098266e+00,1.829890991577674875e+00,7.257189223039750559e-01,8.976884335655928027e-01,3.328597826622956002e-01,7.165229354936544226e-01,7.047123983576062400e-01
1.518303660732146287e+00,1.834194030840939904e+00,7.267500430550237756e-01,8.984183060712235269e-01,3.342159975719055653e-01,7.175357783727660532e-01,7.128445650540489176e-01
1.524304860972194309e+00,1.838503132370033821e+00,7.277793502807420323e-01,8.991444694468588850e-01,3.355724557847580836e-01,7.185432840986072378e-01,7.108839172847938315e-01
1.530306061212242330e+00,1.842818264147143781e+00,7.288068326779234551e-01,8.998669451956959886e-01,3.369291450957241918e-01,7.195454513420046494e-01,7.070616732396477477e-01
1.536307261452290351e+00,1.847139394143295643e+00,7.298324791402851508e-01,9.005857546662584534e-01,3.382860532372204965e-01,7.205422790976483416e-01,7.391370144702573697e-01
