T,Pext,P,P_noisy
3.466547187998320965e+02,6.038533418799369429e+03,3.731422013950307701e+03,3.941515920239795378e+03
4.087476476798228191e+02,5.563817686663322092e+03,9.316411168518498016e+03,9.284870416247769754e+03
3.158867087867287751e+02,3.784949458161038365e+03,2.312229981499427595e+03,2.404488461006717898e+03
3.693803507632749188e+02,2.485232543048683965e+03,5.735141394198926719e+03,5.741449112229372076e+03
3.355090431852470374e+02,2.936136731523491108e+03,3.337529538364044583e+03,3.359203600681704302e+03
3.248226750205022313e+02,2.667158940630825327e+03,2.788311426636150827e+03,2.695541041253256481e+03
3.181973268912839785e+02,5.504553757202942506e+03,2.302795013831695087e+03,2.149923031596299097e+03
4.220798891075894517e+02,2.182638311150007212e+03,1.164753658015427573e+04,1.158616472208889900e+04
4.029985529309582262e+02,3.777256771721228688e+03,8.939249811432571732e+03,9.000223297169635771e+03
3.569184150438258598e+02,5.729041809833455773e+03,4.437371410982057569e+03,4.563995859944095173e+03
3.587461414235198163e+02,5.953661625118365919e+03,4.539766176445441488e+03,4.588085460514664192e+03
4.092686213222430069e+02,4.810368373448638522e+03,9.518725779111875454e+03,9.558588251899331226e+03
3.905934224429277037e+02,3.466373819599535182e+03,7.615577486059788498e+03,7.548476137741839921e+03
4.374022895328449181e+02,2.002507126660964332e+03,1.401281080765653132e+04,1.413555431528180634e+04
4.379120529348113564e+02,5.548605765050596347e+03,1.336237297831586511e+04,1.346987748394761365e+04
3.723262054238401788e+02,2.431097755357647657e+03,5.992225444825818158e+03,5.949758845852286868e+03
3.988702885453782301e+02,3.835327883895790364e+03,8.457828491025597032e+03,8.454118837490086662e+03
3.817001570903233301e+02,6.833975581490636614e+03,6.258067851491055080e+03,6.178383697613871846e+03
3.465428312554579975e+02,6.522465076427147324e+03,3.673417672117819620e+03,3.790794222948529750e+03
3.680270137253369285e+02,2.387118115754722567e+03,5.630917139113034864e+03,5.663425472635420192e+03
4.081763796316180333e+02,7.549657134521253283e+03,8.843510216528944511e+03,8.835905042996115299e+03
3.829023229021780708e+02,6.509447583670754284e+03,6.419226729547840478e+03,6.451778729581672451e+03
3.948609549669912440e+02,1.149643357020381700e+03,8.339445597203799480e+03,8.374695380433280661e+03
3.730609946652565441e+02,6.028342481205722834e+03,5.631390772809259943e+03,5.598471036537031068e+03
4.429466464416270810e+02,6.512484480693027763e+03,1.391949493871050436e+04,1.382016972385106783e+04
4.164692175503501517e+02,4.025084319105701070e+03,1.057596524064761070e+04,1.047326561115041841e+04
3.196177550577026523e+02,6.763233721737782616e+03,2.270677963782377901e+03,2.131608642733457600e+03
4.221164262053254106e+02,1.946123405488979188e+03,1.168743011148526421e+04,1.172433035312501124e+04
4.376366364615604425e+02,3.504132870541748616e+03,1.377456193587225061e+04,1.395204528296297030e+04
4.224987286362763825e+02,3.642097759278952253e+03,1.146698460998244627e+04,1.133105906617152323e+04
3.514662371666073568e+02,5.850779978061251313e+03,4.055933268491347008e+03,4.066996265197338289e+03
3.551863494490960420e+02,3.522818260877584180e+03,4.541463538375849566e+03,4.574342253784336208e+03
3.364821555474053412e+02,3.236921702029050721e+03,3.372280721843723313e+03,3.293510667662803371e+03
3.083557065033200502e+02,7.333589282246753100e+03,1.789142690079466774e+03,1.805496754244858039e+03
3.708092018423529908e+02,7.431688350792177516e+03,5.245955444098950466e+03,5.158200492185480471e+03
4.275720267757392321e+02,7.857244021172640714e+03,1.124111526270840295e+04,1.133714743222745346e+04
4.153217379238562330e+02,7.988350000521503716e+03,9.600729440402019463e+03,9.553189515897094680e+03
3.993298352294443134e+02,5.522671707614395928e+03,8.237897851971445562e+03,8.245942682650746065e+03
4.270786004149924224e+02,7.062497375529572309e+03,1.137561681030216459e+04,1.143035613710172765e+04
3.988670812344666388e+02,7.189316773550213838e+03,7.880245459991603639e+03,7.845859910456218131e+03
3.335000122837096797e+02,5.483623873869972158e+03,3.034478519011544449e+03,2.891180053184260942e+03
4.204732615225623817e+02,4.550928358470013336e+03,1.101711491611086240e+04,1.097461446339602662e+04
3.551280006689557922e+02,3.589268049055979191e+03,4.531318404984464905e+03,4.592358026396177593e+03
4.335092955413069831e+02,1.180622439251816331e+03,1.351277144234167099e+04,1.350600882975819695e+04
3.489723796282064541e+02,6.793403543948665174e+03,3.792804294075031066e+03,3.811187428792147784e+03
3.137852925875366736e+02,4.636286415270426005e+03,2.173712105935931504e+03,2.087279961383535010e+03
4.094847292587104448e+02,5.345005593200538897e+03,9.447106707090779310e+03,9.458564539956023509e+03
3.161470128179980179e+02,5.400779290693467374e+03,2.222950169243810251e+03,2.281203528437315526e+03
4.305321643615346829e+02,1.644004788762909811e+03,1.297958719845063752e+04,1.298250304008988678e+04
3.617885326640155199e+02,7.921473591025670430e+03,4.500867978773888353e+03,4.653509145999497377e+03
4.170181798563842790e+02,5.685086588863292491e+03,1.032941500455466303e+04,1.031279151829381954e+04
3.078852683244681430e+02,5.794681139796857678e+03,1.872702961913794070e+03,1.789394943006807353e+03
3.815756636261708081e+02,1.681253342486675592e+03,6.911068173329215824e+03,6.781655433941527008e+03
4.015341067105237016e+02,6.226498070312138225e+03,8.355053601843430442e+03,8.447214073138844469e+03
3.194257693150009345e+02,6.136493210079715027e+03,2.310157635281139846e+03,2.305436175777420431e+03
3.912596732094750678e+02,4.576963541182357403e+03,7.529978932315342718e+03,7.610908674704337500e+03
3.214533923012286891e+02,3.716870667356323793e+03,2.565491954501882901e+03,2.602105468003649548e+03
3.455983690621144433e+02,7.071844261447551617e+03,3.556923749599631265e+03,3.686930492845694971e+03
3.547927808291487963e+02,5.120038118714530356e+03,4.357156970109846043e+03,4.458445559130736910e+03
3.929378055591125758e+02,3.789093397493432349e+03,7.817907482015734786e+03,7.787703117042267877e+03
3.195178267405907491e+02,2.884614291502360174e+03,2.523483331830496809e+03,2.545394123903632135e+03
3.277238485500367347e+02,5.471674089613660726e+03,2.742267610182753742e+03,2.829097369596598128e+03
4.171884879464691380e+02,2.798418982204387248e+03,1.087576441060429715e+04,1.077687839907986927e+04
4.073813461252107118e+02,1.074760374076257904e+03,9.825513496653085895e+03,9.941585174657950120e+03
3.681308504401272330e+02,1.128045309060308909e+03,5.742038454294670373e+03,5.838997921679648243e+03
3.423004522823244997e+02,3.121755643752338074e+03,3.724109206609453395e+03,3.802743275674368306e+03
4.038306963358987218e+02,5.628504516309488281e+03,8.725392870170448077e+03,8.709318297297088066e+03
3.701766604981354476e+02,2.632528863886405816e+03,5.788603377654220822e+03,5.812774660833655616e+03
3.467279509639203070e+02,5.250696642412429355e+03,3.815364317107805618e+03,3.725985177835629202e+03
4.312024849756654703e+02,2.526485124385918880e+03,1.294239036824108553e+04,1.294702670214792124e+04
3.302760476972259767e+02,4.510281573016134644e+03,2.944036299333624811e+03,2.897045937618470816e+03
4.206424281631604458e+02,3.159457779240201944e+03,1.129102946131317549e+04,1.129795457854056804e+04
3.926726858504160873e+02,4.753904728145031186e+03,7.649807114497872135e+03,7.610237013473793922e+03
3.968970188651973103e+02,2.543825423029419653e+03,8.411950377322700660e+03,8.434654658276238479e+03
4.023228676894210025e+02,3.584918318580910181e+03,8.889331685825636669e+03,8.983678259932434230e+03
4.122406565038919553e+02,5.907653794037882108e+03,9.676514929789604139e+03,9.571746675076432439e+03
4.321420642601072473e+02,4.484151440014420587e+03,1.271206844185382943e+04,1.278609971189574208e+04
4.380875777973125196e+02,3.786647737123527349e+03,1.378947125926987246e+04,1.363012625370847127e+04
3.383233570008652578e+02,6.461242620388529758e+03,3.205018624624597578e+03,3.032135956582425479e+03
3.245829307196682976e+02,4.147441809234025641e+03,2.686131574429640295e+03,2.676582080317793043e+03
4.344561125298597517e+02,2.016015452953546628e+03,1.353600492817071063e+04,1.353654327870183988e+04
3.305743936143483097e+02,4.452002849696369594e+03,2.963768948004985759e+03,2.999193016296654605e+03
3.332947406873240652e+02,6.149340628008762906e+03,2.965853633084070680e+03,2.834062811470675115e+03
4.207885486502199228e+02,3.594665395430220997e+03,1.123678011346726635e+04,1.123198502204765464e+04
4.449165882718083367e+02,4.378022676961181787e+03,1.479006730117297411e+04,1.480018927695118509e+04
4.266818018441127833e+02,6.403574396825804797e+03,1.148010264689270662e+04,1.158051904554639987e+04
3.775095587342738099e+02,2.797583091765136487e+03,6.417950875999575146e+03,6.409643709159049649e+03
3.563400552261018106e+02,6.984588014797469441e+03,4.247902540099847101e+03,4.290221879965563858e+03
4.482827598300567047e+02,2.862301418088253740e+03,1.570757504922433691e+04,1.562938100519805448e+04
4.104103323817118962e+02,4.126827226289201462e+03,9.778949208215011822e+03,9.763944837511004152e+03
3.943640281599029436e+02,3.939579162039640323e+03,7.948630175793678973e+03,7.912987350102599521e+03
3.016693152893043930e+02,3.032017254381270959e+03,1.790709732392546584e+03,1.846974082685472922e+03
3.292787668356163522e+02,6.545278494877156845e+03,2.729112752840962457e+03,2.650007210653505354e+03
3.020237655066589468e+02,5.518195124093957929e+03,1.681191268791594212e+03,1.614445472221193086e+03
4.360560622387168905e+02,4.739900482761820967e+03,1.326012827939296403e+04,1.330620733287672010e+04
3.354698414852885548e+02,2.686707684629245250e+03,3.351519644457293907e+03,3.494674577429798774e+03
3.256531965742491934e+02,3.936435645541750546e+03,2.752077537983742786e+03,2.782693804426105089e+03
3.873851585849293997e+02,6.698485297154098589e+03,6.808071438493007008e+03,6.832356261967282080e+03
3.304652784421623437e+02,2.813204378757034647e+03,3.069078897776627855e+03,3.041387506289594057e+03
3.819798139685818796e+02,4.661596978772689909e+03,6.606958314198794142e+03,6.694032332510422748e+03
4.424687551566339607e+02,2.484517422469866688e+03,1.477123708501462352e+04,1.481443044154716881e+04
4.295863036509946369e+02,4.218803425714734658e+03,1.238273081343393096e+04,1.252138623098283279e+04
3.367691300652224413e+02,3.946666864725287724e+03,3.336825260993443862e+03,3.363282181821036374e+03
4.374266466096978547e+02,6.106868519717137133e+03,1.314708354419774878e+04,1.307118939077553296e+04
3.599085660288084796e+02,1.338786415930878320e+03,5.065045982473507138e+03,5.019450662407686650e+03
3.784555624058172043e+02,6.575470393905618948e+03,6.011146334080773158e+03,5.932153969833926567e+03
3.487459014300898730e+02,3.533857285254902308e+03,4.100740008087965180e+03,4.000674336655135903e+03
4.499937129717067137e+02,6.289296190309914891e+03,1.516645582585708325e+04,1.526755321997961983e+04
3.460610184227898003e+02,3.045979403406743586e+03,3.965471593817695066e+03,4.030058546465555082e+03
4.105913993808724172e+02,3.369748563964084951e+03,9.924856238120793932e+03,9.825764688056062369e+03
3.929844053389429064e+02,7.120763656712400916e+03,7.283394397290774577e+03,7.425900051922001694e+03
4.033384983867162532e+02,5.169877696143265894e+03,8.750738071522870086e+03,8.770302929616158508e+03
3.156009828720769974e+02,3.660101690785539631e+03,2.306967368610664835e+03,2.230416009522634795e+03
3.805183215642113055e+02,4.558743478175796554e+03,6.485058915679537677e+03,6.515956670994710294e+03
4.495571039108756395e+02,3.610921220336565511e+03,1.577401179729101568e+04,1.576847625686262109e+04
3.844715151802115543e+02,1.616036749225069116e+03,7.201251808874453673e+03,7.139439428541928464e+03
3.295191170124002156e+02,3.755634141945909050e+03,2.958721344003487957e+03,2.803286600609677862e+03
3.078859676334066648e+02,5.500238041828784844e+03,1.890682910784266824e+03,1.893620503138229424e+03
3.494928763909093163e+02,1.452653208060299448e+03,4.303205317189934249e+03,4.326564985022047040e+03
4.118424789540231359e+02,7.116476010337143634e+03,9.373499466082315848e+03,9.167173275639694111e+03
3.037220362798304905e+02,3.050977336959910190e+03,1.864181283252636376e+03,1.908573869585697366e+03
3.072957318190292995e+02,7.025290279670788550e+03,1.772350205465991621e+03,1.821760870687881379e+03
3.985512025047562474e+02,4.646954930043370041e+03,8.297760904067925367e+03,8.260177255475862694e+03
4.322800713728099709e+02,7.341586208540365988e+03,1.204867908910538426e+04,1.205764893349829981e+04
3.658122568683269265e+02,7.157845588406407842e+03,4.900488519102711507e+03,4.878035866119595994e+03
3.936460140069833074e+02,3.568816534787614728e+03,7.923450101872932464e+03,7.856481896600674190e+03
3.385892713970424666e+02,4.363958748451950669e+03,3.407568074578944106e+03,3.378763676139814379e+03
3.408844768016820694e+02,6.727077423211412679e+03,3.320993954704614225e+03,3.429122261478595192e+03
3.712466119890059417e+02,2.733911570099193341e+03,5.869992983035554062e+03,5.753943616041100540e+03
3.328599713426997369e+02,5.730028517702819045e+03,2.979970307007100018e+03,2.998945689467899683e+03
3.680819935264087235e+02,3.776091152129180500e+03,5.498622434477430943e+03,5.513351854926571832e+03
3.222572712601729563e+02,2.241880254824499843e+03,2.685600515370864287e+03,2.628990091047121496e+03
4.385962401620788569e+02,4.014070496028243269e+03,1.382361855903950891e+04,1.378839142259058099e+04
3.971926610228475170e+02,2.441252118074670761e+03,8.457650990144526077e+03,8.345617917837027562e+03
3.141283064046703544e+02,3.400025875815437303e+03,2.258281937177938744e+03,2.190124962015903748e+03
3.289661020935008082e+02,3.478183889136299058e+03,2.948656777381497250e+03,2.949852923780468245e+03
4.243729089140564952e+02,7.110618283552299545e+03,1.098946327222857508e+04,1.101560054449908057e+04
3.558604562066090580e+02,7.586503213056863387e+03,4.139855405221231194e+03,4.067985261034297309e+03
3.390156098284602422e+02,3.855778257050681987e+03,3.472539881778369818e+03,3.717047277664495596e+03
3.034977105184764241e+02,3.176556410180263356e+03,1.850457120665407729e+03,1.804829556684564068e+03
4.012825276928042513e+02,1.986881109246815413e+03,8.981592651929231579e+03,8.991779052256320938e+03
3.855497081698319448e+02,4.461980507712139115e+03,6.974767716214199027e+03,6.956321309723270133e+03
4.260591661145671196e+02,6.833756423979008105e+03,1.128949772576884607e+04,1.125751534299679042e+04
3.254595674176151192e+02,1.551357625727838013e+03,2.877159292521114367e+03,2.981244806358547066e+03
4.128442766988661106e+02,1.792854092001458866e+03,1.044030897987815115e+04,1.040200406941738038e+04
4.240603148037216670e+02,4.047976872289210405e+03,1.161274211926828684e+04,1.171949322445752659e+04
4.236181736762455330e+02,3.160878953696891585e+03,1.170994052230631860e+04,1.180128582490193730e+04
4.119547129489694726e+02,2.950575567892900381e+03,1.016276450762537024e+04,1.007911129461724522e+04
3.663548812657434155e+02,6.860351112093924712e+03,4.982676126025930898e+03,5.065515605543922902e+03
3.071110240590554668e+02,4.141563521307052724e+03,1.938218303222406348e+03,1.886188056406250780e+03
3.966422127284884027e+02,2.411843901215053847e+03,8.399657422800746644e+03,8.618574120869741819e+03
3.038536872886255082e+02,4.145349189833901619e+03,1.817769991135633063e+03,1.786903561752606265e+03
3.128763730310268443e+02,3.607945363721255035e+03,2.194787911664351668e+03,2.119513812928055813e+03
3.613684947047129299e+02,2.422722665369083188e+03,5.094699064317760531e+03,4.941812962668010186e+03
3.181166925202703055e+02,7.874540101938802763e+03,2.119841570533478716e+03,2.016397957580944421e+03
3.677974134247021993e+02,2.959946196305505964e+03,5.558531726460568279e+03,5.512079813491323875e+03
4.276564807319874149e+02,1.520905596006899486e+03,1.255967910051316721e+04,1.247983687627260952e+04
3.261235832791088569e+02,3.234757274086413418e+03,2.819886308318312331e+03,2.721591356625965091e+03
4.197232419057688730e+02,3.082556533137253609e+03,1.117650947657790311e+04,1.112088229816999046e+04
