T,Ea,n,n_noisy
1.095555255915246846e+02,1.017643739014226570e-02,3.935682303371131063e-02,4.436387416211213380e-02
1.262252609673679729e+02,7.791389675347372423e-02,2.334612387053928290e-02,2.406655071303889781e-02
4.857845360641429124e+02,4.851297839452517469e-02,2.155153205311025888e-01,2.194257431439020634e-01
3.582885462238534160e+02,1.455110858602578008e-02,1.643353201694947863e-01,1.650084298462170806e-01
4.787626665973629656e+02,3.414260485835386716e-02,2.099448196411619338e-01,2.112593252265870802e-01
2.397537435488382584e+02,7.711736488046780358e-02,6.153902099230172673e-02,5.762402640614982391e-02
4.020886306645655850e+02,3.318578325633732284e-02,1.846320202198346305e-01,1.879722573526953489e-01
1.261595861446667186e+02,4.889117256121747884e-02,2.078038449989509304e-02,2.970387587143021729e-02
1.664820662371884623e+02,3.288814692677341500e-02,4.650005252617855911e-02,4.495161474859084988e-02
2.108533339487959779e+02,5.288093269790699463e-02,5.664737598237127442e-02,5.368350334380053018e-02
3.201273006802966847e+02,4.405141302708934919e-02,1.394806472643267958e-01,1.386914637533750438e-01
3.229635520363640353e+02,3.303346443355170692e-02,1.494652479488961516e-01,1.470588465308905191e-01
2.995945809228059602e+02,1.666335688091241315e-02,1.428982096666215895e-01,1.393908131733538891e-01
2.697854338528310336e+02,2.980841840534105558e-02,1.216847386884032101e-01,1.223757069082440502e-01
3.302820641356394162e+02,5.344924711330131806e-02,1.371168199999874826e-01,1.356622323347370374e-01
4.866649581551353094e+02,4.601126010807964073e-02,2.154848529328975970e-01,2.226792209021108970e-01
2.832318241944476540e+02,4.106521425341579795e-02,1.185660340977022775e-01,1.185670423124779022e-01
4.349885687193619219e+02,5.003480357384122029e-02,1.961115241351888694e-01,1.977310840233460210e-01
1.223487860127484765e+02,3.625061396713837036e-02,2.100013631532894609e-02,2.576024565532795269e-02
2.542349028920230296e+02,4.634618915949878515e-02,9.204953220086650734e-02,9.054575293834379868e-02
3.241985774569596970e+02,5.009530619435437898e-02,1.363652628651040866e-01,1.435489455655487856e-01
3.481282222619748836e+02,6.004546145948413960e-02,1.427077801591292161e-01,1.395443090965286514e-01
2.000073359728045261e+02,7.746297505630668490e-02,4.442110654592033858e-02,4.037946803648971572e-02
2.597164053946380591e+02,2.575218376097626605e-02,1.192770500340949169e-01,1.174457149398436540e-01
4.788024674942760157e+02,7.831670059706183351e-02,2.072156269591607924e-01,2.066420399993251222e-01
3.595403016047795859e+02,7.896298273632280929e-02,1.343025172897881203e-01,1.272959262892928711e-01
3.339864993649178473e+02,6.648538118798132113e-02,1.272946915788011057e-01,1.271192176581568689e-01
1.261194842079363809e+02,6.005115664226545746e-02,2.145596742918769173e-02,1.311853447699058532e-02
1.208705030572590857e+02,1.478456680546492985e-02,3.993795061784814054e-02,4.689864262057563682e-02
1.845593791328258533e+02,6.460824053112991516e-02,3.939908360685228511e-02,3.899409884981381441e-02
1.551291103394532058e+02,5.278844214058354273e-02,2.975859113964850200e-02,2.654880251616863196e-02
4.934999717093150480e+02,2.747751800748757939e-02,2.107595287421323571e-01,2.062178381507144831e-01
1.010988590410656514e+02,2.695170606439063060e-02,1.612410120732137020e-02,1.420194883628038592e-02
2.463374116722068266e+02,3.335216860552841361e-02,1.024086344944393351e-01,1.012932371522872049e-01
1.233689798495206418e+02,3.248196771789253062e-02,2.283068262585278771e-02,1.760812779779598325e-02
3.560042233270706333e+02,3.795435484987346592e-02,1.637665957366988556e-01,1.591676202675846863e-01
1.186132808299436476e+02,4.715315760016426661e-02,1.876258194637796251e-02,1.782670692107028027e-02
1.273638542166889209e+02,6.532606324583095647e-02,2.227848260238035269e-02,1.967456386340214747e-02
1.319770022432475685e+02,3.785128093849512987e-02,2.427228283695099034e-02,2.896834835534259703e-02
2.087140525211518138e+02,1.197196284330115032e-02,9.970909246021844585e-02,1.053984443314460728e-01
3.305432271986602473e+02,5.834893112277217408e-02,1.325686750441166795e-01,1.326487810621161390e-01
4.221794470523415157e+02,1.011557135100825400e-02,1.805216104166403046e-01,1.828896082769129461e-01
2.068766338005043224e+02,4.299611525176293830e-02,6.256502569179728246e-02,5.588908382367167860e-02
2.132684226277865491e+02,5.584076423198806177e-02,5.616415857813091689e-02,5.935124712529399327e-02
4.297928575807748075e+02,5.305206176710506455e-02,1.930024647418721317e-01,1.928495473943058203e-01
3.983793520705290234e+02,6.691533794549246739e-02,1.688310014366754541e-01,1.712543430164296387e-01
1.507258993429338716e+02,7.611999980344659467e-02,2.910590458140170991e-02,3.710768523937001129e-02
4.225395738825427543e+02,3.330567860402310065e-02,1.920334337735184194e-01,1.806291449917966085e-01
4.325004434541124851e+02,6.077141931535681024e-02,1.913195085700396258e-01,1.926242494653067627e-01
1.711303134268423491e+02,7.054100349745456855e-02,3.448100781410237681e-02,2.898541249826306135e-02
3.507791994290214461e+02,6.904058995672693322e-02,1.364706913993536663e-01,1.394316748563761144e-01
1.786974487284951749e+02,6.580054434909166083e-02,3.708847080701507815e-02,3.052190361987274642e-02
1.973970848112330145e+02,4.651933643461420714e-02,5.322517257194392393e-02,5.074817473692395942e-02
2.976023021314567814e+02,6.489315996257609409e-02,1.036385417738121539e-01,1.046522105526140195e-01
3.088880111803233603e+02,2.653628926244019220e-02,1.454774746363615145e-01,1.485450215685383824e-01
2.916134061592749163e+02,4.592277655076314885e-02,1.188856550778624455e-01,1.192596255245453041e-01
3.164564213216834787e+02,4.820567811947234355e-02,1.331573529694776992e-01,1.291931982745386509e-01
1.852658705701809936e+02,2.049161573960709901e-02,7.682565361706343576e-02,7.405799252848639658e-02
4.114321472511648494e+02,7.048072935929908245e-02,1.741816919804421993e-01,1.786042064366890891e-01
2.111393648114433290e+02,4.104007837107285367e-02,6.761758526278283110e-02,6.759008718435013940e-02
4.650733158876441280e+02,3.787613213770547882e-02,2.069993021374538500e-01,1.985802301532485492e-01
3.060621214358358202e+02,5.103117096618162846e-02,1.232837150509093344e-01,1.275020285922577878e-01
2.214736211778339054e+02,5.138815413931106107e-02,6.434587093784979728e-02,6.642711333641716787e-02
1.697535610033200442e+02,3.371937552369428520e-02,4.772920903527972519e-02,5.209628676153946203e-02
2.940815849664120947e+02,5.855463750374814702e-02,1.071388845091719028e-01,1.054557471772884919e-01
2.505189200605409212e+02,3.119328506130937539e-02,1.078559105348141506e-01,1.119966931269471971e-01
3.492375162887731221e+02,4.788910668942692600e-02,1.538449273621729507e-01,1.485396027621645743e-01
2.993838330491799411e+02,1.093456538721475878e-02,1.413075645104654721e-01,1.441575635647927567e-01
1.147838792002787045e+02,1.490087824995906321e-02,3.557789546913082968e-02,3.312599392099054713e-02
4.332379075234134689e+02,1.585150101015831564e-02,1.878236413781439185e-01,1.911953999027446449e-01
1.206695756477583927e+02,5.331127456421264760e-02,1.959805912101007797e-02,2.462627970309202996e-02
4.310380655436841835e+02,4.607303210470143490e-02,1.951902588021661722e-01,1.915103080421235171e-01
4.250998573667105234e+02,3.523001734187249795e-02,1.931835531479980106e-01,1.929274057505042939e-01
4.695932501150247163e+02,3.598284035642599493e-02,2.078818952924804120e-01,2.080766684247604137e-01
3.657604164606131008e+02,7.291167011035834533e-02,1.432821992543873713e-01,1.492305233435904932e-01
1.642494536421402245e+02,6.085635239585715506e-02,3.226582828820664245e-02,3.581861874505554849e-02
2.767717645816151162e+02,2.900214669361782238e-02,1.266055562528427825e-01,1.205091685327904921e-01
2.757730640681882051e+02,3.459304392828545238e-02,1.206682004942523229e-01,1.229562417977951155e-01
3.529331945927659717e+02,7.670694720222964724e-02,1.315857974854346413e-01,1.353112435323303442e-01
2.524550129616174274e+02,3.673952436647708736e-02,1.024698054075159764e-01,1.130888348871546961e-01
3.702712351876473349e+02,4.550102245702835474e-02,1.671483097627845249e-01,1.587525642790135749e-01
1.815629520391350979e+02,6.136628899203038640e-02,3.865312136066668264e-02,3.597135986099672667e-02
2.413403112586234727e+02,2.584077899063627615e-02,1.078548598875841147e-01,1.145217158280207870e-01
3.173253645149417821e+02,5.544567354917921687e-02,1.264440972444359768e-01,1.196687457514025166e-01
2.710604204857796162e+02,2.639031948493234664e-02,1.253921121385874471e-01,1.193948092189638099e-01
1.490102603076001060e+02,7.021587151909118585e-02,2.808085949334898634e-02,3.066627047025047639e-02
4.863312483050017363e+02,3.912513214677374590e-02,2.138187669167828375e-01,2.189108102211767548e-01
3.765181608545885865e+02,7.837205823005728711e-02,1.461343045169508081e-01,1.427909020800730289e-01
4.332140311164102968e+02,1.448783557560112852e-02,1.868599284690480311e-01,1.895605643305083299e-01
2.429842985156585939e+02,4.738614720028861554e-02,8.286602917569166338e-02,8.345080552284139808e-02
4.779583640676349319e+02,4.182388905102517318e-02,2.119392553062467432e-01,2.195330004763404175e-01
4.249788402211370340e+02,3.039276442384206828e-02,1.922699898970249843e-01,1.922623976984813021e-01
4.918024982351543599e+02,1.870915928142224960e-02,2.047518935128826434e-01,2.097031300727229819e-01
1.789577009559221779e+02,1.562457782394006262e-02,7.887236216310500314e-02,7.435677286653367968e-02
2.908677906402970166e+02,6.722259705047768652e-02,9.708869953919910256e-02,9.616430529188899068e-02
2.543395976289477574e+02,2.224966202299893600e-02,1.189423723404661737e-01,1.184588500716570736e-01
3.455579982412148183e+02,1.225278787992420577e-02,1.587745576115927315e-01,1.644700973490188511e-01
2.000878934671840454e+02,4.912644883274146917e-02,5.287613856043966304e-02,5.577420375804195002e-02
1.401889159002745373e+02,2.557579314325443554e-02,3.780894310364803224e-02,3.405017744718018269e-02
2.906466347315658822e+02,3.588415254360825118e-02,1.287876049012141866e-01,1.321974437196138663e-01
3.557887746078533837e+02,6.670954189900676901e-02,1.418605484081742751e-01,1.457137047903123428e-01
2.536061673965239152e+02,5.209821964379830750e-02,8.531484474766445891e-02,8.475661613606721989e-02
4.949757370865148687e+02,2.044125454231739136e-02,2.067257252496537689e-01,2.054374136744947232e-01
2.623955088595592997e+02,1.900894198107089955e-02,1.251582010397855327e-01,1.241891848126727566e-01
2.199262169751252145e+02,5.177384854792439067e-02,6.304380930763420210e-02,5.456884727768978455e-02
4.255591300398045860e+02,6.897067758118137493e-02,1.833235696492384603e-01,1.842672846898615602e-01
2.866759212131183858e+02,4.310233354307776293e-02,1.186352097476868900e-01,1.198080993938232947e-01
2.092867130796828405e+02,5.720171687651363218e-02,5.317344739286435085e-02,4.884580477406940541e-02
2.145964097886425748e+02,6.542614272683623666e-02,5.250819864071448739e-02,5.622042989008982361e-02
4.788623156976953510e+02,2.128142713868115890e-02,2.033560028150225574e-01,1.964911681359044204e-01
4.846946992639688006e+02,5.589654350329370525e-02,2.153127290794482618e-01,2.125536649724834859e-01
3.584947584971948231e+02,7.837372017736093932e-02,1.340482827790335230e-01,1.316721874340757714e-01
2.115071906699054693e+02,5.805493802806727804e-02,5.395075201023741968e-02,6.388830117018201582e-02
3.845476174875939819e+02,5.944559471947245127e-02,1.659540270119107541e-01,1.579581066956213531e-01
1.867077927744435328e+02,1.768370815911008906e-02,8.151364917922254705e-02,8.432680045525385581e-02
2.288338749655743811e+02,5.033391996400993912e-02,7.009485361348662125e-02,7.480547000143143721e-02
3.166945438811061422e+02,2.028169116989030768e-02,1.502990494060797710e-01,1.521876772262791000e-01
2.604576644658182545e+02,5.974487718216928145e-02,8.286482071353676315e-02,8.877386043530370585e-02
2.404095450538347336e+02,4.347916730524382933e-02,8.552385462835684904e-02,8.051016619272473307e-02
4.896537717945952295e+02,1.401090616592086911e-02,2.006888601799887983e-01,1.892875671684278449e-01
1.680824697918996264e+02,2.533256161842862078e-02,5.740326793498371633e-02,6.123735737983503763e-02
3.455114235797670972e+02,3.731093446189991808e-02,1.588044124845570948e-01,1.528252716612016338e-01
1.154165557935398283e+02,2.014205612463910999e-02,2.871540723996991382e-02,2.708340785724024091e-02
1.366858948535617628e+02,3.328160092697321493e-02,2.867531767141278873e-02,2.278108768428890180e-02
1.839984020046898081e+02,7.994820870509392052e-02,3.898845817850162682e-02,4.425016746324927919e-02
4.966744784057858624e+02,2.538520342474708674e-02,2.103355309408088958e-01,2.146612821151460127e-01
3.905698556911199830e+02,5.016891684939503437e-02,1.751577656813043671e-01,1.715574473717693949e-01
4.472152382516795228e+02,1.030972408409568976e-02,1.872862864114013537e-01,1.918037456344496572e-01
1.197935138546866085e+02,7.634334538205639342e-02,2.172615313725313746e-02,2.233253943385172038e-02
3.725753810610691517e+02,6.902314580171092784e-02,1.509788595753579765e-01,1.502819154225592535e-01
2.759745917744023131e+02,1.538487297338683203e-02,1.324988762153133937e-01,1.327859595255252156e-01
2.665679794221397287e+02,2.148543088866889522e-02,1.261549300872218948e-01,1.251411832879721076e-01
3.833019176991886638e+02,5.122369256916416147e-02,1.707317853903604354e-01,1.738068117094152820e-01
2.233275802142322277e+02,2.107568344006802846e-02,1.014209702706444366e-01,1.029727081228598434e-01
3.053871293084098397e+02,3.230446694763170618e-02,1.404483140612065861e-01,1.387009783290374665e-01
2.042898887294865631e+02,6.508010210283872443e-02,4.769678296817746882e-02,5.272806169725525322e-02
2.565616282369634291e+02,5.834473922825501174e-02,8.145466382741979594e-02,7.839728575360066509e-02
3.133304700819008985e+02,5.475837264902785884e-02,1.244041900708815346e-01,1.258388582862187965e-01
1.631524011305052682e+02,1.293952228460104950e-02,7.165942606596834019e-02,7.377020292222991049e-02
2.104748487620814217e+02,2.487108553487231422e-02,8.843160388364192104e-02,9.582563918282457904e-02
2.681623620886161348e+02,1.837395735852378337e-02,1.283022392250257604e-01,1.257750324082809179e-01
2.890991914112621544e+02,4.944842530153012450e-02,1.132467572006338880e-01,1.219621694321859212e-01
4.200015872044073149e+02,6.225735369821927545e-02,1.841069007630227183e-01,1.849877255211348492e-01
3.571800455470397537e+02,4.371181586672046732e-02,1.612520570567418654e-01,1.602821725034790090e-01
3.249960266088469325e+02,6.641944123118766197e-02,1.211727676107261648e-01,1.178104038560331135e-01
4.479469574801586305e+02,1.529324018507740614e-02,1.913577840177353995e-01,1.942892511130080713e-01
1.789395459107054762e+02,2.042148530584804098e-02,7.248047054028357306e-02,7.272514676249547394e-02
1.416332140712139847e+02,1.441811409544167290e-02,5.505091199285352954e-02,4.953286566321460360e-02
2.574900853470941797e+02,3.848382259683003764e-02,1.038542078612244152e-01,9.821477197993122576e-02
1.548759822229112615e+02,2.388444292088367366e-02,5.007118999231692513e-02,4.729359395331425575e-02
3.223924152403466223e+02,7.475703238169696674e-02,1.124255542924206819e-01,1.090455242730648394e-01
3.294573328263539338e+02,2.086710755116227833e-02,1.556257751620377383e-01,1.610772871206737900e-01
1.526374198998760789e+02,6.621335187561326607e-02,2.875261701919017490e-02,3.563030850904106567e-02
3.864215978785573498e+02,1.477843627209720137e-02,1.735309851382974833e-01,1.778737832576350320e-01
3.226157933702444893e+02,2.664807761566305444e-02,1.520180071683978895e-01,1.538073516185532175e-01
2.692727977078563981e+02,3.390257568102945235e-02,1.171927559494779642e-01,1.150515649102549220e-01
4.669927093197232466e+02,7.376825217360365172e-02,2.030772453000319333e-01,2.033496613546331711e-01
4.423649177533372381e+02,7.722594948036794194e-02,1.880446203318683340e-01,1.924681553620110619e-01
1.883876655059467851e+02,5.587213066580137139e-02,4.302971664426562953e-02,5.368457781288218933e-02
