M,r,m,v_orb
1.404371562693405822e+29,4.987820388957680017e+07,4.202193443173689834e+27,4.399279516680546803e+05
8.960534709084470341e+29,8.476619046080869436e+07,1.715289778552447326e+28,8.479380628086198121e+05
7.195802190770399499e+29,6.990432241817247123e+06,3.002917569705469581e+27,2.626798399048460182e+06
7.038415255340400118e+29,7.674817771970033646e+06,2.464978834872483169e+28,2.517122558471791912e+06
1.487992379950101827e+30,3.016663178535812069e+06,3.748243386877750312e+26,5.741469034465030767e+06
1.759467788358664954e+29,3.404083931125614047e+07,2.629760812911683373e+28,6.296986622610782506e+05
7.371193635283278982e+30,2.230067657783448324e+07,2.107172477078837307e+28,4.702723468556841835e+06
2.334000238834786179e+30,3.940673011314024031e+07,1.405976558915700066e+27,1.988734869037877535e+06
4.441838016436856959e+30,3.300827971440375783e+06,2.546359875849464595e+26,9.476511167876007035e+06
6.217309174728173585e+30,3.082673508968893066e+07,1.347612352479398293e+28,3.672445578071299475e+06
1.467709461341475211e+30,3.491135567736606300e+07,1.966841268942775780e+28,1.686214836602619849e+06
1.203473250827710959e+29,7.528791839488543570e+07,5.090234720852031629e+26,3.273146008043275215e+05
2.648339439962279960e+30,3.471530232032454107e+06,9.956425689265023476e+27,7.150226355385520495e+06
1.374205582700405882e+30,2.661840518261829764e+07,5.851760900462983301e+27,1.860127704776828876e+06
4.486569961638533308e+30,8.337220416268666089e+07,9.509656923370545983e+27,1.897085515538203064e+06
1.159634017998042535e+30,2.655432027117656544e+07,6.840196498867966437e+27,1.712210414832063485e+06
4.231440034907310738e+30,6.830135624445064925e+06,8.029822916494082050e+26,6.429595432039664127e+06
9.863262377189087204e+30,1.257986149727205746e+07,2.602793038148691054e+28,7.240500546104664914e+06
5.024694046717245123e+29,4.101191426556563377e+07,3.958194899586705114e+27,9.078116189098523464e+05
2.198076889069639630e+29,6.442649530404212326e+07,4.916239505455304090e+27,4.824868332349539851e+05
6.072249375813381754e+29,1.832775485524275154e+07,7.853607091260648158e+28,1.580252711877797497e+06
3.207007530631670423e+30,2.622876256555030122e+07,8.744908339368789139e+26,2.856857330297486391e+06
7.558887186600966998e+29,8.888294017642909288e+07,3.823201364699774602e+26,7.535654615949690342e+05
1.502312285696703031e+30,2.973984721293695271e+07,4.671919598277087892e+26,1.836381151113561355e+06
1.797698863416122339e+29,1.504446030021547712e+07,2.033126223010342015e+27,8.980837388032275485e+05
2.833002918149416524e+30,4.329922556067926809e+06,2.022151379541690257e+26,6.608568544567116536e+06
3.632158598216622501e+29,4.310037188066843897e+07,1.265052131324953135e+27,7.512590245802792488e+05
2.405664839987743957e+29,7.201944249670676887e+07,1.215691660035356641e+27,4.733476051931133843e+05
5.319857474460571812e+30,1.259690236023249850e+07,2.492898612739043414e+26,5.308107968173454516e+06
1.345320135135491203e+30,9.332243874107282609e+06,1.181932978671533926e+27,3.103173799045558553e+06
9.311033403545473981e+29,4.653984186802557670e+06,2.241333264467964975e+27,3.659347136225978844e+06
6.275488390759168212e+30,1.370418674880383164e+07,1.809439969605196334e+26,5.527172864698610269e+06
1.486020744521673606e+29,9.200694341505704820e+07,1.182212539638731930e+28,3.411282879446677398e+05
2.467793981231846296e+30,2.428412701072275266e+07,1.913211781549205298e+28,2.614232656732732896e+06
4.528606436955567360e+29,1.420355439114006795e+07,3.344024237971173994e+27,1.464140915172199020e+06
2.242949522805915961e+29,3.035610008109905291e+06,1.889937540977624791e+28,2.314100120102885179e+06
2.236646243901511954e+30,1.732868421257013455e+07,1.682407415263012127e+27,2.935971663865066599e+06
5.316721377432780440e+29,8.546971544502139091e+06,8.236506653389046437e+26,2.039269378348605940e+06
4.568689728382319732e+29,6.408785007282318547e+06,4.251036650014504161e+26,2.182554432003359776e+06
7.715348192011087419e+30,9.930103035143520683e+06,7.688347997113884482e+26,7.198808930246545002e+06
2.503782971139853183e+29,4.836392042797327042e+07,6.629248952617648388e+26,5.885793386529576965e+05
1.057663009468757358e+30,2.431231032693488896e+07,4.872555109251679923e+28,1.742724802630303660e+06
1.116931145455682097e+29,9.027101333897186443e+06,7.818087948930443585e+27,9.400700689929431537e+05
2.121955061723026150e+29,5.637195042875828594e+07,4.886246702157734888e+28,5.559428715421733214e+05
5.845712700651851841e+30,2.072357824329425395e+07,1.424149622459738063e+26,4.338345121031019837e+06
3.788742559635437658e+30,3.004735690501258522e+07,2.663556446005494659e+28,2.910930677302406169e+06
1.299184947396693149e+30,1.176661818119283952e+07,1.282221590467369385e+26,2.714694777905176859e+06
2.785523277162777886e+29,5.421999838816170394e+07,6.576722024535140292e+26,5.862443910485524684e+05
1.304653444582485069e+30,1.832006504255481437e+07,2.427444119030329452e+27,2.182093255387146026e+06
1.057530866742953317e+29,1.245359610360705294e+07,4.716162293091566005e+28,9.052932700886502862e+05
2.666780445064391079e+30,9.833065042556887493e+06,1.969050398909060378e+26,4.254283095609274693e+06
2.713322155992323424e+30,3.159887895368856564e+07,1.140680104912966762e+28,2.398840701975055970e+06
1.959250864791333703e+30,7.405999535648998618e+07,4.676108912225445586e+27,1.330326135890057078e+06
1.669849644883070931e+30,8.759203825286920369e+07,1.939348338324061501e+27,1.128618927013827721e+06
1.404212598733977968e+29,8.496312563060749322e+06,5.097873646378240559e+26,1.052258202020423254e+06
3.110369166879161840e+29,2.488308268810896575e+07,1.040662333098439154e+27,9.149019031843231060e+05
1.408497550984437762e+30,6.322935762521730736e+06,1.493805525258520750e+27,3.858064744041897822e+06
6.142901224091190149e+29,6.776125871944557130e+07,7.833864654478659570e+28,8.259450383960031904e+05
9.639321314432502469e+30,8.021434282879030704e+07,1.423504973927109117e+26,2.831815534791975282e+06
7.038671790408198690e+30,2.553210169282303378e+07,7.154167479312157022e+28,4.310517817302473821e+06
2.013797535577504876e+29,5.683311910291149467e+07,6.097139946874220699e+26,4.870312955880205263e+05
1.513286595963141861e+30,3.969340928879170679e+06,1.282738704179422120e+26,5.045768250781520270e+06
2.468483406678679086e+30,3.272157346955133229e+07,4.464348871079343643e+27,2.245785517113138922e+06
1.875369413653314758e+29,4.351077648445177078e+07,1.466141919392113214e+28,5.569089241512949811e+05
4.218822894981968162e+29,7.123153362120321393e+07,9.846007895117048590e+27,6.360063045734731713e+05
2.702935572032059366e+30,5.896344186749587953e+07,6.161371204209914591e+28,1.768901723087093793e+06
6.341853229256697955e+30,2.684621621221922338e+07,6.217101478795578721e+27,3.972096567160845269e+06
4.824866490328386207e+29,5.172713396642330103e+06,1.882369404480495520e+28,2.543819912074205931e+06
3.005297176808214508e+29,5.617169481923898309e+07,1.600126038523024227e+28,6.132565358014457161e+05
4.401330744204629554e+30,6.780430283815991133e+06,3.054326937254726526e+28,6.603466069191724062e+06
1.478990418436012731e+30,2.966117909525269270e+07,4.623787732496153263e+27,1.827052506873581326e+06
8.977942992276257476e+29,3.671442726759455167e+06,1.036131310155101211e+26,4.041760319977635052e+06
3.253119694153363789e+29,8.241874876133424230e+06,1.508592391270023179e+28,1.660396933271066751e+06
1.397386995607603756e+29,1.783094484844231978e+07,1.243704130406617628e+27,7.264349440113788005e+05
1.085882519169386934e+29,5.193765312390125543e+07,6.662141788786901889e+27,3.848343687291377573e+05
1.445241291414247766e+30,3.216811941818692721e+06,6.371007656472971884e+28,5.597881918428926729e+06
2.411129557059725937e+29,4.950031731510029174e+06,2.709436430610877824e+26,1.804531088495395845e+06
8.934411614723101026e+30,4.603182910871527344e+07,7.418136035835289584e+28,3.613658046923817601e+06
1.640417738234452460e+29,4.476793837456362322e+06,4.045393825553905320e+28,1.746647451281979447e+06
8.020059248330207014e+29,5.196061253798507154e+06,1.305216408910457336e+26,3.210431195663627237e+06
6.156297434957213623e+29,4.689398492878987640e+07,7.106188753547301919e+26,9.365762527597341686e+05
2.914895236914888150e+29,6.446928910192972980e+06,1.173842461864592672e+28,1.772020296552733053e+06
3.144209315041779036e+30,2.170007940689878538e+07,8.653809474859542135e+26,3.109924099718489219e+06
1.938248801773876029e+30,9.661327112201957032e+06,4.136570992741209464e+27,3.662931272219086532e+06
2.828234203233060509e+30,3.976840393066625576e+06,1.844518230072351213e+27,6.892186976018008776e+06
1.464256470351891480e+29,6.446814477620351315e+07,6.342388062442495496e+28,4.660953253416805528e+05
5.075593486629161647e+29,8.814548467026026919e+06,3.324130241761941689e+27,1.966898665236411849e+06
1.095635634108014560e+30,1.327026423112298734e+07,5.202265119675579493e+28,2.402470915858217049e+06
7.135793726622174051e+29,4.512788386405928433e+07,1.412645314394010468e+28,1.037400175796127878e+06
1.205688514342813154e+29,5.422765035178016126e+07,1.087742714454285249e+28,4.022142240050283144e+05
2.443739506121966960e+29,4.784423870418886654e+06,4.260129992775419404e+27,1.862895520836706040e+06
7.763352331585307462e+30,8.658076621158488095e+06,7.119975359316541187e+28,7.768120146319985390e+06
2.114167778200826202e+29,5.089211340691579878e+07,1.818641342247565170e+28,5.487279359040630516e+05
5.059465803852952352e+30,2.895149056562396511e+07,1.178272869031922041e+26,3.414889373381413519e+06
4.408332238507164592e+30,6.137489782489756122e+06,3.559598140999449849e+28,6.950145253235394135e+06
6.061603348576319154e+29,6.587980515166812390e+07,1.916668256159492024e+26,7.837505902874337044e+05
8.581575736386699792e+29,1.991109405465192720e+07,7.630519203644049860e+27,1.703527443649424240e+06
4.446349688332920293e+30,2.914777957800355926e+07,2.886105052275793751e+27,3.191537913391721435e+06
2.298119729160478668e+30,2.257454072725505382e+07,1.565478100805408123e+27,2.607351615832943469e+06
4.719407440071287377e+30,5.102565957806310616e+06,3.408591520259260408e+26,7.855239786292986013e+06
3.274863265051888291e+30,4.239499771475523710e+06,3.261910807255953685e+28,7.215705353479729965e+06
2.412920198358751932e+30,1.396446769753954373e+07,6.272033335275114842e+27,3.400094618241412565e+06
6.698047329547678480e+30,7.689084114483619109e+06,1.189052912533427314e+28,7.628854435251601972e+06
4.421954465645632966e+30,7.188712073195998371e+07,3.006577648597353659e+27,2.026786644120258745e+06
2.281000472116523881e+29,5.535300262487175316e+07,2.367280645191093180e+26,5.246993269376482349e+05
3.136523531641874687e+30,9.112707648781163990e+07,7.318314044569071570e+26,1.515780740069054300e+06
1.490605249043319925e+29,6.990270195287534036e+06,1.651132060247527276e+28,1.257479330858837580e+06
7.107428191698075008e+29,1.145924924086740054e+07,2.811177596079756219e+28,2.074456386077340692e+06
6.215896497550247863e+29,3.763669823441337049e+07,2.479132124051758687e+28,1.070606630429330980e+06
2.537091836791858864e+29,1.025238751974115334e+07,8.336487158321285723e+26,1.287318560784333386e+06
7.512945134228721383e+30,2.468034347731778771e+07,8.480994959764758772e+28,4.532020358303883113e+06
1.547224581797793356e+29,7.473857895422153175e+07,1.847331747612954732e+28,3.932687276049372158e+05
1.022819101376740219e+29,7.468292083080790937e+07,1.604207203705340063e+28,3.251764572537901113e+05
4.424269842361142670e+29,7.516937154779185541e+06,3.301363856338820221e+28,2.054774586020783288e+06
9.582734075573670383e+30,3.820716852154284250e+06,6.390735103559841826e+27,1.293080849318226986e+07
3.383687576087749239e+29,3.321462459988940880e+07,3.904262369392777657e+27,8.293068426565089030e+05
4.585519356457203218e+30,3.549646595440982282e+07,8.589155681989090592e+28,2.963438475571542047e+06
2.219357545304349875e+29,5.970266861484434456e+06,1.804426433703652819e+26,1.576045366971173789e+06
1.488526975970456962e+30,1.308982970127890445e+07,2.633941828496223128e+26,2.755081056230979972e+06
8.256931284800884208e+30,1.461560526170136780e+07,7.924818249446439595e+28,6.168034389721035957e+06
2.710356816133599171e+30,2.854912263075887039e+07,2.243789532682748924e+27,2.518086690938267391e+06
9.141468147733301871e+30,6.636441325253880024e+07,1.672867567992881487e+27,3.032079612368023489e+06
1.409656499806409579e+30,6.562729670682097226e+07,3.941973748040278881e+28,1.213925464350099675e+06
9.261245848408427833e+30,4.451123786438975483e+06,3.508649277481510358e+28,1.179708160772095248e+07
4.721652960341597339e+30,3.937589759813652188e+07,7.822046525445695106e+27,2.831114474644719157e+06
3.601608081921461103e+30,1.802616991222036630e+07,1.045519680427593212e+27,3.651861651521292049e+06
5.983837261890775064e+30,3.855955999566077441e+07,4.073631418962407836e+28,3.228902081915258430e+06
1.832242845407001836e+30,4.322500689765225165e+06,2.035738365530647916e+26,5.320015750186111778e+06
5.160943359109799347e+29,7.001005987650413066e+06,9.139861288951816685e+27,2.237886143520203885e+06
1.139107942759809290e+30,9.195790367770912126e+06,1.906215945901871800e+28,2.899300937424608041e+06
2.837924199658677867e+29,8.402093833526387811e+06,4.373233782652778885e+27,1.513067873659716686e+06
3.589948742690666302e+30,3.071503049438041449e+07,5.457608290458319494e+27,2.794903367506774142e+06
2.188552671844379223e+29,2.571665606407160312e+07,8.492806764201128240e+28,8.879135675006704405e+05
1.426907753992700454e+30,1.427876911728962511e+07,6.112327526736903391e+27,2.588008250957166310e+06
1.179771387388782674e+30,6.371589487246870063e+06,2.182005859868688565e+27,3.518882867077600677e+06
2.207016636845017414e+30,8.549427238189190626e+07,3.472191504894039771e+28,1.322852044258192414e+06
3.318739751764073836e+30,1.060863762389869988e+07,3.854216966792860947e+26,4.569075869160312228e+06
1.658272016844310401e+29,6.052363754751377553e+07,3.426083455245636557e+26,4.280621992582706735e+05
1.777795994366245591e+30,5.160361445801408961e+06,2.762155365975233450e+28,4.832599535460339859e+06
6.728399423427302156e+29,2.247009401779096574e+07,2.497009586841904184e+28,1.439655136051395908e+06
1.692009789180728228e+30,6.630946534263806418e+06,2.895427604683694434e+26,4.127207159386038315e+06
2.443256631976457799e+30,4.570283344845639169e+07,1.327808482318210427e+27,1.889351175983357709e+06
1.482378718620331626e+30,3.389672593297845870e+07,3.350157555750453046e+27,1.710315628257317934e+06
2.922618666188722074e+30,3.191853434164389968e+06,5.224021102361419448e+27,7.826063942140633240e+06
1.096605739024812454e+30,9.228010754447731376e+07,1.831553499720433933e+26,8.906315702128701378e+05
8.428215243028443641e+29,2.136859462075413391e+07,3.782622340328662212e+26,1.622811056600331794e+06
3.745740880953152888e+29,8.206457286036798358e+07,9.300887411078377995e+27,5.587396931891563581e+05
2.872786425501873584e+29,7.091083181605997682e+07,2.303151580090651259e+26,5.201902036629593349e+05
2.458126406123577721e+30,4.116350195802003145e+07,7.871234627069518231e+26,1.996622909400119446e+06
2.462763484277009486e+30,4.507181255480532348e+07,4.074434060270048359e+26,1.909748823498157784e+06
2.460169476953674677e+29,4.855732276067301631e+07,1.334778817166386600e+26,5.816559644467656035e+05
8.783646177451609167e+30,5.158478119242615998e+06,3.160764650784788627e+27,1.065511087065854482e+07
2.199386528282163480e+30,9.515979137059567496e+06,2.093071806008967717e+28,3.945971397777402308e+06
1.154601843070203405e+30,3.997844003036596626e+07,3.533763193644143224e+27,1.390448598140760558e+06
4.812277944414008877e+30,2.484362760869757831e+07,1.674833933700787990e+26,3.595232036960128695e+06
