t,R,C,dR_dt
5.721144228845769675e+00,1.403742105921801549e-02,1.930222642366550190e+01,-3.446424175111461458e-02
5.741148229645929746e+00,1.336709744239694166e-02,1.918711337052794974e+01,-3.257436027408919937e-02
5.761152230446089817e+00,1.273342576150207628e-02,1.907266925035756344e+01,-3.079851251361555992e-02
5.781156231246249888e+00,1.213419971503076379e-02,1.895889122403163540e+01,-2.912927662665651743e-02
5.801160232046409959e+00,1.156735689278672041e-02,1.884577639490349199e+01,-2.755974584911705799e-02
5.821164232846569142e+00,1.103096751793329958e-02,1.873332181499232618e+01,-2.608348787397453405e-02
5.841168233646729213e+00,1.052322674173091985e-02,1.862152448912953062e+01,-2.469451383577580400e-02
5.861172234446889284e+00,1.004244469513807317e-02,1.851038138040067338e+01,-2.338724298378547922e-02
5.881176235247049355e+00,9.587039804858036446e-03,1.839988941376554266e+01,-2.215647602369737873e-02
5.901180236047209426e+00,9.155530682587703639e-03,1.829004548045197609e+01,-2.099736597963559187e-02
5.921184236847369498e+00,8.746529511776649987e-03,1.818084644156806107e+01,-1.990539339182039250e-02
5.941188237647529569e+00,8.358736171573120585e-03,1.807228913124520631e+01,-1.887634394676908356e-02
5.961192238447689640e+00,7.990931431733530599e-03,1.796437036035728951e+01,-1.790628471732668564e-02
5.981196239247849711e+00,7.641972653164024951e-03,1.785708691881000121e+01,-1.699154674590870953e-02
6.001200240048009782e+00,7.310787676313875577e-03,1.775043557884731626e+01,-1.612870415014127506e-02
6.021204240848169853e+00,6.996370721114071253e-03,1.764441309726088036e+01,-1.531455832320539195e-02
6.041208241648329924e+00,6.697778068741834859e-03,1.753901621768547514e+01,-1.454612214584209695e-02
6.061212242448489995e+00,6.414123319874467065e-03,1.743424167316143780e+01,-1.382060378986616628e-02
6.081216243248650066e+00,6.144574547985212631e-03,1.733008618763355102e+01,-1.313539510920799444e-02
6.101220244048810137e+00,5.888349980548764767e-03,1.722654647825429919e+01,-1.248805725648531768e-02
6.121224244848970208e+00,5.644715012030029552e-03,1.712361925697428688e+01,-1.187630958758688869e-02
6.141228245649130280e+00,5.412979497400854066e-03,1.702130123195737355e+01,-1.129801950134227961e-02
6.161232246449290351e+00,5.192494135161105154e-03,1.691958910949516337e+01,-1.075119071433857862e-02
6.181236247249450422e+00,4.982648483627715244e-03,1.681847959504114698e+01,-1.023395529258616307e-02
6.201240248049610493e+00,4.782868404033042281e-03,1.671796939454171849e+01,-9.744564755639891634e-03
6.221244248849770564e+00,4.592613238182863787e-03,1.661805521590362744e+01,-9.281380937731030512e-03
6.241248249649930635e+00,4.411374346450951285e-03,1.651873376974389984e+01,-8.842869888958847235e-03
6.261252250450090706e+00,4.238672801069547254e-03,1.642000177057609989e+01,-8.427594277288775332e-03
6.281256251250250777e+00,4.074057241353993934e-03,1.632185593789809275e+01,-8.034206368497952971e-03
6.301260252050409960e+00,3.917102694273013642e-03,1.622429299678945114e+01,-7.661443132744570096e-03
6.321264252850570031e+00,3.767408634441982325e-03,1.612730967889072176e+01,-7.308120020836435422e-03
6.341268253650730102e+00,3.624597251596876381e-03,1.603090272325428955e+01,-6.973125354441552654e-03
6.361272254450890173e+00,3.488312515763502143e-03,1.593506887681029838e+01,-6.655416429671755577e-03
6.381276255251050245e+00,3.358218640243677139e-03,1.583980489512769374e+01,-6.354014596284689870e-03
6.401280256051210316e+00,3.233998548287633258e-03,1.574510754313663163e+01,-6.068000513435643437e-03
6.421284256851370387e+00,3.115353165423136519e-03,1.565097359547025135e+01,-5.796511107739708499e-03
6.441288257651530458e+00,3.002000283351110264e-03,1.555739983702311058e+01,-5.538735828831928797e-03
6.461292258451690529e+00,2.893673122366200324e-03,1.546438306359425141e+01,-5.293912479910546642e-03
6.481296259251850600e+00,2.790119805490735936e-03,1.537192008212524996e+01,-5.061324853655806491e-03
6.501300260052010671e+00,2.691102503213301227e-03,1.528000771112008671e+01,-4.840299842210559270e-03
6.521304260852170742e+00,2.596396272368690916e-03,1.518864278114014965e+01,-4.630204097520362189e-03
6.541308261652330813e+00,2.505788412954049974e-03,1.509782213506740689e+01,-4.430441729103671775e-03
6.561312262452490884e+00,2.419077930091335926e-03,1.500754262835746466e+01,-4.240452259353710840e-03
6.581316263252650955e+00,2.336074759714358746e-03,1.491780112938423031e+01,-4.059708231182434721e-03
6.601320264052811027e+00,2.256598849098073387e-03,1.482859451977394727e+01,-3.887712648814990648e-03
6.621324264852971098e+00,2.180479905212821291e-03,1.473991969450406003e+01,-3.723997653600560984e-03
6.641328265653131169e+00,2.107556823041541617e-03,1.465177356217483329e+01,-3.568122692246025653e-03
6.661332266453291240e+00,2.037676986268064597e-03,1.456415304525236998e+01,-3.419672532858211884e-03
6.681336267253451311e+00,1.970695714520972943e-03,1.447705508023723198e+01,-3.278255596970718402e-03
6.701340268053611382e+00,1.906476049243587337e-03,1.439047661774627684e+01,-3.143502908051034814e-03
6.721344268853771453e+00,1.844888288310350243e-03,1.430441462273493691e+01,-3.015066657433097819e-03
6.741348269653931524e+00,1.785809384019287254e-03,1.421886607464467644e+01,-2.892618598331672414e-03
6.761352270454090707e+00,1.729122583274001618e-03,1.413382796748789971e+01,-2.775848888952326711e-03
6.781356271254250778e+00,1.674717258620163308e-03,1.404929730990459369e+01,-2.664465277801866989e-03
6.801360272054410849e+00,1.622488531663605991e-03,1.396527112534337789e+01,-2.558191983486066915e-03
6.821364272854570920e+00,1.572336817568528418e-03,1.388174645212610159e+01,-2.456768490308127665e-03
6.841368273654730991e+00,1.524167492840595257e-03,1.379872034349367560e+01,-2.359948579914857188e-03
6.861372274454891063e+00,1.477890820433218040e-03,1.371618986762361558e+01,-2.267499791748279429e-03
6.881376275255051134e+00,1.433421617124114658e-03,1.363415210777326436e+01,-2.179202503774981675e-03
6.901380276055211205e+00,1.390678996997689060e-03,1.355260416231253551e+01,-2.094849161155293727e-03
6.921384276855371276e+00,1.349585969939962266e-03,1.347154314471832670e+01,-2.014243315067305341e-03
6.941388277655531347e+00,1.310069415811667727e-03,1.339096618357626767e+01,-1.937199255017922270e-03
6.961392278455691418e+00,1.272059862503294126e-03,1.331087042263121134e+01,-1.863541360484539814e-03
6.981396279255851489e+00,1.235491334579834994e-03,1.323125302089557209e+01,-1.793103577548049417e-03
7.001400280056011560e+00,1.200300997448702908e-03,1.315211115256215813e+01,-1.725728618007831699e-03
7.021404280856171631e+00,1.166429010668165647e-03,1.307344200698354442e+01,-1.661267489094733589e-03
7.041408281656331702e+00,1.133818511796696581e-03,1.299524278867062321e+01,-1.599579222695972185e-03
7.061412282456491774e+00,1.102415381617155663e-03,1.291751071734222300e+01,-1.540530303807674355e-03
7.081416283256651845e+00,1.072168180654054295e-03,1.284024302799418216e+01,-1.483994358103919546e-03
7.101420284056811916e+00,1.043027829756151999e-03,1.276343697073654226e+01,-1.429851496783896567e-03
7.121424284856971987e+00,1.014947538925004217e-03,1.268708981076983378e+01,-1.377988026647642772e-03
7.141428285657132058e+00,9.878828014756430541e-04,1.261119882838298700e+01,-1.328296256240456665e-03
7.161432286457292129e+00,9.617912015398805223e-04,1.253576131895504986e+01,-1.280674056501074310e-03
7.181436287257452200e+00,9.366323864648458701e-04,1.246077459307050184e+01,-1.235024656318428355e-03
7.201440288057612271e+00,9.123678258930771005e-04,1.238623597629074702e+01,-1.191256163999182636e-03
7.221444288857771454e+00,8.889607179101772149e-04,1.231214280909280134e+01,-1.149281299688058484e-03
7.241448289657931525e+00,8.663759890448098763e-04,1.223849244686927840e+01,-1.109017257117872034e-03
7.261452290458091596e+00,8.445802329538697846e-04,1.216528225990087009e+01,-1.070385489561983270e-03
7.281456291258251667e+00,8.235415555569703359e-04,1.209250963343010810e+01,-1.033311384975062761e-03
7.301460292058411738e+00,8.032295730519497818e-04,1.202017196762056450e+01,-9.977241444819955583e-04
7.321464292858571810e+00,7.836151985981938640e-04,1.194826667729216396e+01,-9.635564028086624714e-04
7.341468293658731881e+00,7.646706321565445138e-04,1.187679119191205679e+01,-9.307441135523005426e-04
7.361472294458891952e+00,7.463693604892994177e-04,1.180574295559460651e+01,-8.992264488589089572e-04
7.381476295259052023e+00,7.286860909359535194e-04,1.173511942704790556e+01,-8.689456215232908235e-04
7.401480296059212094e+00,7.115966383207283008e-04,1.166491807966566618e+01,-8.398466580460385534e-04
7.421484296859372165e+00,6.950779441484069166e-04,1.159513640147611824e+01,-8.118773357429000812e-04
7.441488297659532236e+00,6.791078983867599242e-04,1.152577189481031894e+01,-7.849878914470374012e-04
7.461492298459692307e+00,6.636653336951893424e-04,1.145682207629409888e+01,-7.591309415718570540e-04
7.481496299259852378e+00,6.487300254247298443e-04,1.138828447684805667e+01,-7.342614101372311932e-04
7.501500300060012449e+00,6.342826818076903938e-04,1.132015664167057345e+01,-7.103364468096914561e-04
7.521504300860172521e+00,6.203047994831405133e-04,1.125243613012527000e+01,-6.873151974294042883e-04
7.541508301660332592e+00,6.067787434732614541e-04,1.118512051605690694e+01,-6.651588318159930421e-04
7.561512302460492663e+00,5.936876067756909677e-04,1.111820738729827518e+01,-6.438303277089849150e-04
7.581516303260652734e+00,5.810151601976433922e-04,1.105169434554724361e+01,-6.232943622965092393e-04
7.601520304060812805e+00,5.687458523559096521e-04,1.098557900636675910e+01,-6.035172612468307296e-04
7.621524304860972876e+00,5.568648096768571499e-04,1.091985899918484115e+01,-5.844669484492264486e-04
7.641528305661132947e+00,5.453578310049451983e-04,1.085453196727949710e+01,-5.661128908603997893e-04
7.661532306461293018e+00,5.342112601780986143e-04,1.078959556757335214e+01,-5.484259191327908820e-04
7.681536307261453089e+00,5.234120715172103488e-04,1.072504747112678025e+01,-5.313782738332612898e-04
7.701540308061612272e+00,5.129477722937263997e-04,1.066088536257289121e+01,-5.149434626002520696e-04
7.721544308861772343e+00,5.028063464587627851e-04,1.059710693990683161e+01,-4.990961655213102879e-04
7.741548309661932414e+00,4.929762546431081449e-04,1.053370991448580973e+01,-4.838122000782780780e-04
7.761552310462092485e+00,4.834464341572223319e-04,1.047069201102907954e+01,-4.690684865812437239e-04
7.781556311262252557e+00,4.742062989912363032e-04,1.040805096761794601e+01,-4.548430140868320922e-04
7.801560312062412628e+00,4.652457251959950333e-04,1.034578453563515410e+01,-4.411147929319715936e-04
7.821564312862572699e+00,4.565549361654398937e-04,1.028389047953280411e+01,-4.278637148928102121e-04
7.841568313662732770e+00,4.481246228735260261e-04,1.022236657755468237e+01,-4.150706389975285238e-04
7.861572314462892841e+00,4.399458327602734625e-04,1.016121062089584015e+01,-4.027172579776545111e-04
7.881576315263052912e+00,4.320099395556561668e-04,1.010042041353726638e+01,-3.907860456420691260e-04
7.901580316063212983e+00,4.243086432796018721e-04,1.003999377224590361e+01,-3.792602335352941007e-04
7.921584316863373054e+00,4.168339702419921887e-04,9.979928526574632031e+00,-3.681237879219435502e-04
7.941588317663533125e+00,4.095782730426626586e-04,9.920222518862281902e+00,-3.573613870943312485e-04
7.961592318463693196e+00,4.025342305714025930e-04,9.860873604233628242e+00,-3.469583990002104968e-04
7.981596319263853268e+00,3.956948162366057402e-04,9.801879650399566657e+00,-3.369008321251674943e-04
8.001600320064012450e+00,3.890532202379800783e-04,9.743238537582037395e+00,-3.271752500499369980e-04
8.021604320864172522e+00,3.826029755706880967e-04,9.684948159418697244e+00,-3.177688604068396451e-04
8.041608321664332593e+00,3.763378423478809802e-04,9.627006421771392652e+00,-3.086693978719290020e-04
8.061612322464492664e+00,3.702517964372935462e-04,9.569411242633382386e+00,-2.998650991796723039e-04
8.081616323264652735e+00,3.643390294612448409e-04,9.512160552129326874e+00,-2.913446881494615890e-04
8.101620324064812806e+00,3.585939487966377601e-04,9.455252292515298862e+00,-2.830973609216362770e-04
8.121624324864972877e+00,3.530111775749592115e-04,9.398684418178772759e+00,-2.751127714010398245e-04
8.141628325665132948e+00,3.475855546822801149e-04,9.342454895638637069e+00,-2.673810169061349327e-04
8.161632326465293019e+00,3.423121347592554564e-04,9.286561703545185509e+00,-2.598926240217119192e-04
8.181636327265453090e+00,3.371861639556959778e-04,9.231002832413228276e+00,-2.526385164724456104e-04
8.201640328065613161e+00,3.322029971820090327e-04,9.175776284237958436e+00,-2.456099413829688507e-04
8.221644328865773232e+00,3.273582461171655258e-04,9.120880074406757743e+00,-2.387985690682829744e-04
8.241648329665933304e+00,3.226476744700954588e-04,9.066312229906879239e+00,-2.321964021201895745e-04
8.261652330466093375e+00,3.180671819314385583e-04,9.012070789107392343e+00,-2.257957539087665131e-04
8.281656331266253446e+00,3.136128041735440587e-04,8.958153801759182855e+00,-2.195892394099166565e-04
8.301660332066413517e+00,3.092807128504706485e-04,8.904559328994947620e+00,-2.135697661610548885e-04
8.321664332866573588e+00,3.050672155979866325e-04,8.851285443329199865e+00,-2.077305253437041854e-04
8.341668333666733659e+00,3.009687560335697694e-04,8.798330228658267416e+00,-2.020649829917840084e-04
8.361672334466893730e+00,2.969819137564073800e-04,8.745691780260292703e+00,-1.965668713243642375e-04
8.381676335267053801e+00,2.931034043473964559e-04,8.693368204795230980e+00,-1.912301802016789067e-04
8.401680336067213872e+00,2.893300793691432797e-04,8.641357620304853882e+00,-1.860491487031810964e-04
8.421684336867373943e+00,2.856588965380229064e-04,8.589658155597298617e+00,-1.810182378944283528e-04
8.441688337667534014e+00,2.820868461256940550e-04,8.538267949583008942e+00,-1.761320780492293112e-04
8.461692338467694086e+00,2.786111231600225512e-04,8.487185155235824396e+00,-1.713855714772175172e-04
8.481696339267854157e+00,2.752290162805528509e-04,8.436407936366899563e+00,-1.667738138375336569e-04
8.501700340068014228e+00,2.719378936440496920e-04,8.385934467282499583e+00,-1.622920797889674496e-04
8.521704340868174299e+00,2.687352029244984746e-04,8.335762932783991275e+00,-1.579358177935682138e-04
8.541708341668334370e+00,2.656184713131046638e-04,8.285891528167859121e+00,-1.537006449925574060e-04
8.561712342468494441e+00,2.625853055182943326e-04,8.236318459225689281e+00,-1.495823421538524430e-04
8.581716343268654512e+00,2.596333917657138901e-04,8.187041942244182025e+00,-1.455768486905024408e-04
8.601720344068814583e+00,2.567604957982301908e-04,8.138060204005139298e+00,-1.416802577493414951e-04
8.621724344868974654e+00,2.539644628759304252e-04,8.089371481785478935e+00,-1.378888113691703826e-04
8.641728345669134725e+00,2.512432177761222290e-04,8.040974023357223999e+00,-1.341988957077744219e-04
8.661732346469294797e+00,2.485947647933335744e-04,7.992866086987507224e+00,-1.306070363370940646e-04
8.681736347269454868e+00,2.460171877393129325e-04,7.945045941438568349e+00,-1.271098936058599684e-04
8.701740348069614939e+00,2.435086499430291112e-04,7.897511865967758560e+00,-1.237042580690141634e-04
8.721744348869775010e+00,2.410673780697538630e-04,7.850262149888926011e+00,-1.203870378839076109e-04
8.741748349669935081e+00,2.386915763932246758e-04,7.803295091160143748e+00,-1.171552129296986116e-04
8.761752350470095152e+00,2.363795812101957699e-04,7.756609001152702021e+00,-1.140059094461399005e-04
8.781756351270255223e+00,2.341297924211847078e-04,7.710202201432373670e+00,-1.109363608835580459e-04
8.801760352070415294e+00,2.319406542935637243e-04,7.664073023122830897e+00,-1.079438953183096093e-04
8.821764352870575365e+00,2.298106554615598357e-04,7.618219806905644376e+00,-1.050259327068739932e-04
