z,s,omega,A
3.907965668922325886e+00,1.317331355638597934e+00,4.869441689848022392e+00,-8.625312342904017937e-01
2.982218493539646076e+00,1.137254821210433198e+00,4.224899496222891848e+00,-5.509992636321209281e-01
7.410722211365393663e-01,4.251810398559320858e-01,2.655730061633979400e+00,7.716347856344605294e-01
2.139488003631921931e+00,7.943959177137902561e-01,3.006311647068299564e+00,6.949837079921078464e-02
6.465827629696878631e-01,1.261959359067631237e+00,3.394055380910411479e+00,7.009401402647288393e-01
2.537984727119879214e+00,1.443440801517540839e+00,4.106727082928525618e+00,-4.647524296989617998e-01
2.314136158271741905e+00,5.894907636285100505e-01,3.223800646107283008e+00,7.153095582756369142e-02
2.291565981961102505e+00,6.214544709529786770e-01,4.290448727071247248e+00,4.340064804987536773e-02
3.055611661876686647e+00,3.018955423240692881e-01,2.169465747333464201e+00,8.793434334786953688e-02
8.766461028275451817e-01,1.131224947932069291e+00,4.323235624410709299e+00,5.344259812014047206e-01
4.688713876797161006e+00,9.864867900287366265e-01,4.210983432615817534e+00,-6.851203794613525133e-01
3.515037105952655061e+00,1.181317030608674212e+00,2.839307759985895352e+00,-7.674720149252125534e-01
4.171772384446026827e+00,3.327025139417500998e-01,1.973573079339750569e+00,-1.672129446301157674e-01
4.514965791639671266e+00,1.097284442035065366e+00,3.984492480348448495e+00,-6.981221058752999920e-01
3.041604220540337078e+00,1.139866308918090265e+00,4.176064197602290307e+00,-5.864885405999453738e-01
4.890256382516232625e-01,1.402861831351435162e+00,2.324527443811467364e+00,8.547037131572392532e-01
3.643988073353462642e+00,3.499577767428770358e-01,3.831120699476035618e+00,-1.737609224426421295e-01
2.974421515037783514e+00,1.047054179944635566e+00,3.561834334929351531e+00,-4.511490018928294710e-01
4.181998944200876700e+00,1.437766246813834581e+00,3.807858990881547889e+00,-6.564529916868789838e-01
2.801154225329417713e+00,1.046229287539272246e+00,3.640913340896616113e+00,-3.563128038028950395e-01
4.122247248211704296e+00,5.815520858831152440e-01,2.555490295754513141e+00,-4.413778549304087639e-01
4.985948377440711177e+00,7.905613977342417220e-01,4.318012909167277869e+00,-6.800263309703920012e-01
1.947607613429074291e+00,1.194980343999829442e+00,3.363746703986284281e+00,4.245646912537309747e-02
1.103800768097168206e+00,1.349546398743365350e+00,3.473571871067733241e+00,3.672092139976992908e-01
2.140871557433343231e+00,9.193438696176435831e-01,4.877580698478463539e+00,-4.981856178189247863e-03
3.839334952368679055e+00,1.042007766459920770e+00,2.598714472027098488e+00,-7.405532092125870491e-01
2.364375979734040456e+00,1.459669865082996010e+00,2.179498367957610316e+00,-1.873532415187787459e-01
3.065386514317309796e+00,1.085000761006370995e+00,2.281077920172412288e+00,-4.186147689892547041e-01
8.985848180318539713e-01,8.517881394632417225e-01,3.026191732184322358e+00,5.962134930695728308e-01
3.712780501389707499e+00,4.255718154942071951e-01,1.856782608039437399e+00,-1.269631073898586648e-01
1.616387288772547448e+00,1.211977870525248857e+00,2.785793159758782611e+00,1.933571015321841613e-01
1.195902533898885789e+00,1.387673070278103049e+00,2.765627343555447037e+00,3.391027287401732759e-01
4.355864993341014291e+00,7.910246547140483697e-01,1.962822051905728449e+00,-5.931906078637451118e-01
2.952740259266792400e+00,6.883682738969437720e-01,2.751358325748272549e+00,-1.640843017564259654e-01
2.577145029027376744e+00,4.502709122619689142e-01,3.075590842821326554e+00,6.240207263372890556e-02
4.524471696667877296e+00,8.198565011264118407e-01,1.800468209335035041e+00,-6.073168088166357448e-01
7.042584494867123457e-01,1.471491311197985263e+00,3.918144821826912594e+00,6.124352157467857216e-01
3.571925916602196160e+00,1.015645610325898840e+00,4.162056887690141593e+00,-7.283606754838534147e-01
1.841516761893631893e+00,8.321047018926105432e-01,3.278314319375515318e+00,1.574353210838433936e-01
1.124425824929881079e+00,3.040381846127884757e-01,4.155855360389165476e+00,6.467507573090373052e-01
3.471553654846210701e+00,9.001615047404721848e-01,2.930253036157074664e+00,-5.361068897562143443e-01
2.005263169055799821e+00,6.582880158392929726e-01,2.568366895849241605e+00,1.759434361410257552e-01
1.850510412721498410e+00,5.597615462499881955e-01,2.233243990759813613e+00,2.842127910806983571e-01
4.735285496577183117e+00,7.096182982396529448e-01,2.533471871300944311e+00,-6.565487053845824317e-01
1.236702201193584871e+00,1.251408834342123022e+00,2.458375050120582550e+00,3.539132809423324866e-01
2.707216191837354735e+00,1.016042543994427616e+00,4.635716219703973628e+00,-3.117741010577654848e-01
4.128620431553415293e-01,6.769915873587012412e-01,3.708617310297273040e+00,9.145457451013896399e-01
1.067830028343693893e+00,1.303842343128597481e+00,4.637137955379039056e+00,3.772578972620316828e-01
4.452068048077741480e+00,9.613869893652265963e-01,1.679148222251436451e+00,-6.451532882366366461e-01
4.009463476787578529e+00,1.088521101094762855e+00,4.329705555569134390e+00,-8.378521362148160234e-01
2.917126803253754286e+00,7.676908715731332045e-01,1.625956932969117474e+00,-4.810698001440794069e-02
1.345530961159393302e+00,1.290522652845463192e+00,2.454344400461866638e+00,3.034647663448171717e-01
2.921413638320140116e+00,9.192002552630622603e-01,3.116007447857095602e+00,-3.100985123426519552e-01
3.570886727339789846e-01,7.871091861177283988e-01,4.619186865280866527e+00,9.520358075716820467e-01
3.651070065408227094e+00,7.062576817237958826e-01,1.843299637662735968e+00,-3.054471391846680928e-01
3.668728198649522376e+00,1.105750627512828821e+00,3.900024511381564807e+00,-8.119036748346314392e-01
3.336411610761867763e+00,1.397234376732315653e+00,3.448198720825849328e+00,-8.875309662944188549e-01
3.173291816093446016e+00,1.454663205258292846e+00,3.002265126130252870e+00,-8.377962030758783207e-01
6.464672333353264078e-01,6.562536236648028876e-01,2.325287244876943049e+00,7.902594045569232284e-01
1.458108054539585252e+00,1.023983782067209747e+00,2.686861474754474788e+00,2.854796032118859794e-01
2.999576826060279977e+00,5.551463923950397117e-01,2.870009738376501307e+00,-1.132310168508137149e-01
2.152677800335818681e+00,1.366816551933849766e+00,4.876305407976285977e+00,-1.485893223234845406e-01
4.962509174332791595e+00,1.424552388308924167e+00,1.678918820467082185e+00,-3.871322994165722342e-01
4.641603179663351675e+00,1.032795290781303832e+00,4.830318953244550073e+00,-6.696730989593244754e-01
1.014437141855924152e+00,1.306630560018358755e+00,2.415980524015761244e+00,4.586589122966788223e-01
3.072814785452794517e+00,3.958162805478956381e-01,1.626161232095595155e+00,7.853718767048700755e-02
3.572210998686246253e+00,1.117698397391626797e+00,3.424717813245847786e+00,-7.777200118275132690e-01
9.417540472141647800e-01,1.215221056887943352e+00,4.027205346299572497e+00,4.768584927735233236e-01
1.769199541375505058e+00,1.383908520796270469e+00,3.825470209626812501e+00,7.926007385989314313e-02
3.664813880549823377e+00,1.319223553479542455e+00,4.754623603614645866e+00,-9.165810676038556037e-01
4.535208039087332388e+00,1.049970539771650557e+00,3.592519282243407108e+00,-7.196616405511977455e-01
1.906190455968835851e+00,4.864341430203344419e-01,4.153822331207987162e+00,2.422813763829142208e-01
1.423035444949018791e+00,1.302624491451108923e+00,4.071513224531336128e+00,2.222102386716158784e-01
4.162422412832008867e+00,5.790525519912348429e-01,4.399068109453181386e+00,-5.285646438348408083e-01
3.049418597060688185e+00,1.084094328875582436e+00,3.442497536472736375e+00,-5.160974992021075680e-01
2.539965582017121193e+00,3.691181776393121505e-01,1.517983930479733568e+00,2.413012426603985960e-01
1.503905100711093956e+00,6.458487528143265211e-01,4.041667231809651817e+00,3.334827774212344997e-01
6.414942386471086389e-01,9.099393830830466712e-01,2.777169922752876108e+00,7.582106392241613202e-01
3.840896782157837142e-01,1.275805384884071580e+00,3.627549516680217412e+00,9.455313539701243331e-01
3.025859848651245354e+00,3.238793149171861896e-01,4.771576148170815657e+00,-4.918641197637629858e-03
1.198218285262351523e+00,4.713754786187619450e-01,2.005025460281977701e+00,5.798499462918333958e-01
4.885004998606055970e+00,1.234496181948419036e+00,4.848677258824605651e+00,-2.723448398123195502e-01
8.051429734148921602e-01,4.369872742411745614e-01,4.541454275146308284e+00,7.304998530559131398e-01
2.424817305137409562e+00,4.879753130448740706e-01,1.634962945845543025e+00,1.949443563750045127e-01
2.154901046233511863e+00,1.240846450318498606e+00,2.493576195468597323e+00,-1.988834935442990171e-02
1.391863933841995582e+00,5.617923148099153163e-01,3.914544784594410132e+00,4.174935513333587478e-01
3.819151907518494760e+00,9.771439191765802779e-01,2.593408550962655212e+00,-6.908946793338719417e-01
3.325412381777458570e+00,7.002279500006369783e-01,3.386080562548904549e+00,-3.410401809853899069e-01
3.711061119743788606e+00,3.964622353353489670e-01,2.976863443861053504e+00,-2.031952204408835339e-01
6.892003067135251682e-01,1.349767557880320545e+00,4.769294946221149800e+00,6.375992522589251088e-01
1.957894053773103993e+00,6.688373615986143994e-01,3.275291036643633191e+00,1.620958000921287889e-01
2.743215449370889569e+00,8.088454883451441368e-01,4.668891227941693423e+00,-2.104022476922882134e-01
2.305589375532132834e+00,1.227709091480138293e+00,4.008371988851140877e+00,-1.726021783395902398e-01
4.909025408019025982e-01,1.290570945711967177e+00,3.875947213653926138e+00,8.371905913471558991e-01
1.211929038033728201e+00,4.597304271821363586e-01,3.400993326495659108e+00,5.463469362465491752e-01
4.741615847031744657e+00,6.627079344819241102e-01,4.827891572414355181e+00,-6.933401334734544674e-01
1.064077706340595508e+00,1.268846063710824534e+00,4.136371569368592738e+00,3.911332171167893890e-01
4.304645962575043505e+00,1.075806748838599169e+00,1.583120190662454352e+00,-6.555589929866685317e-01
4.164044647602868743e+00,5.449593797601124390e-01,4.476634466502869003e+00,-4.978020705000119617e-01
2.139080658267107804e+00,1.357180203312104538e+00,1.829638108485576176e+00,4.152541853261909610e-02
2.493882543268038265e+00,9.477000522999959875e-01,3.696313104618002221e+00,-1.450578746231807603e-01
4.172808495954620334e+00,1.078119118130209664e+00,3.203697490916374235e+00,-8.048730654379268046e-01
3.499225730179998717e+00,9.906637877547704862e-01,2.893754829515065463e+00,-6.203028409298592116e-01
4.233635561216633647e+00,4.817615801260110575e-01,2.121337452451285355e+00,-3.317290749910665193e-01
3.860703953410981715e+00,4.183495628420630386e-01,4.432384095251480360e+00,-3.007400513551860000e-01
3.548975953370841818e+00,8.262951891191313569e-01,3.596976417570282969e+00,-5.405214650482881300e-01
4.590978298232327504e+00,6.220900088813575701e-01,3.921068044541812458e+00,-6.411964846917467264e-01
4.167193525544567123e+00,1.387043736513372094e+00,3.224417828606763958e+00,-7.255465567537212612e-01
1.141594631640068247e+00,1.297600051905597907e+00,1.936624705228638277e+00,4.281441486515254469e-01
3.816654092881851312e+00,1.468202934709155194e+00,2.508479549069038583e+00,-8.661264139362808701e-01
7.074022186383511768e-01,5.894828305642850763e-01,4.087412111942255954e+00,7.504361747176921948e-01
2.301524329381901435e+00,7.586326358034577444e-01,4.357036330187668227e+00,-1.098105403358445864e-02
2.164733869621098705e+00,1.165589804020229936e+00,4.293349618362566567e+00,-7.715522951121472905e-02
1.250190041684777764e+00,7.205485907945504698e-01,2.574480266431431907e+00,4.545402037098525416e-01
4.708154010589149507e+00,1.021184097641571809e+00,4.916521272627253580e+00,-6.450663883616647443e-01
7.454503882974848894e-01,1.400355693362946852e+00,4.144302376257724241e+00,5.859937366556846605e-01
3.230272504463053140e-01,1.400100748822570962e+00,4.072803872579847884e+00,1.011103152274312578e+00
1.817727777220698338e+00,6.143412428861246832e-01,4.438475624323084290e+00,2.135544373572333954e-01
4.956500175733743241e+00,3.827566340752744378e-01,3.606475952447307787e+00,-4.743811097831518442e-01
1.544067103425667442e+00,1.122816469255047966e+00,3.356795494042925654e+00,2.126935925096578028e-01
4.204263047933335606e+00,1.145554275604410366e+00,4.922942220342396702e+00,-7.975226536167051572e-01
1.113634093996187735e+00,5.355059377218281957e-01,1.799062377379719635e+00,6.043370376140053679e-01
3.055978267552375449e+00,8.041604871129577337e-01,1.990707209054881410e+00,-1.862674658238776260e-01
4.804523875343142514e+00,8.418912457645258973e-01,4.882154195866196034e+00,-7.071076601254975280e-01
3.667612202459293425e+00,1.071017270598721094e+00,3.076145803982670124e+00,-7.538359812801889159e-01
4.908387483338885637e+00,1.359688310814155976e+00,2.927371821801723950e+00,-2.067120027047812947e-01
3.000416250718486832e+00,1.355866015419852522e+00,4.528332682347554261e+00,-7.478955217170194514e-01
4.921673120801080437e+00,4.350193517836121182e-01,4.469329951657941891e+00,-5.393372137700063185e-01
4.234121049084017763e+00,1.181049170069154997e+00,3.708873793936296348e+00,-7.814411763911216502e-01
3.957766662679062630e+00,9.136658283879177667e-01,2.689220914244208949e+00,-6.884092506110944809e-01
4.475902468484051155e+00,1.173879802889287838e+00,4.544978686864122430e+00,-6.556723615213029266e-01
3.268010131129598594e+00,4.249847241119899532e-01,1.860175621669605039e+00,-2.175441565756586204e-02
1.974913367969885813e+00,5.900080092437285373e-01,3.787762872169057271e+00,1.740953327993935429e-01
2.782927468267867077e+00,6.833275439048384081e-01,4.160200781223661437e+00,-1.515409926752990799e-01
1.364551859707108905e+00,6.524374667713963571e-01,3.414269810031977492e+00,4.022419047696711436e-01
3.954457382244015218e+00,1.096042126853458809e+00,3.526502755415948709e+00,-8.285857623745114253e-01
1.099368957589872409e+00,1.035260042047498219e+00,4.917226449872292626e+00,4.116308504821323266e-01
3.012830360236976368e+00,8.339121202997601401e-01,3.583907720644351258e+00,-3.174093836310084016e-01
2.818724969021837445e+00,5.577695959009659754e-01,3.061998564665026734e+00,-6.805870596896274050e-02
3.457943176345145364e+00,1.446367643747320075e+00,4.464037615231385203e+00,-9.544753481546882634e-01
3.874287013726675166e+00,7.322379796214126824e-01,2.183592185383079087e+00,-4.590928603601304170e-01
8.161910645003719322e-01,1.328160991367051791e+00,2.123930927253894652e+00,5.965205903190071712e-01
3.237222519839522583e+00,4.856159864655711367e-01,4.348122787027688396e+00,-1.843561713964873006e-01
2.245592647586406088e+00,9.890767666628316190e-01,4.296990244713057905e+00,-6.118581885357321504e-02
3.186746747639382704e+00,5.714235306235208034e-01,2.038664829032439396e+00,-1.088604502536643093e-01
3.561727352788528034e+00,1.232041536385964475e+00,2.810324678464339421e+00,-8.111196911002168664e-01
3.051754053074922979e+00,1.129773086396494985e+00,3.279242770791138017e+00,-5.446019613133061821e-01
3.744564561235961708e+00,3.212137857347108771e-01,3.504339076363340411e+00,-1.617975251789837421e-01
2.744118708861845501e+00,1.472505828352130841e+00,1.806622877094083535e+00,-3.766444753304516446e-01
2.475478702907577322e+00,9.718759781656615138e-01,2.174091813722883959e+00,-5.287653060491481760e-02
1.647813667608115429e+00,1.432356305927399820e+00,3.796611785059119892e+00,1.267188926583706077e-01
1.377012848984520810e+00,1.382364302013163737e+00,1.922709608592820807e+00,3.239205342328757009e-01
3.567919898631546793e+00,1.196242906103907266e+00,2.545383334463116931e+00,-7.656077203518690810e-01
3.569843358218550922e+00,1.227283624456966926e+00,2.211745175950810882e+00,-7.410675985906031160e-01
1.218767810990002864e+00,1.252774591659440828e+00,1.646310856788338661e+00,4.315404450342724685e-01
4.867635858072227428e+00,4.854910684710658786e-01,3.249757519600738664e+00,-5.478148174692036854e-01
