t,N,C,phi,dN_dt,dN_dt_noisy
3.760752150430086149e-01,7.003180332929568319e-01,6.605232416505106563e-02,1.703017746659197806e-01,-6.772488809454433323e-01,-6.927961922654032323e-01
3.780756151230246220e-01,6.989643856897830299e-01,6.628218408044994625e-02,1.711286916536068070e-01,-6.761283807328473117e-01,-6.744420766627421404e-01
3.800760152030406291e-01,6.976129775077523076e-01,6.651100858623169854e-02,1.719549164201981950e-01,-6.750099050659896793e-01,-6.796006206231173241e-01
3.820764152830566363e-01,6.962638047019373833e-01,6.673880098233188340e-02,1.727804508704932906e-01,-6.738934472481776794e-01,-6.616307412450155301e-01
3.840768153630725879e-01,6.949168632409367108e-01,6.696556455709436195e-02,1.736052969027636894e-01,-6.727790006127716271e-01,-6.631574539764891751e-01
3.860772154430885950e-01,6.935721491068755906e-01,6.719130258727119831e-02,1.744294564087533750e-01,-6.716665585231109681e-01,-6.987794128974587071e-01
3.880776155231046021e-01,6.922296582954050592e-01,6.741601833802277066e-02,1.752529312736785527e-01,-6.705561143724387829e-01,-6.701390885121656371e-01
3.900780156031206092e-01,6.908893868157031104e-01,6.763971506291764635e-02,1.760757233762277330e-01,-6.694476615838275135e-01,-6.856223365790643509e-01
3.920784156831366163e-01,6.895513306904734740e-01,6.786239600393273452e-02,1.768978345885617864e-01,-6.683411936101053552e-01,-6.572448136176201050e-01
3.940788157631526234e-01,6.882154859559462823e-01,6.808406439145313349e-02,1.777192667763137779e-01,-6.672367039337816497e-01,-6.655556452425034353e-01
3.960792158431686305e-01,6.868818486618782915e-01,6.830472344427225562e-02,1.785400217985891325e-01,-6.661341860669747206e-01,-6.606501315451047684e-01
3.980796159231846376e-01,6.855504148715521051e-01,6.852437636959171630e-02,1.793601015079655525e-01,-6.650336335513371555e-01,-6.756848808393701722e-01
4.000800160032006447e-01,6.842211806617769509e-01,6.874302636302144498e-02,1.801795077504930731e-01,-6.639350399579841966e-01,-6.456507375780291547e-01
4.020804160832166518e-01,6.828941421228881259e-01,6.896067660857960191e-02,1.809982423656939510e-01,-6.628383988874211319e-01,-6.426376652159166980e-01
4.040808161632326589e-01,6.815692953587473291e-01,6.917733027869259199e-02,1.818163071865628033e-01,-6.617437039694700207e-01,-6.723914143957321343e-01
4.060812162432486661e-01,6.802466364867426618e-01,6.939299053419512031e-02,1.826337040395664968e-01,-6.606509488631991944e-01,-6.569227976445359829e-01
4.080816163232646732e-01,6.789261616323133408e-01,6.960766052868912201e-02,1.834504347467601770e-01,-6.595601272516300462e-01,-6.662931515355319245e-01
4.100820164032806803e-01,6.776078669091482043e-01,6.982134342406497163e-02,1.842665011337960013e-01,-6.584712328228459199e-01,-6.587069321914532649e-01
4.120824164832966874e-01,6.762917484705520677e-01,7.003404234948261420e-02,1.850819050102560648e-01,-6.573842593189322958e-01,-6.700406291111778989e-01
4.140828165633126390e-01,6.749778024864170334e-01,7.024576042005603593e-02,1.858966481780480184e-01,-6.562992005138599261e-01,-6.376277453680537777e-01
4.160832166433286461e-01,6.736660251381644260e-01,7.045650074090596682e-02,1.867107324333230067e-01,-6.552160502085864202e-01,-6.649078453194130489e-01
4.180836167233446532e-01,6.723564126187449030e-01,7.066626640715982510e-02,1.875241595664755567e-01,-6.541348022309888544e-01,-6.570956403809637969e-01
4.200840168033606603e-01,6.710489611326383441e-01,7.087506050395181445e-02,1.883369313621435504e-01,-6.530554504357974910e-01,-6.480406211246922954e-01
4.220844168833766674e-01,6.697436668958539618e-01,7.108288610642284067e-02,1.891490495992083631e-01,-6.519779887045277222e-01,-6.584535954886889808e-01
4.240848169633926745e-01,6.684405261359301909e-01,7.128974627972052558e-02,1.899605160507947255e-01,-6.509024109454142337e-01,-6.532955352427372020e-01
4.260852170434086816e-01,6.671395350919347988e-01,7.149564407899929031e-02,1.907713324842707781e-01,-6.498287110933438360e-01,-6.554651095576135011e-01
4.280856171234246887e-01,6.658406900144645535e-01,7.170058254942020259e-02,1.915815006612480997e-01,-6.487568831097898503e-01,-6.500914906581527486e-01
4.300860172034406959e-01,6.645439871656459996e-01,7.190456472615111561e-02,1.923910223375816519e-01,-6.476869209827461615e-01,-6.593923473337491847e-01
4.320864172834567030e-01,6.632494228191343488e-01,7.210759363436662628e-02,1.931998992633698342e-01,-6.466188187266612708e-01,-6.509986994826842954e-01
4.340868173634727101e-01,6.619569932601144790e-01,7.230967228924800594e-02,1.940081331829544564e-01,-6.455525703823732364e-01,-6.476214996294956672e-01
4.360872174434887172e-01,6.606666947853003791e-01,7.251080369598331132e-02,1.948157258349206833e-01,-6.444881700170446148e-01,-6.478254300550859712e-01
4.380876175235047243e-01,6.593785237029353707e-01,7.271099084976731519e-02,1.956226789520971732e-01,-6.434256117240975126e-01,-6.428587121751595523e-01
4.400880176035207314e-01,6.580924763327919980e-01,7.291023673580150632e-02,1.964289942615559115e-01,-6.423648896231488603e-01,-6.452959118167160835e-01
4.420884176835366830e-01,6.568085490061722487e-01,7.310854432929411728e-02,1.972346734846123217e-01,-6.413059978599464639e-01,-6.337738837755526600e-01
4.440888177635526901e-01,6.555267380659068888e-01,7.330591659546013827e-02,1.980397183368253211e-01,-6.402489306063047225e-01,-6.434808898641630748e-01
4.460892178435686972e-01,6.542470398663564612e-01,7.350235648952126166e-02,1.988441305279970983e-01,-6.391936820600411240e-01,-6.405601780229999154e-01
4.480896179235847043e-01,6.529694507734105091e-01,7.369786695670590970e-02,1.996479117621733634e-01,-6.381402464449126288e-01,-6.447880598048711942e-01
4.500900180036007114e-01,6.516939671644879084e-01,7.389245093224924843e-02,2.004510637376431259e-01,-6.370886180105521657e-01,-6.423537664117044965e-01
4.520904180836167185e-01,6.504205854285369792e-01,7.408611134139317378e-02,2.012535881469389443e-01,-6.360387910324065697e-01,-6.486837189406037263e-01
4.540908181636327257e-01,6.491493019660348196e-01,7.427885109938631158e-02,2.020554866768366487e-01,-6.349907598116726337e-01,-6.298029106028929514e-01
4.560912182436487328e-01,6.478801131889884157e-01,7.447067311148404534e-02,2.028567610083555905e-01,-6.339445186752362682e-01,-6.453696988517612088e-01
4.580916183236647399e-01,6.466130155209335317e-01,7.466158027294843291e-02,2.036574128167584485e-01,-6.329000619756087742e-01,-6.403586259574920447e-01
4.600920184036807470e-01,6.453480053969353758e-01,7.485157546904833148e-02,2.044574437715513671e-01,-6.318573840908661143e-01,-6.282649375707540784e-01
4.620924184836967541e-01,6.440850792635883781e-01,7.504066157505927259e-02,2.052568555364838454e-01,-6.308164794245871843e-01,-6.267907457651418213e-01
4.640928185637127612e-01,6.428242335790164130e-01,7.522884145626355934e-02,2.060556497695488765e-01,-6.297773424057918623e-01,-6.337784899158426244e-01
4.660932186437287683e-01,6.415654648128723547e-01,7.541611796795021083e-02,2.068538281229827802e-01,-6.287399674888808354e-01,-6.489326255937688526e-01
4.680936187237447754e-01,6.403087694463385215e-01,7.560249395541498996e-02,2.076513922432653425e-01,-6.277043491535745368e-01,-6.234992162806187732e-01
4.700940188037607270e-01,6.390541439721265649e-01,7.578797225396036175e-02,2.084483437711196763e-01,-6.266704819048523056e-01,-6.240748473159316578e-01
4.720944188837767341e-01,6.378015848944769139e-01,7.597255568889557664e-02,2.092446843415124436e-01,-6.256383602728923243e-01,-6.397621724276101318e-01
4.740948189637927412e-01,6.365510887291599973e-01,7.615624707553655948e-02,2.100404155836536058e-01,-6.246079788130127763e-01,-6.169047579850678309e-01
4.760952190438087483e-01,6.353026520034749103e-01,7.633904921920602049e-02,2.108355391209965346e-01,-6.235793321056103400e-01,-6.305903301099445857e-01
4.780956191238247555e-01,6.340562712562503034e-01,7.652096491523334432e-02,2.116300565712380954e-01,-6.225524147561023458e-01,-6.338142959176353841e-01
4.800960192038407626e-01,6.328119430371540455e-01,7.670199694949995928e-02,2.124239695465854061e-01,-6.215272213942153456e-01,-6.205699142845727545e-01
4.820964192838567697e-01,6.315696638820069708e-01,7.688214811780905156e-02,2.132172796635352086e-01,-6.205037466506456711e-01,-6.222884509646378071e-01
4.840968193638727768e-01,6.303294303514860308e-01,7.706142119505147992e-02,2.140099885283130443e-01,-6.194819851936064214e-01,-6.174557451836949484e-01
4.860972194438887839e-01,6.290912390298503132e-01,7.723981893654027764e-02,2.148020977368362561e-01,-6.184619317274909767e-01,-6.345194123107353867e-01
4.880976195239047910e-01,6.278550865111075518e-01,7.741734408900924347e-02,2.155936088799576544e-01,-6.174435809797381713e-01,-5.993212798170144406e-01
4.900980196039207981e-01,6.266209693990139051e-01,7.759399939061292772e-02,2.163845235434655734e-01,-6.164269277007753400e-01,-6.224535138462126138e-01
4.920984196839368052e-01,6.253888843070742887e-01,7.776978757092664618e-02,2.171748433080838703e-01,-6.154119666639633612e-01,-6.308085597489274665e-01
4.940988197639528123e-01,6.241588278585418204e-01,7.794471135094646619e-02,2.179645697494719814e-01,-6.143986926655404801e-01,-6.082102707798690000e-01
4.960992198439688194e-01,6.229307966864185975e-01,7.811877344308917892e-02,2.187537044382247831e-01,-6.133871005245672414e-01,-6.169351418255789588e-01
4.980996199239847710e-01,6.217047874334550306e-01,7.829197655119238264e-02,2.195422489398727306e-01,-6.123771850828707564e-01,-6.091286002251417031e-01
5.001000200040007782e-01,6.204807967521501766e-01,7.846432337051442718e-02,2.203302048148818026e-01,-6.113689412049907457e-01,-6.147650255112411255e-01
5.021004200840167853e-01,6.192588213047515167e-01,7.863581658773435845e-02,2.211175736186534735e-01,-6.103623637781236955e-01,-6.109597673829229025e-01
5.041008201640327924e-01,6.180388577632552893e-01,7.880645888095205720e-02,2.219043569015247963e-01,-6.093574477120694555e-01,-6.068997192746831137e-01
5.061012202440487995e-01,6.168209028094062685e-01,7.897625291968808636e-02,2.226905562087682922e-01,-6.083541879391760610e-01,-6.158207167790050729e-01
5.081016203240648066e-01,6.156049531346975412e-01,7.914520136488384372e-02,2.234761730805920332e-01,-6.073525794142862200e-01,-6.005651834556906543e-01
5.101020204040808137e-01,6.143910054403710630e-01,7.931330686890140924e-02,2.242612090521396151e-01,-6.063526171146833565e-01,-6.110516181054788110e-01
5.121024204840968208e-01,6.131790564374171026e-01,7.948057207552365611e-02,2.250456656534901290e-01,-6.053542960400386530e-01,-6.140511674817433763e-01
5.141028205641128279e-01,6.119691028465747973e-01,7.964699961995420907e-02,2.258295444096582449e-01,-6.043576112123567601e-01,-6.035872869941317775e-01
5.161032206441288350e-01,6.107611413983314863e-01,7.981259212881744447e-02,2.266128468405941288e-01,-6.033625576759232834e-01,-5.989121448910128542e-01
5.181036207241448421e-01,6.095551688329232665e-01,7.997735222015850409e-02,2.273955744611834418e-01,-6.023691304972518257e-01,-6.046599239134382575e-01
5.201040208041608492e-01,6.083511819003347698e-01,8.014128250344328130e-02,2.281777287812474242e-01,-6.013773247650315845e-01,-6.100025226358272157e-01
5.221044208841768564e-01,6.071491773602991637e-01,8.030438557955840717e-02,2.289593113055428397e-01,-6.003871355900745055e-01,-5.941892799269882230e-01
5.241048209641928635e-01,6.059491519822981509e-01,8.046666404081130597e-02,2.297403235337619198e-01,-5.993985581052636569e-01,-6.170018460264914406e-01
5.261052210442088706e-01,6.047511025455621914e-01,8.062812047093011192e-02,2.305207669605324472e-01,-5.984115874655011602e-01,-6.087202288258565241e-01
5.281056211242248777e-01,6.035550258390699474e-01,8.078875744506375245e-02,2.313006430754177556e-01,-5.974262188476560098e-01,-5.970309899423221767e-01
5.301060212042408848e-01,6.023609186615490607e-01,8.094857752978189269e-02,2.320799533629167022e-01,-5.964424474505135576e-01,-6.100530414335642027e-01
5.321064212842568919e-01,6.011687778214752642e-01,8.110758328307496323e-02,2.328586993024636120e-01,-5.954602684947234437e-01,-5.951803258522317952e-01
5.341068213642728990e-01,5.999786001370731592e-01,8.126577725435414623e-02,2.336368823684283891e-01,-5.944796772227491921e-01,-5.950283084029338587e-01
5.361072214442889061e-01,5.987903824363159933e-01,8.142316198445137543e-02,2.344145040301164884e-01,-5.935006688988172519e-01,-5.845132710102355356e-01
5.381076215243049132e-01,5.976041215569253273e-01,8.157974000561935002e-02,2.351915657517687774e-01,-5.925232388088665925e-01,-6.016711423269994752e-01
5.401080216043209203e-01,5.964198143463713686e-01,8.173551384153152077e-02,2.359680689925617580e-01,-5.915473822604983001e-01,-5.978064474969146946e-01
5.421084216843368164e-01,5.952374576618728597e-01,8.189048600728206229e-02,2.367440152066073722e-01,-5.905730945829255063e-01,-5.872412777359155012e-01
5.441088217643528235e-01,5.940570483703973004e-01,8.204465900938598399e-02,2.375194058429532240e-01,-5.896003711269242054e-01,-6.141760070289822293e-01
5.461092218443688306e-01,5.928785833486602819e-01,8.219803534577897752e-02,2.382942423455823022e-01,-5.886292072647827389e-01,-5.576287842756368907e-01
5.481096219243848378e-01,5.917020594831265967e-01,8.235061750581751383e-02,2.390685261534131745e-01,-5.876595983902532794e-01,-5.946461056948709745e-01
5.501100220044008449e-01,5.905274736700090177e-01,8.250240797027882933e-02,2.398422587002999040e-01,-5.866915399185024249e-01,-5.939898904457580064e-01
5.521104220844168520e-01,5.893548228152691859e-01,8.265340921136091201e-02,2.406154414150321608e-01,-5.857250272860624607e-01,-5.771137521770253187e-01
5.541108221644328591e-01,5.881841038346172779e-01,8.280362369268248757e-02,2.413880757213349992e-01,-5.847600559507826201e-01,-5.851583743651395109e-01
5.561112222444488662e-01,5.870153136511246927e-01,8.295305387114335072e-02,2.421601630388034998e-01,-5.837966213895446899e-01,-6.015909075765806246e-01
5.581116223244648733e-01,5.858484491722536491e-01,8.310170221465702778e-02,2.429317047922046890e-01,-5.828347190767326769e-01,-5.765654452758065540e-01
5.601120224044808804e-01,5.846835073355142187e-01,8.324957116640176180e-02,2.437027023939381254e-01,-5.818743445269842773e-01,-5.733205661869922309e-01
5.621124224844968875e-01,5.835204850949211597e-01,8.339666315568244892e-02,2.444731572487668647e-01,-5.809154932823954454e-01,-5.854149560171548750e-01
5.641128225645128946e-01,5.823593794126613599e-01,8.354298060446258001e-02,2.452430707570065760e-01,-5.799581609046617903e-01,-5.827741644875820137e-01
5.661132226445289017e-01,5.812001872590932816e-01,8.368852592736418516e-02,2.460124443145256523e-01,-5.790023429750310591e-01,-5.741424970024371355e-01
5.681136227245449088e-01,5.800429056127476279e-01,8.383330153166795862e-02,2.467812793127452109e-01,-5.780480350942580614e-01,-5.871358375934025986e-01
5.701140228045609160e-01,5.788875314603271205e-01,8.397730981731311994e-02,2.475495771386390653e-01,-5.770952328825582622e-01,-5.727113472404892214e-01
5.721144228845769231e-01,5.777340617967062775e-01,8.412055317689752509e-02,2.483173391747336978e-01,-5.761439319795618186e-01,-5.741509468751168077e-01
5.741148229645929302e-01,5.765824936249315247e-01,8.426303399567755537e-02,2.490845667991083423e-01,-5.751941280442685045e-01,-5.819434542020276435e-01
5.761152230446089373e-01,5.754328239562216396e-01,8.440475465156824231e-02,2.498512613853948461e-01,-5.742458167550021919e-01,-5.881668354931206544e-01
5.781156231246249444e-01,5.742850498099667522e-01,8.454571751514318445e-02,2.506174243027778359e-01,-5.732989938093653315e-01,-5.755550521169762179e-01
5.801160232046409515e-01,5.731391682137295662e-01,8.468592494963454731e-02,2.513830569159946626e-01,-5.723536549241945437e-01,-5.811078775067962665e-01
5.821164232846569586e-01,5.719951762032442488e-01,8.482537931093311889e-02,2.521481605853352903e-01,-5.714097958355150997e-01,-5.613956935787134395e-01
5.841168233646729657e-01,5.708530708224173189e-01,8.496408294758824031e-02,2.529127366666423793e-01,-5.704674122984975115e-01,-5.690265586134982678e-01
5.861172234446889728e-01,5.697128491233268699e-01,8.510203820080787518e-02,2.536767865113113696e-01,-5.695265000874119021e-01,-5.617056548618128975e-01
5.881176235247049799e-01,5.685745081662233469e-01,8.523924740445854020e-02,2.544403114662904253e-01,-5.685870549955847064e-01,-5.672408356421401177e-01
5.901180236047209871e-01,5.674380450195288805e-01,8.537571288506537459e-02,2.552033128740802681e-01,-5.676490728353539295e-01,-5.650200616645035812e-01
