T,U,U_noisy
2.709545456306775013e-01,1.283712466487776149e+00,1.312693118463799102e+00
2.711666671097472947e-01,1.283713711741685248e+00,1.246126055177006808e+00
2.713789546518066698e-01,1.283714964197262720e+00,1.317813352381259406e+00
2.715914083868609108e-01,1.283716223888883068e+00,1.322247787710263855e+00
2.718040284450170541e-01,1.283717490851042031e+00,1.278135204735069586e+00
2.720168149564840543e-01,1.283718765118356808e+00,1.270835649366766296e+00
2.722297680515728402e-01,1.283720046725565611e+00,1.274029884454437767e+00
2.724428878606962590e-01,1.283721335707528555e+00,1.198971715408084338e+00
2.726561745143692428e-01,1.283722632099228322e+00,1.293159782505459265e+00
2.728696281432090309e-01,1.283723935935768834e+00,1.295452832397132825e+00
2.730832488779349476e-01,1.283725247252377244e+00,1.240448821064427776e+00
2.732970368493688462e-01,1.283726566084403053e+00,1.320848878578156471e+00
2.735109921884348316e-01,1.283727892467317666e+00,1.215079545676136297e+00
2.737251150261595933e-01,1.283729226436716608e+00,1.256138585367068794e+00
2.739394054936722944e-01,1.283730568028318419e+00,1.259969614578740904e+00
2.741538637222049601e-01,1.283731917277964651e+00,1.383107408877410682e+00
2.743684898430920893e-01,1.283733274221620091e+00,1.203774071058726136e+00
2.745832839877712095e-01,1.283734638895374536e+00,1.311866151655687540e+00
2.747982462877826548e-01,1.283736011335440796e+00,1.330842175214888901e+00
2.750133768747697882e-01,1.283737391578156029e+00,1.302623669780149429e+00
2.752286758804788902e-01,1.283738779659981954e+00,1.342829176877651465e+00
2.754441434367596031e-01,1.283740175617504642e+00,1.233603291261183621e+00
2.756597796755645979e-01,1.283741579487435169e+00,1.169728649371825746e+00
2.758755847289499630e-01,1.283742991306609849e+00,1.322083885755123145e+00
2.760915587290750928e-01,1.283744411111989780e+00,1.223953002878435337e+00
2.763077018082029102e-01,1.283745838940661299e+00,1.267425845113364646e+00
2.765240140986998663e-01,1.283747274829836860e+00,1.224804974958598081e+00
2.767404957330359960e-01,1.283748718816854151e+00,1.336365811664330661e+00
2.769571468437850847e-01,1.283750170939177426e+00,1.327007682682548539e+00
2.771739675636246680e-01,1.283751631234396395e+00,1.247748448139046618e+00
2.773909580253362539e-01,1.283753099740227777e+00,1.328927691970710701e+00
2.776081183618051007e-01,1.283754576494513966e+00,1.289818439460499677e+00
2.778254487060206612e-01,1.283756061535225479e+00,1.276786620007238193e+00
2.780429491910764717e-01,1.283757554900458508e+00,1.286628388002576839e+00
2.782606199501702626e-01,1.283759056628436923e+00,1.273621588635939217e+00
2.784784611166039592e-01,1.283760566757511823e+00,1.314510829948060344e+00
2.786964728237840139e-01,1.283762085326161539e+00,1.299279463848315608e+00
2.789146552052211292e-01,1.283763612372992968e+00,1.266290255051301772e+00
2.791330083945306462e-01,1.283765147936739126e+00,1.334077935227516942e+00
2.793515325254324888e-01,1.283766692056263148e+00,1.253192911318071756e+00
2.795702277317512752e-01,1.283768244770555178e+00,1.298114926923927825e+00
2.797890941474163173e-01,1.283769806118734147e+00,1.304877574681349905e+00
2.800081319064618990e-01,1.283771376140047105e+00,1.357711729131873657e+00
2.802273411430270533e-01,1.283772954873870997e+00,1.258500886706422683e+00
2.804467219913560627e-01,1.283774542359710669e+00,1.370928664675231001e+00
2.806662745857981256e-01,1.283776138637200859e+00,1.292584386218322168e+00
2.808859990608076340e-01,1.283777743746105315e+00,1.274078898213476752e+00
2.811058955509443402e-01,1.283779357726317238e+00,1.250155720179386698e+00
2.813259641908733011e-01,1.283780980617859724e+00,1.313095651570586275e+00
2.815462051153649337e-01,1.283782612460886208e+00,1.286229374683005355e+00
2.817666184592951817e-01,1.283784253295679134e+00,1.228603789999289875e+00
2.819872043576456266e-01,1.283785903162651953e+00,1.227391544349720087e+00
2.822079629455034877e-01,1.283787562102348456e+00,1.256011601712321735e+00
2.824288943580617883e-01,1.283789230155442773e+00,1.249988929961884487e+00
2.826499987306193007e-01,1.283790907362740263e+00,1.338306026949100724e+00
2.828712761985807678e-01,1.283792593765177292e+00,1.352569508663686193e+00
2.830927268974570143e-01,1.283794289403820787e+00,1.327222270597196108e+00
2.833143509628647805e-01,1.283795994319868905e+00,1.301689438821421962e+00
2.835361485305271656e-01,1.283797708554652361e+00,1.262385798162422024e+00
2.837581197362732954e-01,1.283799432149632214e+00,1.286523592695644425e+00
2.839802647160389326e-01,1.283801165146402523e+00,1.328036515447829746e+00
2.842025836058659216e-01,1.283802907586688802e+00,1.390351519272854386e+00
2.844250765419029103e-01,1.283804659512348456e+00,1.329449619777438141e+00
2.846477436604049061e-01,1.283806420965371675e+00,1.269785813750635484e+00
2.848705850977337750e-01,1.283808191987880987e+00,1.285709445776425319e+00
2.850936009903579649e-01,1.283809972622131701e+00,1.259682727564540139e+00
2.853167914748528933e-01,1.283811762910511689e+00,1.244691834113040851e+00
2.855401566879007813e-01,1.283813562895542715e+00,1.274601462784644479e+00
2.857636967662909866e-01,1.283815372619878659e+00,1.293596107230134518e+00
2.859874118469198367e-01,1.283817192126307072e+00,1.375612271460185276e+00
2.862113020667908514e-01,1.283819021457749399e+00,1.286420644955418968e+00
2.864353675630149088e-01,1.283820860657260310e+00,1.351688764405432064e+00
2.866596084728100791e-01,1.283822709768029258e+00,1.372197163824266042e+00
2.868840249335020132e-01,1.283824568833378033e+00,1.287764962346363395e+00
2.871086170825237205e-01,1.283826437896763872e+00,1.364216382277575690e+00
2.873333850574158466e-01,1.283828317001778352e+00,1.319575087230222543e+00
2.875583289958267841e-01,1.283830206192146717e+00,1.262953441444165881e+00
2.877834490355126174e-01,1.283832105511729882e+00,1.297091106754173717e+00
2.880087453143372889e-01,1.283834015004522433e+00,1.284977905906768969e+00
2.882342179702726548e-01,1.283835934714655069e+00,1.272218983217407562e+00
2.884598671413986515e-01,1.283837864686393049e+00,1.273898803036646266e+00
2.886856929659031845e-01,1.283839804964137077e+00,1.291050270137786615e+00
2.889116955820825172e-01,1.283841755592422862e+00,1.305550812616533607e+00
2.891378751283410486e-01,1.283843716615922226e+00,1.239599622857985750e+00
2.893642317431915911e-01,1.283845688079442660e+00,1.283376304979632954e+00
2.895907655652553148e-01,1.283847670027927546e+00,1.207729918930677382e+00
2.898174767332620250e-01,1.283849662506455935e+00,1.296889437470466255e+00
2.900443653860500515e-01,1.283851665560243438e+00,1.315031639349312664e+00
2.902714316625664703e-01,1.283853679234642664e+00,1.292051421152633051e+00
2.904986757018670485e-01,1.283855703575141893e+00,1.298148361171079124e+00
2.907260976431165211e-01,1.283857738627365519e+00,1.313354893805348755e+00
2.909536976255884810e-01,1.283859784437076490e+00,1.250604742226226529e+00
2.911814757886656557e-01,1.283861841050173203e+00,1.271909398083943765e+00
2.914094322718397967e-01,1.283863908512691943e+00,1.309410010703481175e+00
2.916375672147119014e-01,1.283865986870805553e+00,1.333960273607262659e+00
2.918658807569922686e-01,1.283868076170825656e+00,1.303614146238088356e+00
2.920943730385004988e-01,1.283870176459199985e+00,1.411513147576959781e+00
2.923230441991657713e-01,1.283872287782514832e+00,1.279304259173271285e+00
2.925518943790266779e-01,1.283874410187493487e+00,1.333857431655235848e+00
2.927809237182315560e-01,1.283876543720998242e+00,1.347212927633502311e+00
2.930101323570383776e-01,1.283878688430028836e+00,1.277190196112939935e+00
2.932395204358149710e-01,1.283880844361723783e+00,1.242855200251586689e+00
2.934690880950390768e-01,1.283883011563359711e+00,1.224752865187000106e+00
2.936988354752982922e-01,1.283885190082351579e+00,1.291999040073810168e+00
2.939287627172904593e-01,1.283887379966253350e+00,1.339401977693194912e+00
2.941588699618233882e-01,1.283889581262757984e+00,1.297473001205528886e+00
2.943891573498151337e-01,1.283891794019696553e+00,1.292534597788184136e+00
2.946196250222943847e-01,1.283894018285040906e+00,1.264933324134405623e+00
2.948502731203996863e-01,1.283896254106900114e+00,1.311947740746578717e+00
2.950811017853806062e-01,1.283898501533524250e+00,1.177106948961338162e+00
2.953121111585969016e-01,1.283900760613301939e+00,1.295519423182037722e+00
2.955433013815193521e-01,1.283903031394762362e+00,1.285309346872410385e+00
2.957746725957289824e-01,1.283905313926573255e+00,1.215388301598486098e+00
2.960062249429183390e-01,1.283907608257543576e+00,1.392687504464736659e+00
2.962379585648902136e-01,1.283909914436621058e+00,1.214539252858891638e+00
2.964698736035590310e-01,1.283912232512894880e+00,1.230036207670511805e+00
2.967019702009496274e-01,1.283914562535593218e+00,1.223871407157951952e+00
2.969342484991988051e-01,1.283916904554085914e+00,1.339435294642020269e+00
2.971667086405538893e-01,1.283919258617882919e+00,1.239515015559923494e+00
2.973993507673742265e-01,1.283921624776634518e+00,1.317354445424845144e+00
2.976321750221299633e-01,1.283924003080132437e+00,1.313299510706195106e+00
2.978651815474034903e-01,1.283926393578308733e+00,1.296909914130715658e+00
2.980983704858881644e-01,1.283928796321237131e+00,1.218549850988391636e+00
2.983317419803895865e-01,1.283931211359132130e+00,1.253325892459741020e+00
2.985652961738246014e-01,1.283933638742350336e+00,1.367589387244054100e+00
2.987990332092225754e-01,1.283936078521388469e+00,1.219398358552257644e+00
2.990329532297242299e-01,1.283938530746885798e+00,1.242355782728463920e+00
2.992670563785829185e-01,1.283940995469623036e+00,1.275828669330604015e+00
2.995013427991635724e-01,1.283943472740523006e+00,1.324392976342391615e+00
2.997358126349439766e-01,1.283945962610649971e+00,1.296527922140893407e+00
2.999704660295134939e-01,1.283948465131210526e+00,1.321050673095977457e+00
3.002053031265747851e-01,1.283950980353553595e+00,1.230586268704953801e+00
3.004403240699420885e-01,1.283953508329170656e+00,1.331192338024971278e+00
3.006755290035430517e-01,1.283956049109693742e+00,1.312407489938634875e+00
3.009109180714173437e-01,1.283958602746900768e+00,1.204230374990719055e+00
3.011464914177179319e-01,1.283961169292708870e+00,1.360956979688072499e+00
3.013822491867101383e-01,1.283963748799180404e+00,1.398583641807943367e+00
3.016181915227727495e-01,1.283966341318519389e+00,1.245537473461184153e+00
3.018543185703970178e-01,1.283968946903073283e+00,1.286751587733908408e+00
3.020906304741878823e-01,1.283971565605332543e+00,1.353842694760709842e+00
3.023271273788629698e-01,1.283974197477931067e+00,1.209912186006570911e+00
3.025638094292536495e-01,1.283976842573645527e+00,1.184483826620158053e+00
3.028006767703042001e-01,1.283979500945396479e+00,1.219132294835400421e+00
3.030377295470729204e-01,1.283982172646247921e+00,1.255628833328444660e+00
3.032749679047312408e-01,1.283984857729407514e+00,1.255062747130163192e+00
3.035123919885643895e-01,1.283987556248227024e+00,1.314354914940356833e+00
3.037500019439713927e-01,1.283990268256201439e+00,1.297417086854354418e+00
3.039877979164649635e-01,1.283992993806971183e+00,1.221689130573518023e+00
3.042257800516718902e-01,1.283995732954318125e+00,1.312364731458760758e+00
3.044639484953328701e-01,1.283998485752170904e+00,1.377702552836231220e+00
3.047023033933026759e-01,1.284001252254601599e+00,1.343853966208115702e+00
3.049408448915503778e-01,1.284004032515825955e+00,1.333559404900003020e+00
3.051795731361591768e-01,1.284006826590205819e+00,1.285015723016274203e+00
3.054184882733267381e-01,1.284009634532246036e+00,1.333191204264473573e+00
3.056575904493651907e-01,1.284012456396597557e+00,1.235705815398118634e+00
3.058968798107011278e-01,1.284015292238054773e+00,1.321566024088207447e+00
3.061363565038757728e-01,1.284018142111558181e+00,1.279655721137500812e+00
3.063760206755452020e-01,1.284021006072193050e+00,1.340566290966165530e+00
3.066158724724801776e-01,1.284023884175189423e+00,1.307324411738082670e+00
3.068559120415663699e-01,1.284026776475922782e+00,1.229532787190305232e+00
3.070961395298045238e-01,1.284029683029914048e+00,1.290429330703589450e+00
3.073365550843104033e-01,1.284032603892829361e+00,1.344943677383418690e+00
3.075771588523149580e-01,1.284035539120480074e+00,1.227573844867140052e+00
3.078179509811643788e-01,1.284038488768824537e+00,1.256081494859591308e+00
3.080589316183202087e-01,1.284041452893964763e+00,1.245607802474577586e+00
3.083001009113595092e-01,1.284044431552150867e+00,1.209262134529862864e+00
3.085414590079748609e-01,1.284047424799777293e+00,1.332110838563262067e+00
3.087830060559743073e-01,1.284050432693384147e+00,1.349600297842685537e+00
3.090247422032817992e-01,1.284053455289659418e+00,1.324055615642510730e+00
3.092666675979369728e-01,1.284056492645435199e+00,1.296185008417299001e+00
3.095087823880954825e-01,1.284059544817692133e+00,1.281457975601969279e+00
3.097510867220288344e-01,1.284062611863554970e+00,1.296031626889787791e+00
3.099935807481246641e-01,1.284065693840296785e+00,1.247487897985742888e+00
3.102362646148867920e-01,1.284068790805335425e+00,1.328761070827918944e+00
3.104791384709353341e-01,1.284071902816237509e+00,1.336346519018156709e+00
3.107222024650066472e-01,1.284075029930714651e+00,1.330702206630909989e+00
3.109654567459536056e-01,1.284078172206625679e+00,1.257530761320686086e+00
3.112089014627456018e-01,1.284081329701976859e+00,1.288001546799316888e+00
3.114525367644686571e-01,1.284084502474920564e+00,1.275795461525952801e+00
3.116963628003255327e-01,1.284087690583757713e+00,1.373516429982124532e+00
3.119403797196356742e-01,1.284090894086934886e+00,1.293075704183062946e+00
3.121845876718355450e-01,1.284094113043046548e+00,1.189990568346526612e+00
3.124289868064786257e-01,1.284097347510834375e+00,1.304022630052388054e+00
3.126735772732353591e-01,1.284100597549187928e+00,1.378213910002737297e+00
3.129183592218934828e-01,1.284103863217143537e+00,1.318362649028271827e+00
3.131633328023578078e-01,1.284107144573885417e+00,1.328081130076195882e+00
3.134084981646507728e-01,1.284110441678745884e+00,1.285913505021190950e+00
3.136538554589120009e-01,1.284113754591204470e+00,1.185544280281945362e+00
3.138994048353988542e-01,1.284117083370888590e+00,1.193604195668241719e+00
3.141451464444862118e-01,1.284120428077573761e+00,1.221823039340779626e+00
3.143910804366666922e-01,1.284123788771182939e+00,1.277782186919196539e+00
3.146372069625507639e-01,1.284127165511788515e+00,1.299627090336354263e+00
3.148835261728667456e-01,1.284130558359609209e+00,1.318601265966585334e+00
3.151300382184610838e-01,1.284133967375013174e+00,1.267111065236776968e+00
3.153767432502981860e-01,1.284137392618517115e+00,1.331983855539071504e+00
3.156236414194606987e-01,1.284140834150784727e+00,1.270153396231803677e+00
3.158707328771494516e-01,1.284144292032629586e+00,1.248919816265277705e+00
3.161180177746838460e-01,1.284147766325012929e+00,1.326729852097257911e+00
3.163654962635016332e-01,1.284151257089044762e+00,1.238429007933836035e+00
3.166131684951590253e-01,1.284154764385984526e+00,1.147700517844929546e+00
3.168610346213309725e-01,1.284158288277238880e+00,1.231160450329843892e+00
3.171090947938112747e-01,1.284161828824364804e+00,1.288869806099509630e+00
3.173573491645123590e-01,1.284165386089067384e+00,1.130156498136584364e+00
3.176057978854657793e-01,1.284168960133200921e+00,1.266312057824272141e+00
3.178544411088218835e-01,1.284172551018768704e+00,1.267568033080618273e+00
3.181032789868503685e-01,1.284176158807923018e+00,1.212853360359459121e+00
3.183523116719399471e-01,1.284179783562965804e+00,1.210054610333075376e+00
3.186015393165987919e-01,1.284183425346347329e+00,1.261060327941383452e+00
3.188509620734543692e-01,1.284187084220668407e+00,1.256832075738927745e+00
3.191005800952536053e-01,1.284190760248678176e+00,1.347186685718259946e+00
3.193503935348631639e-01,1.284194453493276100e+00,1.302937605749916017e+00
3.196004025452691688e-01,1.284198164017510413e+00,1.205155391742231519e+00
