B_0,omega,phi,theta_incidence,V_ind
5.143197959805922981e-01,7.963515351002665454e+01,2.928415293300620004e+00,9.701930365808290047e-01,2.272174933828066123e-01
5.567228744900744042e-01,2.354778204724194168e+01,4.781648443656444591e+00,1.040954581584859984e+00,2.744684099119355097e-02
8.106991592138833580e-01,1.654165611451990117e+02,1.908783943752103252e+00,7.752880198791216593e-01,-8.159990826949707621e-02
1.834709279710426688e-01,1.960596921932200587e+02,1.066966401058510261e+00,1.524682189196056303e-01,2.814616755012065985e-01
6.208826529911523062e-01,1.391220140690635674e+02,5.275346878307646925e+00,9.774352390254704703e-01,4.005003938609372760e-01
2.775114525662816800e-01,8.247674928715922249e+01,1.554342386107843810e+00,1.042235547373701943e+00,8.034370675028709718e-02
8.273230766322113849e-01,1.511876595615035228e+02,1.233892100515360024e+00,7.788292742248358325e-01,-1.513469267623663850e-01
5.399614325163339945e-01,1.994137459549062896e+02,2.079537381188856671e+00,1.335667910135513239e-02,5.603908853322466799e-01
9.898258000310377058e-01,9.961271492262936533e+01,8.110279280888986753e-01,9.646479434737621483e-01,-3.394765287133672538e-01
2.646489922081468604e-01,2.824543955759097713e+01,5.493811015259798758e+00,9.747235077495540745e-01,-3.204868217599809999e-02
9.667172261118405219e-01,1.224790332489154281e+02,2.921775247436133149e+00,1.266496796098929012e-01,1.183028824605486307e+00
8.208253329477481763e-01,1.726651696094288866e+02,9.666989171635108624e-01,9.024330048919441127e-01,6.028500728861900804e-01
5.331344469177417000e-01,1.414687759891253336e+02,3.091914477789607485e+00,1.026779844620160587e+00,1.100329850108251462e-01
8.321806577616719380e-01,1.607538719720050722e+02,2.611574560394437139e+00,2.437845292627626170e-01,3.826472040728832180e-01
6.425640147170047500e-01,9.944967115956917780e+01,2.864550271399685766e+00,3.517633040195690675e-01,6.930100062712913900e-01
6.896089575922422776e-01,1.571864293509083552e+02,1.577579995784129246e-02,1.020403512993615758e+00,-3.780339545833408810e+00
9.223216864366500234e-01,1.278976301446613775e+02,2.036905039886353297e+00,1.267825852086622018e-01,3.280188924861268118e-01
1.587433747701622599e-01,4.333681918060743499e+01,5.267087391768335181e+00,5.248424279490758737e-01,5.007202634247301387e-02
8.514893835625605423e-01,1.680789781900006972e+02,3.480180015484069855e+00,2.290819340157705941e-01,1.581919613429075611e+00
4.436333019696149238e-01,7.560748850369122920e+01,4.767800465811855126e+00,7.167748066623563785e-01,1.256924180370631028e-01
3.929910544906339842e-01,1.381839617584672908e+02,3.154909548323955981e+00,2.818801328474819234e-01,1.171232228201909836e-01
9.946240940889858884e-01,9.151356051593042196e+01,1.078954275483243741e+00,9.208894971165033638e-01,4.140813018720271299e-01
8.030714518687404047e-01,1.848766744749487998e+02,6.036844451122391764e-01,6.548321363559675978e-01,-3.411290511670192482e-01
5.369816249016290399e-01,8.128970273203387364e+01,1.427394381001391377e+00,8.583191473445757058e-01,-1.488058983687357353e-02
4.803655567823031380e-01,3.781078770453712679e+01,4.687318194295997387e+00,6.057878240021977723e-01,1.238158366753325246e-01
8.897760152846164727e-01,8.257958201058707459e+01,2.891846834882382034e+00,5.517798665661902691e-01,6.898642052175240069e-01
1.781333849934047253e-01,4.449970768966149848e+01,1.594964471018908148e+00,2.643747643839404193e-01,6.330744421268735822e-02
7.375768812224794413e-01,1.751734470686386089e+02,1.313114692483004387e+00,5.855133355946811058e-01,-4.378396290078637731e-01
8.102391613346314747e-01,9.112588184934442381e+01,5.344654362050221152e+00,3.264711288519893673e-01,3.596719630443357962e-01
8.192767417445033784e-01,1.051975820961746848e+02,4.289775829838765375e+00,8.208180037130858864e-01,4.336277328749314763e-02
3.900580522658486093e-01,1.657895315549475868e+02,3.053996591392755394e-02,4.761290978581719791e-01,-3.782073131227552842e+00
8.169752644714491918e-01,1.796387859566924874e+02,6.095613966944479323e+00,6.016619227039093909e-01,-3.620101178220829663e+00
3.027955976880986610e-01,1.382247577698034036e+02,4.885060470180044412e+00,1.915962926935085506e-02,-8.719264898696738042e-02
4.260771554361121871e-01,1.202545042349708382e+02,5.083301885000452103e+00,6.629894092709550657e-01,1.210071396562182287e-02
4.757033009839418680e-01,1.325879452973113359e+02,5.860444230544390454e-01,6.306315231913075525e-01,-4.031199540425731143e-02
5.872689852671481026e-01,1.657148712367716143e+02,4.091540443462506005e+00,1.728744774063631362e-01,9.764215925140660168e-01
2.013522989865014767e-01,7.594681302669985712e+01,2.358032993770126762e+00,4.348332272479679128e-01,9.716537947774578354e-02
4.662530205753755430e-01,1.700188686607866941e+02,2.707009156472151457e+00,8.868710611256173104e-01,3.839501999500056773e-01
1.002706210962306249e-01,1.983194364448006866e+02,2.588370647663768231e+00,7.387216244782718322e-01,3.140091738259122300e-02
7.699426537126591308e-01,8.387248027797903660e+01,2.659461748368174394e+00,5.805919636312730642e-02,3.331721354304501559e-01
8.666883210108312641e-01,1.615362648318071024e+02,3.006303082046306585e-01,3.694472601810060153e-02,3.054125111915138580e-01
2.250385112081778050e-01,1.664941884198326250e+02,7.004778866261651693e-01,3.942869907134308747e-04,-3.711151121895525096e-01
7.334071923401180859e-01,9.916493669511680764e+01,5.418166797149450709e+00,6.488325992509466067e-01,-6.956499142404695690e-02
8.389927795551749279e-01,1.609987424797170377e+02,3.055640646481559419e-01,1.186518283154817666e-01,4.345339106681930241e-01
9.836454905846144792e-01,2.044645396981469432e+01,4.296901259823344255e+00,8.961259428864097876e-01,5.841829407869713470e-03
8.594115061318541304e-01,2.898586766261326275e+01,5.750163402137610902e+00,9.373329771008378497e-01,8.866904380966533772e-02
4.816958368996115958e-01,1.691894542255019829e+01,3.775915005314040673e+00,4.403023516111377877e-01,9.727973684185571915e-03
9.817198376586908637e-01,1.733089498479354802e+02,2.239574198297278773e+00,6.593836059560536089e-01,1.429687780850741330e+00
9.765859643671196411e-01,8.515070024386835712e+01,8.546713349856832620e-01,1.524391598596160358e-01,-1.789262703849376357e-01
5.533092812805210370e-01,1.494497639992659970e+02,5.138280914093207308e+00,4.012504173022157783e-01,3.019807865056971519e-01
7.781018847255146698e-01,6.621759439557968108e+01,2.672824968305260729e+00,9.279787250037432322e-01,1.811466269819481945e-01
9.224539009058466688e-01,1.727251016976479718e+02,3.334788991041527151e+00,5.363003483083793599e-01,1.228425780360201891e+00
5.285323647718778162e-01,6.821148360024039903e+01,3.191376371031957593e+00,2.594083235283144995e-01,9.830979957780251743e-02
8.774076169873764597e-01,1.408933270671118407e+02,5.541050434372238875e+00,6.329959447179183130e-01,-9.804156885654148335e-01
7.314117094556855658e-01,1.823366439502898970e+02,4.566077858631985897e+00,3.058891720891840915e-01,8.360382193153582664e-01
3.645318303771018509e-01,8.912462077762127421e+01,3.762289526951505092e+00,5.387453408512692388e-01,3.394421647083981780e-02
7.908870429851262429e-01,1.710774646427780112e+02,6.048807576871843672e+00,1.042783686982821534e+00,-1.046090248067540696e+00
6.136163072735492108e-01,1.425653466916519392e+02,4.891728136631065205e+00,1.017405648349490876e+00,-1.098967643978175091e-01
1.844606380899756204e-01,2.982033131052258312e+01,2.074761754949822290e+00,2.828379747233598085e-01,2.604481330519752350e-02
4.522423836741977787e-01,8.827935363801680069e+01,2.704124345398006390e+00,9.457422918657979460e-01,1.755888055353066191e-01
1.663669120580253402e-01,1.623102318523749545e+02,3.400200268663066350e+00,3.519835676029278715e-02,3.031870716957876799e-01
5.285502668952960503e-01,1.910447935736106331e+02,4.679585516366747910e+00,5.750228217382997720e-01,7.145614057136340236e-01
4.856856473286314535e-01,5.583603757451409422e+01,3.094559683465130551e+00,1.864842021403491368e-01,7.343952491040116326e-02
4.813636986734026180e-01,6.089695790088830307e+01,5.009401840677725204e+00,6.411319965041667457e-01,-7.927042844717534231e-02
6.276703182317059371e-01,1.030012753464430197e+01,1.201822099230177798e+00,2.177949321218674572e-01,1.110256306823231539e-03
2.104215941584660909e-01,1.416106167559109679e+02,5.068260741143815196e+00,7.948737720278574725e-01,-1.322535223628704647e-02
9.403920189611584268e-01,1.186937417545499756e+02,4.866746077662567060e+00,4.200520123012939644e-01,-1.164613185710657167e-01
7.156454032675296784e-01,1.495418631797067519e+02,2.404319668381423192e+00,7.988803386987578525e-01,3.519575788132516814e-01
8.414032225534945342e-01,1.517789804077709981e+01,8.501564039952322904e-01,1.009568648869407559e+00,-1.767304306812247927e-02
9.071211090373838548e-01,1.362367033222187160e+02,4.460150470949582058e+00,3.642256493882073953e-01,1.598325197587853186e-01
6.249880422311283601e-01,1.429788322453642877e+02,4.804059213555439634e+00,7.808861570621350445e-01,1.731732211151780776e-01
1.361963988141406401e-01,1.846197899639772402e+02,1.480188205806443502e+00,9.084932424813346730e-01,4.324203527754569981e-02
7.403381417059822223e-01,1.790998131762219714e+01,4.184818093774294034e+00,7.026824126491680866e-01,6.346539787497842977e-02
6.121232688370223940e-01,1.282835784912339818e+02,3.701396342590427491e+00,4.116569887478960243e-01,1.401161665693625991e-01
8.433614999533592949e-01,1.901463224121905000e+02,4.143058772156927638e+00,5.122656050261679139e-01,1.175538221130802752e+00
5.789444261269097725e-01,1.281529705270514512e+02,3.843358642133251291e+00,1.299678852315965805e-01,2.299361463751992130e-01
8.319196858277732032e-01,5.457908026482658670e+01,1.894811748044398225e+00,5.256857614753392971e-01,-2.891732437373357653e-02
9.973092637652426484e-01,8.767222130792160328e+01,5.058884944663496697e+00,2.242974652681311576e-01,-1.004687211643325029e-01
4.154993302310993064e-01,1.517052211333063383e+02,3.345790259083143869e+00,8.105566363923598638e-01,4.104135627538468833e-01
2.539192960186066883e-01,1.761781798010328544e+02,3.542947937987344975e+00,6.691868504721590893e-01,3.255925029653588543e-01
4.525073195085125288e-01,1.080627793561269101e+02,6.063418690998070737e+00,1.628920014416136430e-01,-9.558153612091021545e-01
7.777449908791087552e-01,1.274845630228208080e+02,1.972407607836068832e+00,5.455721754590612260e-01,-1.135007630985283985e-04
4.953060386724758568e-01,1.936143953048077151e+02,1.219832617658218377e+00,6.816285566739652690e-01,-6.873178541299911071e-02
6.295420984862933889e-01,1.342917871593421069e+02,1.402187803368483365e+00,1.036735974160067020e+00,-8.120039603582990262e-02
2.146226247295039413e-01,9.736645541501327727e+01,2.739812990742713339e+00,2.832661098997381055e-01,1.858077487067424927e-01
7.535111598405822564e-01,2.988220411991613901e+01,6.404946401973159453e-01,4.698504162723958211e-01,-1.329331627252939574e-01
3.520741616798495066e-01,1.543964961664977409e+02,2.308250482705256346e+00,1.314336024575309403e-01,4.945654760244551640e-01
2.715558043636164265e-01,1.822149027940329802e+02,2.272048894112089990e+00,2.676620429934613576e-01,4.880330978842157830e-01
8.766549987248750675e-01,8.774557032972431614e+01,8.308562046779374155e-01,7.799703855155782906e-01,-2.386517097020101341e-01
6.079715390085347337e-01,7.149164336701610978e+01,2.246433213245255356e+00,3.396889258093936659e-02,4.601454768726352396e-01
5.360490481116253481e-01,3.379289444147841692e+01,2.828494066783331373e+00,4.580796314779102540e-01,1.896511216721982751e-01
9.089413887236360567e-01,9.231061267834854789e+01,5.393992680481290991e-01,6.474646468995285398e-01,3.479535325809535729e-01
1.774111924549023611e-01,1.954861242730143260e+02,4.341043432895786758e+00,5.969868113897993517e-02,-2.366172574399300413e-02
7.265390053068034870e-01,1.233105549682673114e+02,4.778913349603118199e+00,5.007460758144160334e-03,3.860970444427984649e-01
3.951840607881422773e-01,9.424991113299668655e+01,3.192422400870658539e+00,5.400987560489550754e-01,9.094746575675627387e-02
2.578687749865729573e-01,1.063937923035817334e+01,4.767780393826099861e+00,1.038045868863994164e-01,1.356633923488250078e-02
7.073187849705510066e-01,1.050255715839081034e+02,2.567584246380321567e+00,3.942728017875291036e-01,1.103092106033646269e-01
4.265397557766424930e-01,6.672893584122138577e+01,1.917927766479147866e+00,7.375382693624582542e-02,-2.464934578123445172e-02
3.969062492445422641e-01,5.112891148958146914e+01,1.316316534091367174e+00,5.573681673496430067e-01,-7.020018421006261888e-02
9.493099887062690367e-01,7.485623055461172726e+01,1.855284364897566984e+00,5.747961763784278921e-02,1.054434250154649699e-02
2.793685066115375593e-01,1.606397321041694966e+02,1.720470866767184193e+00,6.225463401980989298e-02,2.878944839830390734e-01
5.609562920539615805e-01,1.233734027991177129e+02,5.629224594036777773e+00,2.163917282376909279e-01,-5.197561451005638933e-01
1.216118806042143508e-01,6.969033466512769337e+01,3.964900523783521091e+00,9.679743081220132384e-02,7.418114031443232004e-02
2.470312820232605511e-01,1.689417043286946125e+02,5.631776887952281818e+00,9.516278520990483214e-01,-1.816723137760282714e-01
8.950768602702057208e-01,1.147196066494942102e+02,3.216061365307340547e-01,6.326091005856919747e-01,5.286691115948364272e-01
8.103227934274086497e-01,1.348491743400041400e+02,5.079875534398981429e+00,1.097820492776622053e-01,8.856610881252436479e-03
6.011519410485912651e-01,8.405105466574609352e+01,2.261173573054178765e-01,6.822632107431011450e-01,-7.001390820676189897e-01
3.002080563922242540e-01,1.668327533671983360e+02,1.713235061420317784e+00,1.045616202303376818e+00,1.692041481080638066e-01
6.019728243591757622e-01,1.080400404166515358e+02,2.901049786476709524e+00,9.589633494417038051e-01,4.023266884207525318e-01
1.109318735022513103e-01,8.712562113530700003e+01,5.599551166365797528e+00,7.256382121955642361e-01,-6.781499932411047538e-02
7.416942678441286185e-01,7.432413293960102862e+01,6.162900683778794741e-01,6.108222726039994610e-01,-1.936957449224717132e-01
7.450756125073553227e-01,1.375771826895312415e+02,4.308513927652432685e+00,7.973717468541160480e-01,4.908443740878537520e-03
6.814405212097194298e-01,1.837287763159499718e+02,3.497398165188297270e+00,9.953052084467087779e-01,7.460282973995022715e-01
6.502048158476810835e-01,1.928216741658963542e+02,2.696860047997112098e+00,4.057618402620884468e-01,8.220882458737416298e-01
1.663447893620837725e-01,6.640682374692713097e+01,1.481552197489580003e+00,6.558797138376620817e-01,2.524925996245771728e-02
3.217653721458780258e-01,1.246307654939748772e+02,2.130648737095660383e+00,3.057925153293181153e-01,3.046416205231032848e-01
6.169402432881387899e-01,5.039817879588128591e+01,2.459435731102909362e+00,5.988261831692919257e-01,6.170790412183688178e-02
4.547680894260078266e-01,1.789126207228595433e+02,6.061129294842165116e+00,9.599085347810197844e-01,-8.914561183236264785e-01
9.928209057233005064e-01,1.880541281489130085e+02,3.211943154104778819e-01,8.356066794268905973e-01,7.900573788071082459e-01
9.313708216376631599e-01,1.260259210403731345e+02,5.978574604356530209e+00,5.026239802474393725e-01,3.125624917336242703e-01
2.368071122702833375e-01,1.693831720029068038e+02,1.644364391473853937e+00,5.876780467467002111e-01,2.862552825497665099e-01
6.309645333845776971e-01,2.517091108675014510e+01,2.264841142396335494e-01,2.636034168189403948e-01,-2.720257921398133161e-01
7.265935954931109775e-01,1.394689129203409266e+02,3.455245338472324068e+00,6.185997752234655839e-02,1.180290438153433374e+00
2.228890728707975111e-01,1.549100006739243724e+02,4.536828428598619567e+00,3.257001012028893361e-01,1.701975795404403746e-01
3.813360823910541542e-01,1.816188491260761850e+02,4.174674358117434814e+00,2.951170862419181806e-01,4.525103647486968250e-01
