u,s,m,N_e,q_eq,q_eq_noisy
4.884037990469962051e-03,4.584415825516126586e-01,4.825733533603606684e-01,9.096061120037381897e+01,1.771478394525652922e-01,1.717252685776957388e-01
5.412865015111483456e-04,1.125319213663141249e-01,4.098012954413208231e-01,9.490278201866179870e+02,1.523899758579119190e-01,1.524733810299665482e-01
1.906720592670665352e-03,3.925332711484986747e-01,1.715040088301106325e-01,6.019137719613444233e+02,1.509467870974073589e-01,1.477118520983599914e-01
1.523224630972996830e-03,1.362918933756268047e-01,4.934143464815637370e-01,1.293206032712697038e+02,1.829906218193553258e-01,1.852098978178523814e-01
2.087649548134013020e-03,1.143664986123544697e-01,3.765148416862904024e-01,2.456449816206965124e+02,2.002754726030790688e-01,2.006116843413347228e-01
7.328386154529544210e-04,2.476597501791215628e-01,4.095159612049624198e-01,1.479450376322337206e+02,1.440055335782499391e-01,1.451023444826239350e-01
9.737738577903019398e-04,3.578268547302070890e-01,1.824115241813129562e-01,1.501980432272835628e+02,1.399816711793554769e-01,1.378514217217488846e-01
2.692873683689734742e-03,4.298759080755707451e-01,2.983629139291003041e-01,2.305784348690879142e+02,1.588070254210434962e-01,1.624638858970345046e-01
1.597604426602051726e-03,1.436679704220470977e-01,3.111663980981252409e-01,1.575869152888487861e+02,1.813821097907348523e-01,1.854222565250357446e-01
5.357207572704882764e-03,9.486677343409433139e-02,1.385867994476609466e-01,9.804366109891120686e+02,2.724038217492646408e-01,2.702742796640122402e-01
3.063873698299461601e-03,4.067208139730476013e-01,2.395164820495040425e-01,6.447009725522588042e+01,1.674092032556127041e-01,1.681548334993453464e-01
6.599390017651604254e-03,2.529577512989094612e-01,1.357959807944398856e-01,7.589554068398840627e+02,2.166746846945060423e-01,2.153280798377256722e-01
4.485319882470864376e-03,3.243063507908419685e-01,1.439745675774224964e-01,4.024725956505415070e+02,1.855420471310844366e-01,1.854949072573629787e-01
3.033614293730000841e-03,3.128906781528712489e-01,3.271283466229762960e-01,7.747965368564206301e+02,1.714617411352355736e-01,1.689304671767864474e-01
1.183495279435468374e-03,3.923678734053031025e-01,9.956910962174048141e-03,1.077938750047976413e+02,1.414272991556925207e-01,1.451615901848537504e-01
5.216327528370146016e-03,4.953015110160307044e-01,3.790951180484416483e-01,4.891396192068477831e+02,1.742759276066426499e-01,1.723375685844773242e-01
1.061394078734723394e-03,3.416411701100532938e-01,2.425200203407356092e-01,4.224659416550496758e+02,1.416709267491620683e-01,1.410787591191670909e-01
6.263569732712096156e-04,2.143451918743741191e-01,6.282545634859337813e-02,2.601757486262283692e+02,1.405101900791764225e-01,1.415131559413974616e-01
8.947170277157018639e-03,1.287004214617866182e-01,2.415059986987668217e-01,3.263527653264384867e+02,2.886448398407817639e-01,2.873497184839495233e-01
2.520813872422561063e-03,9.629546853024428810e-02,1.877185829033790609e-01,1.875386125634487371e+02,2.235770798945688198e-01,2.230984550351042262e-01
5.079602156781744607e-03,3.611993712570996107e-01,4.369869899806688718e-01,1.035693617157682951e+02,1.877564859306473377e-01,1.866292062377934158e-01
2.440645770083568061e-03,1.647966237700866921e-01,3.364670848698390060e-01,9.689491964723501383e+01,1.950327516764247260e-01,1.947658301667521408e-01
3.123586795820998321e-03,1.749205128487210659e-01,1.122914270366845990e-01,6.226608738065438331e+01,2.088775206773205717e-01,2.065364354071199671e-01
5.534327289137541944e-04,2.495060941767435203e-01,4.578304948293308030e-01,1.855118078045751133e+02,1.385843035242704802e-01,1.377083273730658752e-01
8.749720580217471401e-04,2.874193422506113871e-01,4.328880856332762983e-01,8.765178620029590775e+02,1.421360672733207320e-01,1.417222814238962569e-01
3.773645898503226633e-03,2.372666090707087894e-01,2.716453945693179106e-01,9.016436078178930984e+02,1.905761519833535089e-01,1.899086999757452487e-01
2.762432410269300732e-03,4.800669573815059543e-01,3.802629123412765155e-02,8.819631583731217006e+01,1.571144633962187898e-01,1.572278433060063929e-01
8.039977984031172536e-04,1.841409983657353866e-01,3.316101422121286446e-01,8.546939414476878483e+01,1.559113166987526611e-01,1.553251122600392276e-01
8.661410851053938723e-03,3.209083822303018252e-01,2.115216575625002982e-01,1.034816556513274435e+02,2.212754808667312945e-01,2.227819036836100608e-01
7.939418779430782022e-04,5.731044124648768112e-02,3.134894888978244087e-01,6.465751341345058734e+01,2.198111892474212126e-01,2.191647973958495421e-01
2.306162145483292136e-03,7.869732874719712057e-02,4.910607418003343216e-02,1.149826736413097734e+02,2.410180819265212437e-01,2.407447827339294633e-01
7.697010237491500213e-04,1.395260965706301148e-01,5.747927840989647263e-02,1.904168052371967974e+02,1.576502317945075449e-01,1.563206691225158262e-01
4.288368902658741023e-03,1.766042931816860784e-01,7.494295958367297450e-02,1.359044956135189750e+02,2.186695964862322983e-01,2.176165668060018321e-01
1.144093514851275434e-03,2.598454936962478201e-01,2.743625487207426161e-01,5.835242935551403320e+01,1.560882680602443118e-01,1.535592824786048971e-01
7.472782282834301197e-04,3.083933308681127694e-01,3.607352712080864054e-01,8.094296606641751168e+02,1.375167565049669194e-01,1.385543263467228503e-01
5.738530652853101807e-04,1.246644988956920885e-01,1.736564567993281183e-01,1.220646005392343625e+02,1.566423366323339283e-01,1.543573005970289569e-01
8.441823804786647038e-04,3.103923907012933747e-01,4.665095313698647272e-02,2.146244251986639995e+02,1.386849426712186140e-01,1.371932298748419765e-01
8.881900178242943056e-04,8.682036795353420544e-02,8.242285386985220841e-02,3.052482317976392778e+02,1.776040729623493408e-01,1.783225622663717480e-01
2.497967517486403364e-03,2.265236222043981451e-01,1.595701667545638136e-01,2.592304222741839794e+02,1.777299848669488258e-01,1.785351315988378818e-01
1.931012674981079889e-03,4.091436864529999218e-01,3.362827663443261339e-01,1.535954617596597416e+02,1.523472601231033730e-01,1.515470306210932316e-01
8.799108862336972592e-03,2.637464085959811966e-01,1.690924017046637196e-01,5.830465286060222496e+01,2.404336752499513785e-01,2.363951436289737640e-01
8.716648111547015132e-03,3.497307597954182889e-01,3.554676529487112435e-01,3.021277652573638761e+02,2.119343553027209781e-01,2.127753818773121253e-01
5.436262095748657999e-03,1.506069008573566181e-01,4.501418561227703563e-01,9.043882996642333865e+02,2.306544297817560984e-01,2.311735566995402058e-01
3.738743412753740575e-03,3.683861262035562079e-01,1.583008209522581144e-01,3.306387027178274707e+02,1.735555591473239567e-01,1.707307967163804174e-01
6.285942347425510328e-03,4.929369987309634715e-01,2.146625420712855448e-01,1.703261473554154293e+02,1.825892700400712776e-01,1.841299142056602722e-01
8.323659225276417925e-03,3.429270823219274233e-01,2.154795072796428235e-01,2.173839569824292255e+02,2.128138579908439298e-01,2.114116583899770807e-01
5.350524389402768659e-04,4.912336789769532475e-01,2.128531925074850784e-01,3.795418926534709385e+02,1.249280145630851380e-01,1.226756383307785331e-01
7.122434228969351262e-04,4.252435299086673171e-01,3.081591177017054539e-01,3.483362113156952660e+02,1.315388402452736805e-01,1.317303016672022042e-01
1.471242034954228306e-03,3.956961615064198967e-01,4.136767168378358561e-01,2.039042969794614635e+02,1.469744412096214981e-01,1.466175003468230542e-01
6.618038774808490286e-04,2.656374085001284024e-01,2.869289452809916652e-01,8.777230541066600722e+01,1.416640169309515140e-01,1.420692649329338142e-01
3.012793230940323010e-03,3.083343462549387182e-01,1.975033212312190534e-01,1.550502844069009427e+02,1.738148138245850238e-01,1.706033177079361585e-01
1.090715958426040485e-03,1.612139036511046619e-01,2.917354621621681687e-01,9.347242150693340079e+01,1.677023747465372083e-01,1.713268349790819656e-01
1.103783559199174053e-03,4.435522044440672884e-01,4.531173579618916203e-01,7.223054991742540665e+01,1.415453827487039573e-01,1.403400655196165026e-01
1.186023696310170572e-03,5.603962081208169188e-02,1.048831236652079113e-01,9.517289448743749745e+02,2.074092549092140247e-01,2.043299362922212092e-01
6.700404257327061434e-04,4.088302317744988423e-01,2.135536780483741626e-01,5.153474420996765559e+01,1.346755320468194517e-01,1.359132164239537643e-01
4.602152049385340414e-03,4.730178575582658085e-01,3.523109155046041385e-01,5.976772789598162490e+02,1.715110506452378059e-01,1.708014423850354457e-01
3.511675297354767671e-03,1.993281461678976796e-01,2.460760625866048046e-01,3.066909217327430497e+02,1.968885255379637933e-01,1.975382425095096040e-01
3.076487981821697873e-03,4.099776807546375301e-01,1.376259378966132596e-02,9.224932603497201455e+01,1.653691217671529323e-01,1.646899049059028508e-01
5.536870015992021886e-04,2.431750099075462579e-01,1.539648000410097639e-01,2.500442144099169752e+02,1.363190324565981271e-01,1.361995517356382746e-01
1.810154893017392472e-03,4.356255020108328324e-01,1.938703764563365350e-01,3.319733139690815733e+02,1.476183851638709355e-01,1.481099308513482149e-01
3.894398846661911023e-03,3.330593626548339903e-01,2.606240960620223035e-01,6.896895877935542103e+02,1.781761584984630220e-01,1.766828527304972196e-01
7.986963239733943336e-04,7.509478796951932211e-02,2.119964203710814066e-01,2.232698926003913868e+02,1.817919998643947876e-01,1.831494790561138952e-01
1.587531781187440571e-03,2.190488166050526542e-01,3.491989479444581601e-01,1.477899079831216227e+02,1.656145903909310435e-01,1.646747901927719526e-01
5.306092571518440095e-04,5.865932831292377386e-02,3.113115220913198478e-01,8.418657964710654369e+02,1.711642850668128879e-01,1.694249107784719377e-01
6.389541775072605807e-04,3.871933975308016751e-01,3.395464709231812983e-01,1.513296283699176001e+02,1.326299006438363404e-01,1.327839654874813369e-01
9.562745650497045218e-04,4.418800317097507646e-01,9.246018496976443624e-02,1.807437132051120159e+02,1.345931965161855370e-01,1.354832790731676229e-01
1.731578966070114424e-03,4.982487567152707464e-01,4.635517451662729549e-01,4.844731986960526342e+02,1.449420322049346510e-01,1.444838735216973646e-01
2.002899631913944174e-03,2.868555584318784879e-01,2.987134112255351304e-01,3.409879607762811702e+02,1.618966693170313664e-01,1.601716297428722457e-01
7.075531174378892757e-03,2.260816592674176340e-01,1.385692406231845419e-01,7.611526229774616468e+02,2.277581513178658645e-01,2.289977224504831377e-01
1.291076974928731871e-03,2.860522875073749915e-01,4.508866225059839361e-01,6.226392198041563830e+01,1.564647644032422513e-01,1.529441068189967001e-01
5.332061515621738801e-04,2.495734468938407558e-01,3.187229721033110197e-01,8.533287394150373473e+01,1.396417360235347183e-01,1.375800077514636455e-01
5.941708774777574968e-03,1.819128667149931822e-01,4.775429701183042663e-01,1.256317146432954104e+02,2.298096176712777772e-01,2.298886634523445438e-01
6.017758048437333576e-04,4.596163180739254450e-01,2.401419794929105511e-01,6.985028286325808722e+02,1.272292014287823292e-01,1.245070826321721946e-01
6.606255650975609468e-04,2.273825868266607930e-01,3.506790850908396151e-01,1.380406971712803283e+02,1.437719506269374836e-01,1.438279391554358189e-01
8.955674677757031327e-03,4.530479813672551592e-01,2.208146652360700735e-01,1.000879385045411993e+02,2.033579823709782408e-01,2.032482561349413241e-01
4.776623500768479441e-03,3.049252298622979751e-01,1.538354642862112542e-01,2.793883328502671475e+02,1.914457176058383392e-01,1.932431971835546769e-01
1.375714948405650775e-03,4.311119605474175165e-01,3.510063871727379103e-01,5.542439931440992495e+01,1.467167659673424274e-01,1.448871852637158564e-01
7.429141701978817305e-04,3.495237122151295117e-01,1.253823234484821025e-01,9.144589261552356447e+02,1.335421102315366149e-01,1.322902971842533359e-01
1.592641691341545969e-03,2.611592754172373243e-01,2.532216557358900055e-01,5.411295997484138098e+01,1.650923189992394569e-01,1.657586823686414690e-01
1.381251409542007084e-03,3.723403935751045113e-01,2.643232972972149875e-01,1.878838327049470536e+02,1.462940698539637319e-01,1.413789426735521104e-01
6.865058412519753003e-03,3.764592224922418406e-01,2.639737492054957668e-01,7.325219120455446387e+01,2.011229566941272473e-01,2.073230412919564170e-01
1.752993237143690751e-03,4.412187643621185984e-01,1.005501732703052986e-01,8.894572395734343218e+02,1.456060725879884110e-01,1.442087711270648720e-01
6.393122382718423140e-04,2.573615004276766927e-01,4.387598073929486753e-01,4.499262487416378917e+02,1.389791966621629071e-01,1.375195265567117908e-01
8.031032302650984583e-03,2.883298701512641005e-01,3.015133026750641543e-01,1.444300449911096678e+02,2.208459423336227301e-01,2.225681973554301529e-01
3.225658280444559239e-03,3.939070723245263195e-01,2.220663234097934868e-01,1.468501318892474785e+02,1.674561422858094062e-01,1.673764786029380280e-01
7.092723483471883835e-04,2.816446300063055186e-01,3.785373035438528433e-01,4.977019383880203236e+02,1.386471461026378138e-01,1.350882888652306379e-01
7.017993817541300647e-04,3.291624646581596814e-01,1.391863869917532859e-01,2.394626014062586989e+02,1.346931351436758961e-01,1.359469899038611151e-01
2.019124632651880281e-03,1.559553391718177251e-01,3.281377696004368349e-01,7.756922220547120617e+01,1.921891180572795899e-01,1.938998737252780047e-01
6.588408380850758941e-04,4.892445222687658579e-01,1.882316769285509173e-01,4.880030382864566718e+02,1.272942613222688701e-01,1.263943687753169842e-01
3.318169417231330801e-03,3.361873253979665854e-01,2.101159045457615671e-01,7.771694376373228863e+01,1.763616698598550470e-01,1.757984691432709912e-01
3.168865493413243733e-03,3.427463165351739560e-01,1.788521081421061143e-01,1.423491264577211552e+02,1.718315171365768224e-01,1.728034863310956015e-01
5.504384981042990087e-04,3.853351810774597319e-01,2.671345699112390171e-01,2.940639113793216666e+02,1.291848373057210009e-01,1.273672768058921045e-01
5.616312462066730404e-03,4.044731088298967325e-01,3.578731314392694096e-01,4.420663712325489882e+02,1.847245054781996854e-01,1.856012826066135157e-01
5.279752794769672353e-03,9.315496056805144809e-02,1.384835945459199080e-01,5.580025717864652535e+01,3.038438607497470634e-01,3.042424577706360767e-01
7.759138732702999461e-03,2.165265730320539150e-01,2.224306795041012252e-01,1.919583362544758813e+02,2.377053999901120040e-01,2.363555347585601651e-01
3.724423498133196293e-03,3.193880864659338625e-01,2.911176114668254100e-01,1.980022695933672594e+02,1.795126674676359724e-01,1.767284637200122743e-01
3.984781858029552530e-03,4.973869773113157589e-01,1.660893645959075071e-01,8.771401812540922549e+01,1.673507167235876447e-01,1.668995050620654674e-01
8.165876517190210010e-04,2.824128552539548198e-01,1.225638216215058640e-01,5.451507792555483434e+01,1.457596235721260736e-01,1.440087790556057457e-01
5.370937119514664114e-04,5.113424036520028415e-02,4.873484676981327812e-01,6.760044792951778163e+02,1.772939630479740125e-01,1.792967834993343390e-01
6.085126798423828734e-04,4.865893362723310300e-01,3.144045289648412234e-01,4.426475909851203028e+02,1.273892894791972819e-01,1.276774602161971361e-01
8.990071329370649331e-03,2.975834325362332611e-01,3.950198153912934385e-01,2.525599054154913574e+02,2.223402702806715758e-01,2.239044393257913768e-01
3.459974274652300678e-03,7.925712662445144607e-02,8.537895554511276686e-02,4.920584398139534983e+02,2.555239373303763717e-01,2.557931812010653116e-01
8.529507993504365990e-03,2.052024598037034409e-01,2.777735927524885851e-01,2.252790340052972624e+02,2.460407985162468281e-01,2.465666007504168922e-01
1.424064090268707715e-03,4.814687742315786889e-01,9.634619826260126807e-02,6.988003370062366457e+02,1.393505884594497812e-01,1.377845906249890173e-01
4.803258156882753670e-03,1.990514637907399020e-01,2.673413709038618413e-01,3.170905014155363233e+02,2.122305963938465601e-01,2.135666912469908474e-01
6.082134501085005194e-04,3.000146807506837709e-01,2.577365730835007307e-01,1.123998140012390934e+02,1.364992866512088343e-01,1.400686831998228798e-01
8.226363771832742675e-04,1.971380873864005401e-01,1.139463327774366541e-01,9.344074436929633976e+01,1.526262868733445632e-01,1.520069117623094879e-01
