a,psi,theta_obs,q,Prad,Prad_noisy
7.847099061251342336e+20,1.279942349593547579e+00,1.354690718736937693e+00,2.797768151192564921e-19,3.916085363925260747e-11,3.888972509550912713e-11
1.238360940135751025e+20,2.806477728360186052e-01,1.165483368147434140e+00,9.842824909960268550e-19,5.045089142454508714e-11,5.045506168314781894e-11
5.021316565610067395e+20,1.089540561095662774e+00,5.459104229582876222e-01,8.474907200744477441e-19,7.108532480649057548e-11,7.092357805653820508e-11
4.346691128830954045e+20,3.492876919740329211e-01,1.382877300852065616e+00,3.854876113866868829e-19,2.159561993275205153e-11,2.170658373267690485e-11
5.293666050736145039e+20,2.859476626579128822e-01,1.078938588384354968e+00,5.782396291698827730e-19,6.872113130338283263e-11,6.873794189029561168e-11
2.148586178464626442e+20,6.710170560730177591e-01,1.164741499132902147e+00,4.259089797276048504e-19,8.310877815476582549e-12,8.365718360695281619e-12
3.002561793516451922e+20,9.892775803317093164e-01,5.742699628714136306e-01,4.304496013116510471e-19,5.666090216163868351e-12,5.559577743283538126e-12
6.058464310897383834e+20,1.197419289996093372e+00,8.757435762156606796e-01,5.592237045489487135e-19,5.609649707901206534e-11,5.627934010281161481e-11
4.489922040903585628e+20,3.705963589970249217e-01,9.090326350551255485e-01,4.448768564799182685e-19,2.455516071740210794e-11,2.475716805411715145e-11
8.124905850313065103e+20,2.296151232540502851e-01,4.603256785639183724e-01,9.940643705845460175e-19,8.566246749131013952e-10,8.565181978088387795e-10
6.446229303497630679e+20,1.130526795922137451e+00,7.227428533287103551e-01,1.763621816957872755e-19,7.038448844537213110e-12,7.075730356723844624e-12
8.751400163082946478e+20,6.863223926412939102e-01,4.530695500655436136e-01,9.171384464367626532e-19,9.850639125328133392e-10,9.849965822899743310e-10
7.591247535930440417e+20,8.924405689513210671e-01,4.743338757012984797e-01,7.265725478759918251e-19,2.534699960633233924e-10,2.534676390696373296e-10
6.416411029827084616e+20,8.594619591082945931e-01,9.505337012197382363e-01,9.233445066190180930e-19,2.262474119222497523e-10,2.261208482243272868e-10
3.588540419763961201e+20,1.089062745393097664e+00,1.258879685016525141e-01,3.307876628593000833e-19,4.089269730258417694e-12,4.275984281716479347e-12
8.044844211335516652e+20,1.386426587379644193e+00,1.085647306925948241e+00,7.851621838671935909e-19,3.337270784554876511e-10,3.336301605043793798e-10
3.261408203539736166e+20,9.425189358734872291e-01,7.305520528859125173e-01,7.411378149318466837e-19,2.254267935858874661e-11,2.251307097708899745e-11
1.676900006329639895e+20,5.747749987481918232e-01,2.633461865063427831e-01,5.955051995941204266e-19,3.446567679996985353e-12,3.496715973108037775e-12
9.665781205989050286e+20,3.273567731118279811e-01,7.279155966167936143e-01,6.635885151384652453e-19,1.359544286700512322e-09,1.359479530632670662e-09
5.860100845868222382e+20,2.337424646429279163e-01,5.880683155487854696e-01,4.971535065768332403e-19,5.324294509039364684e-11,5.321901384742041387e-11
7.965048677948302295e+20,9.990204058538432186e-01,1.236166173949738933e+00,3.187767897944950985e-19,6.416628942540826784e-11,6.410992544076556833e-11
5.763005268673240760e+20,4.316346908913615277e-01,9.748144206615813046e-01,2.987639817490510320e-19,2.103334683320025462e-11,2.102000075771662670e-11
6.504217573346393457e+20,4.608814815629719286e-01,3.919577102953799574e-01,1.659119432183922445e-19,7.607630281056738952e-12,7.490576017546708784e-12
1.305030254648556093e+20,6.763509387328144884e-01,1.290359286556260088e+00,4.938889953854274639e-19,9.499004114126860061e-12,9.455205306566630010e-12
2.681143114184276705e+20,7.858780998350993752e-01,1.225509022646518398e+00,9.604042131907303387e-19,4.584107762138042347e-11,4.582038832890919766e-11
7.072204558912997294e+20,6.409924262042696608e-01,8.062780258802264566e-01,9.688949656563962590e-19,3.949859728539704842e-10,3.949526002535900710e-10
6.135081381572483482e+20,1.342415654657683755e+00,1.988683572087318885e-01,2.705052123827402395e-19,1.276083260332245549e-11,1.276650159881183572e-11
2.426995305880413798e+20,4.875184397232354971e-01,9.621863697515343761e-01,2.610697368219045098e-19,3.485224653201062374e-12,3.455914431265390383e-12
9.568263418535663370e+20,8.826242153319829864e-01,6.499563096625007308e-01,3.185222698687684489e-19,2.061050338104969435e-10,2.061803549513408780e-10
2.389182692926638653e+20,1.211190524898532878e-01,9.150726711343433184e-01,1.772342645097980295e-19,1.796742738577321202e-12,1.764423145998738221e-12
5.592729247648168018e+20,1.829033941585694323e-01,2.276757928680869236e-01,3.501834391051344568e-19,1.895583446135728287e-11,1.894216950172769592e-11
2.296025875173318984e+20,3.586309456484869651e-01,2.494461238657308122e-01,5.017292028647772204e-19,4.254839272160563666e-12,4.188361138560978677e-12
7.456345534956112445e+20,4.657457358582041129e-01,2.948516949175497004e-01,4.004061690969964218e-19,7.945416448359636641e-11,7.940151299958483885e-11
3.486817126856374354e+20,7.062203151224936137e-01,8.133426266739306465e-01,1.464094168896354825e-19,1.270914644791164461e-12,1.144465365709193213e-12
2.207205776096049234e+20,8.464696225078811587e-01,1.037911705141024488e+00,9.364820202904256870e-19,2.957712403010224974e-11,2.962900252219004536e-11
1.413884626034640814e+20,3.156974412542215558e-01,5.515067876782530076e-01,3.681396724576253479e-19,2.747550601961297621e-12,2.633298800196048481e-12
2.573519841078612787e+20,8.522446842481806728e-01,2.212924781561648180e-01,5.376826272604699898e-19,5.320596106577430783e-12,5.246010466758598064e-12
2.726188450512097772e+20,2.063699518657654552e-01,3.142994200616157086e-01,6.435038697522327510e-19,1.089297809105317331e-11,1.092890255625429430e-11
5.832748716146133565e+20,6.099571308127055280e-01,5.148824335618659154e-01,5.944116344835242152e-19,6.555520805838372977e-11,6.559546539497818444e-11
5.059349975542520873e+20,1.137526205308666549e+00,9.743351924952478038e-01,4.371694296679436333e-19,2.043782465766508743e-11,2.039781318256458015e-11
9.615649305281835827e+20,7.174896248328345161e-01,5.396402444321256597e-01,1.461633389361729861e-19,4.977499483791801187e-11,4.957306825686912947e-11
9.587362031799782605e+20,9.658888616312082398e-01,1.024215897666649111e+00,6.404168796770651357e-19,8.247540549800312817e-10,8.247961063087608272e-10
8.168914994215873413e+20,3.906421580323635734e-01,1.270368825919202749e+00,9.698081070172130035e-19,9.973812499272998284e-10,9.974072062731889854e-10
7.044288705826329723e+20,1.019782142365828870e+00,5.115821344758710865e-01,6.675082957530241660e-19,1.456867756110117414e-10,1.455455374894645657e-10
8.605207824115117588e+20,1.379595774111672224e+00,6.581226093853422832e-01,4.682314693040038955e-19,1.691136008346829681e-10,1.691906330429624263e-10
9.448766456318961910e+20,9.462337933744568996e-01,6.602467189270712078e-01,5.415207480730907667e-19,5.177671675834631530e-10,5.176970576034197593e-10
1.203559559983024701e+20,1.374675072600086922e+00,6.534183005194611482e-01,7.089488680461213641e-19,2.100067212894628123e-12,1.987448401279298091e-12
2.062947044357728174e+20,1.184036864180594284e+00,9.012137060244340692e-01,6.831731475471166378e-19,7.474500435833105008e-12,7.484073506929529925e-12
4.242374962152787804e+20,1.098677799907435304e+00,1.175559463778373059e+00,5.222890618312968537e-19,1.980644089286943602e-11,1.978859384972951315e-11
1.842281677383397540e+20,7.229525134448152590e-01,8.460152577305781740e-01,2.690574021144424650e-19,2.064431023812680484e-12,2.084693423911795067e-12
6.395720257479494861e+20,8.462992225142672575e-01,6.135086352011694943e-01,4.400016202913140481e-19,4.706239018781375578e-11,4.690181538198131342e-11
3.343278001132977521e+20,4.212846105476356628e-01,8.585122016216371055e-01,2.879604169446276897e-19,5.752952133634577384e-12,5.934175145261814628e-12
3.379057562190929592e+20,1.236928590616194201e+00,1.278105130700918135e+00,2.105092317316950721e-19,1.734788190422798151e-12,1.674522328968425390e-12
3.594951897830790267e+20,1.174477934571248744e-01,3.726961215295405694e-01,9.851363533900618631e-19,4.842761728978157824e-11,4.827365135893193621e-11
1.879440918259510477e+20,1.136620669570774345e+00,6.552395629257726783e-01,1.090828869797476982e-19,1.507171012520048586e-13,2.126013201087198128e-13
7.668500079143430390e+20,1.322051588501656827e+00,1.016008380311970605e+00,8.453687239392490933e-19,3.131611042279143134e-10,3.131256238149042139e-10
6.856051866396850913e+20,5.313924222628154670e-01,7.397977627251723920e-01,6.449204300712456945e-19,1.579472034955706022e-10,1.579796893441479009e-10
6.458572815771361608e+20,1.139935522180063998e+00,1.357827438531194475e-01,2.840033501380650763e-19,1.748787670916043854e-11,1.745391586609793521e-11
1.306410240499978895e+20,6.580611397329113599e-01,5.003084801066253196e-01,5.835723444919387902e-19,4.401017666796216588e-12,4.395043630748224180e-12
4.865177301749897626e+20,1.214029228031294760e+00,6.040629787864748579e-01,6.687185192155557721e-19,3.914886486159005168e-11,3.917344214596391798e-11
7.166832309098584474e+20,9.177270476695201795e-01,7.776226497612578337e-01,8.883871256483991310e-19,3.028730696158451598e-10,3.027984043274468515e-10
2.407119849132277432e+20,1.724960541341669096e-01,6.511906929648115794e-01,5.495470090386369192e-19,1.190034389622410023e-11,1.196821785581005567e-11
4.470920601917957079e+20,5.883632479701519369e-01,1.007917264655591172e+00,4.255937975071349779e-19,2.109907133501407755e-11,2.105208132510612434e-11
1.178507309229432013e+20,1.250158373484464569e-01,9.094099574374314710e-01,9.482860337624103983e-19,3.708493762721153113e-11,3.699796891279448266e-11
1.736721973695178670e+20,1.074114259533426985e+00,9.828208244002711869e-01,4.327045237507267570e-19,3.213903477161491456e-12,3.221606719343741566e-12
2.948082219991484989e+20,1.232097869383724342e+00,3.403964809213875231e-01,4.860663304835848615e-19,5.623585045268890244e-12,5.668089173117994735e-12
4.731851450271238062e+20,1.394940852733004277e+00,1.305234537432309549e+00,7.822823301918749416e-19,4.837054473280010668e-11,4.834763679863824012e-11
5.169160326586418463e+20,7.842493910254265677e-01,8.766548691863912390e-01,6.767677453305297730e-19,6.315902005916729340e-11,6.307276808045933161e-11
8.960693784563017318e+20,6.086803489947619772e-01,4.602800256202798090e-01,9.180069430641699500e-19,1.205046826463767967e-09,1.205108805020398832e-09
3.849925979566119322e+20,7.819288305768609115e-01,1.272305218515558112e+00,1.659014952063004324e-19,2.296220037042112421e-12,2.120187157829834847e-12
1.193174886494722458e+20,6.765455132488732426e-01,9.286797274686084958e-01,2.605894807191824366e-19,1.862190449932060544e-12,1.759104036328507230e-12
8.436010120940486656e+20,4.810816149544246967e-01,1.341611722307590959e+00,3.767932758839592518e-19,1.744559737930634767e-10,1.744599260821168111e-10
1.556622418362155008e+20,1.283336029991340110e+00,7.243691466815673774e-01,8.922018337581119113e-19,6.266054267374672668e-12,6.129948327544166023e-12
1.836927933960055030e+20,6.124385841659087948e-01,1.011765621236182966e+00,4.050916789294448942e-19,6.443394258413498471e-12,6.446193684838415243e-12
9.668635450657614070e+20,1.264360835060959198e+00,6.741181296137820356e-01,3.085044670946350170e-19,1.635779273890015784e-10,1.635724410771997236e-10
7.780288763155226296e+20,8.364506640466384813e-01,4.999722071441492499e-01,6.169092472164423559e-19,2.123586221748316503e-10,2.124484961537174659e-10
4.040687825013295677e+20,1.200990108248095156e+00,1.012616606649118456e+00,1.309430925466020449e-19,9.916453267891208292e-13,9.001662916077917133e-13
2.189609574572761416e+20,9.652907241770407598e-01,4.259940409660534222e-01,9.731349646140747553e-19,1.462933428641971290e-11,1.456674363405554790e-11
4.480575158546753782e+20,7.100156845386854654e-01,7.583763049133138701e-01,1.237489970351226676e-19,1.452025098753509117e-12,1.485343267223609107e-12
4.052754035021561856e+20,1.031205581439190722e+00,7.872405729727588453e-01,4.977060234196022287e-19,1.539438323466932527e-11,1.514862687564874594e-11
8.869970812982258565e+20,1.043104420533143006e+00,7.863317479342888383e-01,2.147287571400778436e-19,4.998028775577558627e-11,5.029029198566704300e-11
4.768777155826359992e+20,1.230187541490564751e+00,3.614304505027937653e-01,9.648067813514617190e-19,7.468772999835019884e-11,7.461786492530402532e-11
1.738405054140598190e+20,6.990443345688437393e-01,1.240775499221666411e+00,7.600571828307932657e-19,2.359310360718852685e-11,2.352012010191597144e-11
9.341246821227276534e+20,7.885085137703183866e-01,8.839345869551666901e-01,4.186850336732682969e-19,3.260530360476287454e-10,3.261391487987191083e-10
6.600820273437341123e+20,1.093509320048631439e+00,6.773724408654629991e-01,4.236773205217435419e-19,4.482753726185818366e-11,4.482355407771461685e-11
2.050388711029019771e+20,7.691955977959935575e-01,1.084196989214017304e+00,7.903756239721554610e-19,2.297466521004042889e-11,2.279672234817007087e-11
2.018567440417800847e+20,9.064693423457945709e-01,4.618846061785585322e-01,5.705817119369208331e-19,4.822138655237999572e-12,4.884831393247260883e-12
5.193399170478378189e+20,4.060932020519177899e-01,9.531582009611356820e-01,2.319319998350292433e-19,9.489085725131939211e-12,9.574623508531859766e-12
1.828800691202045379e+20,1.368928619887545661e+00,5.894023600142322961e-01,7.844632886134497589e-19,5.372876825687258456e-12,5.327882198339664102e-12
6.685769729824826327e+20,9.267633844830144296e-01,6.463013518189799633e-01,2.325035847398452828e-19,1.514965456037045379e-11,1.512149452454125182e-11
6.547454119854192722e+20,9.457115811016134632e-01,5.650154811694758639e-01,4.143250526221170008e-19,4.333421668453599579e-11,4.338281514426193326e-11
1.288732137563383398e+20,1.068746078668216803e+00,7.945498817692213667e-01,6.322894591127578646e-19,4.453690398561622587e-12,4.362812373570177744e-12
8.266805029371651031e+20,1.124033425508590422e+00,1.030470141742100276e+00,7.547625571211262073e-19,3.978318827481492938e-10,3.978757216045700039e-10
8.081152848455486669e+20,2.246698860854819124e-01,4.600573458193917276e-01,1.329735492281312707e-19,1.486721761220471628e-11,1.488714746324916450e-11
9.237774417537775698e+20,5.810767665370446533e-01,6.783197667106630746e-01,5.041515393841651239e-19,4.790450397829345165e-10,4.789775465213569493e-10
7.032759820646293176e+20,8.782322497904755387e-01,8.569057898137459883e-01,5.134648312696723362e-19,9.681217935259089042e-11,9.667296916520970971e-11
7.235760091017008906e+20,1.392451267788245461e+00,5.318323479493595185e-01,2.688578299002141538e-19,2.380401523556826131e-11,2.378145465249215187e-11
2.473674890078511104e+20,7.714149151780915759e-01,4.186659362159151909e-01,1.259732440489069787e-19,3.390717190634372030e-13,2.515294932374203478e-13
1.214999325809305354e+20,1.032766943883563632e-01,1.367106016015145142e+00,8.823659836971097721e-19,4.859599610981012084e-11,4.869613713237813693e-11
1.590068371765779497e+20,1.361258082564511751e+00,9.174517753085870142e-01,7.551572934097137894e-19,4.348058816114890828e-12,4.362467352964882871e-12
9.680152061443216507e+20,8.152410273268959617e-01,1.127051520017362973e+00,5.865798358400221688e-19,8.519369490760656391e-10,8.520151575283216380e-10
6.811492290036702904e+20,1.845205880261930609e-01,3.219852844172931827e-01,7.869495828699705330e-19,2.130476850811763308e-10,2.130611472747107740e-10
9.522159998440666563e+20,5.483626616551432464e-01,8.222113411564702101e-01,5.522383770948838647e-19,7.631241211086749288e-10,7.631504112203834631e-10
4.144459229848860754e+20,1.346465347780116062e+00,3.505001154827632748e-01,8.923297654267150123e-19,4.270832210751839112e-11,4.263002221579535529e-11
7.796994189952725811e+20,5.305931176176930109e-01,7.950875643500406875e-01,6.549387085391962933e-19,2.987371168472268789e-10,2.988039215898840790e-10
1.588590688255001231e+20,8.222646332797529656e-01,7.701150900171017666e-01,3.433579782642774634e-19,2.375935325600214651e-12,2.554405153030917239e-12
2.495846490336740311e+20,5.250655857829348294e-01,3.962604652213352896e-01,2.878585869902472118e-19,1.963602505975234134e-12,1.932633750423479880e-12
