H,T,M,M_noisy
1.555157293327736223e+00,6.758323907199279557e-01,1.009723944773184057e+00,1.035985683059370110e+00
3.624921589327427807e+00,6.215791641900939579e-01,9.983975140660665826e-01,9.944549200322254645e-01
5.295569595576249400e-01,4.182799380755473084e-01,9.974593723172234805e-01,1.008991682255634847e+00
2.312678358775831278e+00,2.697408620627067544e-01,1.014626119713210706e+00,1.015414584467016379e+00
1.183634772841566818e+00,3.212727693169704080e-01,1.039666907593632006e+00,1.042376165383339437e+00
8.274225006834085017e-01,2.905324503578086137e-01,1.032793097153536621e+00,1.021196798980674725e+00
6.065775630427999721e-01,6.148061436803362589e-01,1.031047993779211414e+00,1.011938995999786872e+00
4.069329636919648330e+00,2.351586641314294401e-01,1.001970297190527992e+00,9.942988149323559455e-01
3.433285097698607125e+00,4.174007739109976134e-01,1.002185616737407470e+00,1.009807302454540645e+00
1.897280501460862467e+00,6.404619211238234966e-01,1.007704238107598904e+00,1.023532294227853523e+00
1.958204714117326439e+00,6.661327571563846472e-01,1.005729175551535404e+00,1.011769086060188227e+00
3.642287377408100824e+00,5.354706712512729005e-01,9.997373867485720433e-01,1.004720195847004005e+00
3.019780748097590894e+00,3.818712936685183523e-01,1.004979580737890732e+00,9.965919121981471340e-01
4.580076317761497151e+00,2.145722430469673425e-01,1.001043072277638224e+00,1.016386010730797596e+00
4.597068431160378665e+00,6.198406588629252756e-01,9.976060619303317445e-01,1.011044125134300309e+00
2.410873514128006878e+00,2.635540291837311644e-01,1.013270837159619298e+00,1.007962512287927881e+00
3.295676284845941773e+00,4.240374724452332655e-01,1.002696681872886408e+00,1.002232975180947783e+00
2.723338569677443921e+00,7.667400664560728440e-01,9.971771269835770779e-01,9.872166077489292757e-01
1.551427708515267234e+00,7.311388658773882998e-01,1.005688747530869120e+00,1.020360816384707991e+00
2.267567124177898297e+00,2.585277846576826133e-01,1.015539623592010665e+00,1.019603165282308765e+00
3.605879321053934827e+00,8.485322439452861465e-01,9.942684198570842513e-01,9.933177731654805331e-01
2.763410763405937054e+00,7.296511524195147258e-01,9.981818005453179099e-01,1.002250800549546961e+00
3.162031832233040962e+00,1.171020979451865007e-01,1.006859757553160373e+00,1.011265980456845570e+00
2.435366488841884447e+00,6.746677121377968600e-01,1.001521527340247797e+00,9.974065603062192142e-01
4.764888214720901516e+00,7.299982263649175129e-01,9.964423073901385042e-01,9.840266555327090714e-01
3.882307251678338123e+00,4.457239221835086473e-01,1.000393805643540857e+00,9.875563519563919090e-01
6.539251685900882016e-01,7.586552824843180165e-01,1.011284792163170687e+00,9.939011270320556868e-01
4.070547540177512857e+00,2.081283891987404933e-01,1.002152498039003969e+00,1.006765028243972182e+00
4.587887882052014810e+00,3.861866137761998941e-01,9.998344128276339671e-01,1.022019831213974106e+00
4.083290954542545315e+00,4.019540296318803163e-01,1.000453647476925001e+00,9.834629545005595386e-01
1.715541238886912900e+00,6.543748546355716567e-01,1.009120312249341289e+00,1.010503186837590217e+00
1.839544981636535015e+00,3.883220869574381950e-01,1.020274094543385246e+00,1.024383933969446048e+00
1.216071851580178276e+00,3.556481945176058757e-01,1.038159284987394182e+00,1.028313028214779212e+00
2.785235501106692046e-01,8.238387751139146786e-01,9.988980054913392248e-01,1.000942263512013097e+00
2.360306728078434002e+00,8.350500972333917415e-01,9.956528018896625420e-01,9.846834329004787723e-01
4.252400892524642373e+00,8.836850309911590262e-01,9.941397469748227689e-01,1.006143768164704078e+00
3.844057930795208300e+00,8.986685714881719189e-01,9.934816309223003516e-01,9.875391403591846640e-01
3.310994507648143514e+00,6.168767665845023007e-01,9.991937358024670646e-01,1.000199339637379614e+00
4.235953347166415028e+00,7.928568429176654497e-01,9.954395948566937546e-01,1.002282010706639248e+00
3.295569374482221203e+00,8.073504884057387532e-01,9.951770358583962306e-01,9.908788421664730395e-01
1.116667076123656788e+00,6.124141570137110469e-01,1.022708454630632424e+00,1.004796146402221924e+00
4.015775384085412902e+00,5.058203838251443818e-01,9.993958292030389323e-01,9.940832726136844544e-01
1.837600022298527147e+00,3.959163484635405128e-01,1.020031475510623009e+00,1.027661428187087056e+00
4.450309851376898607e+00,1.206425644859218799e-01,1.001712853074030685e+00,1.000867526501096449e+00
1.632412654273548425e+00,7.621032621655617900e-01,1.002783321182128207e+00,1.005081213021767894e+00
4.595097529178882034e-01,5.155755903166201470e-01,9.957395178353051213e-01,9.849354997662556066e-01
3.649490975290347716e+00,5.965720677943473493e-01,9.987625406133034955e-01,1.000194769721458821e+00
5.382337605999343300e-01,6.029462046506820494e-01,1.027546742549453773e+00,1.034828412448641988e+00
4.351072145384488721e+00,1.736005472871896826e-01,1.001680850652857835e+00,1.002045330857763927e+00
2.059617755467183287e+00,8.910255532600767081e-01,9.934108052150881774e-01,1.012490951118289351e+00
3.900605995212809596e+00,6.354384672986619353e-01,9.977974075865512216e-01,9.957194718039458214e-01
2.628422774822719576e-01,6.479635588339266450e-01,8.957999193434128538e-01,8.853864169800395034e-01
2.719188787539026375e+00,1.778575248556200639e-01,1.010445785715679001e+00,9.942691932922179676e-01
3.384470223684124424e+00,6.973140651785301181e-01,9.974283284191606258e-01,1.008948387331087382e+00
6.475256438333654163e-01,6.870277954376817764e-01,1.023103874581000383e+00,1.022513692143035557e+00
3.041989106982502022e+00,5.087958332779837223e-01,1.002446534065273953e+00,1.012562751863898436e+00
7.151130767076230299e-01,4.104995048407227287e-01,1.035450764700668547e+00,1.040027453888389353e+00
1.519945635403814332e+00,7.939250584511488018e-01,1.001004165426375936e+00,1.017255008332133892e+00
1.826426027638292648e+00,5.708614992816606337e-01,1.012275688745823299e+00,1.024936762373434673e+00
3.097926851970418394e+00,4.187535311421065609e-01,1.003841505742380846e+00,1.000065960120697595e+00
6.505942246863577472e-01,3.153844904574126251e-01,1.008762284732376502e+00,1.011501133741518510e+00
9.241282850012250139e-01,6.110484673844183146e-01,1.027370002633725132e+00,1.038223722560455808e+00
3.906282931548971771e+00,3.055335979662157087e-01,1.001845373398414951e+00,9.894846219578614654e-01
3.579378204173691014e+00,1.085440427515723533e-01,1.004474101820430842e+00,1.018983061571038906e+00
2.271028348004241693e+00,1.146337496068924600e-01,1.016392334031589906e+00,1.028512267454712026e+00
1.410015076077483887e+00,3.424863592859814787e-01,1.033097608723652527e+00,1.042926867356766873e+00
3.461023211196623706e+00,6.289719447210843084e-01,9.985914667963200486e-01,9.965821451871500480e-01
2.339222016604515453e+00,2.865747273013035112e-01,1.013909052393029198e+00,1.016930462790458511e+00
1.557598365464010648e+00,5.857939019899919275e-01,1.015925643625299468e+00,1.004753251216277343e+00
4.373416165855515736e+00,2.744554427869621560e-01,1.001011727979000510e+00,1.001591269717355015e+00
1.009201589907533059e+00,5.011750369161297458e-01,1.035921332996087241e+00,1.030047537781693112e+00
4.021414272105348964e+00,3.467951747703088561e-01,1.001145333371084467e+00,1.002010973024508589e+00
3.089089528347201963e+00,5.290176832165750520e-01,1.001793792938069361e+00,9.968475303100595708e-01
3.229900628839909693e+00,2.764371912033622980e-01,1.005116303663325050e+00,1.007954338782517167e+00
3.410762256314034069e+00,3.954192364092469214e-01,1.002597575925116891e+00,1.014390897688466575e+00
3.741355216796399041e+00,6.608747193186150781e-01,9.975795645646532428e-01,9.844835327255067048e-01
4.404735475336908124e+00,4.981887360016480359e-01,9.989899550197491873e-01,1.008243863774988203e+00
4.602919259910416727e+00,4.184740270998317246e-01,9.995480560492863153e-01,9.796299303541112780e-01
1.277445233362175081e+00,7.241420137586891403e-01,1.008921475136620671e+00,9.873111416313491429e-01
8.194310239889435188e-01,4.597076353410315397e-01,1.041230066456604986e+00,1.040036379692623969e+00
4.481870417661991901e+00,2.161160517661196434e-01,1.001196885619248134e+00,1.001264179435639168e+00
1.019146453811610176e+00,4.945146113938708732e-01,1.036170685216422527e+00,1.040598693752881054e+00
1.109824689577468160e+00,6.884960717724301071e-01,1.014716064982552624e+00,9.982422122808781717e-01
4.026284955007330524e+00,3.965331880491681504e-01,1.000629534831980250e+00,1.000030148404528640e+00
4.830552942393611104e+00,4.860597345098492950e-01,9.988059527088870571e-01,1.000071199681163314e+00
4.222726728137093488e+00,7.175513596372348202e-01,9.964762486050607881e-01,1.009028298436772442e+00
2.583651957809126820e+00,3.054380676303012909e-01,1.010305594162460352e+00,1.009267198307394642e+00
1.878001840870060501e+00,7.839529159768536815e-01,9.999125043398588986e-01,1.005202421823073511e+00
4.942758661001890097e+00,3.128344477815147018e-01,1.000017557094282195e+00,9.902433015909968272e-01
3.680344412723728809e+00,4.573516830044801473e-01,1.000764759822799554e+00,9.988892134847986437e-01
3.145467605330098060e+00,4.359519042331018168e-01,1.003268446694001170e+00,9.988130934826162655e-01
5.564384297681301828e-02,3.322305433578595091e-01,3.145541099638910487e-01,3.215871537505068378e-01
9.759588945205449617e-01,7.337461137002464495e-01,1.010979383205129922e+00,1.001091190431697697e+00
6.745885022196584924e-02,6.163651570393094969e-01,3.971721419372064021e-01,3.888289173659062459e-01
4.535202074623896351e+00,5.274171980299223739e-01,9.985894075636786438e-01,1.004349289249148125e+00
1.182328049509618895e+00,2.927665925290566240e-01,1.039757245432840094e+00,1.057651612054403278e+00
8.551065524749734692e-01,4.355926452047714781e-01,1.041914493159146193e+00,1.045741526464441407e+00
2.912838619497645887e+00,7.512554625318970114e-01,9.971335931391555052e-01,1.000169196073439792e+00
1.015509281405411190e+00,3.072233575722325694e-01,1.041475395458805853e+00,1.038013971522926626e+00
2.732660465619396017e+00,5.184682261454501839e-01,1.004165082946496090e+00,1.015049335235449712e+00
4.748958505221131610e+00,2.696591339965562217e-01,1.000485199926291147e+00,1.005884369492859420e+00
4.319543455033153734e+00,4.678632486531125734e-01,9.993938806291544630e-01,1.016725807822767225e+00
1.225637668840748429e+00,4.367619273971757865e-01,1.034165816099040569e+00,1.037472931202489512e+00
4.580888220323261706e+00,6.836421165391014521e-01,9.969068020968068211e-01,9.874200329190297998e-01
1.996952200960282031e+00,1.387184475349575452e-01,1.021156915714797719e+00,1.015457500706570038e+00
2.615185413527240765e+00,7.371966164463564786e-01,9.984822407799753829e-01,9.886081952491195812e-01
1.624863381002996210e+00,3.895836897434173940e-01,1.025306138483049079e+00,1.012797929553945320e+00
4.999790432390223138e+00,7.044909931782760149e-01,9.967989663340319773e-01,1.009436140599348830e+00
1.535367280759660336e+00,3.338262175321993208e-01,1.029834840066437218e+00,1.037908209147419658e+00
3.686379979362414794e+00,3.708284073101811851e-01,1.001848848549039328e+00,9.894624047909478248e-01
3.099480177964762273e+00,7.995158464814172694e-01,9.955346095638587522e-01,1.013347816392762279e+00
3.444616612890541330e+00,5.765574509878018672e-01,9.995733491633230772e-01,1.002018956424984175e+00
5.200327624025663509e-01,4.040116218040616936e-01,9.894299567508564319e-01,9.798610368648527080e-01
2.683944052140377678e+00,5.067135403629482449e-01,1.004831552023231156e+00,1.008693771437627840e+00
4.985236797029187983e+00,3.983909966098931887e-01,9.994084508154980062e-01,9.987165082619486878e-01
2.815717172673719126e+00,1.704041999114364603e-01,1.009500647316275757e+00,1.001774099774710214e+00
9.839705670800069637e-01,4.149296162223896633e-01,1.041514749438287701e+00,1.022085406514061434e+00
2.628655877802227314e-01,6.143129190661469341e-01,8.729685224173554525e-01,8.733357214616007669e-01
1.649762546363644500e+00,1.517317952068913955e-01,1.027989371841218746e+00,1.030909330320232797e+00
3.728082631800771374e+00,7.990258297528164411e-01,9.952198263003574352e-01,9.694290524950296417e-01
1.240678759943503184e-01,3.343974099382754916e-01,4.571661783581512650e-01,4.627152516497838874e-01
2.431910606343096193e-01,7.886046033909472897e-01,9.678052720863870029e-01,9.739816052391232493e-01
3.285040083491874707e+00,5.167948491478137063e-01,1.001170858286027698e+00,9.964729022120198954e-01
4.409335712426997844e+00,8.247527095474704861e-01,9.951046232797358115e-01,9.962258538288502052e-01
2.193741895610897608e+00,8.037537815321609269e-01,9.975054799095658398e-01,9.946988982866763473e-01
3.121533800232776379e+00,3.935790325471559825e-01,1.004127063556772281e+00,9.957560378977399207e-01
1.286309046568081538e+00,4.844524283945086385e-01,1.029289531487128206e+00,1.025688981682236989e+00
1.362815893389401900e+00,7.545231340813043364e-01,1.005311468452245949e+00,1.018827506798993587e+00
2.374887066300199301e+00,2.981613222970506127e-01,1.013159039535486139e+00,9.986528686611794159e-01
1.095332378089992176e+00,6.405746877374649539e-01,1.020214347338808336e+00,1.022586270146408349e+00
2.269399784213624205e+00,4.172675602433350006e-01,1.011732326222261946e+00,1.013573503778404605e+00
7.419090420057661284e-01,2.419291719799428475e-01,1.010941802778263732e+00,1.003865499737795819e+00
4.619874672069295585e+00,4.444651995460849880e-01,9.993067987333477120e-01,9.949034066772316498e-01
3.239755367428250210e+00,2.647145277799623497e-01,1.005189729049373870e+00,9.911855950109365043e-01
4.709435468223455157e-01,3.742886715217642601e-01,9.531136281293512980e-01,9.445940062340969501e-01
9.655367364500277993e-01,3.832210159012913175e-01,1.042435631379027949e+00,1.042585149678899370e+00
4.145763630468549898e+00,7.983563752631199772e-01,9.953219423951994438e-01,9.985891014290126932e-01
1.862015206886968421e+00,8.527432243493557884e-01,9.958159572866129849e-01,9.868321892632462289e-01
1.300520327615341643e+00,4.263746579486493715e-01,1.032545076234767878e+00,1.063108500720533645e+00
1.165903506158805225e-01,3.487493040206015582e-01,4.463540425518197075e-01,4.406505970542142214e-01
3.376084256426808317e+00,2.127864124853503514e-01,1.004898404140691870e+00,1.006171704181577864e+00
2.851656938994398427e+00,4.956549151671015840e-01,1.003873726646584474e+00,1.001567925835218364e+00
4.201972203818904461e+00,7.667150198833152519e-01,9.957962434046092604e-01,9.917984455581023706e-01
8.486522472538365891e-01,1.630123000831814883e-01,1.008214170127302856e+00,1.021224859356981929e+00
3.761475889962202945e+00,1.906118962287381702e-01,1.003272586476741113e+00,9.984844726691447514e-01
4.135343826790723654e+00,4.483402139759097293e-01,9.998645742517503487e-01,1.013208462400405185e+00
4.120605789208184433e+00,3.469575947082161882e-01,1.000917904770390443e+00,1.012336067594842737e+00
3.731823764965649382e+00,3.229229220449029159e-01,1.002228483813629278e+00,9.917718321876136667e-01
2.211829375524779984e+00,7.697544128107342010e-01,9.989764820747866203e-01,1.009331417014535548e+00
2.370341353018495800e-01,4.590358310065203451e-01,7.327313090269154117e-01,7.262275281748959976e-01
3.221407090949614638e+00,2.613535887102919064e-01,1.005342706389018792e+00,1.032707293647643354e+00
1.284562429541835638e-01,4.594684788381602214e-01,5.087640387178318235e-01,5.049057350449535075e-01
4.292124343675618459e-01,3.980508987110006336e-01,9.345296235955241615e-01,9.251203612534871779e-01
2.045616490157096568e+00,2.625968760421809600e-01,1.019459178297225099e+00,1.000348415591006290e+00
6.038897506756774058e-01,8.856617259358631200e-01,9.871843270078672905e-01,9.742538753888004832e-01
2.259913780823406437e+00,3.239938510063435917e-01,1.014340157371466100e+00,1.008533668250310544e+00
4.255216024399580022e+00,1.595320681150742270e-01,1.001963143002398304e+00,9.919828649723285707e-01
8.707861093036289857e-01,3.554008313241615591e-01,1.041083209053836889e+00,1.028796340092293482e+00
3.990774730192294673e+00,3.380064609299718303e-01,1.001306161730256994e+00,9.943527644292678991e-01
