N,mu,t_dwell,T,F_max,F_max_noisy
7.631808967376477426e+01,7.445887767354837372e-01,7.254154932201096017e+03,2.799628025198761065e+02,9.822962092940096568e+01,9.741623529817053395e+01
3.621970341493261358e+00,2.833758951550855443e-01,1.898498959832668561e+03,3.973804151660044681e+02,4.971164331834782679e+00,4.983675107642976165e+00
4.523448222171073496e+01,6.567110281979984254e-01,2.355223199825778835e+01,3.745817866790746393e+02,5.088258743122283789e+01,5.039734718136573122e+01
3.781360241714049408e+01,3.150558578341690619e-01,8.857573644069190777e+03,2.975812685644477824e+02,3.508926877024000390e+01,3.542216017001456407e+01
4.823032655809759461e+01,2.858219981498059670e-01,1.028297390000816449e+03,3.297066048616471221e+02,3.709379237069852309e+01,3.714422413143687152e+01
1.363444796311089213e+01,4.635463335721621281e-01,1.888546530865603700e+03,3.043181632879341123e+02,1.905462724161606758e+01,1.921914887727216836e+01
2.302817972868097129e+01,6.104358063069428297e-01,2.879334980592536652e+01,3.050749335519418537e+02,2.970517051321833790e+01,2.938563309457734718e+01
5.664310741987122810e+01,7.065012107674277786e-01,2.437268140051206160e+02,3.265372840914914150e+02,6.772599268405969042e+01,6.827452175545833768e+01
3.938914244993944180e+01,3.248906272293961561e-01,3.085540027970033066e+02,3.074794760799863980e+02,3.377875866471397615e+01,3.438478067485910827e+01
7.937396435344371071e+01,2.598223645787924863e-01,1.284382547337201252e+01,3.990107284307576947e+02,4.182865094834349406e+01,4.150921963555563110e+01
6.090852233847392938e+01,6.756277519640634388e-01,8.243883700455567975e+01,2.627270302826312331e+02,6.644961054994926997e+01,6.656145508650917009e+01
8.626540179391241736e+01,4.706103350652126593e-01,1.220022517488004432e+01,3.861897410727937654e+02,6.273443587225682450e+01,6.253244514373977125e+01
7.350372289523484426e+01,5.657418010544559284e-01,1.418392873721540681e+01,3.544287579793319765e+02,6.386842689589382616e+01,6.386135591483560603e+01
6.058052132809793733e+01,5.505209042038283762e-01,4.140251974747689587e+02,3.872240844365030625e+02,6.112863885607546877e+01,6.074894776230809867e+01
2.947394461740357485e+01,6.564904978737375885e-01,1.201310540594783927e+00,2.884646104765500354e+02,3.464206400300900413e+01,3.520220765738319102e+01
7.849328632469068623e+01,7.937353480213742429e-01,1.078352983866824616e+03,3.641936973111989460e+02,9.989725356381902088e+01,9.960649971049421936e+01
2.587549023893710043e+01,5.888548934800711399e-01,8.712848503771053288e+01,3.568563024886410631e+02,3.293523766389191110e+01,3.284641251939266482e+01
8.445900069626038231e+00,4.191269224991654996e-01,3.181292860232431519e+00,3.325841999323533855e+02,1.063992302459171135e+01,1.079036790392486722e+01
9.632359326587955195e+01,3.049338952823821836e-01,8.551612030751647353e+01,3.439314191897442470e+02,5.404810581603640429e+01,5.385383761251156898e+01
5.446110930455044752e+01,2.617272913736590767e-01,3.175036068305197290e+01,3.161922510961388753e+02,3.494660684366151315e+01,3.487481311474181922e+01
7.761553545743132076e+01,6.149324950094662290e-01,3.132534911670191832e+03,2.864627982990825217e+02,8.381444175909746264e+01,8.364534980516937424e+01
5.339305795540565214e+01,3.530621650267822820e-01,4.917412931350895633e+02,2.831273302915084855e+02,4.294640991094271953e+01,4.290637168449183037e+01
6.154639330681032305e+01,3.665606837982947619e-01,7.912822363836557571e+00,2.609853238697320421e+02,4.255532055969997174e+01,4.220415776916988193e+01
4.355332801134117915e+00,4.660081255689914048e-01,4.598794027161776285e+03,3.156481658975712321e+02,7.075806962871320493e+00,6.944410540190630421e+00
1.949257425602704430e+01,5.165591230008153012e-01,2.904722742675207428e+03,3.934007021984550647e+02,2.711017462847937765e+01,2.704810675106570272e+01
6.779425014804296268e+01,4.496888120942784117e-01,1.489920708751408256e+02,3.948158276093993209e+02,5.610012572430507305e+01,5.600000792316383524e+01
5.748589519729732444e+01,7.734226098420080575e-01,2.014699737606885588e+00,2.784175353971233449e+02,6.279967678193325042e+01,6.281668376840138990e+01
1.669694836468455179e+01,3.788546644876471525e-01,4.496567712339907530e+02,2.768449561369840808e+02,1.992640926749171726e+01,1.983847860168470234e+01
9.525089760389229809e+01,5.612111763070691817e-01,4.922358725613981534e+01,2.864203783114614339e+02,7.941177717445305007e+01,7.963774059698486951e+01
1.628100962219302517e+01,2.097472549953169063e-01,3.220445182979311198e+02,2.628723774182996635e+02,1.600042980967044315e+01,1.590347103193469458e+01
5.152002172412984748e+01,2.382631049962628533e-01,2.470862586699329011e+00,2.916972398508557376e+02,3.084867381629133831e+01,3.080767893740257435e+01
1.525628462690650977e+01,3.193681287608401975e-01,2.882930861660557564e+00,3.169548671441295369e+02,1.578095772850591061e+01,1.558152332770715454e+01
7.201980088451723816e+01,3.688057242422481119e-01,3.976890897561135674e+00,3.000676948494993894e+02,4.629206858893591203e+01,4.613411413690133855e+01
2.835498839542012206e+01,4.797939915949971379e-01,1.566391759660687342e+02,2.577349028149392325e+02,3.197943651219945238e+01,3.160008867495353968e+01
1.427926353705654350e+01,5.445244411574836629e-01,7.689217924488571043e+02,3.894136700484042422e+02,2.094698328625727157e+01,2.110261876252065960e+01
5.552730886381050723e+00,2.995526651942561625e-01,2.450482776635187676e+01,2.946899454096042064e+02,6.861775926045073248e+00,6.519020520749325698e+00
1.830871825186473956e+01,5.471898542683912847e-01,2.361606987308125571e+00,3.229471045434116832e+02,2.228441454540067923e+01,2.206065762594418089e+01
1.998807295563307562e+01,2.490938239380456332e-01,4.564390901167959314e+00,3.405839782920387506e+02,1.798807700885856420e+01,1.809585040446192394e+01
5.416023587760746949e+01,4.353648296058642009e-01,1.890433192237920323e+01,3.324019390805873400e+02,4.450490193343644307e+01,4.462567394321980174e+01
4.565284973096773058e+01,6.788582486040000141e-01,4.900745285017515016e+02,3.061949049446572531e+02,5.732830415152690762e+01,5.720826972622538875e+01
9.577214235810019716e+01,4.849952114613083620e-01,2.252885986633294024e+01,2.576938898226954962e+02,6.962444666828790218e+01,6.901866692514126100e+01
9.546098234979760377e+01,5.996410130605578370e-01,6.978164829407480738e+02,3.400694799461775233e+02,9.203647719610765421e+01,9.216263118229632312e+01
7.985806493637460335e+01,3.341425344764755723e-01,3.991488193327460522e+03,3.949680178362021366e+02,5.697814185507054674e+01,5.705601089273816484e+01
6.748717576408962771e+01,6.245148349380749142e-01,1.846743451152370241e+01,3.445847159588373643e+02,6.487584796808764054e+01,6.445213360344611431e+01
8.465728606526629108e+01,7.905826649746181545e-01,5.215552682305176546e+01,3.113719115506673347e+02,9.467953431501433670e+01,9.491063093985268040e+01
9.393643101950857499e+01,5.905694430959033125e-01,5.294635390461601077e+01,3.235867913455151097e+02,8.210145677200748082e+01,8.189112683187745745e+01
3.239155159813272622e+00,7.883115719692710410e-01,5.044586113634346702e+01,3.514914780076869079e+02,6.079879349256237298e+00,5.742022914410247481e+00
1.269241748793501046e+01,7.003247065448898745e-01,2.919261109400351870e+02,3.471955245911860857e+02,2.095336440124181721e+01,2.098208361453109561e+01
3.666612458368066996e+01,6.609282153418933881e-01,2.038983609567849726e+03,3.203815103052161248e+02,4.992825835259907308e+01,4.987471722317931011e+01
1.026509845121737285e+01,4.875165446668379143e-01,1.974383724106810121e+02,2.781762336857403852e+02,1.453225406885492532e+01,1.459304126915226973e+01
6.035292283227443733e+01,5.444457950065850760e-01,3.802126567684111791e+01,3.066669367152189807e+02,5.586560136579797131e+01,5.538387694830063879e+01
2.677605801246275519e+01,3.482852048681395751e-01,2.157166649319503904e+02,2.813267361574379493e+02,2.677600578144658883e+01,2.731967481632830186e+01
2.716963318410022410e+01,7.247362725920898363e-01,4.216371447387045009e+03,2.684182052886158658e+02,4.268439458834779998e+01,4.250359700398468021e+01
2.954447087613869272e+01,2.080528277494422540e-01,6.903431014298783808e+00,3.975227255650103189e+02,2.218006084837101710e+01,2.171816305582209239e+01
1.067385010085461516e+01,6.784403090326651675e-01,5.110100299125259227e+01,2.515138144966246045e+02,1.684568284624420542e+01,1.703133550281435049e+01
7.435350087057773294e+01,7.640238100776879371e-01,6.583962127341213773e+02,3.742281206565414777e+02,9.145860574039053859e+01,9.135216450136019262e+01
6.541657053036536240e+01,3.991041948905302839e-01,9.302688967360008121e+01,3.408200716785409554e+02,5.005784795638042795e+01,5.015530550211229865e+01
6.104430097348497952e+01,6.799702410061834179e-01,1.288548442451775244e+00,2.806672250230108148e+02,5.958844070758363642e+01,5.948655817839612325e+01
4.370512645499768034e+00,4.575666798767283883e-01,1.704976511455000221e+01,3.305953907486564844e+02,6.251562894903836209e+00,6.233640786759860219e+00
4.351695031924887047e+01,7.141673360144438210e-01,3.556010311584022077e+01,3.447864198692593050e+02,5.281493045848249324e+01,5.288866231160408660e+01
6.883515540008441747e+01,5.774124835397786981e-01,1.216165749915916479e+02,3.813978542747331630e+02,6.648361757360717661e+01,6.625962170841231114e+01
1.647831834045505062e+01,2.334597172926924369e-01,4.965595776287555907e+01,3.249245015064394693e+02,1.607241500067572559e+01,1.627603687943359390e+01
3.918012662109752853e+01,4.253984221400702315e-01,6.217153405954904883e+02,3.042656329178558394e+02,3.915258984459688918e+01,3.901161981487302910e+01
2.963580401523752350e+00,2.115457710838983818e-01,3.093799584037250838e+02,3.913810056270683617e+02,3.715402233098080487e+00,3.454496089846938567e+00
9.103941710646964225e+00,6.495911967077356852e-01,5.204413172229997144e+02,3.054507539584544702e+02,1.528017031246704249e+01,1.530328003901379397e+01
2.242890441990633477e+01,7.225067089463343972e-01,5.491379773756937865e+00,3.143443884139308011e+02,3.053087536070896135e+01,3.066438774425627400e+01
4.205036595298361846e+01,7.976650089536945210e-01,5.109918357222187296e+03,3.637137216986458270e+02,6.469622622982254256e+01,6.462750242733694961e+01
4.686076359245060985e+01,5.158074112425046209e-01,2.453055023512018806e+02,3.461279575550883010e+02,4.818051573098527740e+01,4.792175979486140847e+01
8.856763163019319052e+01,4.347755456898901860e-01,1.283967186758966683e+01,3.863344905106949909e+02,6.065284765148371093e+01,6.083878332137629741e+01
3.234918577522731198e+01,5.147363833431666258e-01,4.046625184322519090e+03,2.609835825343834017e+02,3.974852626322051208e+01,3.922042762558368167e+01
3.124923751441945896e+00,4.660979291917877743e-01,3.546367814586911891e+02,2.767649134531970958e+02,4.892947519493390018e+00,4.583688278682729766e+00
8.279611133034535442e+01,3.758838222866576206e-01,6.612166195549396434e+03,2.961322126473265257e+02,6.348670503732895298e+01,6.349856190448896598e+01
7.122846601983704673e+00,7.461550907652338971e-01,8.339419790495341545e+01,3.820336389596853337e+02,1.256432193446882728e+01,1.215600411497730704e+01
1.020620727356060620e+01,4.365101157688810463e-01,6.388996948814717598e+02,3.008486131549074685e+02,1.421810877370283066e+01,1.422650705297758122e+01
9.635498995723375515e+01,7.373973084896736641e-01,5.841405051437405405e+01,2.847507445157725101e+02,9.936850381338430793e+01,9.935204487797876993e+01
7.558317639470747906e+01,5.399003064830640852e-01,1.700919320602263696e+01,3.361515412027404182e+02,6.337800812378880266e+01,6.364763006044625371e+01
3.444756607514624847e+01,7.081492807298901404e-01,6.427633378765091265e+02,2.551571820911003385e+02,4.790185909241982642e+01,4.762742198687583794e+01
1.408570532030037370e+01,5.993649496201727267e-01,1.007067516023395370e+01,3.955224941023457745e+02,1.943806434189628618e+01,1.925029238480379234e+01
3.928632674401429625e+01,4.815457005563164583e-01,1.061141368724027103e+02,2.539581661725204356e+02,3.980104419923105752e+01,3.990099870464135989e+01
3.458029438523718113e+01,6.297871914334727261e-01,1.301926234579775041e+02,3.162843372366003791e+02,4.284865930879801965e+01,4.211139023173628004e+01
8.756967894280484188e+01,6.352789633229891653e-01,1.293570174623259561e+02,2.691214595233462887e+02,8.451237195714554673e+01,8.544238464681991729e+01
4.245654871408996200e+01,7.216250191494915089e-01,6.373843358110005575e+00,3.941344635585769538e+02,4.967799432545403704e+01,4.946839910631550907e+01
9.122455595546581364e+00,4.764820005702356531e-01,3.236521222699742793e+03,3.600095304717988824e+02,1.389171315186757916e+01,1.367276263604991193e+01
9.275371503350002911e+01,5.177731602016855117e-01,2.582893036388387031e+02,3.031141722788780726e+02,7.783446380774401518e+01,7.809280206101513500e+01
6.260902300781075525e+01,6.585427630993685444e-01,5.977651436923572703e+01,3.039462200869572825e+02,6.612939015851137015e+01,6.611744060608066320e+01
1.255427582131921938e+01,5.088595066750740692e-01,1.067329291743873000e+03,3.650626039953592112e+02,1.835372591208144399e+01,1.781989732647036817e+01
1.220424184459581163e+01,5.722166195442129899e-01,1.298646938216741908e+01,3.284302853228201116e+02,1.694054973521242147e+01,1.712862794924020449e+01
4.712739087526216508e+01,3.412737855624236594e-01,4.217957085432463487e+02,2.719886666391715266e+02,3.887006896632277630e+01,3.912668231652254036e+01
1.011680760322250094e+01,7.856593630250212623e-01,3.205187316035201661e+01,3.640772147689082772e+02,1.721903601274950191e+01,1.708405213070671991e+01
6.354346702807308844e+01,5.815831005306222323e-01,4.796530786886519593e+01,2.720839307899742039e+02,6.076102529797218210e+01,6.067654519048457473e+01
6.202199531839611524e+01,5.903284220468987264e-01,2.696602079771611926e+01,3.023875087703528379e+02,5.936781392777278654e+01,5.951360930695060603e+01
4.176053513197216738e+00,6.471135747699463536e-01,1.371123452371644476e+02,3.387149098521263113e+02,7.231798934854023031e+00,6.959164859879687803e+00
8.093485532308815777e+01,6.726308117731957248e-01,7.294324026419711799e+02,3.591270928535210487e+02,8.879375222555904656e+01,8.892526879482112179e+01
7.889268133301035846e+01,2.575399474240686049e-01,1.281943121374029282e+01,2.554955915380218698e+02,4.116618678233368200e+01,4.122597633546703122e+01
9.161551859291553512e+01,4.220354307094053015e-01,6.017906502692401460e+01,3.173585898973608437e+02,6.371311646828690556e+01,6.351063668355413228e+01
6.736035802710922837e+01,5.591841152879118981e-01,2.132754621626481253e+02,3.189108052116120575e+02,6.497758845036507580e+01,6.455995788822151837e+01
6.959336100118710533e+01,7.965159697484212042e-01,2.131645181345027140e+01,2.781429716500356903e+02,7.907052743614998747e+01,7.900284568692165976e+01
1.721042379086362217e+01,5.098838070052731375e-01,9.561159715402633097e+00,2.543288740081511605e+02,2.106005324118290645e+01,2.079742656370485676e+01
3.364992583902358891e+00,2.015123204869337104e-01,7.921140955903870235e+03,3.803943306161849591e+02,4.363935498935002322e+00,4.664358566639051240e+00
7.490752089423572180e+00,7.821191150297748251e-01,3.275187982006723360e+02,3.591928822349523216e+02,1.395540708532919894e+01,1.399863269587917536e+01
9.648167267587537310e+01,5.301112433816443925e-01,1.445967471351319773e+03,3.310966393066703404e+02,8.647146527454667364e+01,8.670609063131463756e+01
6.492641519040373055e+01,2.390095021659352781e-01,4.819829154686958717e+00,3.644915971449950689e+02,3.526741377526138876e+01,3.530780035586472820e+01
9.474375998284733669e+01,4.069366130716046137e-01,1.667971946593582118e+02,3.253730628491472885e+02,6.579439291990320271e+01,6.587326325502871782e+01
3.558905152833746399e+01,7.752916989754383703e-01,5.898880334500768541e+00,3.820549609044525141e+02,4.551435078155498104e+01,4.527945110638586357e+01
7.576693608947998371e+01,3.987352850543198768e-01,1.376356591975808215e+02,3.424897847565326856e+02,5.565698814182782428e+01,5.585740236979946616e+01
7.474497570805011648e+00,5.333529076675784797e-01,1.153168006110661707e+02,2.905596630440462604e+02,1.128654895070753028e+01,1.182195843299963833e+01
1.745431139370414542e+01,3.961841165152006905e-01,8.157755077200679494e+00,2.813097644983745340e+02,1.916469149216720425e+01,1.907178522551194177e+01
