r,q,T,n_ext,phi,phi_noisy
3.851786166000715994e+00,2.769119903064514610e+00,1.947720060081082005e+00,3.995040335983477409e-01,1.861683308539885118e-01,1.319426221052930615e-01
3.271258347390672006e-01,8.473995631461895828e-01,1.729403886323962469e+00,1.965072202213392849e+00,2.593778163542845849e+00,2.594612215263392141e+00
2.344702168325369041e+00,2.402962617491659181e+00,1.014512026490332008e+00,1.661090489054328323e+00,4.214698853289904346e-01,3.891205353385166488e-01
1.984901935376508719e+00,9.793994076423711004e-01,1.980243039444691266e+00,6.344169141926374600e-01,2.228584037574062315e-01,2.450511637423767042e-01
2.489955227059277743e+00,8.575916589575247606e-01,1.629544525058871152e+00,1.062754731488628313e+00,1.369216999397783185e-01,1.402838173223348028e-01
8.125792951811341425e-01,1.598109723217342015e+00,1.728547883614887315e+00,7.242421771724552038e-01,1.411461258844806110e+00,1.422429367888546015e+00
1.268032956542107570e+00,2.210149192945594976e+00,1.047234572543938924e+00,7.343324473592245383e-01,9.582340115448650941e-01,9.369315169687990608e-01
2.897847632478605107e+00,2.610421711530948485e+00,1.395088741787300801e+00,1.020497121219885894e+00,3.109989661172327668e-01,3.475675708771427952e-01
2.061291755148578986e+00,1.020377613455817123e+00,1.433499194294375778e+00,7.663930143998183286e-01,2.106910430365872000e-01,2.510925103795961233e-01
3.999949786833634668e+00,7.492598524116351744e-01,9.157603983429828398e-01,1.986809712410102291e+00,4.958662078835368581e-02,2.829119993582943429e-02
3.104655628532069667e+00,2.481782299850264550e+00,1.218549446148512239e+00,1.696937371017495089e-01,2.279749575743072743e-01,2.354312600116336140e-01
4.334080086977571966e+00,1.627543062771719118e+00,9.073879423833196567e-01,1.815863214303916839e+00,8.884201465584531943e-02,7.537596608804157661e-02
3.715332019162902011e+00,2.023924171060233146e+00,9.319237027322675448e-01,1.392383439724426131e+00,1.452406009045963398e-01,1.447692021673817053e-01
3.088752549241112089e+00,1.960503767515951346e+00,1.481385039868928999e+00,1.829654459153373658e+00,2.341336295113973787e-01,2.088208899269060892e-01
1.580554890540779134e+00,2.402043741140572841e+00,5.298707328865221999e-01,5.128614730206668693e-01,7.243845409249309863e-01,7.617274512165433942e-01
3.957250246045608932e+00,2.973897283422392679e+00,1.637285354145324945e+00,1.522582630815985771e+00,2.196568435198233415e-01,2.002732532981699731e-01
1.406084375221192673e+00,2.120228722833629398e+00,1.227560061022206828e+00,1.424750699848547963e+00,8.647239948687009958e-01,8.588023185687511107e-01
5.610133367091412193e-01,1.413028843746522822e+00,6.884763690457801344e-01,1.101122665764712183e+00,2.134122420118996555e+00,2.144152078741206946e+00
4.821749976527493153e+00,9.372245636765923482e-01,1.224517996096300410e+00,1.252418922529922929e+00,3.994811702745669491e-02,2.699690345913412226e-02
2.792053784463051969e+00,7.571970473902460697e-01,1.063155748710137072e+00,8.825633479485182065e-01,9.079965166647180341e-02,8.601340307182575584e-02
3.914692628239094141e+00,2.228885395872775455e+00,1.810960969942006615e+00,4.861706439877668817e-01,1.447628261971027896e-01,1.334900292685634871e-01
2.740269476625728728e+00,1.137759020944925981e+00,1.509401254609517018e+00,4.416977372201134067e-01,1.414352297434426364e-01,1.387660146467167566e-01
3.135582705784742963e+00,1.194002849159561563e+00,8.368742811100537971e-01,1.464709849297605171e-01,9.678554419165483202e-02,7.337469148964877175e-02
3.626828024792299598e-01,1.608367189870797187e+00,1.873491484487992409e+00,8.753088786342830829e-01,4.446095004153143293e+00,4.437335242641097466e+00
1.096609660898280936e+00,1.818996345836729756e+00,1.798664256899829006e+00,1.912009362646067467e+00,1.194695281315816038e+00,1.190557422821571176e+00
3.438509098086931726e+00,1.540370050392826595e+00,1.314936183707953621e+00,1.930877701458658002e+00,1.484550577213501477e-01,1.417805376452674626e-01
2.938710070171991706e+00,2.889260874341699648e+00,6.140788737023830102e-01,3.789004719616448913e-01,2.663210257668780501e-01,2.674548248647539705e-01
9.610641631362208948e-01,1.245227768698529802e+00,1.494830426636385878e+00,3.579327484931211778e-01,7.973437665514667705e-01,7.914817221643323242e-01
4.769740489885687218e+00,2.005046567946121350e+00,1.134564972687500894e+00,4.856050441528187989e-01,6.760886147703817906e-02,8.267308964582580078e-02
9.408974362275406289e-01,5.406135624804870865e-01,1.440468466693473282e+00,1.716316989106623225e-01,3.403487655649518606e-01,3.338848470492352671e-01
2.649455598745689588e+00,6.594296041510950834e-01,6.473182225401002965e-01,5.559631980114099203e-01,8.006673758731745749e-02,7.733374566139977757e-02
8.912138000924367809e-01,9.973672031701672491e-01,6.724378352296893624e-01,8.927315619217270903e-01,6.949752368920558698e-01,6.816796101721388501e-01
3.643384285309926529e+00,1.203357184342700226e+00,7.248288787510188680e-01,6.675692646599920010e-01,7.388382897740071453e-02,6.335353217509596957e-02
1.526302467656733164e+00,1.665808298312487779e+00,1.323087646162227848e+00,1.031320375325233130e-01,5.196114815505372686e-01,4.943216257341430109e-01
8.438430805845595906e-01,1.935518504822848485e+00,1.582205813624259161e+00,1.858848933978723750e+00,1.826297469226938475e+00,1.836673167644497839e+00
4.207384672184751873e-01,9.148027716427338252e-01,1.020969370397984299e+00,5.958659387947229380e-01,1.883227532667090198e+00,1.860377172314040317e+00
1.039210581908593500e+00,1.946624392784963131e+00,6.399528594109593627e-01,9.726280605788220068e-01,1.128177164580316250e+00,1.113260036616549709e+00
1.120633840273118631e+00,7.045575997418567216e-01,7.472685616095566807e-01,1.207786377227183738e+00,3.566872089523459022e-01,3.638721019925699740e-01
2.777465981944604589e+00,1.480686790024434041e+00,9.787105002636914408e-01,1.098692521074498218e+00,1.810980371308628101e-01,1.891495044497534528e-01
2.364986653622677792e+00,2.495242702516666355e+00,1.508848299032978346e+00,7.492653992620967873e-01,4.155431456250724409e-01,4.075408506049710278e-01
4.795012962816978863e+00,1.687480047755451240e+00,1.007277205113991103e+00,1.025851976359399842e-01,4.033601978440803926e-02,-4.929642536799505592e-05
4.779926416959884072e+00,2.165170887752323914e+00,1.566402958846133675e+00,1.200926399282366885e+00,1.009863308451503239e-01,1.093965965910618232e-01
4.023421330248465821e+00,1.058927226985314718e+00,1.850425568368311069e+00,1.932906904482695198e+00,8.340208020888181806e-02,8.859334938672301651e-02
3.423620643107375905e+00,2.268811812241978920e+00,9.749024628567743989e-01,1.261129546117831346e+00,1.906546799690564398e-01,1.624070556596209358e-01
4.256110839528062684e+00,2.960761104060908089e+00,1.143987626213856634e+00,8.182921540088976542e-01,1.507208256537942992e-01,1.661272673096842178e-01
4.706008776703446195e+00,2.127372679566263525e+00,1.146438521838928359e+00,9.811572179402017202e-01,8.827645360332180002e-02,7.425445759465328088e-02
3.085650986576132238e-01,2.951298216538629227e+00,1.138559577522455291e+00,1.353219706769158703e+00,1.380691924389581438e+01,1.378439548157274785e+01
7.669050903241216854e-01,2.584686277270373811e+00,1.424477353105116251e+00,1.295940327882481258e+00,2.735873500337117292e+00,2.737788114556402252e+00
1.929266646481486935e+00,2.420534230591221636e+00,1.741030150513507513e+00,9.384201374028817710e-01,5.946065729832222813e-01,5.910371643552380094e-01
6.492168946044787337e-01,1.697985602778490977e+00,1.360786835842974885e+00,3.756831158098721257e-01,1.963677232630124392e+00,1.967729712649947338e+00
3.077717470655730647e+00,1.935190812527437298e+00,1.092509963693657049e+00,7.555591562029200237e-01,1.923423185091476251e-01,1.602273573426588604e-01
1.449748267270921431e+00,1.117855020283914813e+00,1.375206386486504506e+00,4.176898154325059398e-01,3.851839191944476104e-01,4.214285215198950718e-01
1.468830699835162346e+00,2.686401135800373652e+00,1.859352073885674805e+00,2.455760705148779532e-01,9.377557679197920937e-01,9.257025956289175461e-01
1.583974345509754578e+00,5.335534489560094240e-01,8.146493709956237339e-01,1.966969674200137463e+00,1.718268597590166258e-01,1.410336735890884152e-01
6.690351564050722732e-01,2.493501287636104458e+00,1.140661034145122432e+00,2.018419328832821158e-02,2.714205859580805402e+00,2.726582703352148584e+00
3.756533375543162911e+00,2.850099208657032257e+00,1.556932746513812305e+00,1.656374942087220026e+00,2.344437204042483791e-01,2.273476378022248334e-01
3.323227662078320765e+00,1.329600812043876035e+00,1.238228187759814469e+00,1.210934289047212564e+00,1.228924842065548112e-01,1.293896539220128761e-01
3.111238835078059761e+00,2.499876004192430834e+00,5.412877813689840334e-01,4.088963336401445492e-01,1.910236135946805358e-01,1.842314449821797762e-01
3.634187949333220757e-01,1.573194499486368247e+00,9.618944001230292917e-01,1.074605209982086196e+00,4.670208782960889593e+00,4.669013975751290957e+00
2.261427894266612171e+00,2.642363900060182402e+00,1.081611129369009605e+00,1.263818931590123817e+00,4.782986686219919403e-01,4.832141254967646238e-01
3.488977231519244881e+00,2.072552014749077465e+00,1.281872288186066910e+00,1.751971390329776002e+00,1.889544085371787918e-01,1.740213508575208234e-01
9.504639195372146521e-01,6.394154887195517833e-01,1.135989261113244275e+00,9.989933534191932640e-01,4.243633959524468757e-01,4.379381878696380070e-01
2.051157654356243754e+00,1.439160092250292511e+00,1.547596843833374480e+00,7.235417722380776961e-01,3.023428306060591542e-01,2.929448286244683008e-01
2.952038982556970947e-01,5.481073795162432205e-01,1.433934566273959543e+00,1.885080075027578461e+00,1.827598676513679798e+00,1.810204933630270352e+00
5.929183859707618520e-01,2.373296652948898355e+00,1.518639412769543950e+00,7.393433861127260975e-01,3.442621036709506033e+00,3.444161685145956220e+00
1.238977183995458642e+00,2.677111287276392915e+00,7.773805549092933642e-01,8.579251788524109301e-01,1.202406617859010707e+00,1.211307443428831565e+00
2.190320773477993477e+00,2.990270870640393319e+00,1.890655235498818865e+00,1.516182955981944191e+00,6.614787200657352706e-01,6.568971332333625179e-01
2.423552174179423258e+00,1.815864213510435921e+00,1.396140233676605336e+00,1.281706100734510523e+00,3.044629924376368590e-01,2.872125966960455967e-01
4.445703351766942646e+00,1.478231440374542238e+00,9.157077218695536258e-01,1.817793206809266593e+00,7.653780315543068369e-02,8.893351448160334571e-02
1.719960522435263650e+00,1.811401597263194274e+00,1.852659867517951753e+00,1.464477671251120938e-01,4.840888487721241029e-01,4.488822729296685354e-01
3.030266061305185721e-01,1.608741371632448791e+00,1.456168916309933170e+00,3.568655127092943413e-01,5.622411442810332005e+00,5.601794160089621499e+00
4.165872064501592753e+00,1.232849259527740049e+00,1.932628910354912799e+00,6.150961686310205678e-01,7.318121188607162875e-02,7.397166969673932280e-02
4.968652897931493118e-01,2.775646211521808127e+00,1.220425938478731709e+00,1.760448519462471051e+00,6.043186940267389673e+00,6.015965752301288383e+00
6.463615647786961071e-01,1.485458815703670776e+00,1.552037255272518790e+00,6.779815087320997247e-01,1.786918992958361097e+00,1.787478878243344393e+00
4.823272240350727991e+00,2.739155452040306304e+00,1.162443995708210220e+00,4.633432602103000342e-01,8.968644463034368408e-02,8.858918226997440637e-02
3.816154007016120620e+00,1.916251277012766652e+00,9.615063928586338182e-01,1.148687216036538450e+00,1.264711471243731566e-01,1.444459429015365337e-01
1.821700173340424112e+00,2.617288669707875215e+00,1.553019161518213842e+00,6.876242788133790640e-02,6.283711429526945835e-01,6.100753359164287071e-01
8.344584397721392932e-01,2.164020623417385991e+00,8.761469703454463076e-01,1.940299921364610380e+00,2.051548944393361662e+00,2.039030813920528651e+00
2.056306751224935336e+00,1.673107085651318382e+00,1.259664967207670072e+00,5.277554896693925635e-02,3.268132776939633999e-01,3.334769113879834102e-01
1.828135485344833056e+00,2.290779964306135952e+00,1.292969891891645018e+00,8.837911631546715441e-01,5.797402891610879960e-01,5.305890173569718371e-01
4.397317766923871218e+00,2.313662347179121337e+00,1.291921247616487189e+00,2.549527936446174259e-01,9.521639234620181413e-02,1.572172383244934968e-01
2.210014483107392014e+00,2.673437579789547769e+00,8.016505198109158403e-01,1.921792847447692631e+00,5.133079054978639810e-01,4.993348908886285908e-01
5.938160288749857463e-01,1.652008335709314935e+00,1.816279422178846081e+00,1.466793739623984960e+00,2.443713803917036742e+00,2.429117102862525801e+00
4.648664971321213812e+00,1.824054834173689299e+00,1.404539908025192574e+00,7.081889637183740316e-01,7.832306771309813231e-02,9.554561793117238855e-02
3.187104145833248747e+00,2.410594846247368750e+00,1.166198970229380460e+00,7.192829344927633706e-01,2.254170687251981220e-01,2.246204318964844515e-01
7.602073125488106875e-01,1.786914611146141585e+00,1.635611910631558530e+00,1.534168053271456333e+00,1.893537237094635950e+00,1.857948664720564080e+00
7.432359682228271147e-01,2.050902581434220551e+00,9.175591609752598021e-01,1.045737137637601677e+00,2.104895648102222960e+00,2.117434195704074984e+00
2.436479557588468570e+00,1.088640773176765109e+00,1.484413308801310505e+00,2.931822218556205950e-01,1.635472865819606603e-01,1.806548432619448363e-01
6.420270353077576209e-01,2.940247345937588186e+00,1.064695030785652641e+00,1.521029530252110629e+00,4.298264063998076701e+00,4.289265138528557841e+00
3.232410522573240907e+00,2.089929585544259005e+00,1.130347713637284812e+00,2.944524105329895391e-01,1.773539736523425669e-01,1.717219664865020645e-01
3.158642197255569162e+00,2.126368425195410694e+00,1.036556324426318287e+00,6.985001169380378183e-01,1.979417004697174853e-01,2.076613924149053325e-01
3.539904733671377923e-01,2.362973228208109511e+00,1.301403709733716996e+00,1.182865464695017410e+00,7.868487024827722109e+00,7.850311419829433035e+00
4.075629348998213608e+00,2.469295049054982094e+00,1.573619394317808284e+00,1.455027904713613873e+00,1.683200370165405801e-01,1.770878083006787451e-01
3.976614852509592790e+00,7.397497809336190944e-01,9.154507836377596686e-01,7.327455384029168961e-02,3.073054156180050900e-02,3.471651177069046829e-02
4.593479689353480389e+00,1.425147627955855256e+00,1.167292038512303787e+00,8.981145319648113912e-01,6.188669342870797840e-02,4.838804111318961709e-02
3.417471904344690170e+00,1.996600480366299335e+00,1.373352834400476175e+00,9.188107361548274454e-01,1.721283136334893771e-01,1.442862761572524799e-01
3.525738715209071561e+00,2.985483207285087648e+00,9.982680937877225213e-01,3.752396220004758920e-01,2.049738151626832039e-01,2.004616985474614865e-01
9.859599413752060393e-01,1.791182529188637851e+00,8.676914648645175365e-01,5.771832010868216400e-02,1.056522446488186384e+00,1.039014001322982939e+00
3.146663070982961830e-01,5.063013353622237700e-01,1.962045403094398344e+00,1.738591074882466003e+00,1.534506779678254551e+00,1.554534984191857871e+00
5.147031316084156316e-01,2.925496312624061623e+00,1.443213586894523726e+00,1.455905096466030724e+00,5.864663069404760343e+00,5.867544776774758830e+00
4.829414432769715049e+00,1.875463514090184747e+00,1.685059446173880371e+00,1.081288524088938274e+00,8.538873685956616111e-02,1.010304273107640871e-01
3.299462554686241056e+00,6.625395923580635893e-01,7.561368666353383006e-01,1.526554628599934293e+00,5.867154538563865845e-02,6.136398409252782210e-02
4.745151999168355061e+00,1.362235887798352474e+00,1.333320778257465644e+00,1.004974171321963983e+00,5.881485530182620214e-02,6.407287764352681547e-02
1.877044922586058817e+00,2.897048745730992803e+00,7.890385947878038042e-01,1.760732812059366603e+00,7.232370576541979901e-01,7.075770793095903510e-01
3.825063567974787304e+00,1.328063687726332764e+00,1.302024112711585468e+00,1.233197130087102744e+00,9.467889010380840797e-02,1.080398386352512952e-01
5.139150337360005594e-01,1.888970448614909925e+00,1.273209719250502303e+00,5.407955072539498698e-01,3.201420727330615446e+00,3.237114692816756012e+00
9.977847948462614802e-01,1.317433818813336099e+00,8.418389983323100179e-01,4.174635266449937543e-01,7.671996608425678543e-01,7.610059097322170452e-01
