t,C,S,R,dC_dt,dC_dt_noisy
3.780756151230246331e+00,2.273557190224645141e-01,8.599702033998881667e-01,3.309457372701498645e-01,-1.009990888074727283e-01,-9.762648066726244134e-02
3.800760152030406402e+00,2.253667147726457209e-01,8.572449777445189101e-01,3.326529739344368242e-01,-9.788423016649772102e-02,-1.070656612807528996e-01
3.820764152830566474e+00,2.234386764615622079e-01,8.545147137998799769e-01,3.343530954799963650e-01,-9.490290761545996934e-02,-7.037749560913561520e-02
3.840768153630726545e+00,2.215689852385191172e-01,8.517804007136682287e-01,3.360457926668850015e-01,-9.204983722970955240e-02,-7.280674395714462066e-02
3.860772154430886172e+00,2.197551254510525798e-01,8.490429853648293612e-01,3.377307767665303495e-01,-8.931991810457588776e-02,-1.435456268532713242e-01
3.880776155231046243e+00,2.179946841037905814e-01,8.463033727014093177e-01,3.394077794431820672e-01,-8.670823217193410204e-02,-8.587418045138785205e-02
3.900780156031206314e+00,2.162853449396905381e-01,8.435624290597104613e-01,3.410765514951633604e-01,-8.421003914053065698e-02,-1.165593891310044150e-01
3.920784156831366385e+00,2.146248833814497492e-01,8.408209850890225878e-01,3.427368617634287129e-01,-8.182077144456655071e-02,-5.962801145959609195e-02
3.940788157631526456e+00,2.130111635080010335e-01,8.380798372553625031e-01,3.443884964908415780e-01,-7.953603042345991359e-02,-7.617391304090342929e-02
3.960792158431686527e+00,2.114421362877842436e-01,8.353397487758755791e-01,3.460312589494752289e-01,-7.735158282480274206e-02,-6.638347378106279617e-02
3.980796159231846598e+00,2.099158383543658357e-01,8.326014502152527808e-01,3.476649691803685993e-01,-7.526335733270374251e-02,-9.656585190876972036e-02
4.000800160032006225e+00,2.084303843341892282e-01,8.298656433676129263e-01,3.492894623483078220e-01,-7.326743642434570269e-02,-3.669883166443569517e-02
4.020804160832166296e+00,2.069839654618575997e-01,8.271330018761484659e-01,3.509045884518492420e-01,-7.136005235985670714e-02,-3.095858501684780467e-02
4.040808161632326367e+00,2.055748457858068146e-01,8.244041728356316101e-01,3.525102115405649994e-01,-6.953758154103509281e-02,-9.083300239355934780e-02
4.060812162432486438e+00,2.042013617636052325e-01,8.216797769784990324e-01,3.541062096301024198e-01,-6.779654078084658420e-02,-6.034023834352025828e-02
4.080816163232646510e+00,2.028619198825045711e-01,8.189604097040397157e-01,3.556924741860449934e-01,-6.613358231812650756e-02,-7.959963088593025038e-02
4.100820164032806581e+00,2.015549903927215392e-01,8.162466439654771921e-01,3.572689087512275208e-01,-6.454548641264028219e-02,-6.501688514985493050e-02
4.120824164832966652e+00,2.002791066335304349e-01,8.135390303439781201e-01,3.588354288223740141e-01,-6.302915750407470097e-02,-8.834189708856597656e-02
4.140828165633126723e+00,1.990328617201785055e-01,8.108380982564319384e-01,3.603919611516158694e-01,-6.158161886172566768e-02,-2.423870857011329455e-02
4.160832166433286794e+00,1.978149084705826122e-01,8.081443559849912361e-01,3.619384437307782143e-01,-6.020000896746999230e-02,-7.958359918912336073e-02
4.180836167233446865e+00,1.966239572693024851e-01,8.054582914856029952e-01,3.634748253137187191e-01,-5.888157689242753956e-02,-6.480325319237742465e-02
4.200840168033606936e+00,1.954587707477791203e-01,8.027803745924763090e-01,3.650010642162924701e-01,-5.762367600370094795e-02,-4.759401738149050126e-02
4.220844168833767007e+00,1.943181636105689725e-01,8.001110568649462129e-01,3.665171282976768530e-01,-5.642376068199989742e-02,-6.937497425032246312e-02
4.240848169633927078e+00,1.932009994583463452e-01,7.974507725489514698e-01,3.680229942672330612e-01,-5.527938164570235513e-02,-6.006563024034839576e-02
4.260852170434087149e+00,1.921061907116103085e-01,7.947999386033754998e-01,3.695186476676166620e-01,-5.418818274671106244e-02,-6.546097967525035810e-02
4.280856171234247221e+00,1.910326978473364801e-01,7.921589549454826074e-01,3.710040826978227568e-01,-5.314789757117914515e-02,-5.581711266790502501e-02
4.300860172034407292e+00,1.899795242167440779e-01,7.895282062850307314e-01,3.724793010028931151e-01,-5.215634413133399955e-02,-7.556719683334005289e-02
4.320864172834567363e+00,1.889457164816348567e-01,7.869080619640906882e-01,3.739443117802960792e-01,-5.121142223209110278e-02,-5.997118374413711733e-02
4.340868173634727434e+00,1.879303613941444573e-01,7.842988766846891169e-01,3.753991310533512649e-01,-5.031110961830141670e-02,-5.444896811254630598e-02
4.360872174434887505e+00,1.869325853108677882e-01,7.817009906465548497e-01,3.768437815597235896e-01,-4.945345918435377353e-02,-5.612797926043647245e-02
4.380876175235047576e+00,1.859515541928590532e-01,7.791147295471194667e-01,3.782782927514233839e-01,-4.863659648967429139e-02,-4.750279739179839172e-02
4.400880176035207647e+00,1.849864712678795931e-01,7.765404052573386950e-01,3.797027002304870780e-01,-4.785871650410565559e-02,-5.372076089124008108e-02
4.420884176835367718e+00,1.840365741055672855e-01,7.739783168300987670e-01,3.811170450288512423e-01,-4.711808012941087059e-02,-3.205385196062325581e-02
4.440888177635526901e+00,1.831011347778823406e-01,7.714287502417969122e-01,3.825213736650042717e-01,-4.641301227259639339e-02,-5.287693078831299381e-02
4.460892178435686972e+00,1.821794571682949504e-01,7.688919790047392677e-01,3.839157375085829882e-01,-4.574189891154031851e-02,-4.847489083745799843e-02
4.480896179235847043e+00,1.812708769556831134e-01,7.663682641713505106e-01,3.853001927765238310e-01,-4.510318515801770012e-02,-5.839881187793474759e-02
4.500900180036007114e+00,1.803747616143325239e-01,7.638578543341731919e-01,3.866748005330625793e-01,-4.449537343013228174e-02,-5.502567023243701977e-02
4.520904180836167185e+00,1.794905083860604267e-01,7.613609861550517666e-01,3.880396261867900543e-01,-4.391702102612032865e-02,-6.920687684251457250e-02
4.540908181636327257e+00,1.786175417601201521e-01,7.588778851229649458e-01,3.893947388362035134e-01,-4.336673757945335578e-02,-3.299103916189407432e-02
4.560912182436487328e+00,1.777553142549032072e-01,7.564087652208533186e-01,3.907402114837565388e-01,-4.284318385613195002e-02,-6.569354420918178949e-02
4.580916183236647399e+00,1.769033035182203950e-01,7.539538295673952062e-01,3.920761203424260044e-01,-4.234506934193264099e-02,-5.726219730569914040e-02
4.600920184036807470e+00,1.760610122914493259e-01,7.515132704257190266e-01,3.934025448269750647e-01,-4.187115084369513046e-02,-3.468625780347103782e-02
4.620924184836967541e+00,1.752279684095344459e-01,7.490872692034040714e-01,3.947195675539528770e-01,-4.142023118444495416e-02,-3.336876386555430452e-02
4.640928185637127612e+00,1.744037246085822779e-01,7.466759965022187195e-01,3.960272742948657831e-01,-4.099115790885075189e-02,-4.899345292895217197e-02
4.660932186437287683e+00,1.735878546432807756e-01,7.442796131251059322e-01,3.973257529974982272e-01,-4.058282078758711220e-02,-8.096813699736314651e-02
4.680936187237447754e+00,1.727799552077682321e-01,7.418982695504041658e-01,3.986150942031981281e-01,-4.019415150155127014e-02,-3.178388575563976387e-02
4.700940188037607825e+00,1.719796435128326806e-01,7.395321065106373881e-01,3.998953905203985748e-01,-3.982412167796606228e-02,-3.463285250012487076e-02
4.720944188837767896e+00,1.711865559691092276e-01,7.371812553284849967e-01,4.011667363144549303e-01,-3.947174141830537414e-02,-6.771936572774088503e-02
4.740948189637927968e+00,1.704003481870800252e-01,7.348458379167817078e-01,4.024292277076451652e-01,-3.913605836597126852e-02,-2.372961671008134987e-02
4.760952190438088039e+00,1.696206949770741046e-01,7.325259667785177786e-01,4.036829625791696352e-01,-3.881615682956140317e-02,-5.283815283822992925e-02
4.780956191238248110e+00,1.688472903492676258e-01,7.302217450068383409e-01,4.049280405651512482e-01,-3.851115695904280822e-02,-6.103491928210881545e-02
4.800960192038408181e+00,1.680798450969879509e-01,7.279332670081900547e-01,4.061645624942031296e-01,-3.822021296325091300e-02,-3.630559874396577930e-02
4.820964192838568252e+00,1.673180857872524074e-01,7.256606186106723255e-01,4.073926300240219289e-01,-3.794251227778570185e-02,-4.151192090577000143e-02
4.840968193638728323e+00,1.665617568397015913e-01,7.234038764598722526e-01,4.086123461669304291e-01,-3.767727564653843009e-02,-3.362479562671547711e-02
4.860972194438888394e+00,1.658106165314199021e-01,7.211631093309573970e-01,4.098238144462696964e-01,-3.742375455481814633e-02,-6.953871572130691792e-02
4.880976195239048465e+00,1.650644369508408038e-01,7.189383781432339138e-01,4.110271388861896358e-01,-3.718123055847855768e-02,-9.366282330310893300e-04
4.900980196039207648e+00,1.643230039977469081e-01,7.167297359601465523e-01,4.122224240116485472e-01,-3.694901466755783764e-02,-4.900218695843239908e-02
4.920984196839367719e+00,1.635861173832696414e-01,7.145372279892781009e-01,4.134097748484136248e-01,-3.672644676182067192e-02,-6.751963293174889635e-02
4.940988197639527790e+00,1.628535906298896607e-01,7.123608915823504972e-01,4.145892969230605130e-01,-3.651289503621285570e-02,-2.413605126486986774e-02
4.960992198439687861e+00,1.621252510473324970e-01,7.102007562447322231e-01,4.157610962581305136e-01,-3.630775546104391543e-02,-4.340383806306744724e-02
4.980996199239847932e+00,1.614009355413206781e-01,7.080568451518158835e-01,4.169252784637053066e-01,-3.611044916751761369e-02,-2.961327945205953840e-02
5.001000200040008004e+00,1.606804930766825845e-01,7.059291738100186286e-01,4.180819490648605696e-01,-3.592042380097962284e-02,-4.271259241348039637e-02
5.021004200840168075e+00,1.599637846437847177e-01,7.038177503738620722e-01,4.192312136583746240e-01,-3.573715256904667903e-02,-3.693195977864507928e-02
5.041008201640328146e+00,1.592506803225947343e-01,7.017225768940758002e-01,4.203731773683939688e-01,-3.556013203423863400e-02,-3.064467515946595749e-02
5.061012202440488217e+00,1.585410592826815290e-01,6.996436493175979265e-01,4.215079448464334466e-01,-3.538888166542772384e-02,-5.032193934508569222e-02
5.081016203240648288e+00,1.578348097832151242e-01,6.975809574875745378e-01,4.226356202713759669e-01,-3.522294340588671968e-02,-2.164815148869556061e-02
5.101020204040808359e+00,1.571318291729667804e-01,6.955344851433599151e-01,4.237563073494727828e-01,-3.506188125677768552e-02,-4.445988323836855272e-02
5.121024204840968430e+00,1.564320238903089411e-01,6.935042099205164234e-01,4.248701093143433805e-01,-3.490528087496146820e-02,-5.229902375837091472e-02
5.141028205641128501e+00,1.557353094632152046e-01,6.914901033508146222e-01,4.259771289269755346e-01,-3.475274918405740071e-02,-3.321210074760734543e-02
5.161032206441288572e+00,1.550416093923681904e-01,6.894921313822558462e-01,4.270774682800390631e-01,-3.460391327582984511e-02,-2.570308770600900766e-02
5.181036207241448643e+00,1.543508519798584278e-01,6.875102555196169751e-01,4.281712280975481510e-01,-3.445841841104294034e-02,-3.904000524341573464e-02
5.201040208041608714e+00,1.536629749436595194e-01,6.855444306361028195e-01,4.292585085352605967e-01,-3.431593066227731081e-02,-5.156632640386856620e-02
5.221044208841768786e+00,1.529779218288791209e-01,6.835946070648811768e-01,4.303394087396442691e-01,-3.417613369626632674e-02,-2.178042237009366819e-02
5.241048209641928857e+00,1.522956416128773693e-01,6.816607308020034006e-01,4.314140267870915091e-01,-3.403872814662192714e-02,-6.924530398907746687e-02
5.261052210442088928e+00,1.516160887052668826e-01,6.797427435064038459e-01,4.324824596839187407e-01,-3.390343127403861595e-02,-5.452071399474927443e-02
5.281056211242248999e+00,1.509392229479126768e-01,6.778405824999005347e-01,4.335448033663668599e-01,-3.376997663399142896e-02,-3.297951882332374185e-02
5.301060212042409070e+00,1.502650096149323600e-01,6.759541807671944902e-01,4.346011527006009567e-01,-3.363811375143127558e-02,-6.085930171753262119e-02
5.321064212842569141e+00,1.495934194126959382e-01,6.740834669558701808e-01,4.356516014827104821e-01,-3.350760780200522093e-02,-3.294772251702183380e-02
5.341068213642729212e+00,1.489244284101879923e-01,6.722283654177034773e-01,4.366962424306654045e-01,-3.337823924289894106e-02,-3.447550160326821878e-02
5.361072214442888395e+00,1.482580154425769403e-01,6.703887975735484117e-01,4.377351668095797455e-01,-3.324980160865367851e-02,-1.527500583149031185e-02
5.381076215243048466e+00,1.475941640562140611e-01,6.685646804726067538e-01,4.387684645350150014e-01,-3.312210311814538233e-02,-5.141791015441121715e-02
5.401080216043208537e+00,1.469328618454747715e-01,6.667559276138921298e-01,4.397962242807256783e-01,-3.299496532349328881e-02,-4.551309579632614039e-02
5.421084216843368608e+00,1.462740992808037876e-01,6.649624497234924991e-01,4.408185333784893079e-01,-3.286822177593019811e-02,-2.620458808191019479e-02
5.441088217643528679e+00,1.456178697087150697e-01,6.631841547545709314e-01,4.418354778181061704e-01,-3.274171774547235403e-02,-8.189298954958849908e-02
5.461092218443688751e+00,1.449641693517918495e-01,6.614209478873653847e-01,4.428471422473994612e-01,-3.261530994516263771e-02,2.938553603312905188e-02
5.481096219243848822e+00,1.443129973086867135e-01,6.596727315291885940e-01,4.438536099722153461e-01,-3.248886625972147169e-02,-4.646188086895684799e-02
5.501100220044008893e+00,1.436643555541214368e-01,6.579394053144280718e-01,4.448549629564227392e-01,-3.236226547843824852e-02,-4.695896653294940465e-02
5.521104220844168964e+00,1.430182489098075493e-01,6.562208661266920595e-01,4.458512818210755846e-01,-3.223539700277682635e-02,-1.501284678470257011e-02
5.541108221644329035e+00,1.423746834780082460e-01,6.545170091366921961e-01,4.468426457325323509e-01,-3.210815918047248141e-02,-3.290479600918616576e-02
5.561112222444489106e+00,1.417336677425557190e-01,6.528277266626608677e-01,4.478291323033847804e-01,-3.198046050235081594e-02,-6.756903287642263001e-02
5.581116223244649177e+00,1.410952121908777834e-01,6.511529088323898540e-01,4.488108177409961264e-01,-3.185221854881199743e-02,-1.931367094695975173e-02
5.601120224044809248e+00,1.404593284826697874e-01,6.494924442980289925e-01,4.497877768585418212e-01,-3.172335882481584768e-02,-1.461580214483167509e-02
5.621124224844969319e+00,1.398260294498946121e-01,6.478462202360855127e-01,4.507600830750097542e-01,-3.159381453249685001e-02,-4.059274000201567451e-02
5.641128225645129390e+00,1.391953290967828383e-01,6.462141223474248131e-01,4.517278084152002160e-01,-3.146352634760238992e-02,-3.709553351344288541e-02
5.661132226445289461e+00,1.385672425998324686e-01,6.445960348572695731e-01,4.526910235097258428e-01,-3.133244219971197814e-02,-2.161275025452413789e-02
5.681136227245449533e+00,1.379417863078092332e-01,6.429918405152005301e-01,4.536497975950115613e-01,-3.120051705619356769e-02,-4.937612205448255881e-02
5.701140228045609604e+00,1.373189777417463120e-01,6.414014205951560355e-01,4.546041985132947549e-01,-3.106771270985852346e-02,-2.229994142572035154e-02
5.721144228845769675e+00,1.366988348228136974e-01,6.398246555608917419e-01,4.555542927488385185e-01,-3.093399670130995982e-02,-2.694802649242000053e-02
5.741148229645929746e+00,1.360813759656314126e-01,6.382614246023660121e-01,4.565001452515675684e-01,-3.079934263503081304e-02,-4.429799495054917435e-02
5.761152230446089817e+00,1.354666205023841996e-01,6.367116055197317159e-01,4.574418195238357798e-01,-3.066373019186269255e-02,-5.850576766809958279e-02
5.781156231246249888e+00,1.348545878558846667e-01,6.351750756706416867e-01,4.583793777625983501e-01,-3.052714376437791477e-02,-3.503926037959963907e-02
5.801160232046409959e+00,1.342452975389752945e-01,6.336517119708493517e-01,4.593128808594770796e-01,-3.038957228208874484e-02,-4.789801744729211413e-02
5.821164232846569142e+00,1.336387691545284639e-01,6.321413908942081772e-01,4.602423884007605381e-01,-3.025100904103398408e-02,-1.022280452743069834e-02
5.841168233646729213e+00,1.330350223954463451e-01,6.306439884726715572e-01,4.611679586674041764e-01,-3.011145153695921756e-02,-2.722974416696075442e-02
5.861172234446889284e+00,1.324340770446611193e-01,6.291593802962929249e-01,4.620896486350301591e-01,-2.997090130207026581e-02,-1.432921085087233287e-02
5.881176235247049355e+00,1.318359529751348402e-01,6.276874415132264184e-01,4.630075139739272538e-01,-2.982936374533999568e-02,-2.713692503845083204e-02
5.901180236047209426e+00,1.312406700907053914e-01,6.262280469062577737e-01,4.639216090681937410e-01,-2.968684790187648553e-02,-2.442882556017587220e-02
5.921184236847369498e+00,1.306482476608487597e-01,6.247810715356664213e-01,4.648319871270220616e-01,-2.954336544531495010e-02,-4.520334378992256485e-02
