t,v,q_eff,p_pol,dv_dt,dv_dt_noisy
5.791158231646328369e-01,4.536783037882123337e-01,2.105929837974529484e-01,7.970646740894463123e-02,5.933978414532461443e-01,5.662849870788984052e-01
5.821164232846568476e-01,4.554562899236468954e-01,2.113164234655884322e-01,8.027744016019275342e-02,5.916898214523805821e-01,5.921068473126537279e-01
5.851170234046808583e-01,4.572291567345379559e-01,2.120366410881231456e-01,8.084857979095944058e-02,5.899856434707039243e-01,5.738109684754670869e-01
5.881176235247048689e-01,4.589969157436715741e-01,2.127536463107854436e-01,8.141987447440007797e-02,5.882853039631165126e-01,5.993816839556017628e-01
5.911182236447288796e-01,4.607595784634285208e-01,2.134674487832810552e-01,8.199131251168137458e-02,5.865887993704553827e-01,5.882698580617335971e-01
5.941188237647528902e-01,4.625171563957846677e-01,2.141780581592931110e-01,8.256288233198144644e-02,5.848961261188438954e-01,5.903801806407138475e-01
5.971194238847769009e-01,4.642696610323104878e-01,2.148854840964821988e-01,8.313457249248970560e-02,5.832072806190523595e-01,5.725560333310193428e-01
6.001200240048009116e-01,4.660171038541714439e-01,2.155897362564862807e-01,8.370637167840698500e-02,5.815222592658707557e-01,5.998065616458257976e-01
6.031206241248249222e-01,4.677594963321278776e-01,2.162908243049207757e-01,8.427826870294545525e-02,5.798410584374928955e-01,6.000417921089973294e-01
6.061212242448489329e-01,4.694968499265350093e-01,2.169887579113784770e-01,8.485025250732863844e-02,5.781636744949104623e-01,5.675159640686483487e-01
6.091218243648729436e-01,4.712291760873427160e-01,2.176835467494296350e-01,8.542231216079140821e-02,5.764901037813197071e-01,5.802182549999829186e-01
6.121224244848969542e-01,4.729564862540960313e-01,2.183752004966219018e-01,8.599443686058003133e-02,5.748203426215363621e-01,5.680873183376344837e-01
6.151230246049209649e-01,4.746787918557283659e-01,2.190637288329809196e-01,8.656661592545365769e-02,5.731543873236931708e-01,5.729186879550858258e-01
6.181236247249449756e-01,4.763961043043828947e-01,2.197491414007772259e-01,8.713883863841195843e-02,5.714922342350003959e-01,5.588358644427547928e-01
6.211242248449689862e-01,4.781084350011738926e-01,2.204314478541303246e-01,8.771109448899515326e-02,5.698338796587794075e-01,5.885053348045855559e-01
6.241248249649929969e-01,4.798157953377275575e-01,2.211106578603278805e-01,8.828337314194098506e-02,5.681793198619151664e-01,5.584875247510885377e-01
6.271254250850170076e-01,4.815181966942667091e-01,2.217867810840820630e-01,8.885566436223439613e-02,5.665285510999703567e-01,5.635677129499954141e-01
6.301260252050410182e-01,4.832156504396103447e-01,2.224598271875295463e-01,8.942795801510748654e-02,5.648815696166621381e-01,5.698963989277673337e-01
6.331266253250649179e-01,4.849081679311740833e-01,2.231298058302314813e-01,9.000024406603948646e-02,5.632383716433512211e-01,5.567627648591899625e-01
6.361272254450889285e-01,4.865957605149700549e-01,2.237967266691736068e-01,9.057251258075692257e-02,5.615989533985391580e-01,5.592058291012161897e-01
6.391278255651129392e-01,4.882784395256065668e-01,2.244605993587661108e-01,9.114475372523338226e-02,5.599633110873739605e-01,5.543269126231042954e-01
6.421284256851369499e-01,4.899562162862885484e-01,2.251214335508436859e-01,9.171695776568965230e-02,5.583314409011664869e-01,5.569968333528035886e-01
6.451290258051609605e-01,4.916291021088173285e-01,2.257792388946655293e-01,9.228911506859370506e-02,5.567033390169137119e-01,5.449979126659106887e-01
6.481296259251849712e-01,4.932971082935906360e-01,2.264340250369153706e-01,9.286121610066069842e-02,5.550790015968327662e-01,5.506991208408097416e-01
6.511302260452089818e-01,4.949602461296026545e-01,2.270858016217014164e-01,9.343325142885294810e-02,5.534584247879018593e-01,5.513894955407794285e-01
6.541308261652329925e-01,4.966185268944440234e-01,2.277345782905563776e-01,9.400521172037992756e-02,5.518416047214105280e-01,5.485043446833691716e-01
6.571314262852570032e-01,4.982719618543018369e-01,2.283803646824374978e-01,9.457708774269832364e-02,5.502285375125181011e-01,5.507954370614560613e-01
6.601320264052810138e-01,4.999205622639595337e-01,2.290231704337265251e-01,9.514887036351196703e-02,5.486192192598200457e-01,5.456881970662528225e-01
6.631326265253050245e-01,5.015643393667970074e-01,2.296630051782297122e-01,9.572055055077188790e-02,5.470136460449228633e-01,5.545457601293166672e-01
6.661332266453290352e-01,5.032033043947907736e-01,2.302998785471777610e-01,9.629211937267623256e-02,5.454118139320258685e-01,5.421798546741675162e-01
6.691338267653530458e-01,5.048374685685134144e-01,2.309338001692259890e-01,9.686356799767040227e-02,5.438137189675125160e-01,5.424472230045537247e-01
6.721344268853770565e-01,5.064668430971344115e-01,2.315647796704541073e-01,9.743488769444690056e-02,5.422193571795473899e-01,5.355715438195888245e-01
6.751350270054010672e-01,5.080914391784192574e-01,2.321928266743664149e-01,9.800606983194545818e-02,5.406287245776820738e-01,5.353635761765297429e-01
6.781356271254250778e-01,5.097112679987301220e-01,2.328179508018916599e-01,9.857710587935294977e-02,5.390418171524677948e-01,5.263968892442706382e-01
6.811362272454490885e-01,5.113263407330256305e-01,2.334401616713831784e-01,9.914798740610342165e-02,5.374586308750749497e-01,5.426464800838546321e-01
6.841368273654730991e-01,5.129366685448605301e-01,2.340594688986187000e-01,9.971870608187813345e-02,5.358791616969226235e-01,5.244539815203976829e-01
6.871374274854969988e-01,5.145422625852423826e-01,2.346758820910563592e-01,1.002892536542751428e-01,5.343034055575406338e-01,5.268448415756573633e-01
6.901380276055210095e-01,5.161431339846886956e-01,2.352894108119686356e-01,1.008596218334343597e-01,5.327313584290609416e-01,5.363238049491729775e-01
6.931386277255450201e-01,5.177392938646144804e-01,2.359000646404886548e-01,1.014298025415893145e-01,5.311630162254769028e-01,5.351887498849222657e-01
6.961392278455690308e-01,5.193307533351755323e-01,2.365078531547400165e-01,1.019997878103122146e-01,5.295983748366145383e-01,5.255972273265637762e-01
6.991398279655930414e-01,5.209175234939649179e-01,2.371127859247542935e-01,1.025695697496937231e-01,5.280374301388393032e-01,5.078447720339512861e-01
7.021404280856170521e-01,5.224996154260133086e-01,2.377148725124711426e-01,1.031391405483428891e-01,5.264801779947267946e-01,5.306853108676825581e-01
7.051410282056410628e-01,5.240770402037890907e-01,2.383141224717382767e-01,1.037084924733872732e-01,5.249266142527382328e-01,5.275222488416588806e-01
7.081416283256650734e-01,5.256498088871978114e-01,2.389105453483115205e-01,1.042776178704728218e-01,5.233767347469041598e-01,5.092529225921863523e-01
7.111422284456890841e-01,5.272179325235829550e-01,2.395041506798546715e-01,1.048465091637639512e-01,5.218305352965126875e-01,5.295337561244576330e-01
7.141428285657130948e-01,5.287814221477252774e-01,2.400949479959396671e-01,1.054151588559435054e-01,5.202880117058041876e-01,5.132770137014699419e-01
7.171434286857371054e-01,5.303402887818431388e-01,2.406829468180464449e-01,1.059835595282127840e-01,5.187491597636729734e-01,5.074872786021399351e-01
7.201440288057611161e-01,5.318945434355925039e-01,2.412681566595629989e-01,1.065517038402915284e-01,5.172139752433736470e-01,5.181712823530162382e-01
7.231446289257851268e-01,5.334441971060667198e-01,2.418505870257854351e-01,1.071195845304179078e-01,5.156824539022334397e-01,5.138977495882413038e-01
7.261452290458091374e-01,5.349892607777968490e-01,2.424302474139178876e-01,1.076871944153485333e-01,5.141545914813709928e-01,5.161808314912824658e-01
7.291458291658331481e-01,5.365297454227513363e-01,2.430071473130725190e-01,1.082545263903584715e-01,5.126303837054203560e-01,4.965729031221759460e-01
7.321464292858571588e-01,5.380656620003361201e-01,2.435812962042696039e-01,1.088215734292412168e-01,5.111098262822597604e-01,5.292321274449834911e-01
7.351470294058811694e-01,5.395970214573949653e-01,2.441527035604374729e-01,1.093883285843087055e-01,5.095929149027468297e-01,5.035663287573095559e-01
7.381476295259051801e-01,5.411238347282087968e-01,2.447213788464124296e-01,1.099547849863913435e-01,5.080796452404588992e-01,4.926830521554947939e-01
7.411482296459290797e-01,5.426461127344963664e-01,2.452873315189389170e-01,1.105209358448379087e-01,5.065700129514385530e-01,5.127584348371100331e-01
7.441488297659530904e-01,5.441638663854136970e-01,2.458505710266694622e-01,1.110867744475157043e-01,5.050640136739439345e-01,5.015159723729322172e-01
7.471494298859771011e-01,5.456771065775546381e-01,2.464111068101645929e-01,1.116522941608104474e-01,5.035616430282046085e-01,5.068102278859336618e-01
7.501500300060011117e-01,5.471858441949503105e-01,2.469689483018928933e-01,1.122174884296262692e-01,5.020628966161821971e-01,4.986668123099318173e-01
7.531506301260251224e-01,5.486900901090695504e-01,2.475241049262310589e-01,1.127823507773857564e-01,5.005677700213366776e-01,4.999703664165374706e-01
7.561512302460491330e-01,5.501898551788185765e-01,2.480765860994637584e-01,1.133468748060299514e-01,4.990762588083952345e-01,5.015339872457815762e-01
7.591518303660731437e-01,5.516851502505413229e-01,2.486264012297838000e-01,1.139110541960183104e-01,4.975883585231297701e-01,4.901218296833008137e-01
7.621524304860971544e-01,5.531759861537538514e-01,2.491735597005855229e-01,1.144748826473744041e-01,4.961040647150987137e-01,5.028914606736942794e-01
7.651530306061211650e-01,5.546623736974845009e-01,2.497180708600696963e-01,1.150383538791916183e-01,4.946233729417248148e-01,4.899243719509293604e-01
7.681536307261451757e-01,5.561443236823147007e-01,2.502599440677207854e-01,1.156014617857096111e-01,4.931462787064359032e-01,4.844494072647311800e-01
7.711542308461691864e-01,5.576218468952708340e-01,2.507991886712011564e-01,1.161642003255828753e-01,4.916727774983069565e-01,4.924431017165319946e-01
7.741548309661931970e-01,5.590949541096497111e-01,2.513358140056302648e-01,1.167265635189731615e-01,4.902028647929517757e-01,4.946532775778622049e-01
7.771554310862172077e-01,5.605636560850187911e-01,2.518698293935847654e-01,1.172885454475494499e-01,4.887365360523267532e-01,4.864457426361403769e-01
7.801560312062412184e-01,5.620279635672161822e-01,2.524012441450985134e-01,1.178501402544880061e-01,4.872737867245406362e-01,4.786485888537450051e-01
7.831566313262652290e-01,5.634878872883506418e-01,2.529300675576625079e-01,1.184113421444723396e-01,4.858146122436657888e-01,4.920124679067521267e-01
7.861572314462892397e-01,5.649434379668012429e-01,2.534563089162248928e-01,1.189721453836932313e-01,4.843590080295569478e-01,4.667557201083291640e-01
7.891578315663132503e-01,5.663946263072180409e-01,2.539799774931909004e-01,1.195325442998486920e-01,4.829069694876704788e-01,4.725983281273151704e-01
7.921584316863372610e-01,5.678414630005212960e-01,2.545010825484231298e-01,1.200925332821440317e-01,4.814584920088905151e-01,4.818537209142243483e-01
7.951590318063612717e-01,5.692839587239023613e-01,2.550196333292411577e-01,1.206521067812917902e-01,4.800135709693574282e-01,4.664029769863067276e-01
7.981596319263851713e-01,5.707221241408225731e-01,2.555356390704218161e-01,1.212112593095117374e-01,4.785722017303005171e-01,4.788521443727922211e-01
8.011602320464091820e-01,5.721559699010143607e-01,2.560491089941990817e-01,1.217699854405309839e-01,4.771343796378750279e-01,4.765857484576904168e-01
8.041608321664331926e-01,5.735855066404806912e-01,2.565600523102640196e-01,1.223282798095838148e-01,4.757001000230020038e-01,4.846874979115836646e-01
8.071614322864572033e-01,5.750107449814948479e-01,2.570684782157650061e-01,1.228861371134118141e-01,4.742693582012119102e-01,4.651214546830789720e-01
8.101620324064812140e-01,5.764316955326009850e-01,2.575743958953075063e-01,1.234435521102638239e-01,4.728421494724934782e-01,4.665830842360770281e-01
8.131626325265052246e-01,5.778483688886136838e-01,2.580778145209540742e-01,1.240005196198959159e-01,4.714184691211436573e-01,4.747502859681536624e-01
8.161632326465292353e-01,5.792607756306181743e-01,2.585787432522245743e-01,1.245570345235714610e-01,4.699983124156229541e-01,4.454226765135648747e-01
8.191638327665532460e-01,5.806689263259704470e-01,2.590771912360959051e-01,1.251130917640610463e-01,4.685816746084128792e-01,4.995820975975587275e-01
8.221644328865772566e-01,5.820728315282969190e-01,2.595731676070022198e-01,1.256686863456425163e-01,4.671685509358781685e-01,4.601820436312604734e-01
8.251650330066012673e-01,5.834725017774945455e-01,2.600666814868347609e-01,1.262238133341010426e-01,4.657589366181315582e-01,4.584605860908759767e-01
8.281656331266252780e-01,5.848679475997310417e-01,2.605577419849420262e-01,1.267784678567289436e-01,4.643528268589017793e-01,4.729641019679389213e-01
8.311662332466492886e-01,5.862591795074446610e-01,2.610463581981296577e-01,1.273326451023258921e-01,4.629502168454039945e-01,4.625518984310471593e-01
8.341668333666732993e-01,5.876462079993443055e-01,2.615325392106602753e-01,1.278863403211988048e-01,4.615511017482162304e-01,4.437568155611802956e-01
8.371674334866973100e-01,5.890290435594985885e-01,2.620162940911946459e-01,1.284395488137943797e-01,4.601554767256493816e-01,4.664247505265755045e-01
8.401680336067213206e-01,5.904076966480780175e-01,2.624976318633518435e-01,1.289922658449461357e-01,4.587633369602148736e-01,4.673171153002069755e-01
8.431686337267453313e-01,5.917821777128604577e-01,2.629765615459364048e-01,1.295444868141800987e-01,4.573746775935710329e-01,4.528752148588116033e-01
8.461692338467693419e-01,5.931524971885389075e-01,2.634530921478503984e-01,1.300962071961339617e-01,4.559894937453838892e-01,4.531734901624636658e-01
8.491698339667933526e-01,5.945186654950123106e-01,2.639272326620445419e-01,1.306474225136138867e-01,4.546077805233663116e-01,4.594676264959602352e-01
8.521704340868172523e-01,5.958806930373855559e-01,2.643989920655182013e-01,1.311981283375943386e-01,4.532295330231718156e-01,4.441417305240273339e-01
8.551710342068412629e-01,5.972385902059699214e-01,2.648683793193191693e-01,1.317483202872181680e-01,4.518547463282918120e-01,4.562386319703609083e-01
8.581716343268652736e-01,5.985923673762821862e-01,2.653354033685439428e-01,1.322979940297965562e-01,4.504834155099561310e-01,4.524764006144010864e-01
8.611722344468892842e-01,5.999420349090455185e-01,2.658000731423376672e-01,1.328471452808090980e-01,4.491155356270347676e-01,4.423662094692755731e-01
8.641728345669132949e-01,6.012876031501890317e-01,2.662623975538938037e-01,1.333957698039036632e-01,4.477511017259446779e-01,4.338300829878262155e-01
8.671734346869373056e-01,6.026290824308475624e-01,2.667223855004546840e-01,1.339438634108965909e-01,4.463901088405567430e-01,4.441340505329458566e-01
8.701740348069613162e-01,6.039664830673624474e-01,2.671800458633110664e-01,1.344914219617724671e-01,4.450325519921062289e-01,4.362783294095045616e-01
8.731746349269853269e-01,6.052998153612806354e-01,2.676353875078023581e-01,1.350384413646843473e-01,4.436784261891071335e-01,4.536925284459087937e-01
8.761752350470093376e-01,6.066290895993554644e-01,2.680884192833165036e-01,1.355849175759535619e-01,4.423277264272670317e-01,4.437685801122662754e-01
8.791758351670333482e-01,6.079543160535459956e-01,2.685391500232899853e-01,1.361308466000698825e-01,4.409804476894059189e-01,4.488012929150048680e-01
8.821764352870573589e-01,6.092755049810173462e-01,2.689875885452079896e-01,1.366762244896913281e-01,4.396365849453767183e-01,4.409828042988213070e-01
8.851770354070813696e-01,6.105926666241408007e-01,2.694337436506042405e-01,1.372210473456443869e-01,4.382961331519873438e-01,4.409251443228376366e-01
8.881776355271053802e-01,6.119058112104934777e-01,2.698776241250609997e-01,1.377653113169238774e-01,4.369590872529280912e-01,4.291290980806242716e-01
8.911782356471293909e-01,6.132149489528587738e-01,2.703192387382091222e-01,1.383090126006929488e-01,4.356254421786981412e-01,4.423059164444195779e-01
8.941788357671534015e-01,6.145200900492259199e-01,2.707585962437281113e-01,1.388521474422831359e-01,4.342951928465355604e-01,4.521421755896057881e-01
8.971794358871774122e-01,6.158212446827900921e-01,2.711957053793459527e-01,1.393947121351943319e-01,4.329683341603501878e-01,4.298714586051747832e-01
